InstrumentName, CAMP,,,,,
StartTime, 2020-07-01 00:00:00,,,,,
EndTime, 2020-07-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
07/01/2020 00:00:00.000000,0.1,8.0,57.0,19.1,,0.0
07/01/2020 01:00:00.000000,0.1,4.0,52.0,28.2,,0.0
07/01/2020 02:00:00.000000,0.1,4.0,49.0,20.0,,0.0
07/01/2020 03:00:00.000000,0.1,3.0,49.0,13.8,,0.0
07/01/2020 04:00:00.000000,0.1,,50.0,13.0,,0.0
07/01/2020 05:00:00.000000,0.1,3.0,50.0,15.2,,0.0
07/01/2020 06:00:00.000000,0.1,3.0,49.0,15.4,,0.0
07/01/2020 09:00:00.000000,0.1,6.0,41.0,19.7,,0.0
07/01/2020 10:00:00.000000,0.1,7.0,36.0,20.0,,0.0
07/01/2020 11:00:00.000000,0.1,11.0,27.0,18.8,,0.0
07/01/2020 12:00:00.000000,0.2,14.0,23.0,20.4,,0.0
07/01/2020 13:00:00.000000,0.2,14.0,25.0,23.6,,0.0
07/01/2020 14:00:00.000000,0.3,11.0,31.0,29.5,,
07/01/2020 15:00:00.000000,0.2,7.0,45.0,20.3,,0.0
07/01/2020 16:00:00.000000,0.1,5.0,54.0,16.5,,0.0
07/01/2020 17:00:00.000000,0.2,5.0,56.0,16.0,,0.0
07/01/2020 18:00:00.000000,0.1,5.0,54.0,16.0,,0.0
07/01/2020 19:00:00.000000,0.1,4.0,55.0,17.4,,0.0
07/01/2020 20:00:00.000000,0.1,4.0,54.0,16.6,,0.0
07/01/2020 21:00:00.000000,0.2,4.0,55.0,14.7,,0.0
07/01/2020 22:00:00.000000,0.2,7.0,54.0,15.6,,0.0
07/01/2020 23:00:00.000000,0.1,5.0,56.0,19.8,,0.0
07/02/2020 00:00:00.000000,0.1,4.0,56.0,20.5,,0.0
07/02/2020 01:00:00.000000,0.1,4.0,55.0,22.3,,0.0
07/02/2020 02:00:00.000000,0.1,4.0,55.0,18.5,,0.0
07/02/2020 03:00:00.000000,0.1,4.0,53.0,21.3,,0.0
07/02/2020 04:00:00.000000,0.1,,52.0,18.8,,0.0
07/02/2020 09:00:00.000000,0.1,4.0,50.0,32.6,,0.0
07/02/2020 10:00:00.000000,0.1,5.0,44.0,31.3,,0.0
07/02/2020 11:00:00.000000,0.1,8.0,37.0,29.0,,0.0
07/02/2020 12:00:00.000000,0.2,12.0,32.0,26.1,,0.0
07/02/2020 13:00:00.000000,0.3,15.0,29.0,27.8,,0.0
07/02/2020 14:00:00.000000,0.3,17.0,30.0,34.9,,0.0
07/02/2020 15:00:00.000000,0.3,17.0,33.0,37.0,,0.0
07/02/2020 16:00:00.000000,0.2,11.0,49.0,30.6,,0.0
07/02/2020 17:00:00.000000,0.2,8.0,58.0,30.1,,0.0
07/02/2020 18:00:00.000000,0.2,5.0,47.0,20.7,,0.0
07/02/2020 19:00:00.000000,0.2,4.0,45.0,18.8,,0.0
07/02/2020 20:00:00.000000,0.1,4.0,43.0,17.1,,0.0
07/02/2020 21:00:00.000000,0.2,6.0,46.0,18.0,,0.0
07/02/2020 22:00:00.000000,0.2,9.0,53.0,24.8,,0.0
07/02/2020 23:00:00.000000,0.2,11.0,51.0,22.4,,0.0
07/03/2020 00:00:00.000000,0.1,6.0,46.0,50.3,,0.0
07/03/2020 01:00:00.000000,0.1,4.0,44.0,80.4,,0.0
07/03/2020 02:00:00.000000,0.1,5.0,43.0,89.2,,0.0
07/03/2020 06:00:00.000000,0.1,3.0,45.0,26.3,,0.0
07/03/2020 07:00:00.000000,0.1,2.0,34.0,28.6,,0.0
07/03/2020 09:00:00.000000,0.1,2.0,38.0,19.1,,0.0
07/03/2020 10:00:00.000000,0.1,4.0,34.0,20.0,,0.0
07/03/2020 11:00:00.000000,0.1,8.0,27.0,30.6,,0.0
07/03/2020 12:00:00.000000,0.1,6.0,29.0,29.2,,0.0
07/03/2020 13:00:00.000000,0.1,8.0,28.0,29.7,,0.0
07/03/2020 14:00:00.000000,0.2,9.0,31.0,34.1,,0.0
07/03/2020 15:00:00.000000,0.2,7.0,39.0,37.2,,0.0
07/03/2020 16:00:00.000000,0.2,8.0,45.0,39.2,,0.0
07/03/2020 17:00:00.000000,0.2,9.0,54.0,34.8,,0.0
07/03/2020 18:00:00.000000,0.2,9.0,62.0,37.9,,0.0
07/03/2020 19:00:00.000000,0.2,8.0,68.0,38.1,,0.0
07/03/2020 20:00:00.000000,0.2,7.0,70.0,35.8,,0.0
07/03/2020 21:00:00.000000,0.2,8.0,68.0,34.2,,0.0
07/03/2020 22:00:00.000000,0.2,7.0,52.0,21.5,,0.0
07/03/2020 23:00:00.000000,0.1,4.0,44.0,25.6,,0.0
07/04/2020 00:00:00.000000,0.1,3.0,44.0,10.2,,0.0
07/04/2020 01:00:00.000000,0.1,5.0,42.0,10.8,,0.0
07/04/2020 09:00:00.000000,0.1,6.0,33.0,10.5,,0.0
07/04/2020 10:00:00.000000,0.1,5.0,32.0,15.8,,0.0
07/04/2020 11:00:00.000000,0.1,6.0,31.0,8.3,,0.0
07/04/2020 12:00:00.000000,0.1,10.0,26.0,9.0,,0.0
07/04/2020 13:00:00.000000,0.1,13.0,24.0,18.2,,0.0
07/04/2020 14:00:00.000000,0.2,8.0,32.0,19.1,,0.0
07/04/2020 15:00:00.000000,0.1,7.0,39.0,16.2,,0.0
07/04/2020 16:00:00.000000,0.2,11.0,43.0,15.5,,0.0
07/04/2020 17:00:00.000000,0.2,13.0,49.0,19.2,,1.0
07/04/2020 18:00:00.000000,0.1,8.0,51.0,12.9,,0.0
07/04/2020 19:00:00.000000,0.1,5.0,50.0,11.3,,0.0
07/04/2020 20:00:00.000000,0.1,4.0,54.0,15.5,,0.0
07/04/2020 21:00:00.000000,0.1,3.0,44.0,10.5,,0.0
07/04/2020 22:00:00.000000,0.1,3.0,44.0,9.4,,0.0
07/04/2020 23:00:00.000000,0.1,3.0,45.0,7.8,,0.0
07/05/2020 00:00:00.000000,0.1,5.0,41.0,9.0,,0.0
07/05/2020 06:00:00.000000,0.1,6.0,31.0,14.2,,0.0
07/05/2020 07:00:00.000000,0.1,4.0,26.0,5.2,,0.0
07/05/2020 10:00:00.000000,0.1,7.0,24.0,5.6,,0.0
07/05/2020 11:00:00.000000,0.1,7.0,20.0,8.1,,0.0
07/05/2020 13:00:00.000000,0.2,7.0,23.0,22.9,,0.0
07/05/2020 14:00:00.000000,0.2,5.0,30.0,19.1,,0.0
07/05/2020 15:00:00.000000,0.1,3.0,36.0,9.4,,0.0
07/05/2020 16:00:00.000000,0.1,3.0,41.0,7.5,,0.0
07/05/2020 17:00:00.000000,0.1,3.0,47.0,5.7,,0.0
07/05/2020 18:00:00.000000,0.1,2.0,49.0,4.7,,0.0
07/05/2020 19:00:00.000000,0.1,2.0,49.0,4.4,,0.0
07/05/2020 21:00:00.000000,0.1,4.0,52.0,8.0,,0.0
