InstrumentName, Welby,,,
StartTime, 2020-07-01 00:00:00,,,
EndTime, 2020-07-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
07/01/2020 00:00:00.000000,2.0,61.0,68.7,1.0
07/01/2020 01:00:00.000000,2.0,53.0,132.4,1.0
07/01/2020 02:00:00.000000,2.0,49.0,,1.0
07/01/2020 03:00:00.000000,3.0,49.0,15.4,0.0
07/01/2020 04:00:00.000000,,45.0,14.3,0.0
07/01/2020 05:00:00.000000,7.0,44.0,38.0,1.0
07/01/2020 06:00:00.000000,5.0,45.0,61.0,0.0
07/01/2020 09:00:00.000000,4.0,45.0,25.5,0.0
07/01/2020 10:00:00.000000,10.0,36.0,26.7,1.0
07/01/2020 11:00:00.000000,19.0,24.0,56.3,1.0
07/01/2020 12:00:00.000000,19.0,22.0,39.7,3.0
07/01/2020 13:00:00.000000,13.0,29.0,30.4,2.0
07/01/2020 14:00:00.000000,12.0,35.0,61.0,
07/01/2020 15:00:00.000000,9.0,44.0,35.2,1.0
07/01/2020 16:00:00.000000,6.0,53.0,,1.0
07/01/2020 17:00:00.000000,3.0,57.0,,0.0
07/01/2020 18:00:00.000000,2.0,57.0,,0.0
07/01/2020 19:00:00.000000,2.0,57.0,57.3,0.0
07/01/2020 20:00:00.000000,2.0,57.0,49.6,0.0
07/01/2020 21:00:00.000000,2.0,56.0,49.9,1.0
07/01/2020 22:00:00.000000,2.0,56.0,57.5,1.0
07/01/2020 23:00:00.000000,2.0,57.0,44.1,1.0
07/02/2020 00:00:00.000000,3.0,56.0,39.8,0.0
07/02/2020 01:00:00.000000,3.0,54.0,27.1,1.0
07/02/2020 02:00:00.000000,3.0,54.0,36.0,0.0
07/02/2020 03:00:00.000000,5.0,50.0,34.2,0.0
07/02/2020 04:00:00.000000,,51.0,48.3,0.0
07/02/2020 09:00:00.000000,10.0,40.0,105.9,2.0
07/02/2020 10:00:00.000000,10.0,40.0,103.3,1.0
07/02/2020 11:00:00.000000,17.0,30.0,54.5,1.0
07/02/2020 12:00:00.000000,20.0,26.0,26.6,1.0
07/02/2020 13:00:00.000000,12.0,32.0,59.5,0.0
07/02/2020 14:00:00.000000,7.0,39.0,46.4,0.0
07/02/2020 15:00:00.000000,9.0,43.0,83.4,1.0
07/02/2020 16:00:00.000000,19.0,41.0,71.9,1.0
07/02/2020 17:00:00.000000,14.0,54.0,55.1,1.0
07/02/2020 18:00:00.000000,4.0,57.0,,0.0
07/02/2020 19:00:00.000000,2.0,51.0,71.1,1.0
07/02/2020 20:00:00.000000,2.0,44.0,,0.0
07/02/2020 21:00:00.000000,2.0,49.0,,0.0
07/02/2020 22:00:00.000000,2.0,53.0,,0.0
07/02/2020 23:00:00.000000,2.0,58.0,,0.0
07/03/2020 00:00:00.000000,2.0,51.0,128.0,1.0
07/03/2020 01:00:00.000000,2.0,46.0,125.5,0.0
07/03/2020 02:00:00.000000,3.0,45.0,117.4,0.0
07/03/2020 06:00:00.000000,4.0,43.0,67.0,1.0
07/03/2020 07:00:00.000000,3.0,40.0,63.6,0.0
07/03/2020 09:00:00.000000,4.0,36.0,30.5,0.0
07/03/2020 10:00:00.000000,7.0,28.0,42.4,0.0
07/03/2020 11:00:00.000000,16.0,18.0,45.7,0.0
07/03/2020 12:00:00.000000,8.0,26.0,59.8,0.0
07/03/2020 13:00:00.000000,8.0,31.0,41.8,0.0
07/03/2020 14:00:00.000000,4.0,39.0,58.9,0.0
07/03/2020 15:00:00.000000,3.0,45.0,54.3,0.0
07/03/2020 16:00:00.000000,3.0,52.0,76.2,0.0
07/03/2020 17:00:00.000000,4.0,61.0,65.3,0.0
07/03/2020 18:00:00.000000,3.0,65.0,44.9,1.0
07/03/2020 19:00:00.000000,3.0,68.0,45.0,0.0
07/03/2020 20:00:00.000000,3.0,70.0,55.4,0.0
07/03/2020 21:00:00.000000,3.0,69.0,,0.0
07/03/2020 22:00:00.000000,6.0,54.0,113.0,1.0
07/03/2020 23:00:00.000000,4.0,46.0,,0.0
07/04/2020 00:00:00.000000,4.0,44.0,108.1,0.0
07/04/2020 01:00:00.000000,6.0,42.0,49.0,0.0
07/04/2020 09:00:00.000000,4.0,36.0,39.6,1.0
07/04/2020 10:00:00.000000,5.0,31.0,38.6,0.0
07/04/2020 11:00:00.000000,8.0,27.0,53.9,0.0
07/04/2020 12:00:00.000000,7.0,26.0,51.7,0.0
07/04/2020 13:00:00.000000,5.0,32.0,56.3,0.0
07/04/2020 14:00:00.000000,4.0,36.0,41.4,0.0
07/04/2020 15:00:00.000000,4.0,42.0,39.0,0.0
07/04/2020 16:00:00.000000,5.0,47.0,,1.0
07/04/2020 17:00:00.000000,3.0,53.0,70.9,0.0
07/04/2020 18:00:00.000000,2.0,50.0,,0.0
07/04/2020 19:00:00.000000,2.0,54.0,26.0,0.0
07/04/2020 20:00:00.000000,2.0,58.0,,0.0
07/04/2020 21:00:00.000000,2.0,60.0,18.5,1.0
07/04/2020 22:00:00.000000,3.0,49.0,77.6,0.0
07/04/2020 23:00:00.000000,2.0,43.0,,0.0
07/05/2020 00:00:00.000000,4.0,40.0,,0.0
07/05/2020 06:00:00.000000,8.0,28.0,38.1,1.0
07/05/2020 07:00:00.000000,7.0,28.0,7.1,2.0
07/05/2020 10:00:00.000000,10.0,14.0,15.5,0.0
07/05/2020 11:00:00.000000,13.0,8.0,13.1,0.0
07/05/2020 13:00:00.000000,7.0,24.0,58.7,1.0
07/05/2020 14:00:00.000000,5.0,34.0,53.4,1.0
07/05/2020 15:00:00.000000,10.0,35.0,71.0,2.0
07/05/2020 16:00:00.000000,11.0,44.0,33.5,1.0
07/05/2020 17:00:00.000000,4.0,52.0,64.6,0.0
07/05/2020 18:00:00.000000,3.0,54.0,,0.0
07/05/2020 19:00:00.000000,2.0,52.0,,0.0
07/05/2020 21:00:00.000000,1.0,54.0,,0.0
07/06/2020 09:00:00.000000,10.0,21.0,37.5,1.0
07/06/2020 10:00:00.000000,12.0,15.0,82.7,1.0
07/06/2020 11:00:00.000000,15.0,11.0,28.6,1.0
07/06/2020 12:00:00.000000,19.0,10.0,47.1,1.0
07/06/2020 13:00:00.000000,23.0,14.0,43.1,1.0
07/06/2020 14:00:00.000000,21.0,21.0,87.0,
07/06/2020 15:00:00.000000,12.0,31.0,,2.0
07/06/2020 16:00:00.000000,11.0,41.0,26.0,1.0
07/06/2020 17:00:00.000000,9.0,51.0,45.2,1.0
07/06/2020 18:00:00.000000,8.0,60.0,,1.0
07/06/2020 19:00:00.000000,3.0,57.0,,0.0
07/06/2020 20:00:00.000000,4.0,62.0,,1.0
07/06/2020 21:00:00.000000,,52.0,,0.0
07/07/2020 09:00:00.000000,6.0,40.0,,1.0
07/07/2020 10:00:00.000000,5.0,39.0,14.3,1.0
07/07/2020 11:00:00.000000,19.0,22.0,36.0,1.0
07/07/2020 12:00:00.000000,18.0,27.0,48.1,1.0
