InstrumentName, Wash Park West B
StartTime, 2020-07-01 00:00:00
EndTime, 2020-07-31 23:59:59
Date,PM2.5
07/01/2020 00:00:52.000000,1.95
07/01/2020 00:02:52.000000,1.86
07/01/2020 00:04:52.000000,2.78
07/01/2020 00:06:52.000000,2.4
07/01/2020 00:08:52.000000,2.14
07/01/2020 00:10:52.000000,1.89
07/01/2020 00:12:52.000000,1.88
07/01/2020 00:14:52.000000,1.93
07/01/2020 00:16:52.000000,2.29
07/01/2020 00:18:52.000000,1.34
07/01/2020 00:20:52.000000,1.53
07/01/2020 00:22:52.000000,1.43
07/01/2020 00:24:52.000000,1.82
07/01/2020 00:26:52.000000,1.8
07/01/2020 00:28:52.000000,1.54
07/01/2020 00:30:52.000000,2.0
07/01/2020 00:32:52.000000,2.44
07/01/2020 00:34:52.000000,2.67
07/01/2020 00:36:52.000000,1.75
07/01/2020 00:38:52.000000,1.87
07/01/2020 00:40:52.000000,1.81
07/01/2020 00:42:52.000000,2.36
07/01/2020 00:44:52.000000,2.72
07/01/2020 00:46:52.000000,2.47
07/01/2020 00:48:52.000000,2.07
07/01/2020 00:50:52.000000,3.44
07/01/2020 00:52:52.000000,3.02
07/01/2020 00:54:52.000000,4.07
07/01/2020 00:56:52.000000,2.68
07/01/2020 00:58:52.000000,2.11
07/01/2020 01:00:52.000000,2.79
07/01/2020 01:02:52.000000,1.95
07/01/2020 01:04:52.000000,2.29
07/01/2020 01:06:52.000000,2.11
07/01/2020 01:08:52.000000,2.27
07/01/2020 01:10:52.000000,2.6
07/01/2020 01:12:52.000000,2.05
07/01/2020 01:14:52.000000,2.16
07/01/2020 01:16:52.000000,2.31
07/01/2020 01:18:52.000000,2.64
07/01/2020 01:20:52.000000,2.63
07/01/2020 01:22:52.000000,2.93
07/01/2020 01:24:52.000000,2.66
07/01/2020 01:26:52.000000,2.69
07/01/2020 01:28:52.000000,2.95
07/01/2020 01:30:52.000000,3.1
07/01/2020 01:32:52.000000,3.2
07/01/2020 01:34:52.000000,2.37
07/01/2020 01:36:52.000000,2.57
07/01/2020 01:38:52.000000,2.27
07/01/2020 01:40:52.000000,3.29
07/01/2020 01:42:52.000000,2.75
07/01/2020 01:44:52.000000,3.12
07/01/2020 01:46:52.000000,3.1
07/01/2020 01:48:52.000000,3.36
07/01/2020 01:50:52.000000,2.51
07/01/2020 01:52:52.000000,2.6
07/01/2020 01:54:52.000000,3.12
07/01/2020 01:56:52.000000,2.81
07/01/2020 01:58:52.000000,2.42
07/01/2020 02:00:52.000000,2.98
07/01/2020 02:02:52.000000,2.57
07/01/2020 02:04:52.000000,2.38
07/01/2020 02:06:52.000000,2.68
07/01/2020 02:08:52.000000,2.51
07/01/2020 02:10:52.000000,2.82
07/01/2020 02:12:52.000000,2.19
07/01/2020 02:14:52.000000,2.25
07/01/2020 02:16:52.000000,1.82
07/01/2020 02:18:53.000000,2.93
07/01/2020 02:20:52.000000,1.81
07/01/2020 02:22:52.000000,2.18
07/01/2020 02:24:52.000000,2.0
07/01/2020 02:26:52.000000,1.95
07/01/2020 02:28:52.000000,1.78
07/01/2020 02:30:52.000000,2.84
07/01/2020 02:32:52.000000,1.93
07/01/2020 02:34:52.000000,2.39
07/01/2020 02:36:52.000000,1.95
07/01/2020 02:38:52.000000,1.97
07/01/2020 02:40:52.000000,1.91
07/01/2020 02:42:52.000000,2.22
07/01/2020 02:44:52.000000,2.33
07/01/2020 02:46:52.000000,1.83
07/01/2020 02:48:52.000000,2.2
07/01/2020 02:50:52.000000,2.33
07/01/2020 02:52:52.000000,1.88
07/01/2020 02:54:52.000000,1.68
07/01/2020 02:56:52.000000,1.48
07/01/2020 02:58:52.000000,1.69
07/01/2020 03:00:52.000000,1.91
07/01/2020 03:02:52.000000,1.93
07/01/2020 03:04:52.000000,1.97
07/01/2020 03:06:52.000000,1.89
07/01/2020 03:08:52.000000,2.3
07/01/2020 03:10:52.000000,1.47
07/01/2020 03:12:52.000000,1.41
07/01/2020 03:14:52.000000,1.8
07/01/2020 03:16:52.000000,2.02
07/01/2020 03:18:53.000000,1.43
07/01/2020 03:20:52.000000,1.46
07/01/2020 03:22:52.000000,1.98
07/01/2020 03:24:52.000000,1.86
07/01/2020 03:26:52.000000,1.93
07/01/2020 03:28:52.000000,1.84
07/01/2020 03:30:52.000000,1.42
07/01/2020 03:32:52.000000,2.48
07/01/2020 03:34:52.000000,2.05
07/01/2020 03:36:52.000000,2.38
07/01/2020 03:38:52.000000,2.1
07/01/2020 03:40:52.000000,1.68
07/01/2020 03:42:52.000000,1.86
07/01/2020 03:44:52.000000,1.59
07/01/2020 03:46:52.000000,1.58
07/01/2020 03:48:52.000000,1.62
07/01/2020 03:50:52.000000,1.67
07/01/2020 03:52:52.000000,1.93
07/01/2020 03:54:52.000000,2.12
07/01/2020 03:56:52.000000,2.09
07/01/2020 03:58:52.000000,1.67
07/01/2020 04:00:52.000000,2.3
07/01/2020 04:02:52.000000,1.56
07/01/2020 04:04:52.000000,2.46
07/01/2020 04:06:52.000000,2.24
07/01/2020 04:08:52.000000,1.23
07/01/2020 04:10:52.000000,2.63
07/01/2020 04:12:52.000000,1.95
07/01/2020 04:14:52.000000,2.02
07/01/2020 04:16:52.000000,1.53
07/01/2020 04:18:53.000000,2.07
07/01/2020 04:20:52.000000,1.83
07/01/2020 04:22:52.000000,1.18
07/01/2020 04:24:52.000000,1.56
07/01/2020 04:26:52.000000,1.95
07/01/2020 04:28:52.000000,1.9
07/01/2020 04:30:52.000000,1.63
07/01/2020 04:32:52.000000,1.48
07/01/2020 04:34:52.000000,1.46
07/01/2020 04:36:52.000000,1.14
07/01/2020 04:38:53.000000,2.12
07/01/2020 04:40:52.000000,1.8
07/01/2020 04:42:52.000000,1.86
07/01/2020 04:44:52.000000,1.43
07/01/2020 04:46:52.000000,1.98
07/01/2020 04:48:52.000000,2.0
07/01/2020 04:50:53.000000,1.9
07/01/2020 04:52:52.000000,1.79
07/01/2020 04:54:52.000000,1.73
07/01/2020 04:56:52.000000,1.64
07/01/2020 04:58:52.000000,2.25
07/01/2020 05:00:53.000000,1.98
07/01/2020 05:02:52.000000,1.33
07/01/2020 05:04:53.000000,2.16
07/01/2020 05:06:52.000000,2.62
07/01/2020 05:08:52.000000,2.19
07/01/2020 05:10:52.000000,2.26
07/01/2020 05:12:52.000000,1.97
07/01/2020 05:14:52.000000,2.36
07/01/2020 05:16:52.000000,2.27
07/01/2020 05:18:53.000000,1.37
07/01/2020 05:20:53.000000,1.88
07/01/2020 05:22:52.000000,2.16
07/01/2020 05:24:52.000000,2.0
07/01/2020 05:26:53.000000,2.88
07/01/2020 05:28:53.000000,2.32
07/01/2020 05:30:53.000000,1.57
07/01/2020 05:32:53.000000,1.96
07/01/2020 05:34:52.000000,2.24
07/01/2020 05:36:53.000000,2.19
07/01/2020 05:38:53.000000,2.14
07/01/2020 05:40:53.000000,2.02
