InstrumentName, Wash Park West,,
StartTime, 2020-07-01 00:00:00,,
EndTime, 2020-07-31 23:59:59,,
Date,PM2.5,humidity,temp_f
07/01/2020 00:00:52.000000,0.9595959595959596,13.0,88.0
07/01/2020 00:02:52.000000,0.9191919191919192,13.0,88.0
07/01/2020 00:04:52.000000,1.1363636363636365,13.0,88.0
07/01/2020 00:06:52.000000,0.9090909090909092,13.0,88.0
07/01/2020 00:08:52.000000,1.025252525252525,13.0,87.0
07/01/2020 00:10:52.000000,0.9040404040404041,13.0,87.0
07/01/2020 00:12:52.000000,0.9090909090909092,13.0,87.0
07/01/2020 00:14:52.000000,0.8686868686868687,13.0,87.0
07/01/2020 00:16:52.000000,0.6969696969696969,13.0,87.0
07/01/2020 00:18:52.000000,0.8030303030303031,13.0,87.0
07/01/2020 00:20:52.000000,0.9191919191919192,13.0,87.0
07/01/2020 00:22:52.000000,0.7575757575757576,13.0,87.0
07/01/2020 00:24:52.000000,0.7777777777777778,13.0,88.0
07/01/2020 00:26:52.000000,0.7626262626262627,13.0,88.0
07/01/2020 00:28:52.000000,1.0707070707070707,13.0,88.0
07/01/2020 00:30:52.000000,1.0,14.0,88.0
07/01/2020 00:32:52.000000,0.7424242424242424,14.0,88.0
07/01/2020 00:34:52.000000,1.2676767676767675,14.0,88.0
07/01/2020 00:36:52.000000,0.9848484848484849,14.0,87.0
07/01/2020 00:38:52.000000,0.9848484848484849,14.0,87.0
07/01/2020 00:40:52.000000,1.1212121212121213,14.0,87.0
07/01/2020 00:42:52.000000,1.2424242424242424,14.0,87.0
07/01/2020 00:44:52.000000,0.9949494949494949,14.0,86.0
07/01/2020 00:46:52.000000,1.1464646464646464,14.0,86.0
07/01/2020 00:48:52.000000,1.4444444444444444,14.0,86.0
07/01/2020 00:50:52.000000,1.7575757575757576,14.0,86.0
07/01/2020 00:52:52.000000,1.1515151515151514,14.0,86.0
07/01/2020 00:54:52.000000,1.777777777777778,14.0,86.0
07/01/2020 00:56:52.000000,1.398989898989899,14.0,86.0
07/01/2020 00:58:52.000000,1.4141414141414141,14.0,86.0
07/01/2020 01:00:52.000000,1.1818181818181817,14.0,86.0
07/01/2020 01:02:52.000000,1.0303030303030303,14.0,86.0
07/01/2020 01:04:52.000000,1.3888888888888888,14.0,85.0
07/01/2020 01:06:52.000000,0.8838383838383839,14.0,85.0
07/01/2020 01:08:52.000000,1.1666666666666667,14.0,85.0
07/01/2020 01:10:52.000000,1.0606060606060606,14.0,85.0
07/01/2020 01:12:52.000000,0.8939393939393939,14.0,85.0
07/01/2020 01:14:52.000000,1.0353535353535352,14.0,85.0
07/01/2020 01:16:52.000000,0.9747474747474747,15.0,85.0
07/01/2020 01:18:52.000000,1.1111111111111112,17.0,85.0
07/01/2020 01:20:52.000000,1.6060606060606062,19.0,85.0
07/01/2020 01:22:52.000000,1.398989898989899,19.0,85.0
07/01/2020 01:24:52.000000,1.5858585858585859,20.0,84.0
07/01/2020 01:26:52.000000,1.3232323232323233,20.0,84.0
07/01/2020 01:28:52.000000,1.494949494949495,21.0,84.0
07/01/2020 01:30:52.000000,1.6464646464646464,21.0,84.0
07/01/2020 01:32:52.000000,1.48989898989899,21.0,84.0
07/01/2020 01:34:52.000000,1.3686868686868687,21.0,84.0
07/01/2020 01:36:52.000000,1.5353535353535355,22.0,84.0
07/01/2020 01:38:52.000000,1.3686868686868687,21.0,84.0
07/01/2020 01:40:52.000000,1.3282828282828283,22.0,83.0
07/01/2020 01:42:52.000000,1.505050505050505,22.0,83.0
07/01/2020 01:44:52.000000,1.5505050505050504,22.0,83.0
07/01/2020 01:46:52.000000,1.5252525252525253,22.0,83.0
07/01/2020 01:48:52.000000,1.47979797979798,22.0,83.0
07/01/2020 01:50:52.000000,1.0505050505050506,22.0,83.0
07/01/2020 01:52:52.000000,1.6262626262626263,22.0,83.0
07/01/2020 01:54:52.000000,1.6060606060606062,22.0,83.0
07/01/2020 01:56:52.000000,1.4191919191919193,22.0,83.0
07/01/2020 01:58:52.000000,1.5505050505050504,23.0,83.0
07/01/2020 02:00:52.000000,1.1313131313131315,23.0,82.0
07/01/2020 02:02:52.000000,1.3636363636363638,23.0,82.0
07/01/2020 02:04:52.000000,1.3181818181818181,23.0,82.0
07/01/2020 02:06:52.000000,1.4090909090909092,23.0,82.0
07/01/2020 02:08:52.000000,1.2323232323232323,23.0,82.0
07/01/2020 02:10:52.000000,1.0656565656565655,23.0,82.0
07/01/2020 02:12:52.000000,1.1919191919191918,23.0,82.0
07/01/2020 02:14:52.000000,1.2373737373737375,23.0,82.0
07/01/2020 02:16:52.000000,1.4292929292929293,24.0,82.0
07/01/2020 02:18:53.000000,1.3131313131313131,24.0,81.0
07/01/2020 02:20:52.000000,1.2373737373737375,24.0,81.0
07/01/2020 02:22:52.000000,1.0606060606060606,24.0,81.0
07/01/2020 02:24:52.000000,0.8383838383838383,24.0,81.0
07/01/2020 02:26:52.000000,1.0808080808080809,24.0,81.0
07/01/2020 02:28:52.000000,1.2070707070707072,24.0,81.0
07/01/2020 02:30:52.000000,1.292929292929293,24.0,81.0
07/01/2020 02:32:52.000000,1.1262626262626263,24.0,81.0
07/01/2020 02:34:52.000000,1.1161616161616161,24.0,81.0
07/01/2020 02:36:52.000000,1.3484848484848484,24.0,81.0
07/01/2020 02:38:52.000000,1.3232323232323233,24.0,80.0
07/01/2020 02:40:52.000000,1.308080808080808,24.0,80.0
07/01/2020 02:42:52.000000,0.9949494949494949,24.0,80.0
07/01/2020 02:44:52.000000,0.7828282828282829,24.0,80.0
07/01/2020 02:46:52.000000,0.9747474747474747,24.0,80.0
07/01/2020 02:48:52.000000,1.0707070707070707,25.0,80.0
07/01/2020 02:50:52.000000,0.9696969696969697,25.0,80.0
07/01/2020 02:52:52.000000,0.7222222222222222,25.0,80.0
07/01/2020 02:54:52.000000,1.2070707070707072,25.0,80.0
07/01/2020 02:56:52.000000,1.0454545454545454,25.0,80.0
07/01/2020 02:58:52.000000,0.6616161616161617,24.0,80.0
07/01/2020 03:00:52.000000,1.0353535353535352,24.0,80.0
07/01/2020 03:02:52.000000,1.1161616161616161,25.0,80.0
07/01/2020 03:04:52.000000,1.02020202020202,25.0,80.0
07/01/2020 03:06:52.000000,0.8282828282828283,25.0,79.0
07/01/2020 03:08:52.000000,0.7676767676767677,25.0,79.0
07/01/2020 03:10:52.000000,1.090909090909091,25.0,79.0
07/01/2020 03:12:52.000000,1.0454545454545454,25.0,79.0
07/01/2020 03:14:52.000000,0.9494949494949495,25.0,79.0
07/01/2020 03:16:52.000000,1.0,25.0,79.0
07/01/2020 03:18:53.000000,1.2070707070707072,25.0,79.0
07/01/2020 03:20:52.000000,1.0303030303030303,25.0,79.0
07/01/2020 03:22:52.000000,1.0353535353535352,25.0,79.0
07/01/2020 03:24:52.000000,0.888888888888889,25.0,79.0
07/01/2020 03:26:52.000000,1.176767676767677,25.0,79.0
