InstrumentName, La Casa,,,,,
StartTime, 2020-07-01 00:00:00,,,,,
EndTime, 2020-07-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
07/01/2020 00:00:00.000000,0.1,11.0,57.0,26.1,,0.0
07/01/2020 01:00:00.000000,0.1,8.0,51.0,45.7,,0.0
07/01/2020 02:00:00.000000,0.1,6.0,49.0,33.3,,0.0
07/01/2020 03:00:00.000000,0.1,5.0,49.0,24.6,,0.0
07/01/2020 04:00:00.000000,0.1,4.0,49.0,23.2,,0.0
07/01/2020 05:00:00.000000,0.1,,46.0,20.5,,0.0
07/01/2020 06:00:00.000000,0.1,4.0,50.0,26.6,,0.0
07/01/2020 09:00:00.000000,0.2,21.0,27.0,33.5,,0.0
07/01/2020 10:00:00.000000,0.1,10.0,33.0,28.0,,0.0
07/01/2020 11:00:00.000000,0.1,18.0,21.0,29.8,,0.0
07/01/2020 12:00:00.000000,0.2,14.0,25.0,29.8,,0.0
07/01/2020 13:00:00.000000,0.2,16.0,26.0,34.9,,0.0
07/01/2020 14:00:00.000000,0.2,10.0,37.0,35.6,,0.0
07/01/2020 15:00:00.000000,0.1,4.0,51.0,29.0,,0.0
07/01/2020 16:00:00.000000,0.1,3.0,58.0,23.8,,0.0
07/01/2020 17:00:00.000000,0.1,3.0,61.0,23.4,,0.0
07/01/2020 18:00:00.000000,0.1,3.0,60.0,22.9,,0.0
07/01/2020 19:00:00.000000,0.1,3.0,60.0,27.0,,0.0
07/01/2020 20:00:00.000000,0.1,3.0,59.0,22.3,,0.0
07/01/2020 21:00:00.000000,0.1,,59.0,23.0,,0.0
07/01/2020 22:00:00.000000,0.1,,60.0,26.8,,0.0
07/01/2020 23:00:00.000000,0.1,3.0,60.0,28.3,,0.0
07/02/2020 00:00:00.000000,0.1,4.0,57.0,30.1,,0.0
07/02/2020 01:00:00.000000,0.1,5.0,56.0,30.7,,0.0
07/02/2020 02:00:00.000000,0.1,5.0,55.0,26.3,,0.0
07/02/2020 03:00:00.000000,0.1,3.0,55.0,33.6,,0.0
07/02/2020 04:00:00.000000,0.1,5.0,52.0,29.1,,0.0
07/02/2020 09:00:00.000000,0.2,18.0,22.0,29.6,,0.0
07/02/2020 10:00:00.000000,0.1,8.0,38.0,43.2,,0.0
07/02/2020 11:00:00.000000,0.1,4.0,41.0,30.9,,0.0
07/02/2020 12:00:00.000000,0.2,11.0,34.0,33.9,,0.0
07/02/2020 13:00:00.000000,0.2,13.0,33.0,37.4,,0.0
07/02/2020 14:00:00.000000,0.1,9.0,40.0,39.5,,0.0
07/02/2020 15:00:00.000000,0.2,10.0,44.0,41.9,,0.0
07/02/2020 16:00:00.000000,0.2,19.0,45.0,48.0,,0.0
07/02/2020 17:00:00.000000,0.2,7.0,63.0,49.5,,0.0
07/02/2020 18:00:00.000000,0.1,3.0,55.0,34.5,,0.0
07/02/2020 19:00:00.000000,0.1,2.0,50.0,31.2,,0.0
07/02/2020 20:00:00.000000,0.1,3.0,46.0,25.5,,0.0
07/02/2020 21:00:00.000000,0.1,3.0,52.0,27.8,,0.0
07/02/2020 22:00:00.000000,0.1,5.0,60.0,35.2,,0.0
07/02/2020 23:00:00.000000,0.1,7.0,56.0,29.8,,0.0
07/03/2020 00:00:00.000000,0.1,9.0,49.0,63.4,,0.0
07/03/2020 01:00:00.000000,0.1,10.0,42.0,103.3,,0.0
07/03/2020 02:00:00.000000,0.1,11.0,40.0,127.1,,0.0
07/03/2020 06:00:00.000000,0.1,3.0,48.0,38.5,,0.0
07/03/2020 07:00:00.000000,0.1,4.0,42.0,35.9,,
07/03/2020 09:00:00.000000,0.1,5.0,36.0,28.7,,0.0
07/03/2020 10:00:00.000000,0.1,4.0,33.0,27.7,,0.0
07/03/2020 11:00:00.000000,0.1,8.0,25.0,41.4,,0.0
07/03/2020 12:00:00.000000,0.1,7.0,29.0,38.9,,0.0
07/03/2020 13:00:00.000000,0.2,9.0,30.0,37.8,,0.0
07/03/2020 14:00:00.000000,0.1,6.0,39.0,45.7,,0.0
07/03/2020 15:00:00.000000,0.1,7.0,44.0,47.1,,0.0
07/03/2020 16:00:00.000000,0.1,5.0,54.0,47.9,,0.0
07/03/2020 17:00:00.000000,0.2,4.0,62.0,49.1,,0.0
07/03/2020 18:00:00.000000,0.1,4.0,68.0,47.5,,0.0
07/03/2020 19:00:00.000000,0.1,4.0,73.0,53.0,,0.0
07/03/2020 20:00:00.000000,0.2,3.0,79.0,49.0,,0.0
07/03/2020 21:00:00.000000,0.2,4.0,74.0,51.5,,0.0
07/03/2020 22:00:00.000000,0.2,4.0,58.0,36.3,,0.0
07/03/2020 23:00:00.000000,0.1,2.0,49.0,34.6,,0.0
07/04/2020 00:00:00.000000,0.1,2.0,48.0,18.6,,0.0
07/04/2020 01:00:00.000000,0.2,4.0,45.0,15.8,,0.0
07/04/2020 09:00:00.000000,0.1,4.0,35.0,18.6,,0.0
07/04/2020 10:00:00.000000,0.1,5.0,32.0,28.0,,0.0
07/04/2020 11:00:00.000000,0.1,5.0,30.0,24.9,,0.0
07/04/2020 12:00:00.000000,0.2,15.0,19.0,23.8,,0.0
07/04/2020 13:00:00.000000,0.2,8.0,30.0,27.5,,0.0
07/04/2020 14:00:00.000000,0.2,7.0,36.0,24.2,,0.0
07/04/2020 15:00:00.000000,0.1,9.0,41.0,24.6,,0.0
07/04/2020 16:00:00.000000,0.1,12.0,44.0,26.7,,1.0
07/04/2020 17:00:00.000000,0.2,15.0,44.0,24.1,,0.0
07/04/2020 18:00:00.000000,0.1,5.0,54.0,20.1,,0.0
07/04/2020 19:00:00.000000,0.1,3.0,52.0,19.7,,0.0
07/04/2020 20:00:00.000000,0.2,3.0,58.0,25.3,,0.0
07/04/2020 21:00:00.000000,0.1,2.0,54.0,26.6,,0.0
07/04/2020 22:00:00.000000,0.1,3.0,47.0,19.4,,0.0
07/04/2020 23:00:00.000000,0.1,6.0,45.0,22.6,,0.0
07/05/2020 00:00:00.000000,0.1,8.0,43.0,17.0,,0.0
07/05/2020 06:00:00.000000,0.1,11.0,26.0,39.4,,0.0
07/05/2020 07:00:00.000000,0.1,7.0,29.0,19.2,,
07/05/2020 10:00:00.000000,0.1,5.0,21.0,11.3,,0.0
07/05/2020 11:00:00.000000,0.1,6.0,16.0,12.7,,0.0
07/05/2020 13:00:00.000000,0.1,3.0,30.0,36.9,,0.0
07/05/2020 14:00:00.000000,0.1,3.0,35.0,27.9,,0.0
07/05/2020 15:00:00.000000,0.1,7.0,39.0,21.2,,0.0
07/05/2020 16:00:00.000000,0.1,6.0,45.0,15.3,,0.0
07/05/2020 17:00:00.000000,0.1,2.0,54.0,12.1,,0.0
07/05/2020 18:00:00.000000,0.1,1.0,56.0,11.7,,0.0
07/05/2020 19:00:00.000000,0.1,1.0,55.0,11.5,,0.0
07/05/2020 21:00:00.000000,0.1,3.0,56.0,14.3,,0.0
