"","date","flag"
"148",2019-09-20 14:00:00,"smoke?"
"149",2019-09-20 14:00:00,"smoke?"
"150",2019-09-20 14:00:00,"smoke?"
"151",2019-09-20 15:00:00,"smoke?"
"152",2019-09-20 15:00:00,"smoke?"
"153",2019-09-20 15:00:00,"smoke?"
"154",2019-09-20 15:00:00,"smoke?"
"155",2019-09-20 15:00:00,"smoke?"
"156",2019-09-20 15:00:00,"smoke?"
"157",2019-09-20 15:00:00,"smoke?"
"158",2019-09-20 15:00:00,"smoke?"
"159",2019-09-20 15:00:00,"smoke?"
"160",2019-09-20 15:00:00,"smoke?"
"161",2019-09-20 16:00:00,"smoke?"
"162",2019-09-20 16:00:00,"smoke?"
"163",2019-09-20 16:00:00,"smoke?"
"164",2019-09-20 16:00:00,"smoke?"
"165",2019-09-20 16:00:00,"smoke?"
"166",2019-09-20 16:00:00,"smoke?"
"167",2019-09-20 16:00:00,"smoke?"
"168",2019-09-20 16:00:00,"smoke?"
"169",2019-09-20 16:00:00,"smoke?"
"170",2019-09-20 16:00:00,"smoke?"
"171",2019-09-20 17:00:00,"smoke?"
"172",2019-09-20 17:00:00,"smoke?"
"173",2019-09-20 17:00:00,"smoke?"
"174",2019-09-20 17:00:00,"smoke?"
"175",2019-09-20 17:00:00,"smoke?"
"176",2019-09-20 17:00:00,"smoke?"
"177",2019-09-20 17:00:00,"smoke?"
"178",2019-09-20 17:00:00,"smoke?"
"179",2019-09-20 17:00:00,"smoke?"
"180",2019-09-20 17:00:00,"smoke?"
"181",2019-09-20 18:00:00,"smoke?"
"182",2019-09-20 18:00:00,"smoke?"
"183",2019-09-20 18:00:00,"smoke?"
"184",2019-09-20 18:00:00,"smoke?"
"185",2019-09-20 18:00:00,"smoke?"
"186",2019-09-20 18:00:00,"smoke?"
"187",2019-09-20 18:00:00,"smoke?"
"188",2019-09-20 18:00:00,"smoke?"
"189",2019-09-20 18:00:00,"smoke?"
"190",2019-09-20 18:00:00,"smoke?"
"191",2019-09-20 19:00:00,"smoke?"
"192",2019-09-20 19:00:00,"smoke?"
"193",2019-09-20 19:00:00,"smoke?"
"194",2019-09-20 19:00:00,"smoke?"
"195",2019-09-20 19:00:00,"smoke?"
"196",2019-09-20 19:00:00,"smoke?"
"197",2019-09-20 19:00:00,"smoke?"
"198",2019-09-20 19:00:00,"smoke?"
"199",2019-09-20 19:00:00,"smoke?"
"200",2019-09-20 19:00:00,"smoke?"
"201",2019-09-20 20:00:00,"smoke?"
"202",2019-09-20 20:00:00,"smoke?"
"203",2019-09-20 20:00:00,"smoke?"
"204",2019-09-20 20:00:00,"smoke?"
"205",2019-09-20 20:00:00,"smoke?"
"206",2019-09-20 20:00:00,"smoke?"
"207",2019-09-20 20:00:00,"smoke?"
"208",2019-09-20 20:00:00,"smoke?"
"209",2019-09-20 20:00:00,"smoke?"
"210",2019-09-20 20:00:00,"smoke?"
"211",2019-09-20 21:00:00,"smoke?"
"212",2019-09-20 21:00:00,"smoke?"
"213",2019-09-20 21:00:00,"smoke?"
"214",2019-09-20 21:00:00,"smoke?"
"215",2019-09-20 21:00:00,"smoke?"
"216",2019-09-20 21:00:00,"smoke?"
"217",2019-09-20 21:00:00,"smoke?"
"218",2019-09-20 21:00:00,"smoke?"
"219",2019-09-20 21:00:00,"smoke?"
"220",2019-09-20 21:00:00,"smoke?"
"221",2019-09-20 22:00:00,"smoke?"
"222",2019-09-20 22:00:00,"smoke?"
"223",2019-09-20 22:00:00,"smoke?"
"224",2019-09-20 22:00:00,"smoke?"
"225",2019-09-20 22:00:00,"smoke?"
"226",2019-09-20 22:00:00,"smoke?"
"227",2019-09-20 22:00:00,"smoke?"
"228",2019-09-20 22:00:00,"smoke?"
"229",2019-09-20 22:00:00,"smoke?"
"230",2019-09-20 22:00:00,"smoke?"
"231",2019-09-20 23:00:00,"smoke?"
"232",2019-09-20 23:00:00,"smoke?"
"233",2019-09-20 23:00:00,"smoke?"
"234",2019-09-20 23:00:00,"smoke?"
"235",2019-09-20 23:00:00,"smoke?"
"236",2019-09-20 23:00:00,"smoke?"
"237",2019-09-20 23:00:00,"smoke?"
"238",2019-09-20 23:00:00,"smoke?"
"239",2019-09-20 23:00:00,"smoke?"
"240",2019-09-20 23:00:00,"smoke?"
"241",2020-08-12 00:00:00,"smoke"
"242",2020-08-12 00:00:00,"smoke"
"243",2020-08-12 00:00:00,"smoke"
"244",2020-08-12 00:00:00,"smoke"
"245",2020-08-12 00:00:00,"smoke"
"246",2020-08-12 00:00:00,"smoke"
"247",2020-08-12 00:00:00,"smoke"
"248",2020-08-12 00:00:00,"smoke"
"249",2020-08-12 00:00:00,"smoke"
"250",2020-08-12 00:00:00,"smoke"
"251",2020-08-12 01:00:00,"smoke"
"252",2020-08-12 01:00:00,"smoke"
"253",2020-08-12 01:00:00,"smoke"
"254",2020-08-12 01:00:00,"smoke"
"255",2020-08-12 01:00:00,"smoke"
"256",2020-08-12 01:00:00,"smoke"
"257",2020-08-12 01:00:00,"smoke"
"258",2020-08-12 01:00:00,"smoke"
"259",2020-08-12 01:00:00,"smoke"
"260",2020-08-12 01:00:00,"smoke"
"261",2020-08-12 02:00:00,"smoke"
"262",2020-08-12 02:00:00,"smoke"
"263",2020-08-12 02:00:00,"smoke"
"264",2020-08-12 02:00:00,"smoke"
"265",2020-08-12 02:00:00,"smoke"
"266",2020-08-12 02:00:00,"smoke"
"267",2020-08-12 02:00:00,"smoke"
"268",2020-08-12 02:00:00,"smoke"
"269",2020-08-12 02:00:00,"smoke"
"270",2020-08-12 02:00:00,"smoke"
"271",2020-08-12 03:00:00,"smoke"
"272",2020-08-12 03:00:00,"smoke"
"273",2020-08-12 03:00:00,"smoke"
"274",2020-08-12 03:00:00,"smoke"
"275",2020-08-12 03:00:00,"smoke"
"276",2020-08-12 03:00:00,"smoke"
"277",2020-08-12 03:00:00,"smoke"
"278",2020-08-12 03:00:00,"smoke"
"279",2020-08-12 03:00:00,"smoke"
"280",2020-08-12 03:00:00,"smoke"
"281",2020-08-12 04:00:00,"smoke"
"282",2020-08-12 04:00:00,"smoke"
"283",2020-08-12 04:00:00,"smoke"
"284",2020-08-12 04:00:00,"smoke"
"285",2020-08-12 04:00:00,"smoke"
"286",2020-08-12 04:00:00,"smoke"
"287",2020-08-12 04:00:00,"smoke"
"288",2020-08-12 04:00:00,"smoke"
"289",2020-08-12 04:00:00,"smoke"
"290",2020-08-12 04:00:00,"smoke"
"291",2020-08-12 05:00:00,"smoke"
"292",2020-08-12 05:00:00,"smoke"
"293",2020-08-12 05:00:00,"smoke"
"294",2020-08-12 05:00:00,"smoke"
"295",2020-08-12 05:00:00,"smoke"
"296",2020-08-12 05:00:00,"smoke"
"297",2020-08-12 05:00:00,"smoke"
"298",2020-08-12 05:00:00,"smoke"
"299",2020-08-12 05:00:00,"smoke"
"300",2020-08-12 05:00:00,"smoke"
"301",2020-08-12 06:00:00,"smoke"
"302",2020-08-12 06:00:00,"smoke"
"303",2020-08-12 06:00:00,"smoke"
"304",2020-08-12 06:00:00,"smoke"
"305",2020-08-12 06:00:00,"smoke"
"306",2020-08-12 06:00:00,"smoke"
"307",2020-08-12 06:00:00,"smoke"
"308",2020-08-12 06:00:00,"smoke"
"309",2020-08-12 06:00:00,"smoke"
"310",2020-08-12 06:00:00,"smoke"
"311",2020-08-12 07:00:00,"smoke"
"312",2020-08-12 07:00:00,"smoke"
"313",2020-08-12 07:00:00,"smoke"
"314",2020-08-12 07:00:00,"smoke"
"315",2020-08-12 07:00:00,"smoke"
"316",2020-08-12 07:00:00,"smoke"
"317",2020-08-12 07:00:00,"smoke"
"318",2020-08-12 07:00:00,"smoke"
"319",2020-08-12 07:00:00,"smoke"
"320",2020-08-12 07:00:00,"smoke"
"321",2020-08-12 08:00:00,"smoke"
"322",2020-08-12 08:00:00,"smoke"
"323",2020-08-12 08:00:00,"smoke"
"324",2020-08-12 08:00:00,"smoke"
"325",2020-08-12 08:00:00,"smoke"
"326",2020-08-12 08:00:00,"smoke"
"327",2020-08-12 08:00:00,"smoke"
"328",2020-08-12 08:00:00,"smoke"
"329",2020-08-12 08:00:00,"smoke"
"330",2020-08-12 08:00:00,"smoke"
"331",2020-08-12 09:00:00,"smoke"
"332",2020-08-12 09:00:00,"smoke"
"333",2020-08-12 09:00:00,"smoke"
"334",2020-08-12 09:00:00,"smoke"
"335",2020-08-12 09:00:00,"smoke"
"336",2020-08-12 09:00:00,"smoke"
"337",2020-08-12 09:00:00,"smoke"
"338",2020-08-12 09:00:00,"smoke"
"339",2020-08-12 09:00:00,"smoke"
"340",2020-08-12 09:00:00,"smoke"
"341",2020-08-12 10:00:00,"smoke"
"342",2020-08-12 10:00:00,"smoke"
"343",2020-08-12 10:00:00,"smoke"
"344",2020-08-12 10:00:00,"smoke"
"345",2020-08-12 10:00:00,"smoke"
"346",2020-08-12 10:00:00,"smoke"
"347",2020-08-12 10:00:00,"smoke"
"348",2020-08-12 10:00:00,"smoke"
"349",2020-08-12 10:00:00,"smoke"
"350",2020-08-12 10:00:00,"smoke"
"351",2020-08-12 11:00:00,"smoke"
"352",2020-08-12 11:00:00,"smoke"
"353",2020-08-12 11:00:00,"smoke"
"354",2020-08-12 11:00:00,"smoke"
"355",2020-08-12 11:00:00,"smoke"
"356",2020-08-12 11:00:00,"smoke"
"357",2020-08-12 11:00:00,"smoke"
"358",2020-08-12 11:00:00,"smoke"
"359",2020-08-12 11:00:00,"smoke"
"360",2020-08-12 11:00:00,"smoke"
"361",2020-08-12 12:00:00,"smoke"
"362",2020-08-12 12:00:00,"smoke"
"363",2020-08-12 12:00:00,"smoke"
"364",2020-08-12 12:00:00,"smoke"
"365",2020-08-12 12:00:00,"smoke"
"366",2020-08-12 12:00:00,"smoke"
"367",2020-08-12 12:00:00,"smoke"
"368",2020-08-12 12:00:00,"smoke"
"369",2020-08-12 12:00:00,"smoke"
"370",2020-08-12 12:00:00,"smoke"
"371",2020-08-12 13:00:00,"smoke"
"372",2020-08-12 13:00:00,"smoke"
"373",2020-08-12 13:00:00,"smoke"
"374",2020-08-12 13:00:00,"smoke"
"375",2020-08-12 13:00:00,"smoke"
"376",2020-08-12 13:00:00,"smoke"
"377",2020-08-12 13:00:00,"smoke"
"378",2020-08-12 13:00:00,"smoke"
"379",2020-08-12 13:00:00,"smoke"
"380",2020-08-12 13:00:00,"smoke"
"381",2020-08-12 14:00:00,"smoke"
"382",2020-08-12 14:00:00,"smoke"
"383",2020-08-12 14:00:00,"smoke"
"384",2020-08-12 14:00:00,"smoke"
"385",2020-08-12 14:00:00,"smoke"
"386",2020-08-12 14:00:00,"smoke"
"387",2020-08-12 14:00:00,"smoke"
"388",2020-08-12 14:00:00,"smoke"
"389",2020-08-12 14:00:00,"smoke"
"390",2020-08-12 14:00:00,"smoke"
"391",2020-08-12 15:00:00,"smoke"
"392",2020-08-12 15:00:00,"smoke"
"393",2020-08-12 15:00:00,"smoke"
"394",2020-08-12 15:00:00,"smoke"
"395",2020-08-12 15:00:00,"smoke"
"396",2020-08-12 15:00:00,"smoke"
"397",2020-08-12 15:00:00,"smoke"
"398",2020-08-12 15:00:00,"smoke"
"399",2020-08-12 15:00:00,"smoke"
"400",2020-08-12 15:00:00,"smoke"
"401",2020-08-12 16:00:00,"smoke"
"402",2020-08-12 16:00:00,"smoke"
"403",2020-08-12 16:00:00,"smoke"
"404",2020-08-12 16:00:00,"smoke"
"405",2020-08-12 16:00:00,"smoke"
"406",2020-08-12 16:00:00,"smoke"
"407",2020-08-12 16:00:00,"smoke"
"408",2020-08-12 16:00:00,"smoke"
"409",2020-08-12 16:00:00,"smoke"
"410",2020-08-12 16:00:00,"smoke"
"411",2020-08-12 17:00:00,"smoke"
"412",2020-08-12 17:00:00,"smoke"
"413",2020-08-12 17:00:00,"smoke"
"414",2020-08-12 17:00:00,"smoke"
"415",2020-08-12 17:00:00,"smoke"
"416",2020-08-12 17:00:00,"smoke"
"417",2020-08-12 17:00:00,"smoke"
"418",2020-08-12 17:00:00,"smoke"
"419",2020-08-12 17:00:00,"smoke"
"420",2020-08-12 17:00:00,"smoke"
"421",2020-08-12 18:00:00,"smoke"
"422",2020-08-12 18:00:00,"smoke"
"423",2020-08-12 18:00:00,"smoke"
"424",2020-08-12 18:00:00,"smoke"
"425",2020-08-12 18:00:00,"smoke"
"426",2020-08-12 18:00:00,"smoke"
"427",2020-08-12 18:00:00,"smoke"
"428",2020-08-12 18:00:00,"smoke"
"429",2020-08-12 18:00:00,"smoke"
"430",2020-08-12 18:00:00,"smoke"
"431",2020-08-12 19:00:00,"smoke"
"432",2020-08-12 19:00:00,"smoke"
"433",2020-08-12 19:00:00,"smoke"
"434",2020-08-12 19:00:00,"smoke"
"435",2020-08-12 19:00:00,"smoke"
"436",2020-08-12 19:00:00,"smoke"
"437",2020-08-12 19:00:00,"smoke"
"438",2020-08-12 19:00:00,"smoke"
"439",2020-08-12 19:00:00,"smoke"
"440",2020-08-12 19:00:00,"smoke"
"441",2020-08-12 20:00:00,"smoke"
"442",2020-08-12 20:00:00,"smoke"
"443",2020-08-12 20:00:00,"smoke"
"444",2020-08-12 20:00:00,"smoke"
"445",2020-08-12 20:00:00,"smoke"
"446",2020-08-12 20:00:00,"smoke"
"447",2020-08-12 20:00:00,"smoke"
"448",2020-08-12 20:00:00,"smoke"
"449",2020-08-12 20:00:00,"smoke"
"450",2020-08-12 20:00:00,"smoke"
"451",2020-08-12 21:00:00,"smoke"
"452",2020-08-12 21:00:00,"smoke"
"453",2020-08-12 21:00:00,"smoke"
"454",2020-08-12 21:00:00,"smoke"
"455",2020-08-12 21:00:00,"smoke"
"456",2020-08-12 21:00:00,"smoke"
"457",2020-08-12 21:00:00,"smoke"
"458",2020-08-12 21:00:00,"smoke"
"459",2020-08-12 21:00:00,"smoke"
"460",2020-08-12 21:00:00,"smoke"
"461",2020-08-12 22:00:00,"smoke"
"462",2020-08-12 22:00:00,"smoke"
"463",2020-08-12 22:00:00,"smoke"
"464",2020-08-12 22:00:00,"smoke"
"465",2020-08-12 22:00:00,"smoke"
"466",2020-08-12 22:00:00,"smoke"
"467",2020-08-12 22:00:00,"smoke"
"468",2020-08-12 22:00:00,"smoke"
"469",2020-08-12 22:00:00,"smoke"
"470",2020-08-12 22:00:00,"smoke"
"471",2020-08-12 23:00:00,"smoke"
"472",2020-08-12 23:00:00,"smoke"
"473",2020-08-12 23:00:00,"smoke"
"474",2020-08-12 23:00:00,"smoke"
"475",2020-08-12 23:00:00,"smoke"
"476",2020-08-12 23:00:00,"smoke"
"477",2020-08-12 23:00:00,"smoke"
"478",2020-08-12 23:00:00,"smoke"
"479",2020-08-12 23:00:00,"smoke"
"480",2020-08-12 23:00:00,"smoke"
"481",2020-08-13 00:00:00,"smoke"
"482",2020-08-13 00:00:00,"smoke"
"483",2020-08-13 00:00:00,"smoke"
"484",2020-08-13 00:00:00,"smoke"
"485",2020-08-13 00:00:00,"smoke"
"486",2020-08-13 00:00:00,"smoke"
"487",2020-08-13 00:00:00,"smoke"
"488",2020-08-13 00:00:00,"smoke"
"489",2020-08-13 00:00:00,"smoke"
"490",2020-08-13 00:00:00,"smoke"
"491",2020-08-13 01:00:00,"smoke"
"492",2020-08-13 01:00:00,"smoke"
"493",2020-08-13 01:00:00,"smoke"
"494",2020-08-13 01:00:00,"smoke"
"495",2020-08-13 01:00:00,"smoke"
"496",2020-08-13 01:00:00,"smoke"
"497",2020-08-13 01:00:00,"smoke"
"498",2020-08-13 01:00:00,"smoke"
"499",2020-08-13 01:00:00,"smoke"
"500",2020-08-13 01:00:00,"smoke"
"501",2020-08-13 02:00:00,"smoke"
"502",2020-08-13 02:00:00,"smoke"
"503",2020-08-13 02:00:00,"smoke"
"504",2020-08-13 02:00:00,"smoke"
"505",2020-08-13 02:00:00,"smoke"
"506",2020-08-13 02:00:00,"smoke"
"507",2020-08-13 02:00:00,"smoke"
"508",2020-08-13 02:00:00,"smoke"
"509",2020-08-13 02:00:00,"smoke"
"510",2020-08-13 02:00:00,"smoke"
"511",2020-08-13 03:00:00,"smoke"
"512",2020-08-13 03:00:00,"smoke"
"513",2020-08-13 03:00:00,"smoke"
"514",2020-08-13 03:00:00,"smoke"
"515",2020-08-13 03:00:00,"smoke"
"516",2020-08-13 03:00:00,"smoke"
"517",2020-08-13 03:00:00,"smoke"
"518",2020-08-13 03:00:00,"smoke"
"519",2020-08-13 03:00:00,"smoke"
"520",2020-08-13 03:00:00,"smoke"
"521",2020-08-13 04:00:00,"smoke"
"522",2020-08-13 04:00:00,"smoke"
"523",2020-08-13 04:00:00,"smoke"
"524",2020-08-13 04:00:00,"smoke"
"525",2020-08-13 04:00:00,"smoke"
"526",2020-08-13 04:00:00,"smoke"
"527",2020-08-13 04:00:00,"smoke"
"528",2020-08-13 04:00:00,"smoke"
"529",2020-08-13 04:00:00,"smoke"
"530",2020-08-13 04:00:00,"smoke"
"531",2020-08-13 05:00:00,"smoke"
"532",2020-08-13 05:00:00,"smoke"
"533",2020-08-13 05:00:00,"smoke"
"534",2020-08-13 05:00:00,"smoke"
"535",2020-08-13 05:00:00,"smoke"
"536",2020-08-13 05:00:00,"smoke"
"537",2020-08-13 05:00:00,"smoke"
"538",2020-08-13 05:00:00,"smoke"
"539",2020-08-13 05:00:00,"smoke"
"540",2020-08-13 05:00:00,"smoke"
"541",2020-08-13 06:00:00,"smoke"
"542",2020-08-13 06:00:00,"smoke"
"543",2020-08-13 06:00:00,"smoke"
"544",2020-08-13 06:00:00,"smoke"
"545",2020-08-13 06:00:00,"smoke"
"546",2020-08-13 06:00:00,"smoke"
"547",2020-08-13 06:00:00,"smoke"
"548",2020-08-13 06:00:00,"smoke"
"549",2020-08-13 06:00:00,"smoke"
"550",2020-08-13 06:00:00,"smoke"
"551",2020-08-13 07:00:00,"smoke"
"552",2020-08-13 07:00:00,"smoke"
"553",2020-08-13 07:00:00,"smoke"
"554",2020-08-13 07:00:00,"smoke"
"555",2020-08-13 07:00:00,"smoke"
"556",2020-08-13 07:00:00,"smoke"
"557",2020-08-13 07:00:00,"smoke"
"558",2020-08-13 07:00:00,"smoke"
"559",2020-08-13 07:00:00,"smoke"
"560",2020-08-13 07:00:00,"smoke"
"561",2020-08-13 08:00:00,"smoke"
"562",2020-08-13 08:00:00,"smoke"
"563",2020-08-13 08:00:00,"smoke"
"564",2020-08-13 08:00:00,"smoke"
"565",2020-08-13 08:00:00,"smoke"
"566",2020-08-13 08:00:00,"smoke"
"567",2020-08-13 08:00:00,"smoke"
"568",2020-08-13 08:00:00,"smoke"
"569",2020-08-13 08:00:00,"smoke"
"570",2020-08-13 08:00:00,"smoke"
"571",2020-08-13 09:00:00,"smoke"
"572",2020-08-13 09:00:00,"smoke"
"573",2020-08-13 09:00:00,"smoke"
"574",2020-08-13 09:00:00,"smoke"
"575",2020-08-13 09:00:00,"smoke"
"576",2020-08-13 09:00:00,"smoke"
"577",2020-08-13 09:00:00,"smoke"
"578",2020-08-13 09:00:00,"smoke"
"579",2020-08-13 09:00:00,"smoke"
"580",2020-08-13 09:00:00,"smoke"
"581",2020-08-13 10:00:00,"smoke"
"582",2020-08-13 10:00:00,"smoke"
"583",2020-08-13 10:00:00,"smoke"
"584",2020-08-13 10:00:00,"smoke"
"585",2020-08-13 10:00:00,"smoke"
"586",2020-08-13 10:00:00,"smoke"
"587",2020-08-13 10:00:00,"smoke"
"588",2020-08-13 10:00:00,"smoke"
"589",2020-08-13 10:00:00,"smoke"
"590",2020-08-13 10:00:00,"smoke"
"591",2020-08-13 11:00:00,"smoke"
"592",2020-08-13 11:00:00,"smoke"
"593",2020-08-13 11:00:00,"smoke"
"594",2020-08-13 11:00:00,"smoke"
"595",2020-08-13 11:00:00,"smoke"
"596",2020-08-13 11:00:00,"smoke"
"597",2020-08-13 11:00:00,"smoke"
"598",2020-08-13 11:00:00,"smoke"
"599",2020-08-13 11:00:00,"smoke"
"600",2020-08-13 11:00:00,"smoke"
"601",2020-08-13 12:00:00,"smoke"
"602",2020-08-13 12:00:00,"smoke"
"603",2020-08-13 12:00:00,"smoke"
"604",2020-08-13 12:00:00,"smoke"
"605",2020-08-13 12:00:00,"smoke"
"606",2020-08-13 12:00:00,"smoke"
"607",2020-08-13 12:00:00,"smoke"
"608",2020-08-13 12:00:00,"smoke"
"609",2020-08-13 12:00:00,"smoke"
"610",2020-08-13 12:00:00,"smoke"
"611",2020-08-13 13:00:00,"smoke"
"612",2020-08-13 13:00:00,"smoke"
"613",2020-08-13 13:00:00,"smoke"
"614",2020-08-13 13:00:00,"smoke"
"615",2020-08-13 13:00:00,"smoke"
"616",2020-08-13 13:00:00,"smoke"
"617",2020-08-13 13:00:00,"smoke"
"618",2020-08-13 13:00:00,"smoke"
"619",2020-08-13 13:00:00,"smoke"
"620",2020-08-13 13:00:00,"smoke"
"621",2020-08-13 14:00:00,"smoke"
"622",2020-08-13 14:00:00,"smoke"
"623",2020-08-13 14:00:00,"smoke"
"624",2020-08-13 14:00:00,"smoke"
