InstrumentName, Chatfield Park,
StartTime, 2018-03-01 00:00:00,
EndTime, 2018-03-31 23:59:59,
Date,O3,PM2.5
03/01/2018 00:00:00.000000,50.0,7.3
03/01/2018 01:00:00.000000,50.0,7.3
03/01/2018 02:00:00.000000,47.0,7.3
03/01/2018 03:00:00.000000,45.0,7.4
03/01/2018 04:00:00.000000,43.0,8.4
03/01/2018 05:00:00.000000,41.0,10.3
03/01/2018 06:00:00.000000,36.0,10.9
03/01/2018 07:00:00.000000,36.0,11.1
03/01/2018 08:00:00.000000,28.0,11.2
03/01/2018 09:00:00.000000,27.0,10.5
03/01/2018 10:00:00.000000,22.0,10.6
03/01/2018 11:00:00.000000,20.0,10.5
03/01/2018 12:00:00.000000,20.0,10.4
03/01/2018 13:00:00.000000,18.0,10.0
03/01/2018 14:00:00.000000,19.0,10.9
03/01/2018 15:00:00.000000,21.0,12.1
03/01/2018 16:00:00.000000,26.0,12.7
03/01/2018 17:00:00.000000,42.0,9.2
03/01/2018 18:00:00.000000,37.0,6.9
03/01/2018 19:00:00.000000,49.0,5.7
03/01/2018 20:00:00.000000,47.0,6.1
03/01/2018 21:00:00.000000,47.0,5.7
03/01/2018 22:00:00.000000,45.0,6.4
03/01/2018 23:00:00.000000,43.0,10.0
03/02/2018 00:00:00.000000,39.0,12.9
03/02/2018 01:00:00.000000,33.0,15.3
03/02/2018 02:00:00.000000,28.0,16.3
03/02/2018 03:00:00.000000,28.0,16.6
03/02/2018 04:00:00.000000,25.0,15.1
03/02/2018 05:00:00.000000,27.0,14.4
03/02/2018 06:00:00.000000,28.0,11.8
03/02/2018 07:00:00.000000,28.0,9.1
03/02/2018 08:00:00.000000,32.0,6.7
03/02/2018 09:00:00.000000,32.0,5.3
03/02/2018 10:00:00.000000,34.0,4.5
03/02/2018 11:00:00.000000,35.0,4.1
03/02/2018 12:00:00.000000,36.0,3.9
03/02/2018 13:00:00.000000,38.0,3.8
03/02/2018 14:00:00.000000,39.0,4.1
03/02/2018 15:00:00.000000,41.0,4.6
03/02/2018 16:00:00.000000,43.0,5.0
03/02/2018 17:00:00.000000,44.0,4.7
03/02/2018 18:00:00.000000,44.0,4.7
03/02/2018 19:00:00.000000,44.0,
03/02/2018 20:00:00.000000,45.0,
03/02/2018 21:00:00.000000,45.0,1.9
03/02/2018 22:00:00.000000,44.0,1.7
03/02/2018 23:00:00.000000,44.0,1.3
03/03/2018 00:00:00.000000,44.0,1.0
03/03/2018 01:00:00.000000,42.0,1.3
03/03/2018 02:00:00.000000,40.0,1.5
03/03/2018 03:00:00.000000,38.0,1.4
03/03/2018 04:00:00.000000,37.0,2.0
03/03/2018 05:00:00.000000,37.0,2.0
03/03/2018 06:00:00.000000,36.0,1.5
03/03/2018 07:00:00.000000,37.0,1.2
03/03/2018 08:00:00.000000,36.0,1.2
03/03/2018 09:00:00.000000,35.0,1.2
03/03/2018 10:00:00.000000,35.0,1.2
