InstrumentName, Lake Arbot B,,
03/01/2018 03:38:18.273333,3.47,28.0,48.0
03/01/2018 03:40:58.263333,3.42,28.0,48.0
03/01/2018 03:43:38.206666,3.71,28.0,48.0
03/01/2018 03:47:38.230000,4.16,29.0,48.0
03/01/2018 03:50:18.446666,4.19,28.0,48.0
03/01/2018 03:52:58.216666,4.16,29.0,48.0
03/01/2018 03:55:38.263333,4.44,29.0,48.0
03/01/2018 03:59:38.276666,4.61,29.0,47.0
03/01/2018 04:02:19.206666,3.98,29.0,47.0
03/01/2018 04:04:58.436666,3.73,29.0,47.0
03/01/2018 04:07:38.286666,4.36,29.0,47.0
03/01/2018 04:11:38.220000,5.02,29.0,47.0
03/01/2018 04:14:18.316666,4.29,30.0,47.0
03/01/2018 04:16:58.313333,4.86,30.0,47.0
03/01/2018 04:19:38.220000,5.32,30.0,47.0
03/01/2018 04:23:38.270000,4.43,30.0,47.0
03/01/2018 04:26:18.250000,4.65,30.0,47.0
03/01/2018 04:28:58.266666,4.7,30.0,47.0
03/01/2018 04:31:38.463333,4.93,30.0,47.0
03/01/2018 04:35:38.353333,4.55,30.0,47.0
03/01/2018 04:38:18.256666,4.7,30.0,47.0
03/01/2018 04:40:58.220000,4.3,30.0,47.0
03/01/2018 04:43:38.263333,4.0,30.0,47.0
03/01/2018 04:47:38.260000,3.86,30.0,47.0
03/01/2018 04:50:18.496666,4.17,29.0,47.0
03/01/2018 04:52:58.263333,4.77,29.0,47.0
03/01/2018 04:55:38.556666,4.36,29.0,47.0
03/01/2018 04:59:38.276666,4.64,28.0,47.0
03/01/2018 05:02:18.280000,4.4,28.0,47.0
03/01/2018 05:04:58.656666,3.86,28.0,47.0
03/01/2018 05:07:38.333333,4.24,28.0,47.0
03/01/2018 05:11:38.273333,3.83,28.0,47.0
03/01/2018 05:14:18.503333,3.84,28.0,46.0
03/01/2018 05:16:58.410000,4.16,28.0,46.0
03/01/2018 05:19:38.280000,4.26,28.0,46.0
03/01/2018 05:23:38.423333,4.45,28.0,46.0
03/01/2018 05:26:18.506666,4.24,28.0,46.0
03/01/2018 05:28:58.420000,3.73,28.0,46.0
03/01/2018 05:31:38.283333,3.59,28.0,46.0
03/01/2018 05:35:38.346666,3.43,28.0,46.0
03/01/2018 05:38:18.530000,3.49,28.0,45.0
03/01/2018 05:40:58.406666,3.14,28.0,45.0
03/01/2018 05:43:38.610000,4.33,28.0,45.0
03/01/2018 05:47:38.306666,3.45,28.0,46.0
03/01/2018 05:50:18.483333,3.55,28.0,45.0
03/01/2018 05:52:58.330000,3.72,28.0,45.0
03/01/2018 05:55:38.323333,3.51,28.0,45.0
03/01/2018 05:59:38.536666,3.6,28.0,45.0
03/01/2018 06:02:18.370000,3.63,29.0,45.0
03/01/2018 06:04:58.400000,4.14,29.0,45.0
03/01/2018 06:07:38.336666,3.79,29.0,45.0
03/01/2018 06:11:38.513333,3.55,29.0,45.0
03/01/2018 06:14:18.363333,3.71,29.0,45.0
03/01/2018 06:16:58.410000,4.09,29.0,45.0
03/01/2018 06:19:38.620000,3.49,29.0,45.0
03/01/2018 06:23:38.423333,3.53,29.0,45.0
03/01/2018 06:26:18.326666,3.74,29.0,45.0
03/01/2018 06:28:58.350000,4.05,29.0,45.0
03/01/2018 06:31:38.363333,4.17,29.0,45.0
03/01/2018 06:35:38.873333,4.07,29.0,45.0
03/01/2018 06:38:18.420000,3.95,29.0,45.0
03/01/2018 06:40:58.406666,4.35,29.0,44.0
03/01/2018 06:43:38.476666,4.33,29.0,44.0
03/01/2018 06:47:38.456666,4.07,29.0,44.0
03/01/2018 06:50:18.393333,3.83,29.0,44.0
03/01/2018 06:52:58.716666,4.23,29.0,44.0
03/01/2018 06:55:38.340000,3.86,29.0,44.0
03/01/2018 06:59:38.633333,4.05,30.0,44.0
03/01/2018 07:02:18.503333,4.45,30.0,43.0
03/01/2018 07:04:58.520000,4.51,30.0,43.0
03/01/2018 07:07:38.366666,4.12,30.0,43.0
03/01/2018 07:11:38.626666,4.67,31.0,43.0
03/01/2018 07:14:18.716666,4.22,31.0,43.0
03/01/2018 07:16:58.363333,3.95,31.0,43.0
03/01/2018 07:19:38.733333,4.56,31.0,43.0
03/01/2018 07:23:38.473333,4.43,31.0,43.0
03/01/2018 07:26:18.446666,3.53,31.0,43.0
03/01/2018 07:28:58.456666,4.18,31.0,43.0
03/01/2018 07:31:38.456666,4.74,32.0,42.0
03/01/2018 07:35:38.910000,4.29,32.0,42.0
03/01/2018 07:38:18.420000,4.88,32.0,42.0
03/01/2018 07:40:58.873333,4.1,32.0,42.0
03/01/2018 07:43:38.513333,4.18,32.0,42.0
03/01/2018 07:47:38.470000,4.56,32.0,42.0
03/01/2018 07:50:18.403333,4.52,32.0,42.0
03/01/2018 07:52:58.743333,4.51,33.0,42.0
03/01/2018 07:55:38.576666,4.74,33.0,41.0
03/01/2018 07:59:38.390000,5.07,33.0,41.0
03/01/2018 08:02:18.436666,4.19,33.0,41.0
03/01/2018 08:04:58.523333,5.31,33.0,41.0
03/01/2018 08:07:38.463333,4.28,34.0,41.0
03/01/2018 08:11:39.010000,5.45,34.0,41.0
03/01/2018 08:14:18.370000,5.02,34.0,41.0
03/01/2018 08:16:58.380000,4.15,34.0,40.0
03/01/2018 08:19:38.606666,5.42,34.0,40.0
03/01/2018 08:23:38.430000,6.49,34.0,40.0
03/01/2018 08:26:18.410000,4.77,35.0,40.0
03/01/2018 08:28:58.413333,4.91,35.0,40.0
03/01/2018 08:31:39.203333,4.72,35.0,40.0
03/01/2018 08:35:38.423333,5.88,35.0,40.0
03/01/2018 08:38:18.713333,5.4,35.0,40.0
03/01/2018 08:40:58.430000,5.83,35.0,40.0
03/01/2018 08:43:38.416666,6.6,35.0,40.0
03/01/2018 08:47:39.006666,7.86,36.0,40.0
03/01/2018 08:50:18.636666,6.29,36.0,40.0
03/01/2018 08:52:58.450000,6.07,36.0,40.0
03/01/2018 08:55:38.486666,5.79,36.0,39.0
03/01/2018 08:59:38.480000,5.5,36.0,39.0
03/01/2018 09:02:18.500000,5.76,36.0,39.0
03/01/2018 09:04:58.440000,5.88,36.0,39.0
03/01/2018 09:07:38.830000,6.0,36.0,39.0
03/01/2018 09:11:38.446666,7.73,37.0,39.0
03/01/2018 09:14:18.423333,6.28,37.0,39.0
03/01/2018 09:16:58.463333,6.6,37.0,39.0
03/01/2018 09:19:38.426666,6.83,37.0,39.0
03/01/2018 09:23:38.516666,7.56,37.0,39.0
03/01/2018 09:26:18.536666,7.02,37.0,39.0
03/01/2018 09:28:58.730000,6.21,37.0,39.0
03/01/2018 09:31:38.593333,7.54,37.0,39.0
03/01/2018 09:35:38.436666,6.62,37.0,39.0
03/01/2018 09:38:18.416666,7.28,37.0,39.0
03/01/2018 09:40:58.510000,7.21,37.0,39.0
03/01/2018 09:43:38.663333,7.09,37.0,39.0
03/01/2018 09:47:38.470000,7.02,38.0,38.0
03/01/2018 09:50:19.726666,8.48,38.0,38.0
03/01/2018 09:52:58.453333,6.81,38.0,38.0
03/01/2018 09:55:38.510000,6.59,39.0,38.0
03/01/2018 09:59:38.613333,6.44,39.0,38.0
03/01/2018 10:02:18.450000,6.68,38.0,38.0
03/01/2018 10:04:58.516666,6.62,38.0,38.0
03/01/2018 10:07:38.486666,6.51,38.0,38.0
03/01/2018 10:11:38.626666,6.47,39.0,38.0
03/01/2018 10:14:18.503333,6.05,39.0,38.0
03/01/2018 10:16:58.523333,8.02,39.0,38.0
03/01/2018 10:19:38.446666,6.43,39.0,38.0
03/01/2018 10:23:38.390000,6.76,39.0,38.0
03/01/2018 10:26:18.413333,7.3,39.0,38.0
03/01/2018 10:28:58.593333,7.37,39.0,38.0
03/01/2018 10:31:38.500000,7.18,39.0,38.0
03/01/2018 10:35:38.423333,8.14,39.0,37.0
03/01/2018 10:38:18.500000,7.74,40.0,37.0
03/01/2018 10:40:58.450000,8.14,40.0,37.0
03/01/2018 10:43:38.453333,9.25,40.0,37.0
03/01/2018 10:47:38.630000,8.09,40.0,37.0
03/01/2018 10:50:18.536666,7.79,40.0,37.0
03/01/2018 10:52:58.533333,8.72,40.0,37.0
03/01/2018 10:55:38.496666,8.35,40.0,37.0
03/01/2018 10:59:38.490000,10.53,40.0,37.0
03/01/2018 11:02:18.540000,10.1,41.0,37.0
03/01/2018 11:04:58.510000,8.67,40.0,37.0
03/01/2018 11:07:38.813333,10.07,40.0,37.0
03/01/2018 11:11:38.803333,9.37,41.0,37.0
03/01/2018 11:14:18.610000,10.79,41.0,37.0
03/01/2018 11:16:58.470000,11.0,41.0,37.0
03/01/2018 11:19:38.616666,11.6,41.0,37.0
03/01/2018 11:23:38.493333,10.59,41.0,36.0
03/01/2018 11:26:18.486666,11.07,41.0,36.0
03/01/2018 11:28:58.523333,10.19,42.0,36.0
03/01/2018 11:31:38.456666,11.27,41.0,36.0
03/01/2018 11:35:38.450000,9.59,41.0,36.0
03/01/2018 11:38:18.720000,10.11,41.0,36.0
03/01/2018 11:40:58.503333,9.32,41.0,36.0
03/01/2018 11:43:38.606666,8.9,41.0,36.0
03/01/2018 11:47:38.446666,8.67,41.0,36.0
03/01/2018 11:50:18.626666,7.91,41.0,36.0
03/01/2018 11:52:58.540000,8.42,41.0,36.0
03/01/2018 11:55:38.706666,8.14,41.0,36.0
03/01/2018 11:59:38.473333,9.53,41.0,37.0
03/01/2018 12:02:18.496666,10.38,41.0,37.0
03/01/2018 12:04:58.576666,10.17,41.0,36.0
03/01/2018 12:07:38.483333,10.29,41.0,36.0
03/01/2018 12:11:38.706666,11.0,41.0,36.0
03/01/2018 12:14:18.516666,10.3,42.0,36.0
03/01/2018 12:16:58.470000,11.3,42.0,36.0
03/01/2018 12:19:38.543333,11.14,42.0,36.0
03/01/2018 12:23:38.590000,11.26,42.0,36.0
03/01/2018 12:26:18.546666,12.12,42.0,36.0
03/01/2018 12:28:58.596666,11.62,42.0,36.0
03/01/2018 12:31:38.513333,10.89,42.0,36.0
03/01/2018 12:35:38.573333,10.68,42.0,36.0
03/01/2018 12:38:18.713333,12.14,42.0,36.0
03/01/2018 12:40:58.493333,11.12,41.0,36.0
03/01/2018 12:43:38.476666,11.19,41.0,36.0
03/01/2018 12:47:38.520000,9.38,41.0,36.0
03/01/2018 12:50:18.516666,9.93,42.0,36.0
03/01/2018 12:52:58.693333,10.86,42.0,36.0
03/01/2018 12:55:38.616666,9.77,41.0,36.0
03/01/2018 12:59:38.656666,10.25,41.0,36.0
03/01/2018 13:02:18.540000,9.02,42.0,36.0
03/01/2018 13:04:58.910000,9.36,41.0,36.0
03/01/2018 13:07:38.580000,9.51,41.0,36.0
03/01/2018 13:11:38.616666,9.17,41.0,36.0
03/01/2018 13:14:18.536666,8.4,41.0,36.0
03/01/2018 13:16:58.513333,9.83,41.0,36.0
03/01/2018 13:19:38.603333,9.71,41.0,36.0
03/01/2018 13:23:38.803333,9.47,41.0,36.0
03/01/2018 13:26:19.253333,8.74,41.0,36.0
03/01/2018 13:28:58.516666,8.57,41.0,36.0
03/01/2018 13:31:38.533333,9.1,41.0,36.0
03/01/2018 13:35:38.553333,13.52,41.0,36.0
03/01/2018 13:38:18.576666,8.95,41.0,36.0
03/01/2018 13:40:58.533333,7.53,41.0,36.0
03/01/2018 13:43:38.606666,8.12,41.0,35.0
03/01/2018 13:46:18.530000,6.95,42.0,36.0
03/01/2018 13:49:27.210000,8.52,41.0,36.0
03/01/2018 13:53:27.070000,7.32,41.0,36.0
03/01/2018 13:56:07.610000,8.9,41.0,36.0
03/01/2018 13:58:47.056666,7.62,41.0,36.0
03/01/2018 14:01:27.060000,7.28,41.0,37.0
03/01/2018 14:05:27.153333,8.28,41.0,37.0
03/01/2018 14:08:07.120000,7.95,40.0,37.0
03/01/2018 14:10:47.046666,8.53,40.0,38.0
03/01/2018 14:13:27.076666,8.83,40.0,38.0
03/01/2018 14:17:27.070000,7.35,39.0,39.0
03/01/2018 14:20:07.190000,6.68,38.0,40.0
03/01/2018 14:22:47.086666,6.51,38.0,41.0
03/01/2018 14:25:27.220000,5.85,37.0,42.0
03/01/2018 14:29:27.050000,6.86,35.0,42.0
03/01/2018 14:32:07.123333,6.95,35.0,43.0
03/01/2018 14:34:48.196666,6.84,34.0,44.0
03/01/2018 14:37:27.086666,7.37,33.0,45.0
03/01/2018 14:41:27.203333,6.91,33.0,45.0
03/01/2018 14:44:07.336666,6.67,32.0,46.0
03/01/2018 14:46:47.176666,6.74,31.0,47.0
03/01/2018 14:49:27.060000,6.31,31.0,47.0
03/01/2018 14:53:27.056666,5.76,29.0,48.0
03/01/2018 14:56:07.113333,6.25,30.0,48.0
03/01/2018 14:58:47.306666,5.86,28.0,49.0
03/01/2018 15:01:27.206666,5.86,28.0,49.0
03/01/2018 15:05:27.136666,7.86,27.0,50.0
03/01/2018 15:08:07.173333,6.74,27.0,50.0
03/01/2018 15:10:47.136666,6.37,27.0,50.0
03/01/2018 15:13:27.063333,7.77,27.0,49.0
03/01/2018 15:17:27.056666,6.24,26.0,50.0
03/01/2018 15:20:07.050000,6.48,26.0,51.0
03/01/2018 15:22:47.510000,5.79,26.0,51.0
03/01/2018 15:25:27.150000,6.4,25.0,52.0
03/01/2018 15:29:27.240000,6.07,25.0,52.0
03/01/2018 15:32:07.156666,6.49,25.0,52.0
03/01/2018 15:34:47.150000,6.6,25.0,52.0
03/01/2018 15:37:27.306666,5.95,25.0,53.0
03/01/2018 15:41:27.073333,6.48,24.0,54.0
03/01/2018 15:44:07.110000,6.07,24.0,54.0
03/01/2018 15:46:47.506666,5.98,23.0,54.0
03/01/2018 15:49:27.303333,6.34,23.0,54.0
03/01/2018 15:53:27.150000,6.51,23.0,55.0
03/01/2018 15:56:07.506666,6.74,23.0,55.0
03/01/2018 15:58:47.176666,7.95,22.0,54.0
03/01/2018 16:01:27.193333,7.59,22.0,55.0
03/01/2018 16:05:27.656666,7.19,22.0,56.0
03/01/2018 16:08:07.090000,6.71,22.0,56.0
03/01/2018 16:10:47.113333,8.26,22.0,56.0
03/01/2018 16:13:27.413333,6.88,22.0,57.0
03/01/2018 16:17:27.120000,8.14,21.0,57.0
03/01/2018 16:20:07.113333,8.12,21.0,58.0
03/01/2018 16:22:47.140000,9.4,21.0,58.0
03/01/2018 16:25:27.146666,8.58,21.0,58.0
03/01/2018 16:29:27.223333,9.31,20.0,58.0
03/01/2018 16:32:07.136666,10.0,20.0,59.0
03/01/2018 16:34:47.193333,9.93,20.0,59.0
03/01/2018 16:37:27.203333,9.95,20.0,58.0
03/01/2018 16:41:27.193333,9.45,20.0,59.0
03/01/2018 16:44:07.103333,10.9,20.0,59.0
03/01/2018 16:46:47.103333,10.02,19.0,59.0
03/01/2018 16:49:27.216666,9.81,19.0,60.0
03/01/2018 16:53:27.166666,9.48,19.0,60.0
03/01/2018 16:56:07.166666,8.93,19.0,60.0
03/01/2018 16:58:47.070000,10.45,19.0,59.0
03/01/2018 17:01:27.306666,9.95,19.0,59.0
03/01/2018 17:05:27.313333,10.76,19.0,59.0
03/01/2018 17:08:07.240000,10.33,19.0,59.0
03/01/2018 17:10:47.076666,10.81,18.0,59.0
03/01/2018 17:13:27.246666,10.48,18.0,60.0
03/01/2018 17:17:27.130000,11.31,18.0,60.0
03/01/2018 17:20:07.106666,10.74,18.0,61.0
03/01/2018 17:22:47.080000,11.44,19.0,62.0
03/01/2018 17:25:27.116666,12.57,18.0,62.0
03/01/2018 17:29:27.116666,11.19,17.0,62.0
03/01/2018 17:32:07.090000,10.21,18.0,63.0
03/01/2018 17:34:47.083333,11.29,17.0,63.0
03/01/2018 17:37:27.333333,11.07,16.0,63.0
03/01/2018 17:41:27.190000,12.86,16.0,63.0
03/01/2018 17:44:07.300000,11.68,16.0,62.0
03/01/2018 17:46:47.140000,12.95,16.0,62.0
03/01/2018 17:49:27.190000,11.7,16.0,63.0
03/01/2018 17:53:27.120000,12.83,16.0,64.0
03/01/2018 17:56:07.436666,11.6,15.0,64.0
03/01/2018 17:58:47.116666,12.7,15.0,64.0
03/01/2018 18:01:27.250000,11.95,15.0,64.0
03/01/2018 18:05:27.266666,12.5,15.0,64.0
03/01/2018 18:08:07.153333,12.6,14.0,64.0
03/01/2018 18:10:47.126666,10.86,15.0,64.0
03/01/2018 18:13:27.236666,12.58,15.0,64.0
03/01/2018 18:17:27.156666,11.49,15.0,64.0
03/01/2018 18:20:07.226666,11.09,15.0,64.0
03/01/2018 18:22:47.213333,11.21,14.0,64.0
03/01/2018 18:25:27.360000,11.56,14.0,65.0
03/01/2018 18:29:27.216666,10.57,14.0,65.0
03/01/2018 18:32:07.146666,12.29,14.0,66.0
03/01/2018 18:34:47.113333,11.47,13.0,66.0
03/01/2018 18:37:27.140000,11.93,14.0,66.0
03/01/2018 18:41:27.313333,11.74,14.0,66.0
03/01/2018 18:44:07.083333,10.88,14.0,67.0
03/01/2018 18:46:47.153333,9.49,13.0,67.0
03/01/2018 18:49:27.193333,11.98,13.0,67.0
03/01/2018 18:53:27.120000,12.35,13.0,67.0
03/01/2018 18:56:07.333333,10.8,12.0,67.0
03/01/2018 18:58:47.110000,9.98,12.0,66.0
03/01/2018 19:01:27.176666,9.77,11.0,67.0
03/01/2018 19:05:27.176666,11.05,11.0,66.0
03/01/2018 19:08:07.333333,11.1,11.0,67.0
03/01/2018 19:10:47.116666,9.48,11.0,67.0
03/01/2018 19:13:27.106666,8.3,11.0,67.0
03/01/2018 19:17:27.150000,9.57,11.0,68.0
03/01/2018 19:20:07.120000,10.33,11.0,68.0
03/01/2018 19:22:47.203333,9.67,11.0,68.0
03/01/2018 19:25:27.826666,9.7,12.0,68.0
03/01/2018 19:29:27.216666,10.09,12.0,69.0
03/01/2018 19:32:07.320000,10.0,11.0,68.0
03/01/2018 19:34:47.150000,11.84,12.0,68.0
03/01/2018 19:37:27.176666,11.56,12.0,68.0
03/01/2018 19:41:27.236666,11.21,11.0,68.0
03/01/2018 19:44:07.173333,10.88,11.0,68.0
03/01/2018 19:46:47.180000,11.36,11.0,68.0
03/01/2018 19:49:27.156666,10.21,12.0,68.0
03/01/2018 19:53:27.306666,9.65,12.0,69.0
03/01/2018 19:56:07.156666,10.2,12.0,69.0
03/01/2018 19:58:47.400000,10.26,11.0,69.0
03/01/2018 20:01:27.330000,9.51,11.0,69.0
03/01/2018 20:05:27.316666,8.66,11.0,69.0
03/01/2018 20:08:07.180000,8.9,11.0,69.0
03/01/2018 20:10:47.380000,10.57,11.0,69.0
03/01/2018 20:13:27.320000,10.77,11.0,69.0
03/01/2018 20:17:27.413333,10.3,11.0,69.0
03/01/2018 20:20:07.146666,12.09,12.0,69.0
03/01/2018 20:22:47.600000,11.44,12.0,69.0
03/01/2018 20:25:27.260000,11.91,12.0,68.0
03/01/2018 20:29:27.183333,12.79,13.0,69.0
03/01/2018 20:32:07.436666,12.51,12.0,68.0
03/01/2018 20:34:47.213333,11.98,12.0,68.0
03/01/2018 20:37:27.246666,12.31,12.0,68.0
03/01/2018 20:41:27.253333,12.0,12.0,67.0
03/01/2018 20:44:07.260000,12.93,12.0,67.0
03/01/2018 20:46:47.376666,11.93,12.0,68.0
03/01/2018 20:49:27.260000,11.6,12.0,68.0
03/01/2018 20:53:27.240000,11.98,12.0,68.0
03/01/2018 20:56:07.226666,12.21,13.0,68.0
03/01/2018 20:58:47.220000,10.47,13.0,68.0
03/01/2018 21:01:27.216666,10.6,13.0,68.0
03/01/2018 21:05:27.210000,9.33,13.0,68.0
03/01/2018 21:08:07.316666,9.12,13.0,67.0
03/01/2018 21:10:47.160000,8.53,13.0,68.0
03/01/2018 21:13:27.320000,9.6,12.0,68.0
03/01/2018 21:17:27.380000,7.62,12.0,68.0
03/01/2018 21:20:07.190000,6.76,12.0,68.0
03/01/2018 21:22:47.236666,5.51,12.0,68.0
03/01/2018 21:25:27.300000,5.34,11.0,68.0
03/01/2018 21:29:27.390000,4.0,11.0,68.0
03/01/2018 21:32:07.236666,3.86,11.0,69.0
03/01/2018 21:34:47.216666,3.91,11.0,69.0
03/01/2018 21:37:27.490000,4.02,11.0,69.0
03/01/2018 21:41:27.310000,4.09,11.0,69.0
03/01/2018 21:44:07.196666,3.14,11.0,69.0
03/01/2018 21:46:47.430000,3.62,11.0,69.0
03/01/2018 21:49:27.323333,2.81,11.0,69.0
03/01/2018 21:53:27.206666,3.71,10.0,69.0
03/01/2018 21:56:07.203333,3.4,10.0,68.0
03/01/2018 21:58:47.390000,3.37,10.0,69.0
03/01/2018 22:01:27.193333,3.33,11.0,69.0
03/01/2018 22:05:42.370000,2.62,11.0,69.0
03/01/2018 22:08:07.233333,3.74,11.0,68.0
03/01/2018 22:10:47.250000,4.23,12.0,69.0
03/01/2018 22:13:27.310000,3.32,12.0,69.0
03/01/2018 22:17:27.403333,3.83,11.0,68.0
03/01/2018 22:20:07.380000,3.4,12.0,68.0
03/01/2018 22:22:47.520000,3.26,11.0,68.0
03/01/2018 22:25:27.413333,3.98,11.0,67.0
03/01/2018 22:29:27.246666,3.69,12.0,67.0
03/01/2018 22:32:07.390000,2.93,12.0,67.0
03/01/2018 22:34:47.376666,3.84,12.0,66.0
03/01/2018 22:37:27.293333,3.98,12.0,66.0
03/01/2018 22:41:27.353333,3.83,12.0,66.0
03/01/2018 22:44:07.306666,10.53,14.0,66.0
03/01/2018 22:46:47.256666,11.9,15.0,65.0
03/01/2018 22:49:27.270000,13.19,16.0,65.0
03/01/2018 22:53:27.730000,13.44,16.0,64.0
03/01/2018 22:56:07.326666,12.69,17.0,64.0
03/01/2018 22:58:47.403333,13.16,17.0,64.0
03/01/2018 23:01:27.406666,12.51,16.0,64.0
03/01/2018 23:05:27.310000,13.44,17.0,63.0
03/01/2018 23:08:07.326666,14.4,17.0,63.0
03/01/2018 23:10:47.313333,13.98,17.0,63.0
03/01/2018 23:13:27.283333,13.31,17.0,63.0
03/01/2018 23:17:27.326666,14.43,17.0,63.0
03/01/2018 23:20:07.316666,14.21,17.0,62.0
03/01/2018 23:22:47.320000,14.23,18.0,62.0
03/01/2018 23:25:27.386666,14.37,18.0,62.0
03/01/2018 23:29:27.410000,15.37,17.0,62.0
03/01/2018 23:32:07.560000,13.16,18.0,62.0
03/01/2018 23:34:47.330000,14.5,18.0,61.0
03/01/2018 23:37:27.436666,15.5,18.0,61.0
03/01/2018 23:41:27.316666,14.0,18.0,61.0
03/01/2018 23:44:07.606666,14.73,18.0,61.0
03/01/2018 23:46:47.406666,14.71,18.0,61.0
03/01/2018 23:49:27.423333,16.34,19.0,61.0
03/01/2018 23:53:27.503333,15.43,19.0,60.0
03/01/2018 23:56:08.006666,14.88,19.0,60.0
03/01/2018 23:58:47.710000,14.83,19.0,60.0
03/02/2018 00:01:27.486666,15.6,19.0,60.0
03/02/2018 00:05:27.406666,15.62,19.0,59.0
03/02/2018 00:08:07.490000,15.35,19.0,59.0
03/02/2018 00:10:47.450000,15.19,19.0,59.0
03/02/2018 00:13:27.443333,15.27,19.0,59.0
03/02/2018 00:17:27.413333,14.95,20.0,59.0
03/02/2018 00:20:07.496666,14.49,20.0,59.0
03/02/2018 00:22:47.433333,14.88,20.0,59.0
03/02/2018 00:25:27.500000,15.21,20.0,59.0
03/02/2018 00:29:27.410000,15.64,20.0,58.0
03/02/2018 00:32:07.446666,16.26,20.0,58.0
03/02/2018 00:34:47.423333,15.57,20.0,58.0
03/02/2018 00:37:27.516666,15.24,21.0,58.0
03/02/2018 00:41:27.606666,16.0,21.0,58.0
03/02/2018 00:44:07.456666,16.36,21.0,58.0
03/02/2018 00:46:47.506666,16.14,21.0,57.0
03/02/2018 00:49:27.393333,16.95,21.0,57.0
03/02/2018 00:53:27.530000,15.23,22.0,57.0
03/02/2018 00:56:07.533333,15.24,22.0,57.0
03/02/2018 00:58:47.420000,15.14,22.0,57.0
03/02/2018 01:01:27.416666,17.83,22.0,57.0
03/02/2018 01:05:27.423333,16.32,22.0,57.0
03/02/2018 01:08:07.556666,16.6,22.0,56.0
03/02/2018 01:10:47.430000,18.15,22.0,56.0
03/02/2018 01:13:27.466666,15.52,22.0,56.0
03/02/2018 01:17:27.413333,17.05,22.0,56.0
03/02/2018 01:20:07.623333,16.74,22.0,56.0
03/02/2018 01:22:47.596666,17.33,22.0,56.0
03/02/2018 01:25:27.423333,18.4,22.0,56.0
03/02/2018 01:29:27.543333,16.77,23.0,56.0
03/02/2018 01:32:07.523333,17.35,23.0,55.0
03/02/2018 01:34:47.536666,16.85,23.0,55.0
03/02/2018 01:37:27.466666,16.39,23.0,55.0
03/02/2018 01:41:27.510000,18.49,23.0,55.0
03/02/2018 01:44:07.523333,19.02,24.0,55.0
03/02/2018 01:46:47.500000,16.93,24.0,55.0
03/02/2018 01:49:27.530000,16.9,24.0,55.0
03/02/2018 01:53:27.576666,19.4,24.0,54.0
