InstrumentName, 26th and Williams B,,
03/01/2018 03:37:23.916666,5.98,32.0,51.0
03/01/2018 03:41:23.896666,6.05,32.0,51.0
03/01/2018 03:44:03.886666,5.61,32.0,51.0
03/01/2018 03:46:43.933333,5.14,32.0,51.0
03/01/2018 03:49:23.913333,5.26,31.0,51.0
03/01/2018 03:53:23.946666,5.17,31.0,51.0
03/01/2018 03:56:04.106666,4.98,31.0,51.0
03/01/2018 03:58:43.896666,5.21,31.0,51.0
03/01/2018 04:02:43.986666,5.44,31.0,51.0
03/01/2018 04:04:03.990000,5.79,31.0,51.0
03/01/2018 04:08:04.036666,5.9,31.0,51.0
03/01/2018 04:10:44.136666,4.5,31.0,51.0
03/01/2018 04:14:43.983333,6.14,31.0,51.0
03/01/2018 04:17:24.053333,5.22,31.0,51.0
03/01/2018 04:20:04.066666,5.41,31.0,51.0
03/01/2018 04:22:43.946666,5.5,30.0,51.0
03/01/2018 04:26:43.986666,5.78,30.0,51.0
03/01/2018 04:29:23.943333,5.78,30.0,51.0
03/01/2018 04:32:03.940000,5.23,30.0,51.0
03/01/2018 04:34:44.050000,5.12,30.0,51.0
03/01/2018 04:37:24.016666,4.76,30.0,50.0
03/01/2018 04:41:24.200000,3.79,29.0,50.0
03/01/2018 04:44:03.956666,5.0,29.0,50.0
03/01/2018 04:46:44.040000,4.61,29.0,50.0
03/01/2018 04:50:44.106666,5.02,29.0,50.0
03/01/2018 04:53:24.060000,3.42,29.0,50.0
03/01/2018 04:56:04.013333,4.64,29.0,50.0
03/01/2018 04:58:47.090000,4.05,28.0,50.0
03/01/2018 05:02:44.006666,4.14,29.0,50.0
03/01/2018 05:04:04.036666,4.3,29.0,50.0
03/01/2018 05:08:04.213333,4.42,29.0,50.0
03/01/2018 05:10:44.016666,4.14,29.0,50.0
03/01/2018 05:13:24.016666,4.65,29.0,50.0
03/01/2018 05:17:23.986666,4.5,29.0,50.0
03/01/2018 05:20:03.990000,4.4,29.0,50.0
03/01/2018 05:22:43.993333,7.16,29.0,50.0
03/01/2018 05:26:44.136666,8.12,29.0,49.0
03/01/2018 05:28:04.013333,8.45,29.0,50.0
03/01/2018 05:32:03.996666,4.5,29.0,49.0
03/01/2018 05:34:44.026666,4.93,29.0,50.0
03/01/2018 05:37:24.016666,4.3,29.0,49.0
03/01/2018 05:40:04.026666,4.47,30.0,49.0
03/01/2018 05:44:04.043333,3.69,30.0,49.0
03/01/2018 05:46:44.016666,4.07,30.0,49.0
03/01/2018 05:49:24.016666,4.47,30.0,49.0
03/01/2018 05:52:04.200000,4.63,30.0,49.0
03/01/2018 05:56:04.483333,4.67,30.0,49.0
03/01/2018 05:58:44.213333,5.12,30.0,49.0
03/01/2018 06:01:24.083333,4.13,30.0,49.0
03/01/2018 06:05:24.036666,5.86,30.0,49.0
03/01/2018 06:08:04.113333,4.45,30.0,49.0
03/01/2018 06:10:44.043333,4.67,30.0,49.0
03/01/2018 06:13:24.043333,5.43,30.0,49.0
03/01/2018 06:17:24.046666,4.3,31.0,48.0
03/01/2018 06:20:04.046666,4.21,30.0,48.0
03/01/2018 06:22:44.046666,4.45,31.0,48.0
03/01/2018 06:25:24.053333,4.65,30.0,48.0
03/01/2018 06:29:24.060000,4.98,31.0,48.0
03/01/2018 06:32:04.216666,5.71,31.0,48.0
03/01/2018 06:34:44.083333,6.68,31.0,48.0
03/01/2018 06:38:44.230000,5.44,31.0,48.0
03/01/2018 06:41:24.120000,4.34,31.0,48.0
03/01/2018 06:44:04.220000,4.21,31.0,47.0
03/01/2018 06:46:44.093333,4.76,31.0,48.0
03/01/2018 06:50:44.076666,5.53,32.0,48.0
03/01/2018 06:53:24.096666,4.3,32.0,47.0
03/01/2018 06:56:04.110000,4.88,32.0,47.0
03/01/2018 06:58:44.086666,4.43,31.0,47.0
03/01/2018 07:02:44.120000,4.07,32.0,47.0
03/01/2018 07:05:24.213333,4.36,32.0,47.0
03/01/2018 07:08:04.133333,4.95,32.0,47.0
03/01/2018 07:10:44.106666,4.14,32.0,47.0
03/01/2018 07:14:44.126666,3.7,32.0,47.0
03/01/2018 07:17:24.123333,4.33,32.0,47.0
03/01/2018 07:20:04.146666,5.49,32.0,47.0
03/01/2018 07:22:44.106666,4.23,32.0,47.0
03/01/2018 07:26:44.503333,6.31,32.0,47.0
03/01/2018 07:29:24.156666,5.31,32.0,46.0
03/01/2018 07:32:04.120000,4.79,32.0,46.0
03/01/2018 07:34:44.220000,4.6,33.0,46.0
03/01/2018 07:38:44.186666,4.83,33.0,45.0
03/01/2018 07:41:24.236666,4.79,33.0,46.0
03/01/2018 07:44:04.160000,5.51,33.0,46.0
03/01/2018 07:46:44.143333,5.42,33.0,46.0
03/01/2018 07:50:44.206666,4.44,33.0,45.0
03/01/2018 07:53:24.143333,3.38,33.0,45.0
03/01/2018 07:56:04.186666,5.19,34.0,45.0
03/01/2018 07:58:44.356666,4.56,34.0,45.0
03/01/2018 08:02:44.166666,4.84,34.0,45.0
03/01/2018 08:05:24.170000,5.19,34.0,45.0
03/01/2018 08:08:04.306666,5.95,34.0,45.0
03/01/2018 08:10:44.210000,5.58,34.0,45.0
03/01/2018 08:14:44.286666,6.23,34.0,45.0
03/01/2018 08:16:04.180000,6.4,34.0,45.0
03/01/2018 08:20:05.176666,5.43,34.0,45.0
03/01/2018 08:22:44.166666,4.4,34.0,45.0
03/01/2018 08:25:24.236666,4.7,34.0,45.0
03/01/2018 08:28:04.790000,6.02,35.0,45.0
03/01/2018 08:32:04.216666,5.02,34.0,45.0
03/01/2018 08:34:44.190000,6.33,35.0,44.0
03/01/2018 08:37:24.800000,6.19,35.0,44.0
03/01/2018 08:40:04.196666,5.84,35.0,44.0
03/01/2018 08:44:04.230000,6.26,35.0,44.0
03/01/2018 08:46:45.533333,6.52,35.0,44.0
03/01/2018 08:49:24.303333,7.16,36.0,44.0
03/01/2018 08:52:04.203333,6.95,35.0,45.0
03/01/2018 08:56:04.213333,6.91,35.0,45.0
03/01/2018 08:58:44.330000,7.0,35.0,44.0
03/01/2018 09:01:24.216666,5.95,35.0,44.0
03/01/2018 09:05:24.210000,6.47,35.0,44.0
03/01/2018 09:08:04.340000,7.33,36.0,44.0
03/01/2018 09:10:44.263333,7.07,36.0,44.0
03/01/2018 09:13:24.316666,7.51,36.0,44.0
03/01/2018 09:17:25.336666,6.3,36.0,44.0
03/01/2018 09:20:04.263333,7.14,36.0,44.0
03/01/2018 09:22:44.246666,6.92,36.0,44.0
03/01/2018 09:25:24.250000,7.12,36.0,44.0
03/01/2018 09:29:24.240000,7.98,36.0,44.0
03/01/2018 09:32:04.246666,7.95,36.0,44.0
03/01/2018 09:34:44.436666,7.3,36.0,44.0
03/01/2018 09:37:24.336666,6.86,36.0,44.0
03/01/2018 09:41:24.350000,6.37,36.0,44.0
03/01/2018 09:44:04.336666,7.26,36.0,44.0
03/01/2018 09:46:44.320000,7.35,36.0,43.0
03/01/2018 09:49:24.406666,7.05,37.0,43.0
03/01/2018 09:53:24.413333,7.28,37.0,43.0
03/01/2018 09:56:04.363333,6.55,37.0,43.0
03/01/2018 09:58:44.400000,7.14,37.0,42.0
03/01/2018 10:02:44.340000,6.5,39.0,42.0
03/01/2018 10:05:24.436666,7.47,38.0,43.0
03/01/2018 10:08:04.330000,7.47,38.0,43.0
03/01/2018 10:10:44.356666,7.23,37.0,43.0
03/01/2018 10:14:44.276666,7.65,38.0,43.0
03/01/2018 10:17:24.710000,7.21,37.0,43.0
03/01/2018 10:20:04.360000,6.48,37.0,43.0
03/01/2018 10:22:44.310000,6.55,37.0,43.0
03/01/2018 10:26:44.320000,7.11,38.0,43.0
03/01/2018 10:29:24.436666,11.33,38.0,43.0
03/01/2018 10:32:04.343333,11.53,38.0,43.0
03/01/2018 10:34:44.406666,11.16,39.0,42.0
03/01/2018 10:38:44.510000,11.19,38.0,42.0
03/01/2018 10:41:24.326666,11.87,39.0,41.0
03/01/2018 10:44:04.310000,14.59,40.0,40.0
03/01/2018 10:46:44.316666,13.27,41.0,41.0
03/01/2018 10:50:44.320000,12.48,40.0,41.0
03/01/2018 10:53:24.323333,12.21,40.0,41.0
03/01/2018 10:56:04.450000,12.62,40.0,41.0
03/01/2018 10:58:44.326666,11.71,40.0,41.0
03/01/2018 11:01:24.333333,13.55,40.0,41.0
03/01/2018 11:05:24.336666,11.21,40.0,42.0
03/01/2018 11:08:07.510000,12.34,40.0,42.0
03/01/2018 11:10:44.513333,11.28,40.0,41.0
03/01/2018 11:14:44.340000,12.4,40.0,42.0
03/01/2018 11:17:24.533333,12.61,40.0,41.0
03/01/2018 11:20:04.346666,11.69,41.0,41.0
03/01/2018 11:22:44.356666,11.21,40.0,41.0
03/01/2018 11:25:24.453333,11.69,40.0,41.0
03/01/2018 11:28:04.353333,12.92,40.0,41.0
03/01/2018 11:32:04.413333,12.41,40.0,41.0
03/01/2018 11:34:44.426666,12.02,40.0,41.0
03/01/2018 11:37:24.390000,11.85,40.0,41.0
03/01/2018 11:40:04.433333,13.75,40.0,41.0
03/01/2018 11:44:04.796666,12.46,40.0,41.0
03/01/2018 11:46:44.376666,12.65,40.0,41.0
03/01/2018 11:49:24.506666,13.18,40.0,41.0
03/01/2018 11:52:04.386666,10.93,40.0,41.0
03/01/2018 11:56:04.523333,10.83,40.0,41.0
03/01/2018 11:58:44.516666,11.76,40.0,41.0
03/01/2018 12:01:24.470000,12.26,40.0,41.0
03/01/2018 12:05:24.910000,10.84,40.0,41.0
03/01/2018 12:08:04.536666,13.05,40.0,41.0
03/01/2018 12:10:44.393333,13.29,41.0,41.0
03/01/2018 12:13:24.400000,12.79,41.0,41.0
03/01/2018 12:17:24.533333,12.35,41.0,40.0
03/01/2018 12:20:04.416666,11.48,41.0,40.0
03/01/2018 12:22:41.490000,15.2,41.0,40.0
03/01/2018 12:25:21.373333,11.93,41.0,41.0
03/01/2018 12:29:21.416666,12.98,41.0,40.0
03/01/2018 12:32:01.346666,12.27,41.0,40.0
03/01/2018 12:34:41.443333,11.48,41.0,40.0
03/01/2018 12:37:21.356666,12.4,42.0,40.0
03/01/2018 12:41:21.370000,11.25,42.0,40.0
03/01/2018 12:44:01.453333,13.02,41.0,40.0
03/01/2018 12:46:41.363333,11.0,42.0,39.0
03/01/2018 12:49:21.463333,10.72,42.0,40.0
03/01/2018 12:53:21.403333,12.2,42.0,39.0
03/01/2018 12:56:01.503333,11.95,42.0,39.0
03/01/2018 12:58:41.543333,11.55,42.0,40.0
03/01/2018 13:02:41.420000,12.81,42.0,39.0
03/01/2018 13:05:21.443333,13.91,43.0,39.0
03/01/2018 13:08:01.703333,11.71,43.0,40.0
03/01/2018 13:10:41.536666,12.72,42.0,39.0
03/01/2018 13:14:41.383333,13.98,43.0,39.0
03/01/2018 13:17:21.386666,12.64,43.0,38.0
03/01/2018 13:20:01.446666,13.3,43.0,39.0
03/01/2018 13:22:41.636666,15.5,44.0,40.0
03/01/2018 13:26:41.393333,12.26,43.0,40.0
03/01/2018 13:29:21.526666,14.44,42.0,40.0
03/01/2018 13:32:01.526666,13.84,42.0,40.0
03/01/2018 13:34:41.410000,12.88,42.0,39.0
03/01/2018 13:38:41.506666,14.02,42.0,40.0
03/01/2018 13:41:21.706666,13.2,42.0,40.0
03/01/2018 13:44:01.420000,14.02,42.0,40.0
03/01/2018 13:46:41.423333,14.17,42.0,40.0
03/01/2018 13:50:41.430000,13.05,42.0,40.0
03/01/2018 13:53:21.506666,13.68,42.0,40.0
03/01/2018 13:56:01.423333,13.11,41.0,40.0
03/01/2018 13:58:41.426666,13.28,43.0,38.0
03/01/2018 14:02:41.433333,11.76,43.0,39.0
03/01/2018 14:05:21.440000,13.4,43.0,39.0
03/01/2018 14:08:01.520000,13.23,43.0,39.0
03/01/2018 14:10:41.503333,14.21,42.0,40.0
03/01/2018 14:14:41.533333,13.5,42.0,40.0
03/01/2018 14:16:01.440000,15.93,42.0,39.0
03/01/2018 14:20:01.553333,14.52,44.0,38.0
03/01/2018 14:22:41.516666,13.57,44.0,39.0
03/01/2018 14:26:41.523333,12.93,43.0,39.0
03/01/2018 14:29:21.486666,12.51,42.0,39.0
03/01/2018 14:32:01.536666,12.52,42.0,39.0
03/01/2018 14:34:41.503333,10.55,42.0,39.0
03/01/2018 14:38:41.540000,12.21,42.0,39.0
03/01/2018 14:41:21.476666,10.95,42.0,39.0
03/01/2018 14:44:01.476666,10.93,42.0,40.0
03/01/2018 14:46:41.516666,11.95,42.0,40.0
03/01/2018 14:50:41.506666,13.67,42.0,39.0
03/01/2018 14:53:21.476666,13.3,43.0,40.0
03/01/2018 14:56:01.503333,12.77,42.0,40.0
03/01/2018 14:58:41.523333,13.82,41.0,40.0
03/01/2018 15:02:41.523333,13.23,41.0,41.0
03/01/2018 15:05:21.486666,11.44,40.0,40.0
03/01/2018 15:08:01.506666,12.26,41.0,39.0
03/01/2018 15:10:41.560000,11.79,41.0,39.0
03/01/2018 15:14:41.543333,11.95,41.0,39.0
03/01/2018 15:17:21.526666,12.51,42.0,40.0
03/01/2018 15:20:01.616666,13.09,42.0,40.0
03/01/2018 15:22:41.510000,15.05,42.0,39.0
03/01/2018 15:26:41.736666,13.83,41.0,41.0
03/01/2018 15:29:21.540000,14.86,41.0,40.0
03/01/2018 15:32:01.816666,14.83,41.0,41.0
03/01/2018 15:34:41.520000,17.74,42.0,40.0
03/01/2018 15:38:41.540000,17.88,42.0,41.0
03/01/2018 15:41:21.520000,16.18,41.0,41.0
03/01/2018 15:44:01.596666,16.74,40.0,42.0
03/01/2018 15:46:41.606666,16.98,40.0,42.0
03/01/2018 15:49:21.640000,17.51,40.0,42.0
03/01/2018 15:53:21.620000,18.68,39.0,42.0
03/01/2018 15:56:01.573333,15.33,39.0,43.0
03/01/2018 15:58:41.626666,16.1,38.0,43.0
03/01/2018 16:01:22.636666,15.98,38.0,43.0
03/01/2018 16:05:21.550000,17.95,38.0,43.0
03/01/2018 16:08:01.630000,20.17,38.0,44.0
03/01/2018 16:10:41.586666,20.05,38.0,44.0
03/01/2018 16:13:21.640000,22.28,39.0,43.0
03/01/2018 16:17:22.510000,22.36,38.0,44.0
03/01/2018 16:20:01.566666,20.3,38.0,44.0
03/01/2018 16:22:41.610000,19.62,37.0,45.0
03/01/2018 16:26:41.573333,20.4,38.0,44.0
03/01/2018 16:29:21.590000,20.16,38.0,43.0
03/01/2018 16:32:01.723333,22.79,38.0,44.0
03/01/2018 16:34:41.580000,20.21,38.0,44.0
03/01/2018 16:38:41.903333,21.0,37.0,44.0
03/01/2018 16:41:23.473333,18.24,37.0,45.0
03/01/2018 16:44:01.613333,18.88,36.0,45.0
03/01/2018 16:46:41.723333,19.33,36.0,45.0
03/01/2018 16:50:41.590000,20.7,36.0,45.0
03/01/2018 16:53:21.590000,19.88,35.0,45.0
03/01/2018 16:56:01.606666,19.35,36.0,45.0
03/01/2018 16:58:41.600000,19.7,36.0,44.0
03/01/2018 17:02:41.826666,17.3,34.0,46.0
03/01/2018 17:05:22.130000,16.52,34.0,46.0
03/01/2018 17:08:01.610000,16.4,33.0,47.0
03/01/2018 17:10:41.620000,15.64,33.0,47.0
03/01/2018 17:14:41.626666,17.43,32.0,47.0
03/01/2018 17:17:21.630000,16.9,33.0,46.0
03/01/2018 17:20:01.993333,16.63,33.0,46.0
03/01/2018 17:22:41.650000,15.91,32.0,47.0
03/01/2018 17:26:41.710000,16.44,31.0,48.0
03/01/2018 17:29:21.740000,19.07,31.0,49.0
03/01/2018 17:32:01.716666,18.9,32.0,49.0
03/01/2018 17:34:41.703333,17.56,31.0,48.0
03/01/2018 17:37:21.706666,16.32,30.0,48.0
03/01/2018 17:40:01.666666,16.35,30.0,48.0
03/01/2018 17:44:01.666666,15.6,29.0,48.0
03/01/2018 17:46:41.986666,16.66,30.0,49.0
03/01/2018 17:49:21.660000,15.67,29.0,50.0
03/01/2018 17:52:01.706666,16.35,29.0,50.0
03/01/2018 17:56:01.676666,12.36,28.0,51.0
03/01/2018 17:58:41.740000,13.93,27.0,51.0
03/01/2018 18:01:22.043333,13.19,26.0,51.0
03/01/2018 18:05:21.673333,16.72,26.0,52.0
03/01/2018 18:08:01.826666,16.68,27.0,51.0
03/01/2018 18:10:41.673333,17.09,27.0,50.0
03/01/2018 18:13:21.736666,26.48,27.0,51.0
03/01/2018 18:17:21.686666,17.12,26.0,52.0
03/01/2018 18:20:01.713333,16.42,26.0,52.0
03/01/2018 18:22:41.690000,18.29,26.0,52.0
03/01/2018 18:25:22.290000,16.44,25.0,52.0
03/01/2018 18:29:21.753333,15.59,25.0,53.0
03/01/2018 18:32:01.710000,16.0,24.0,54.0
03/01/2018 18:34:41.973333,21.63,25.0,53.0
03/01/2018 18:38:41.756666,20.36,25.0,53.0
03/01/2018 18:41:21.706666,19.37,25.0,54.0
03/01/2018 18:44:01.736666,19.28,25.0,55.0
03/01/2018 18:46:41.713333,19.16,25.0,54.0
03/01/2018 18:49:21.863333,18.95,25.0,55.0
03/01/2018 18:53:21.733333,18.08,24.0,55.0
03/01/2018 18:56:01.730000,17.29,23.0,56.0
03/01/2018 18:58:42.606666,16.44,23.0,55.0
03/01/2018 19:01:21.733333,16.56,23.0,56.0
03/01/2018 19:05:21.796666,17.07,22.0,57.0
03/01/2018 19:08:01.813333,15.71,22.0,57.0
03/01/2018 19:10:41.750000,13.81,22.0,57.0
03/01/2018 19:14:41.826666,16.63,21.0,58.0
03/01/2018 19:16:01.746666,15.91,21.0,58.0
03/01/2018 19:20:01.826666,16.12,21.0,58.0
03/01/2018 19:22:41.790000,14.76,20.0,58.0
03/01/2018 19:25:21.820000,12.12,19.0,59.0
03/01/2018 19:29:22.000000,13.63,19.0,59.0
03/01/2018 19:32:01.766666,14.26,19.0,59.0
03/01/2018 19:34:41.796666,12.91,19.0,60.0
03/01/2018 19:38:41.813333,12.86,18.0,60.0
03/01/2018 19:41:22.006666,12.23,18.0,60.0
03/01/2018 19:44:02.130000,10.91,18.0,60.0
03/01/2018 19:46:41.780000,12.14,18.0,60.0
03/01/2018 19:49:22.013333,10.8,17.0,60.0
03/01/2018 19:53:21.800000,12.4,17.0,61.0
03/01/2018 19:56:01.816666,11.79,17.0,61.0
03/01/2018 19:58:41.823333,12.79,17.0,61.0
03/01/2018 20:02:41.836666,12.93,17.0,60.0
03/01/2018 20:04:01.880000,12.14,18.0,61.0
03/01/2018 20:08:01.966666,14.41,18.0,62.0
03/01/2018 20:10:41.813333,12.58,17.0,62.0
03/01/2018 20:13:21.810000,12.61,17.0,63.0
03/01/2018 20:17:22.023333,12.57,17.0,63.0
03/01/2018 20:20:01.826666,14.42,17.0,63.0
03/01/2018 20:22:42.423333,12.54,17.0,63.0
03/01/2018 20:26:41.833333,8.81,16.0,64.0
03/01/2018 20:29:21.920000,8.21,16.0,64.0
03/01/2018 20:32:01.916666,4.57,16.0,64.0
03/01/2018 20:34:41.830000,4.12,15.0,64.0
03/01/2018 20:37:21.996666,3.38,15.0,65.0
03/01/2018 20:41:21.936666,4.45,15.0,65.0
03/01/2018 20:44:01.923333,3.83,15.0,65.0
03/01/2018 20:46:42.056666,4.12,15.0,65.0
03/01/2018 20:49:21.900000,4.5,15.0,66.0
03/01/2018 20:52:01.940000,3.74,15.0,66.0
03/01/2018 20:56:01.916666,3.92,15.0,66.0
03/01/2018 20:58:41.906666,4.12,15.0,66.0
03/01/2018 21:02:41.913333,4.31,15.0,66.0
03/01/2018 21:04:03.616666,4.28,15.0,66.0
03/01/2018 21:08:01.880000,5.84,15.0,67.0
03/01/2018 21:10:42.036666,6.02,15.0,67.0
03/01/2018 21:13:21.976666,3.88,14.0,68.0
03/01/2018 21:17:21.890000,3.49,14.0,68.0
03/01/2018 21:20:02.016666,3.56,14.0,68.0
03/01/2018 21:22:42.020000,3.29,14.0,68.0
03/01/2018 21:26:41.946666,3.57,13.0,69.0
03/01/2018 21:29:21.933333,3.61,13.0,69.0
03/01/2018 21:32:01.906666,3.67,14.0,69.0
03/01/2018 21:34:41.910000,4.27,14.0,69.0
03/01/2018 21:37:22.026666,3.38,13.0,70.0
03/01/2018 21:41:22.100000,2.91,12.0,70.0
03/01/2018 21:44:01.930000,3.02,12.0,70.0
03/01/2018 21:46:41.913333,2.54,12.0,71.0
03/01/2018 21:49:22.026666,4.2,12.0,70.0
03/01/2018 21:53:22.020000,4.24,12.0,69.0
03/01/2018 21:56:02.016666,3.29,12.0,68.0
03/01/2018 21:58:42.000000,3.72,13.0,68.0
03/01/2018 22:01:21.996666,3.55,13.0,67.0
03/01/2018 22:04:02.206666,4.12,14.0,65.0
03/01/2018 22:08:01.943333,2.95,14.0,66.0
03/01/2018 22:10:41.956666,3.67,13.0,66.0
03/01/2018 22:13:21.960000,3.28,13.0,66.0
03/01/2018 22:17:22.016666,3.12,14.0,65.0
03/01/2018 22:20:02.030000,3.98,15.0,64.0
03/01/2018 22:22:42.006666,3.15,15.0,64.0
03/01/2018 22:26:41.973333,3.56,15.0,64.0
03/01/2018 22:29:22.016666,3.53,15.0,64.0
03/01/2018 22:32:02.080000,4.68,16.0,65.0
03/01/2018 22:34:41.996666,3.58,15.0,65.0
03/01/2018 22:37:21.980000,4.55,16.0,64.0
03/01/2018 22:41:21.993333,3.98,15.0,64.0
03/01/2018 22:44:02.050000,2.45,15.0,65.0
03/01/2018 22:46:42.223333,4.16,15.0,66.0
03/01/2018 22:50:41.986666,3.47,15.0,67.0
03/01/2018 22:53:22.026666,4.26,14.0,66.0
03/01/2018 22:56:01.996666,3.81,15.0,66.0
03/01/2018 22:58:42.086666,3.51,15.0,65.0
03/01/2018 23:02:42.083333,3.5,16.0,64.0
03/01/2018 23:05:22.033333,4.26,16.0,64.0
03/01/2018 23:08:02.156666,4.4,16.0,63.0
03/01/2018 23:10:42.103333,4.82,17.0,62.0
03/01/2018 23:13:22.020000,4.95,17.0,61.0
03/01/2018 23:17:22.110000,13.38,21.0,60.0
03/01/2018 23:20:02.126666,15.53,22.0,59.0
03/01/2018 23:22:42.026666,15.98,23.0,58.0
03/01/2018 23:26:42.146666,15.07,24.0,58.0
03/01/2018 23:29:22.290000,14.91,24.0,57.0
03/01/2018 23:32:02.116666,15.6,24.0,57.0
03/01/2018 23:34:42.310000,14.51,24.0,57.0
03/01/2018 23:38:42.076666,15.88,25.0,57.0
03/01/2018 23:41:22.060000,15.91,25.0,57.0
03/01/2018 23:44:02.146666,16.26,24.0,56.0
03/01/2018 23:46:42.096666,15.26,25.0,56.0
03/01/2018 23:50:42.106666,16.14,24.0,58.0
03/01/2018 23:53:22.106666,16.53,24.0,58.0
03/01/2018 23:56:02.123333,15.53,24.0,56.0
03/01/2018 23:58:42.136666,15.91,25.0,56.0
03/02/2018 00:02:42.226666,16.86,26.0,55.0
03/02/2018 00:05:22.106666,15.77,25.0,56.0
03/02/2018 00:08:02.093333,16.98,25.0,55.0
03/02/2018 00:10:42.083333,17.3,26.0,55.0
03/02/2018 00:13:23.040000,16.95,26.0,54.0
03/02/2018 00:17:22.116666,17.38,26.0,54.0
03/02/2018 00:20:02.096666,17.74,25.0,55.0
03/02/2018 00:22:42.306666,17.23,26.0,55.0
03/02/2018 00:25:22.176666,18.0,25.0,55.0
03/02/2018 00:29:22.216666,17.59,26.0,54.0
03/02/2018 00:32:02.170000,18.1,26.0,54.0
03/02/2018 00:34:42.133333,18.14,26.0,54.0
03/02/2018 00:38:42.226666,17.64,25.0,55.0
03/02/2018 00:41:22.366666,17.11,25.0,56.0
03/02/2018 00:44:02.216666,17.81,25.0,55.0
03/02/2018 00:46:42.140000,17.26,24.0,56.0
03/02/2018 00:49:22.213333,17.19,24.0,56.0
03/02/2018 00:53:22.143333,17.4,24.0,57.0
03/02/2018 00:56:02.723333,17.29,23.0,57.0
03/02/2018 00:58:42.183333,16.48,23.0,58.0
03/02/2018 01:02:42.173333,17.07,23.0,58.0
03/02/2018 01:05:22.163333,17.43,23.0,58.0
03/02/2018 01:08:02.240000,16.36,23.0,56.0
03/02/2018 01:10:42.166666,19.29,23.0,57.0
03/02/2018 01:14:42.196666,20.24,23.0,57.0
03/02/2018 01:16:02.253333,19.17,23.0,57.0
03/02/2018 01:20:02.230000,20.07,23.0,57.0
03/02/2018 01:22:42.200000,18.74,23.0,57.0
03/02/2018 01:25:22.220000,20.93,23.0,58.0
03/02/2018 01:29:22.193333,17.47,23.0,58.0
03/02/2018 01:32:02.196666,20.65,23.0,58.0
03/02/2018 01:34:42.336666,19.43,23.0,58.0
03/02/2018 01:37:22.246666,19.88,23.0,58.0
03/02/2018 01:40:02.353333,18.65,23.0,58.0
03/02/2018 01:44:02.323333,22.48,23.0,58.0
03/02/2018 01:46:42.226666,24.52,23.0,58.0
03/02/2018 01:50:42.216666,23.33,23.0,58.0
03/02/2018 01:53:22.253333,22.74,23.0,58.0
