InstrumentName, APCD B,,
StartTime, 2018-03-01 00:00:00,,
EndTime, 2018-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2018 00:01:31.046666,5.12,32.0,47.0
03/01/2018 00:05:33.096666,6.37,32.0,48.0
03/01/2018 00:08:11.170000,6.0,34.0,49.0
03/01/2018 00:10:51.160000,7.12,33.0,49.0
03/01/2018 00:13:31.113333,6.5,34.0,48.0
03/01/2018 00:17:31.093333,5.64,33.0,49.0
03/01/2018 00:20:11.140000,4.93,35.0,48.0
03/01/2018 00:22:51.086666,4.54,36.0,49.0
03/01/2018 00:25:31.160000,6.0,36.0,49.0
03/01/2018 00:29:31.370000,5.39,34.0,49.0
03/01/2018 00:32:11.256666,4.93,34.0,49.0
03/01/2018 00:34:51.283333,5.43,33.0,49.0
03/01/2018 00:37:31.113333,5.46,32.0,49.0
03/01/2018 00:41:31.146666,6.26,31.0,48.0
03/01/2018 00:44:11.590000,4.93,32.0,48.0
03/01/2018 00:46:51.136666,6.8,34.0,49.0
03/01/2018 00:49:31.286666,4.74,34.0,49.0
03/01/2018 00:53:31.253333,4.52,36.0,49.0
03/01/2018 00:56:11.063333,4.73,35.0,49.0
03/01/2018 00:58:51.226666,4.56,33.0,47.0
03/01/2018 01:01:31.346666,4.82,35.0,47.0
03/01/2018 01:05:31.303333,5.6,34.0,48.0
03/01/2018 01:08:11.143333,6.48,35.0,48.0
03/01/2018 01:10:51.070000,6.71,36.0,48.0
03/01/2018 01:13:31.116666,21.33,37.0,48.0
03/01/2018 01:17:31.146666,11.72,39.0,47.0
03/01/2018 01:20:11.193333,22.43,39.0,46.0
03/01/2018 01:22:51.143333,16.15,41.0,47.0
03/01/2018 01:25:31.016666,10.5,41.0,46.0
03/01/2018 01:29:31.250000,9.91,42.0,46.0
03/01/2018 01:32:11.076666,23.0,42.0,46.0
03/01/2018 01:34:51.113333,11.52,42.0,46.0
03/01/2018 01:37:32.083333,8.17,42.0,46.0
03/01/2018 01:41:31.156666,5.78,43.0,46.0
03/01/2018 01:44:11.353333,7.85,43.0,46.0
03/01/2018 02:53:31.210000,15.5,38.0,46.0
03/01/2018 02:56:11.326666,18.85,39.0,46.0
03/01/2018 02:58:51.640000,25.75,39.0,46.0
03/01/2018 03:01:31.236666,8.95,40.0,46.0
03/01/2018 03:05:32.286666,10.09,41.0,46.0
03/01/2018 03:08:11.153333,10.77,42.0,46.0
03/01/2018 03:10:51.083333,12.02,43.0,46.0
03/01/2018 03:13:32.830000,12.71,42.0,46.0
03/01/2018 03:17:31.283333,16.51,42.0,46.0
03/01/2018 03:20:11.246666,9.86,42.0,46.0
03/01/2018 03:22:51.206666,8.98,42.0,46.0
03/01/2018 03:25:31.110000,9.5,41.0,46.0
03/01/2018 03:28:12.376666,7.6,41.0,46.0
03/01/2018 03:32:11.086666,20.03,41.0,46.0
03/01/2018 03:34:51.033333,9.92,41.0,46.0
