InstrumentName, Swansea (DEH),,
StartTime, 2018-03-01 00:00:00,,
EndTime, 2018-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2018 00:04:28.553333,6.44,100.0,-221.0
03/01/2018 00:05:49.126666,5.65,100.0,-221.0
03/01/2018 00:11:15.406666,5.66,100.0,-221.0
03/01/2018 00:13:55.493333,6.05,100.0,-221.0
03/01/2018 00:16:27.436666,8.0,100.0,-221.0
03/01/2018 00:20:21.883333,6.35,100.0,-221.0
03/01/2018 00:23:02.103333,5.5,100.0,-221.0
03/01/2018 00:25:41.640000,6.15,100.0,-221.0
03/01/2018 00:29:41.700000,5.26,100.0,-221.0
03/01/2018 00:32:21.820000,6.32,100.0,-221.0
03/01/2018 00:35:01.813333,5.18,100.0,-221.0
03/01/2018 00:37:41.686666,5.59,100.0,-221.0
03/01/2018 00:40:21.726666,4.88,100.0,-221.0
03/01/2018 00:44:21.630000,5.0,100.0,-221.0
03/01/2018 00:47:01.646666,4.93,100.0,-221.0
03/01/2018 00:49:41.973333,4.72,100.0,-221.0
03/01/2018 00:52:21.750000,4.15,100.0,-221.0
03/01/2018 00:56:21.820000,4.83,100.0,-221.0
03/01/2018 00:59:01.713333,5.32,100.0,-221.0
03/01/2018 01:01:41.856666,7.0,100.0,-221.0
03/01/2018 01:05:41.856666,7.18,100.0,-221.0
03/01/2018 01:08:21.723333,4.85,100.0,-221.0
03/01/2018 01:11:01.713333,4.73,100.0,-221.0
03/01/2018 01:13:41.736666,4.76,100.0,-221.0
03/01/2018 01:17:41.726666,4.72,100.0,-221.0
03/01/2018 01:20:22.116666,4.51,100.0,-221.0
03/01/2018 01:23:01.723333,4.64,100.0,-221.0
03/01/2018 01:25:42.120000,3.78,100.0,-221.0
03/01/2018 01:29:41.666666,4.26,100.0,-221.0
03/01/2018 01:32:21.713333,4.47,100.0,-221.0
03/01/2018 01:35:01.920000,4.73,100.0,-221.0
03/01/2018 01:37:41.780000,6.0,100.0,-221.0
03/01/2018 01:40:21.980000,6.78,100.0,-221.0
03/01/2018 01:41:41.670000,6.46,100.0,-221.0
03/01/2018 02:52:28.243333,5.59,100.0,-221.0
03/01/2018 02:55:08.513333,5.08,100.0,-221.0
03/01/2018 02:59:08.143333,5.45,100.0,-221.0
03/01/2018 03:01:48.210000,5.89,100.0,-221.0
03/01/2018 03:04:28.390000,5.49,100.0,-221.0
03/01/2018 03:08:28.693333,5.4,100.0,-221.0
03/01/2018 03:11:08.486666,5.46,100.0,-221.0
03/01/2018 03:13:48.123333,5.51,100.0,-221.0
03/01/2018 03:16:28.076666,5.71,100.0,-221.0
03/01/2018 03:19:08.126666,5.47,100.0,-221.0
03/01/2018 03:23:08.126666,6.0,100.0,-221.0
03/01/2018 03:25:48.306666,6.0,100.0,-221.0
03/01/2018 03:28:28.080000,5.15,100.0,-221.0
03/01/2018 03:32:28.066666,4.36,100.0,-221.0
03/01/2018 03:35:08.506666,5.72,100.0,-221.0
