InstrumentName, Thornton,,
03/01/2018 03:37:34.316666,26.55,41.0,41.0
03/01/2018 03:41:34.043333,24.21,40.0,42.0
03/01/2018 03:44:14.096666,25.9,41.0,41.0
03/01/2018 03:46:54.103333,24.56,42.0,41.0
03/01/2018 03:49:34.110000,26.44,41.0,41.0
03/01/2018 03:53:34.066666,27.1,41.0,41.0
03/01/2018 03:56:19.210000,26.95,41.0,41.0
03/01/2018 03:58:55.216666,24.88,41.0,41.0
03/01/2018 04:01:35.780000,25.66,42.0,42.0
03/01/2018 04:05:35.276666,26.35,41.0,41.0
03/01/2018 04:08:14.656666,26.54,41.0,42.0
03/01/2018 04:10:54.113333,26.41,41.0,41.0
03/01/2018 04:13:34.216666,25.56,41.0,41.0
03/01/2018 04:17:34.226666,26.49,40.0,42.0
03/01/2018 04:20:14.176666,26.25,40.0,42.0
03/01/2018 04:22:54.173333,27.7,40.0,42.0
03/01/2018 04:25:34.120000,27.2,40.0,42.0
03/01/2018 04:29:34.420000,25.95,39.0,43.0
03/01/2018 04:32:14.143333,25.0,38.0,44.0
03/01/2018 04:34:54.236666,25.76,38.0,44.0
03/01/2018 04:37:34.096666,27.05,38.0,43.0
03/01/2018 04:41:34.130000,27.0,37.0,44.0
03/01/2018 04:44:14.123333,25.07,36.0,44.0
03/01/2018 04:46:54.196666,25.81,36.0,44.0
03/01/2018 04:49:34.093333,25.75,36.0,43.0
03/01/2018 04:53:34.646666,24.88,37.0,43.0
03/01/2018 04:56:14.143333,25.15,36.0,44.0
03/01/2018 04:58:54.126666,24.1,36.0,43.0
03/01/2018 05:01:34.120000,26.67,37.0,43.0
03/01/2018 05:05:34.426666,27.37,36.0,43.0
03/01/2018 05:08:14.386666,26.88,36.0,44.0
03/01/2018 05:10:54.163333,26.68,36.0,44.0
03/01/2018 05:13:34.393333,27.76,35.0,44.0
03/01/2018 05:17:34.160000,28.05,36.0,43.0
03/01/2018 05:20:14.416666,41.9,35.0,43.0
03/01/2018 05:22:54.316666,25.8,35.0,43.0
03/01/2018 05:25:34.320000,26.05,36.0,43.0
03/01/2018 05:29:34.310000,25.95,36.0,43.0
03/01/2018 05:32:14.146666,26.8,36.0,43.0
03/01/2018 05:34:54.406666,24.19,36.0,42.0
03/01/2018 05:37:34.316666,24.83,36.0,43.0
03/01/2018 05:41:35.280000,23.7,37.0,42.0
03/01/2018 05:44:14.090000,24.29,36.0,43.0
03/01/2018 05:46:54.283333,24.63,36.0,43.0
03/01/2018 05:49:34.266666,26.0,36.0,43.0
03/01/2018 05:53:34.093333,24.55,36.0,43.0
03/01/2018 05:56:14.126666,24.95,36.0,42.0
03/01/2018 05:58:54.133333,25.13,36.0,42.0
03/01/2018 06:01:34.336666,25.1,36.0,41.0
03/01/2018 06:05:34.223333,25.05,36.0,42.0
03/01/2018 06:08:14.123333,24.7,36.0,40.0
03/01/2018 06:10:54.143333,24.34,37.0,41.0
03/01/2018 06:13:34.130000,25.26,37.0,40.0
03/01/2018 06:17:34.166666,23.95,37.0,40.0
03/01/2018 06:20:15.336666,26.83,37.0,40.0
03/01/2018 06:22:54.453333,25.52,37.0,41.0
03/01/2018 06:25:34.430000,25.5,37.0,41.0
03/01/2018 06:29:34.196666,25.95,37.0,41.0
03/01/2018 06:32:14.253333,26.54,37.0,41.0
03/01/2018 06:34:54.136666,25.67,37.0,40.0
03/01/2018 06:37:34.536666,24.68,38.0,40.0
03/01/2018 06:41:34.183333,24.44,38.0,41.0
03/01/2018 06:44:14.143333,25.56,37.0,40.0
03/01/2018 06:46:54.153333,25.66,38.0,40.0
03/01/2018 06:49:34.123333,26.52,38.0,39.0
03/01/2018 06:53:34.213333,26.24,39.0,39.0
03/01/2018 06:56:14.306666,25.37,38.0,40.0
03/01/2018 06:58:54.530000,26.7,39.0,40.0
03/01/2018 07:01:34.133333,26.24,38.0,40.0
03/01/2018 07:05:34.216666,24.68,38.0,39.0
03/01/2018 07:08:14.176666,27.5,39.0,38.0
03/01/2018 07:10:54.176666,25.48,40.0,39.0
03/01/2018 07:13:34.196666,26.3,40.0,39.0
03/01/2018 07:17:34.150000,25.8,40.0,39.0
03/01/2018 07:20:14.190000,26.85,39.0,39.0
03/01/2018 07:22:54.146666,27.4,40.0,39.0
03/01/2018 07:25:34.220000,26.54,40.0,38.0
03/01/2018 07:29:34.206666,26.59,40.0,38.0
03/01/2018 07:32:14.320000,28.0,40.0,38.0
03/01/2018 07:34:54.196666,24.9,41.0,38.0
03/01/2018 07:37:34.146666,24.81,41.0,38.0
03/01/2018 07:41:34.233333,27.05,41.0,39.0
03/01/2018 07:44:14.313333,24.87,41.0,38.0
03/01/2018 07:46:54.300000,25.56,41.0,38.0
03/01/2018 07:49:34.316666,27.69,41.0,37.0
03/01/2018 07:53:34.246666,26.5,43.0,37.0
03/01/2018 07:56:14.173333,24.98,42.0,37.0
03/01/2018 07:58:54.186666,26.39,43.0,36.0
03/01/2018 08:01:34.186666,26.1,43.0,36.0
03/01/2018 08:05:34.523333,24.97,43.0,37.0
03/01/2018 08:08:14.156666,24.54,42.0,37.0
03/01/2018 08:10:54.220000,26.0,42.0,38.0
03/01/2018 08:13:34.343333,25.62,42.0,38.0
03/01/2018 08:17:34.246666,26.93,42.0,37.0
03/01/2018 08:20:14.223333,25.75,42.0,38.0
03/01/2018 08:22:54.436666,24.55,42.0,37.0
03/01/2018 08:25:34.183333,25.52,41.0,37.0
03/01/2018 08:29:34.170000,26.14,41.0,37.0
03/01/2018 08:32:14.193333,25.9,42.0,37.0
03/01/2018 08:34:54.426666,25.1,42.0,37.0
03/01/2018 08:37:34.403333,24.24,42.0,37.0
03/01/2018 08:41:34.346666,26.56,42.0,36.0
03/01/2018 08:44:14.296666,27.3,42.0,37.0
03/01/2018 08:46:54.186666,27.9,42.0,36.0
03/01/2018 08:49:34.340000,26.14,43.0,34.0
03/01/2018 08:53:34.220000,28.0,46.0,32.0
03/01/2018 08:56:14.306666,26.85,47.0,33.0
03/01/2018 08:58:54.200000,27.9,47.0,34.0
03/01/2018 09:01:34.310000,27.95,47.0,35.0
03/01/2018 09:05:34.240000,27.8,46.0,33.0
03/01/2018 09:08:14.233333,25.37,47.0,33.0
03/01/2018 09:10:54.206666,26.71,47.0,34.0
03/01/2018 09:13:34.186666,25.55,46.0,35.0
03/01/2018 09:17:34.266666,25.71,45.0,36.0
03/01/2018 09:20:14.256666,27.54,45.0,36.0
03/01/2018 09:22:54.363333,26.49,45.0,36.0
03/01/2018 09:25:34.253333,24.93,45.0,36.0
03/01/2018 09:29:34.196666,25.75,44.0,36.0
03/01/2018 09:32:14.306666,25.05,44.0,36.0
03/01/2018 09:34:54.296666,25.35,44.0,36.0
03/01/2018 09:37:34.220000,27.02,43.0,35.0
03/01/2018 09:41:34.206666,26.95,46.0,34.0
03/01/2018 09:44:14.250000,26.67,46.0,34.0
03/01/2018 09:46:54.226666,24.82,46.0,35.0
03/01/2018 09:49:34.426666,27.15,45.0,35.0
03/01/2018 09:53:34.200000,26.95,45.0,35.0
03/01/2018 09:56:14.403333,26.68,45.0,35.0
03/01/2018 09:58:54.226666,25.35,44.0,34.0
03/01/2018 10:01:34.210000,27.0,45.0,34.0
03/01/2018 10:05:34.203333,26.7,45.0,35.0
03/01/2018 10:08:14.206666,26.98,45.0,35.0
03/01/2018 10:10:54.206666,26.65,45.0,34.0
03/01/2018 10:13:34.323333,25.9,46.0,33.0
03/01/2018 10:17:34.210000,26.34,46.0,34.0
03/01/2018 10:20:14.246666,26.41,46.0,35.0
03/01/2018 10:22:54.233333,27.9,45.0,34.0
03/01/2018 10:25:34.243333,28.76,46.0,34.0
03/01/2018 10:29:34.246666,29.43,46.0,32.0
03/01/2018 10:32:14.243333,26.2,48.0,33.0
03/01/2018 10:34:54.220000,27.23,48.0,33.0
03/01/2018 10:37:34.220000,27.66,48.0,33.0
03/01/2018 10:41:34.826666,26.44,47.0,33.0
03/01/2018 10:44:15.473333,24.82,47.0,34.0
03/01/2018 10:46:54.330000,26.3,47.0,34.0
03/01/2018 10:49:34.326666,25.85,47.0,34.0
03/01/2018 10:53:34.216666,26.7,46.0,34.0
03/01/2018 10:56:14.306666,26.3,47.0,34.0
03/01/2018 10:58:54.270000,26.78,46.0,34.0
03/01/2018 11:01:34.310000,26.25,46.0,34.0
03/01/2018 11:05:34.256666,26.39,47.0,33.0
03/01/2018 11:08:14.240000,26.97,47.0,33.0
03/01/2018 11:10:54.286666,26.59,47.0,33.0
03/01/2018 11:13:34.226666,27.27,48.0,31.0
03/01/2018 11:17:34.346666,26.2,48.0,33.0
03/01/2018 11:20:14.296666,26.2,48.0,33.0
03/01/2018 11:22:54.373333,25.4,47.0,33.0
03/01/2018 11:25:34.236666,27.61,48.0,33.0
03/01/2018 11:29:34.323333,27.07,47.0,33.0
03/01/2018 11:32:14.346666,27.8,48.0,33.0
03/01/2018 11:34:54.350000,26.87,49.0,33.0
03/01/2018 11:37:34.273333,26.1,48.0,33.0
03/01/2018 11:41:34.246666,26.25,48.0,32.0
03/01/2018 11:44:14.256666,29.33,49.0,33.0
03/01/2018 11:46:54.410000,26.24,49.0,33.0
03/01/2018 11:49:34.260000,28.82,49.0,33.0
03/01/2018 11:53:34.290000,27.85,49.0,33.0
03/01/2018 11:56:14.260000,27.71,50.0,33.0
03/01/2018 11:58:54.253333,29.25,50.0,32.0
03/01/2018 12:01:34.390000,26.5,51.0,33.0
03/01/2018 12:05:34.506666,26.29,50.0,33.0
03/01/2018 12:08:14.316666,26.95,50.0,32.0
03/01/2018 12:10:54.630000,27.76,51.0,33.0
03/01/2018 12:13:34.283333,24.52,50.0,33.0
03/01/2018 12:17:34.303333,25.67,50.0,34.0
03/01/2018 12:20:14.316666,27.9,50.0,33.0
03/01/2018 12:22:54.413333,27.25,50.0,33.0
03/01/2018 12:25:34.390000,26.95,51.0,33.0
03/01/2018 12:29:34.366666,27.76,51.0,33.0
03/01/2018 12:32:14.276666,26.93,51.0,33.0
03/01/2018 12:34:54.280000,25.95,50.0,33.0
03/01/2018 12:37:34.276666,26.54,51.0,33.0
03/01/2018 12:41:34.416666,25.9,50.0,33.0
03/01/2018 12:44:14.326666,26.39,51.0,34.0
03/01/2018 12:46:54.400000,26.65,50.0,33.0
03/01/2018 12:49:34.280000,26.73,52.0,32.0
03/01/2018 12:53:34.363333,29.18,52.0,32.0
03/01/2018 12:56:14.296666,27.55,52.0,32.0
03/01/2018 12:58:54.326666,26.43,52.0,32.0
03/01/2018 13:01:34.293333,28.24,53.0,32.0
03/01/2018 13:05:34.320000,26.1,53.0,32.0
03/01/2018 13:08:14.410000,25.7,53.0,33.0
03/01/2018 13:10:54.303333,25.46,52.0,33.0
03/01/2018 13:13:34.326666,29.8,52.0,33.0
03/01/2018 13:17:34.513333,29.0,51.0,33.0
03/01/2018 13:20:14.326666,29.37,52.0,31.0
03/01/2018 13:22:54.330000,25.5,54.0,31.0
03/01/2018 13:25:34.506666,27.37,53.0,32.0
03/01/2018 13:29:34.320000,29.37,55.0,31.0
03/01/2018 13:32:14.300000,28.9,55.0,32.0
03/01/2018 13:34:54.410000,29.4,54.0,31.0
03/01/2018 13:37:34.416666,28.65,54.0,30.0
03/01/2018 13:41:34.413333,25.65,54.0,32.0
03/01/2018 13:44:14.706666,30.24,54.0,32.0
03/01/2018 13:46:54.313333,26.54,54.0,32.0
03/01/2018 13:49:34.520000,26.1,53.0,32.0
03/01/2018 13:53:34.706666,28.2,53.0,32.0
03/01/2018 13:56:14.406666,28.2,53.0,32.0
03/01/2018 13:58:54.316666,27.61,53.0,32.0
03/01/2018 14:01:34.516666,30.0,53.0,32.0
03/01/2018 14:05:34.433333,27.95,53.0,32.0
03/01/2018 14:08:14.396666,26.62,53.0,32.0
03/01/2018 14:10:54.916666,26.44,54.0,33.0
03/01/2018 14:13:34.370000,27.16,53.0,33.0
03/01/2018 14:17:34.466666,28.67,53.0,33.0
03/01/2018 14:20:14.420000,27.35,53.0,33.0
03/01/2018 14:22:54.440000,24.56,52.0,33.0
03/01/2018 14:25:34.323333,30.95,52.0,33.0
03/01/2018 14:29:34.460000,27.76,52.0,33.0
03/01/2018 14:32:14.360000,27.65,52.0,33.0
03/01/2018 14:34:54.476666,28.3,52.0,33.0
03/01/2018 14:37:34.426666,27.95,52.0,34.0
03/01/2018 14:41:34.336666,27.25,51.0,34.0
03/01/2018 14:44:14.353333,28.1,51.0,34.0
03/01/2018 14:46:54.536666,29.66,52.0,34.0
03/01/2018 14:49:34.410000,30.55,51.0,34.0
03/01/2018 14:53:34.326666,29.27,51.0,34.0
03/01/2018 14:56:14.346666,29.28,51.0,34.0
03/01/2018 14:58:54.440000,27.07,50.0,34.0
03/01/2018 15:01:34.430000,31.62,50.0,34.0
03/01/2018 15:05:34.373333,29.9,50.0,34.0
03/01/2018 15:08:14.340000,29.3,50.0,34.0
03/01/2018 15:10:54.533333,32.1,51.0,34.0
03/01/2018 15:13:34.426666,29.56,51.0,34.0
03/01/2018 15:17:34.350000,27.85,51.0,35.0
03/01/2018 15:20:14.343333,27.9,50.0,35.0
03/01/2018 15:22:54.403333,27.4,50.0,36.0
03/01/2018 15:25:34.346666,28.35,49.0,36.0
03/01/2018 15:29:34.396666,26.6,49.0,36.0
03/01/2018 15:32:14.363333,26.95,49.0,35.0
03/01/2018 15:34:54.376666,28.75,49.0,36.0
03/01/2018 15:37:34.366666,25.79,48.0,36.0
03/01/2018 15:41:34.420000,28.1,48.0,37.0
03/01/2018 15:44:14.440000,28.34,47.0,37.0
03/01/2018 15:46:54.366666,26.7,47.0,37.0
03/01/2018 15:49:35.036666,26.1,47.0,37.0
03/01/2018 15:53:34.473333,26.2,47.0,37.0
03/01/2018 15:56:14.613333,26.45,47.0,38.0
03/01/2018 15:58:54.416666,24.75,46.0,38.0
03/01/2018 16:01:34.633333,26.44,45.0,38.0
03/01/2018 16:05:34.450000,29.05,45.0,36.0
03/01/2018 16:08:14.373333,26.29,46.0,37.0
03/01/2018 16:10:54.490000,25.95,45.0,38.0
03/01/2018 16:13:34.370000,25.12,44.0,38.0
03/01/2018 16:17:34.406666,26.52,44.0,39.0
03/01/2018 16:20:14.386666,27.32,44.0,39.0
03/01/2018 16:22:54.520000,27.37,43.0,39.0
03/01/2018 16:25:34.436666,27.1,43.0,40.0
03/01/2018 16:29:34.433333,24.59,43.0,40.0
03/01/2018 16:32:14.443333,27.37,42.0,38.0
03/01/2018 16:34:54.593333,24.05,44.0,40.0
03/01/2018 16:37:34.373333,26.36,43.0,39.0
03/01/2018 16:41:34.413333,27.15,44.0,40.0
03/01/2018 16:44:14.693333,26.4,44.0,39.0
03/01/2018 16:46:54.443333,25.43,43.0,38.0
03/01/2018 16:49:34.436666,26.7,44.0,40.0
03/01/2018 16:53:34.376666,25.71,42.0,40.0
03/01/2018 16:56:14.843333,25.95,42.0,41.0
03/01/2018 16:58:54.516666,26.78,42.0,41.0
03/01/2018 17:01:34.703333,28.75,42.0,39.0
03/01/2018 17:05:34.600000,26.39,43.0,40.0
03/01/2018 17:08:14.523333,28.73,42.0,40.0
03/01/2018 17:10:54.416666,26.65,42.0,40.0
03/01/2018 17:13:34.500000,27.49,42.0,41.0
03/01/2018 17:17:34.383333,26.7,41.0,41.0
03/01/2018 17:20:14.530000,28.48,41.0,42.0
03/01/2018 17:22:54.483333,26.73,40.0,42.0
03/01/2018 17:25:34.423333,25.95,40.0,43.0
03/01/2018 17:29:34.416666,26.68,40.0,43.0
03/01/2018 17:32:15.660000,26.34,40.0,44.0
03/01/2018 17:34:54.476666,27.8,39.0,44.0
03/01/2018 17:37:34.416666,32.51,38.0,45.0
03/01/2018 17:41:34.446666,29.66,39.0,44.0
03/01/2018 17:44:14.426666,31.2,38.0,44.0
03/01/2018 17:46:54.416666,27.5,37.0,44.0
03/01/2018 17:49:34.423333,26.24,37.0,46.0
03/01/2018 17:53:34.516666,28.29,37.0,46.0
03/01/2018 17:56:14.443333,30.88,37.0,44.0
03/01/2018 17:58:54.486666,26.53,36.0,47.0
03/01/2018 18:01:34.590000,27.07,37.0,46.0
03/01/2018 18:05:34.490000,28.59,36.0,45.0
03/01/2018 18:08:14.486666,29.3,36.0,46.0
03/01/2018 18:10:54.476666,25.75,36.0,47.0
03/01/2018 18:13:34.563333,29.24,36.0,45.0
03/01/2018 18:17:34.480000,27.85,35.0,47.0
03/01/2018 18:20:14.540000,24.2,35.0,48.0
03/01/2018 18:22:54.440000,23.76,34.0,49.0
03/01/2018 18:25:34.686666,25.23,33.0,50.0
03/01/2018 18:29:34.706666,28.98,33.0,47.0
03/01/2018 18:32:14.570000,29.25,34.0,47.0
03/01/2018 18:34:54.543333,31.27,34.0,47.0
03/01/2018 18:37:34.456666,24.83,33.0,49.0
03/01/2018 18:41:34.516666,26.39,33.0,49.0
03/01/2018 18:44:14.503333,29.32,33.0,49.0
03/01/2018 18:46:54.470000,23.4,32.0,50.0
03/01/2018 18:49:34.923333,24.59,30.0,50.0
03/01/2018 18:53:34.520000,30.9,32.0,48.0
03/01/2018 18:56:14.630000,29.32,32.0,49.0
03/01/2018 18:58:54.513333,28.34,32.0,49.0
03/01/2018 19:01:34.483333,27.27,31.0,51.0
03/01/2018 19:05:34.486666,31.7,30.0,49.0
03/01/2018 19:08:14.550000,27.07,30.0,51.0
03/01/2018 19:10:54.550000,30.78,31.0,50.0
03/01/2018 19:13:34.516666,32.26,31.0,48.0
03/01/2018 19:17:34.633333,25.7,31.0,51.0
03/01/2018 19:20:14.516666,30.78,31.0,49.0
03/01/2018 19:22:54.466666,32.63,32.0,50.0
03/01/2018 19:25:34.716666,25.32,31.0,52.0
03/01/2018 19:29:34.600000,28.25,30.0,53.0
03/01/2018 19:32:14.600000,29.13,30.0,52.0
03/01/2018 19:34:54.540000,24.85,29.0,54.0
03/01/2018 19:37:34.450000,25.29,29.0,55.0
03/01/2018 19:41:34.623333,27.37,30.0,53.0
03/01/2018 19:44:14.476666,26.44,29.0,53.0
03/01/2018 19:46:54.496666,29.75,28.0,52.0
03/01/2018 19:49:34.470000,28.35,28.0,53.0
03/01/2018 19:53:34.546666,26.15,28.0,54.0
03/01/2018 19:56:14.556666,26.63,27.0,54.0
03/01/2018 19:58:54.693333,29.52,27.0,53.0
03/01/2018 20:01:34.623333,29.26,27.0,53.0
03/01/2018 20:05:34.470000,31.5,27.0,53.0
03/01/2018 20:08:15.186666,29.38,27.0,54.0
03/01/2018 20:10:54.476666,28.24,26.0,54.0
03/01/2018 20:13:35.136666,29.61,26.0,54.0
03/01/2018 20:17:34.626666,32.49,26.0,54.0
03/01/2018 20:20:14.803333,30.44,25.0,54.0
03/01/2018 20:22:54.843333,32.29,25.0,54.0
03/01/2018 20:25:35.023333,28.76,24.0,56.0
03/01/2018 20:29:34.690000,27.07,23.0,57.0
03/01/2018 20:32:14.526666,32.95,23.0,55.0
03/01/2018 20:34:54.616666,28.88,23.0,57.0
03/01/2018 20:37:34.626666,29.23,22.0,56.0
03/01/2018 20:41:34.496666,27.7,22.0,56.0
03/01/2018 20:44:14.496666,26.73,21.0,57.0
03/01/2018 20:46:54.496666,24.85,21.0,59.0
03/01/2018 20:49:34.536666,24.75,20.0,59.0
03/01/2018 20:53:34.620000,23.76,19.0,60.0
03/01/2018 20:56:14.730000,25.6,20.0,59.0
03/01/2018 20:58:54.576666,23.74,19.0,61.0
03/01/2018 21:01:34.593333,25.26,19.0,58.0
03/01/2018 21:05:34.510000,24.19,19.0,61.0
03/01/2018 21:08:14.723333,23.7,19.0,60.0
03/01/2018 21:10:54.526666,25.32,19.0,59.0
03/01/2018 21:13:34.556666,26.15,19.0,59.0
03/01/2018 21:17:34.536666,24.15,19.0,59.0
03/01/2018 21:20:14.610000,23.76,19.0,59.0
03/01/2018 21:22:54.580000,26.2,19.0,58.0
03/01/2018 21:25:34.506666,24.26,20.0,59.0
03/01/2018 21:29:34.550000,24.65,20.0,59.0
03/01/2018 21:32:14.690000,25.64,20.0,59.0
03/01/2018 21:34:54.526666,26.05,20.0,59.0
03/01/2018 21:37:35.586666,26.75,20.0,59.0
03/01/2018 21:41:34.576666,23.0,20.0,60.0
03/01/2018 21:44:14.526666,27.25,20.0,60.0
03/01/2018 21:46:54.526666,25.86,19.0,60.0
03/01/2018 21:49:34.643333,25.02,19.0,60.0
03/01/2018 21:53:34.510000,25.8,20.0,59.0
03/01/2018 21:56:14.526666,27.61,19.0,59.0
03/01/2018 21:58:54.523333,26.44,19.0,59.0
03/01/2018 22:01:34.613333,25.1,20.0,60.0
03/01/2018 22:05:34.523333,26.83,19.0,59.0
03/01/2018 22:08:14.806666,25.22,19.0,59.0
03/01/2018 22:10:55.060000,28.0,19.0,60.0
03/01/2018 22:13:34.536666,24.83,18.0,60.0
03/01/2018 22:17:35.023333,25.12,18.0,61.0
03/01/2018 22:20:15.076666,24.47,18.0,61.0
03/01/2018 22:22:54.583333,24.9,18.0,61.0
03/01/2018 22:25:34.626666,26.67,18.0,61.0
03/01/2018 22:29:34.640000,26.0,18.0,60.0
03/01/2018 22:32:14.553333,25.9,18.0,61.0
03/01/2018 22:34:54.603333,25.75,17.0,61.0
03/01/2018 22:37:34.566666,24.15,18.0,61.0
03/01/2018 22:41:34.533333,27.22,18.0,59.0
03/01/2018 22:44:14.643333,24.3,18.0,60.0
03/01/2018 22:46:54.536666,25.46,18.0,60.0
03/01/2018 22:49:34.646666,28.05,18.0,61.0
03/01/2018 22:53:34.590000,25.12,17.0,61.0
03/01/2018 22:56:14.590000,22.7,18.0,61.0
03/01/2018 22:58:54.570000,23.67,18.0,60.0
03/01/2018 23:01:34.566666,25.12,18.0,60.0
03/01/2018 23:05:34.580000,26.5,18.0,61.0
03/01/2018 23:08:14.946666,30.52,21.0,61.0
03/01/2018 23:10:54.696666,40.35,23.0,58.0
03/01/2018 23:13:34.796666,29.6,25.0,58.0
03/01/2018 23:17:34.580000,32.45,25.0,59.0
03/01/2018 23:20:14.610000,32.33,26.0,57.0
03/01/2018 23:22:54.596666,32.54,27.0,57.0
03/01/2018 23:25:34.910000,32.44,27.0,57.0
03/01/2018 23:29:34.596666,32.3,27.0,58.0
03/01/2018 23:32:14.590000,34.67,27.0,56.0
03/01/2018 23:34:54.906666,30.88,28.0,56.0
03/01/2018 23:37:34.976666,33.95,29.0,54.0
03/01/2018 23:41:34.623333,31.95,29.0,55.0
03/01/2018 23:44:14.590000,32.05,29.0,54.0
03/01/2018 23:46:55.176666,27.5,29.0,55.0
03/01/2018 23:49:34.596666,30.2,29.0,54.0
03/01/2018 23:53:34.840000,30.05,29.0,55.0
03/01/2018 23:56:14.766666,27.65,29.0,54.0
03/01/2018 23:58:54.823333,29.4,29.0,54.0
03/02/2018 00:01:35.746666,26.9,30.0,52.0
03/02/2018 00:05:35.506666,33.9,30.0,52.0
03/02/2018 00:08:14.630000,32.78,31.0,51.0
03/02/2018 00:10:54.683333,31.12,31.0,51.0
03/02/2018 00:13:34.733333,31.8,31.0,51.0
03/02/2018 00:17:35.000000,26.9,30.0,52.0
03/02/2018 00:20:14.750000,31.55,30.0,52.0
03/02/2018 00:22:54.626666,30.83,29.0,52.0
03/02/2018 00:25:34.653333,28.75,30.0,51.0
03/02/2018 00:29:34.646666,32.39,29.0,51.0
03/02/2018 00:32:14.653333,29.95,30.0,51.0
03/02/2018 00:34:55.706666,29.33,30.0,52.0
03/02/2018 00:37:34.633333,29.27,29.0,52.0
03/02/2018 00:41:34.706666,26.95,30.0,51.0
03/02/2018 00:44:14.740000,28.88,29.0,52.0
03/02/2018 00:46:54.676666,30.85,28.0,52.0
03/02/2018 00:49:34.736666,30.98,28.0,52.0
03/02/2018 00:53:34.653333,31.2,28.0,52.0
03/02/2018 00:56:14.666666,27.15,28.0,52.0
03/02/2018 00:58:54.846666,31.02,28.0,52.0
03/02/2018 01:01:34.680000,31.95,28.0,52.0
03/02/2018 01:05:34.663333,28.93,28.0,52.0
03/02/2018 01:08:14.756666,27.85,28.0,52.0
03/02/2018 01:10:54.653333,26.9,27.0,53.0
03/02/2018 01:13:34.653333,28.14,28.0,52.0
03/02/2018 01:17:34.770000,30.33,28.0,52.0
03/02/2018 01:20:14.670000,26.6,27.0,52.0
03/02/2018 01:22:54.726666,26.44,28.0,52.0
03/02/2018 01:25:34.736666,24.15,27.0,53.0
03/02/2018 01:29:34.836666,25.6,27.0,53.0
03/02/2018 01:32:14.686666,28.15,27.0,52.0
03/02/2018 01:34:54.726666,27.85,27.0,52.0
03/02/2018 01:37:34.730000,28.0,28.0,52.0
03/02/2018 01:41:34.673333,26.44,28.0,52.0
03/02/2018 01:44:14.866666,25.64,28.0,52.0
03/02/2018 01:46:55.010000,27.48,28.0,52.0
03/02/2018 01:49:35.323333,28.67,28.0,52.0
03/02/2018 01:53:34.730000,28.45,29.0,52.0
