InstrumentName, Wash Park West B,,
StartTime, 2018-03-01 00:00:00,,
EndTime, 2018-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2018 00:02:22.053333,5.05,24.0,52.0
03/01/2018 00:05:01.960000,4.37,24.0,52.0
03/01/2018 00:07:41.996666,5.29,25.0,52.0
03/01/2018 00:11:41.966666,5.14,25.0,52.0
03/01/2018 00:14:21.966666,5.3,25.0,52.0
03/01/2018 00:17:02.300000,5.17,26.0,52.0
03/01/2018 00:19:42.026666,4.44,26.0,51.0
03/01/2018 00:23:41.993333,4.67,26.0,51.0
03/01/2018 00:26:21.980000,4.98,26.0,51.0
03/01/2018 00:29:02.326666,4.52,26.0,51.0
03/01/2018 00:31:41.966666,4.34,26.0,51.0
03/01/2018 00:35:42.203333,4.55,27.0,51.0
03/01/2018 00:38:22.010000,4.57,27.0,51.0
03/01/2018 00:41:01.980000,4.05,27.0,51.0
03/01/2018 00:42:22.716666,4.33,27.0,51.0
03/01/2018 00:47:35.990000,4.73,28.0,51.0
03/01/2018 00:50:16.006666,4.3,28.0,51.0
03/01/2018 00:52:56.026666,4.65,28.0,50.0
03/01/2018 00:55:35.906666,5.12,29.0,51.0
03/01/2018 00:59:36.120000,5.9,31.0,50.0
03/01/2018 01:02:16.120000,5.23,32.0,50.0
03/01/2018 01:03:35.940000,5.29,32.0,50.0
03/01/2018 01:07:14.520000,6.09,34.0,49.0
03/01/2018 01:11:15.156666,5.1,35.0,49.0
03/01/2018 01:12:27.203333,5.12,35.0,49.0
03/01/2018 01:16:04.286666,4.76,35.0,49.0
03/01/2018 01:23:21.516666,5.12,35.0,49.0
03/01/2018 01:25:56.486666,5.6,34.0,49.0
03/01/2018 01:28:35.350000,5.71,35.0,49.0
03/01/2018 01:32:35.296666,4.64,35.0,49.0
03/01/2018 01:35:15.280000,5.24,35.0,49.0
03/01/2018 01:36:35.456666,5.56,35.0,49.0
03/01/2018 01:41:32.333333,5.86,35.0,49.0
03/01/2018 01:42:52.323333,7.0,35.0,49.0
03/01/2018 02:53:42.563333,7.05,36.0,48.0
03/01/2018 02:56:22.606666,6.65,35.0,48.0
03/01/2018 02:59:02.570000,6.21,34.0,48.0
03/01/2018 03:01:42.560000,4.86,32.0,48.0
03/01/2018 03:05:42.650000,4.74,32.0,48.0
03/01/2018 03:08:22.703333,5.35,31.0,48.0
03/01/2018 03:11:02.723333,4.6,31.0,48.0
03/01/2018 03:13:42.616666,5.4,31.0,48.0
03/01/2018 03:17:42.586666,4.95,31.0,48.0
03/01/2018 03:20:22.623333,6.05,31.0,48.0
03/01/2018 03:23:02.710000,5.4,31.0,48.0
03/01/2018 03:25:42.706666,5.24,31.0,48.0
03/01/2018 03:29:42.723333,6.0,31.0,48.0
03/01/2018 03:32:22.940000,5.83,31.0,47.0
03/01/2018 03:35:02.586666,5.38,31.0,47.0
03/01/2018 03:38:25.293333,5.36,31.0,47.0
