InstrumentName, West Denver PA-II B,,
StartTime, 2018-03-01 00:00:00,,
EndTime, 2018-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2018 00:01:37.226666,5.07,23.0,58.0
03/01/2018 00:04:17.106666,5.53,23.0,58.0
03/01/2018 00:08:17.130000,4.93,23.0,58.0
03/01/2018 00:10:57.413333,4.23,23.0,57.0
03/01/2018 00:13:37.213333,5.59,24.0,57.0
03/01/2018 00:16:17.083333,4.63,24.0,57.0
03/01/2018 00:20:17.163333,4.93,24.0,57.0
03/01/2018 00:22:57.206666,5.93,24.0,57.0
03/01/2018 00:25:37.433333,4.55,25.0,57.0
03/01/2018 00:29:37.146666,4.6,25.0,57.0
03/01/2018 00:31:57.036666,5.77,25.0,57.0
03/01/2018 00:34:36.983333,5.3,25.0,56.0
03/01/2018 00:37:16.986666,4.12,25.0,56.0
03/01/2018 00:41:17.320000,4.56,25.0,56.0
03/01/2018 00:43:56.983333,4.39,25.0,56.0
03/01/2018 00:46:37.426666,4.65,25.0,56.0
03/01/2018 00:50:37.180000,4.98,25.0,56.0
03/01/2018 00:51:57.033333,3.62,26.0,56.0
03/01/2018 00:55:57.010000,3.44,26.0,56.0
03/01/2018 00:58:37.020000,3.86,26.0,56.0
03/01/2018 01:01:16.980000,4.9,26.0,56.0
03/01/2018 01:05:17.273333,4.44,29.0,55.0
03/01/2018 01:07:56.983333,5.02,31.0,55.0
03/01/2018 01:10:37.073333,6.05,32.0,54.0
03/01/2018 01:14:37.030000,4.48,32.0,54.0
03/01/2018 01:17:17.040000,4.71,32.0,54.0
03/01/2018 01:19:57.190000,5.66,33.0,54.0
03/01/2018 01:22:36.996666,5.14,33.0,54.0
03/01/2018 01:26:37.116666,6.72,34.0,53.0
03/01/2018 01:29:16.986666,6.31,34.0,53.0
03/01/2018 01:31:57.066666,6.05,33.0,53.0
03/01/2018 01:35:33.800000,6.75,33.0,53.0
03/01/2018 01:38:13.630000,5.6,33.0,53.0
03/01/2018 01:40:53.546666,6.3,33.0,53.0
03/01/2018 01:43:33.513333,6.65,33.0,53.0
03/01/2018 02:52:53.513333,6.55,35.0,51.0
03/01/2018 02:56:25.303333,5.95,35.0,51.0
03/01/2018 02:59:05.220000,5.29,36.0,51.0
03/01/2018 03:01:45.263333,6.83,37.0,50.0
03/01/2018 03:04:25.216666,6.81,37.0,50.0
03/01/2018 03:08:25.316666,8.82,37.0,50.0
03/01/2018 03:11:05.240000,9.79,37.0,50.0
03/01/2018 03:13:45.213333,6.9,36.0,50.0
03/01/2018 03:17:45.210000,6.33,36.0,50.0
03/01/2018 03:19:05.246666,6.48,36.0,50.0
03/01/2018 03:23:05.260000,6.4,36.0,50.0
03/01/2018 03:25:45.230000,7.15,36.0,50.0
03/01/2018 03:28:25.223333,6.71,36.0,50.0
03/01/2018 03:32:25.223333,7.45,37.0,50.0
03/01/2018 03:35:05.330000,7.56,37.0,50.0
