InstrumentName, Lake Arbot,,
03/01/2018 03:37:48.393333,4.28,28.0,48.0
03/01/2018 03:40:28.910000,4.14,28.0,48.0
03/01/2018 03:44:28.420000,4.17,28.0,48.0
03/01/2018 03:47:08.623333,3.93,28.0,48.0
03/01/2018 03:49:48.316666,3.93,28.0,48.0
03/01/2018 03:52:28.266666,4.9,29.0,48.0
03/01/2018 03:56:28.310000,4.32,29.0,47.0
03/01/2018 03:59:08.410000,4.85,29.0,47.0
03/01/2018 04:01:48.476666,4.67,29.0,47.0
03/01/2018 04:04:28.286666,5.33,29.0,47.0
03/01/2018 04:08:28.240000,4.66,29.0,47.0
03/01/2018 04:11:08.360000,4.92,30.0,47.0
03/01/2018 04:13:48.340000,5.02,30.0,47.0
03/01/2018 04:16:29.130000,4.97,30.0,47.0
03/01/2018 04:20:28.513333,5.1,30.0,47.0
03/01/2018 04:23:08.340000,5.27,30.0,47.0
03/01/2018 04:25:48.353333,4.63,30.0,47.0
03/01/2018 04:28:28.513333,4.39,30.0,47.0
03/01/2018 04:32:28.513333,4.67,30.0,47.0
03/01/2018 04:35:08.396666,4.45,30.0,47.0
03/01/2018 04:37:48.340000,5.0,30.0,47.0
03/01/2018 04:40:28.370000,4.17,30.0,47.0
03/01/2018 04:44:28.333333,4.37,30.0,47.0
03/01/2018 04:47:08.483333,5.05,30.0,47.0
03/01/2018 04:49:48.310000,4.31,30.0,48.0
03/01/2018 04:52:28.416666,4.68,29.0,47.0
03/01/2018 04:56:28.823333,4.35,29.0,47.0
03/01/2018 04:59:08.333333,3.67,28.0,47.0
03/01/2018 05:01:48.410000,3.78,28.0,47.0
03/01/2018 05:04:28.336666,4.56,28.0,47.0
03/01/2018 05:08:30.286666,4.56,28.0,47.0
03/01/2018 05:11:08.746666,3.93,28.0,47.0
03/01/2018 05:13:48.443333,4.19,28.0,46.0
03/01/2018 05:16:28.326666,4.0,28.0,46.0
03/01/2018 05:20:28.923333,4.31,28.0,46.0
03/01/2018 05:23:08.416666,4.44,28.0,46.0
03/01/2018 05:25:48.383333,4.07,28.0,46.0
03/01/2018 05:28:28.353333,4.21,28.0,46.0
03/01/2018 05:32:28.336666,3.93,28.0,46.0
03/01/2018 05:35:08.326666,3.54,28.0,46.0
03/01/2018 05:37:48.303333,3.59,28.0,45.0
03/01/2018 05:40:28.360000,4.0,28.0,45.0
03/01/2018 05:44:28.770000,4.0,28.0,45.0
03/01/2018 05:47:08.510000,4.46,28.0,46.0
03/01/2018 05:49:48.500000,3.85,28.0,45.0
03/01/2018 05:52:28.546666,3.9,28.0,45.0
03/01/2018 05:56:28.643333,4.1,28.0,45.0
03/01/2018 05:59:08.370000,3.71,28.0,45.0
03/01/2018 06:01:48.480000,4.32,29.0,45.0
03/01/2018 06:04:28.436666,4.55,29.0,45.0
03/01/2018 06:08:28.430000,3.54,29.0,45.0
03/01/2018 06:11:08.353333,3.62,29.0,45.0
03/01/2018 06:13:48.366666,3.45,29.0,45.0
03/01/2018 06:16:28.503333,3.95,29.0,45.0
03/01/2018 06:20:28.493333,3.93,29.0,45.0
03/01/2018 06:23:08.446666,3.9,29.0,45.0
03/01/2018 06:25:48.346666,3.73,29.0,45.0
03/01/2018 06:28:28.410000,4.02,29.0,45.0
03/01/2018 06:32:28.516666,4.02,29.0,45.0
03/01/2018 06:35:08.430000,4.19,29.0,45.0
03/01/2018 06:37:48.383333,4.22,29.0,45.0
03/01/2018 06:40:28.423333,4.65,29.0,44.0
03/01/2018 06:44:28.743333,4.65,30.0,44.0
03/01/2018 06:47:08.450000,3.98,29.0,44.0
03/01/2018 06:49:48.493333,4.07,29.0,44.0
03/01/2018 06:52:28.540000,4.26,29.0,44.0
03/01/2018 06:56:28.400000,4.95,29.0,44.0
03/01/2018 06:59:08.626666,4.17,30.0,44.0
03/01/2018 07:01:48.986666,4.06,30.0,43.0
03/01/2018 07:04:28.450000,4.22,30.0,43.0
03/01/2018 07:08:28.603333,4.05,30.0,43.0
03/01/2018 07:11:09.196666,5.0,30.0,43.0
03/01/2018 07:13:48.713333,4.98,31.0,43.0
03/01/2018 07:16:28.630000,4.0,31.0,43.0
03/01/2018 07:20:28.623333,4.35,31.0,43.0
03/01/2018 07:23:08.530000,4.0,31.0,43.0
03/01/2018 07:25:48.606666,4.63,31.0,43.0
03/01/2018 07:28:28.440000,5.05,31.0,43.0
03/01/2018 07:32:28.600000,5.02,32.0,42.0
03/01/2018 07:35:08.466666,4.29,32.0,42.0
03/01/2018 07:37:48.393333,4.44,32.0,42.0
03/01/2018 07:40:28.493333,4.59,32.0,42.0
03/01/2018 07:44:28.563333,5.05,32.0,42.0
03/01/2018 07:47:08.396666,4.31,32.0,42.0
03/01/2018 07:49:48.410000,4.63,32.0,42.0
03/01/2018 07:52:28.523333,5.4,33.0,42.0
03/01/2018 07:56:28.540000,4.68,33.0,41.0
03/01/2018 07:59:08.926666,4.48,33.0,41.0
03/01/2018 08:01:48.416666,5.2,33.0,41.0
03/01/2018 08:04:28.406666,5.39,33.0,41.0
03/01/2018 08:08:28.526666,4.71,34.0,41.0
03/01/2018 08:11:08.633333,5.02,34.0,41.0
03/01/2018 08:13:48.423333,5.82,34.0,41.0
03/01/2018 08:16:28.510000,4.85,34.0,40.0
03/01/2018 08:20:28.436666,5.14,34.0,40.0
03/01/2018 08:23:08.423333,5.24,34.0,40.0
03/01/2018 08:25:48.516666,5.68,35.0,40.0
03/01/2018 08:28:28.500000,5.14,35.0,40.0
03/01/2018 08:32:28.456666,5.67,35.0,40.0
03/01/2018 08:35:08.426666,6.56,35.0,40.0
03/01/2018 08:37:48.406666,6.61,35.0,40.0
03/01/2018 08:40:28.673333,6.44,35.0,40.0
03/01/2018 08:44:28.473333,6.88,35.0,40.0
03/01/2018 08:47:08.456666,6.03,36.0,39.0
03/01/2018 08:49:48.723333,6.39,36.0,40.0
03/01/2018 08:52:28.553333,5.86,36.0,40.0
03/01/2018 08:56:28.570000,5.76,36.0,39.0
03/01/2018 08:59:08.480000,6.37,36.0,39.0
03/01/2018 09:01:48.753333,6.49,36.0,39.0
03/01/2018 09:04:28.543333,6.71,36.0,39.0
03/01/2018 09:08:28.486666,6.07,36.0,39.0
03/01/2018 09:11:08.453333,6.32,37.0,39.0
03/01/2018 09:13:48.620000,7.07,37.0,39.0
03/01/2018 09:16:28.503333,6.17,37.0,39.0
03/01/2018 09:20:28.420000,5.95,37.0,39.0
03/01/2018 09:23:08.633333,6.5,37.0,39.0
03/01/2018 09:25:48.440000,7.59,37.0,39.0
03/01/2018 09:28:28.496666,8.66,38.0,39.0
03/01/2018 09:32:29.050000,6.88,37.0,39.0
03/01/2018 09:35:08.506666,6.63,37.0,39.0
03/01/2018 09:37:48.490000,6.36,37.0,39.0
03/01/2018 09:40:28.546666,7.37,37.0,39.0
03/01/2018 09:44:29.176666,6.41,38.0,39.0
03/01/2018 09:47:08.656666,6.0,38.0,38.0
03/01/2018 09:49:48.470000,6.33,38.0,38.0
03/01/2018 09:52:28.683333,6.27,38.0,38.0
03/01/2018 09:56:28.456666,6.43,39.0,38.0
03/01/2018 09:59:08.520000,6.26,39.0,38.0
03/01/2018 10:01:48.993333,6.83,38.0,38.0
03/01/2018 10:04:28.533333,7.12,38.0,38.0
03/01/2018 10:08:28.576666,6.69,39.0,38.0
03/01/2018 10:11:08.603333,6.78,39.0,38.0
03/01/2018 10:13:48.466666,7.33,39.0,38.0
03/01/2018 10:16:28.523333,6.85,39.0,38.0
03/01/2018 10:20:28.440000,6.2,39.0,38.0
03/01/2018 10:23:08.483333,7.22,39.0,38.0
03/01/2018 10:25:48.420000,8.13,39.0,38.0
03/01/2018 10:28:28.436666,7.17,39.0,38.0
03/01/2018 10:32:28.546666,8.0,39.0,38.0
03/01/2018 10:35:08.433333,7.69,39.0,38.0
03/01/2018 10:37:48.443333,7.77,40.0,37.0
03/01/2018 10:40:28.413333,8.88,40.0,38.0
03/01/2018 10:44:28.420000,8.64,40.0,37.0
03/01/2018 10:47:08.566666,7.9,40.0,37.0
03/01/2018 10:49:49.086666,8.2,40.0,37.0
03/01/2018 10:52:28.403333,8.67,40.0,37.0
03/01/2018 10:56:28.446666,9.27,40.0,37.0
03/01/2018 10:59:08.560000,9.92,40.0,37.0
03/01/2018 11:01:48.423333,10.18,41.0,37.0
03/01/2018 11:04:28.590000,9.33,40.0,37.0
03/01/2018 11:08:28.510000,9.26,41.0,37.0
03/01/2018 11:11:08.530000,9.59,41.0,37.0
03/01/2018 11:13:48.466666,11.32,41.0,37.0
03/01/2018 11:17:48.480000,11.06,41.0,37.0
03/01/2018 11:20:28.616666,11.41,41.0,37.0
03/01/2018 11:23:08.510000,11.63,41.0,37.0
03/01/2018 11:25:48.806666,10.61,41.0,36.0
03/01/2018 11:28:28.486666,10.69,42.0,36.0
03/01/2018 11:32:28.523333,10.11,41.0,36.0
03/01/2018 11:35:08.550000,10.05,41.0,36.0
03/01/2018 11:37:48.530000,11.2,41.0,36.0
03/01/2018 11:40:28.526666,9.59,41.0,36.0
03/01/2018 11:44:28.533333,9.12,41.0,36.0
03/01/2018 11:47:08.716666,9.14,41.0,36.0
03/01/2018 11:49:48.463333,7.73,41.0,36.0
03/01/2018 11:52:28.730000,8.78,41.0,36.0
03/01/2018 11:56:28.550000,8.73,41.0,36.0
03/01/2018 11:59:08.536666,8.9,41.0,36.0
03/01/2018 12:01:48.733333,9.85,41.0,36.0
03/01/2018 12:04:28.680000,9.93,41.0,36.0
03/01/2018 12:08:28.706666,10.2,41.0,36.0
03/01/2018 12:11:08.583333,11.13,41.0,36.0
03/01/2018 12:13:48.516666,11.08,41.0,36.0
03/01/2018 12:16:28.663333,11.52,42.0,36.0
03/01/2018 12:20:28.560000,11.45,42.0,36.0
03/01/2018 12:23:08.500000,12.68,42.0,36.0
03/01/2018 12:25:48.516666,11.0,42.0,36.0
03/01/2018 12:28:28.610000,11.0,42.0,36.0
03/01/2018 12:32:28.916666,12.12,42.0,36.0
03/01/2018 12:35:08.546666,11.45,42.0,36.0
03/01/2018 12:37:48.540000,11.46,42.0,36.0
03/01/2018 12:40:28.523333,11.12,41.0,36.0
03/01/2018 12:44:28.586666,10.33,41.0,36.0
03/01/2018 12:47:08.596666,10.71,41.0,36.0
03/01/2018 12:49:48.643333,9.79,41.0,36.0
03/01/2018 12:52:28.600000,10.75,42.0,36.0
03/01/2018 12:56:28.716666,9.9,41.0,36.0
03/01/2018 12:59:08.536666,9.5,41.0,36.0
03/01/2018 13:01:48.626666,9.3,42.0,36.0
03/01/2018 13:04:28.656666,9.76,41.0,36.0
03/01/2018 13:08:28.730000,9.27,41.0,36.0
03/01/2018 13:11:08.620000,9.07,41.0,36.0
03/01/2018 13:13:48.826666,8.4,41.0,36.0
03/01/2018 13:16:28.513333,9.07,41.0,36.0
03/01/2018 13:20:28.590000,9.0,41.0,36.0
03/01/2018 13:23:08.546666,7.78,41.0,36.0
03/01/2018 13:25:48.530000,9.71,41.0,36.0
03/01/2018 13:28:28.570000,7.35,41.0,36.0
03/01/2018 13:32:28.636666,8.21,41.0,36.0
03/01/2018 13:35:08.563333,14.5,41.0,36.0
03/01/2018 13:37:48.600000,8.71,41.0,36.0
03/01/2018 13:40:28.716666,7.68,42.0,35.0
03/01/2018 13:44:28.650000,8.56,42.0,35.0
03/01/2018 13:47:37.330000,11.0,42.0,36.0
03/01/2018 13:50:17.200000,7.31,41.0,36.0
03/01/2018 13:52:57.283333,8.38,41.0,36.0
03/01/2018 13:55:37.190000,8.6,41.0,36.0
03/01/2018 13:59:37.130000,8.17,41.0,36.0
03/01/2018 14:02:17.203333,8.36,41.0,37.0
03/01/2018 14:04:57.143333,8.46,41.0,37.0
03/01/2018 14:07:37.213333,7.9,40.0,37.0
03/01/2018 14:11:37.406666,8.05,40.0,38.0
03/01/2018 14:14:17.216666,9.07,40.0,38.0
03/01/2018 14:16:57.270000,7.48,39.0,39.0
03/01/2018 14:19:37.113333,7.65,38.0,40.0
03/01/2018 14:23:37.246666,8.24,38.0,41.0
03/01/2018 14:26:17.336666,6.9,36.0,42.0
03/01/2018 14:28:57.120000,7.0,36.0,42.0
03/01/2018 14:31:37.220000,8.02,35.0,43.0
03/01/2018 14:35:37.156666,7.6,33.0,44.0
03/01/2018 14:38:17.070000,5.71,33.0,45.0
03/01/2018 14:40:57.570000,7.12,33.0,45.0
03/01/2018 14:43:37.313333,6.63,32.0,46.0
03/01/2018 14:47:37.236666,6.73,31.0,47.0
03/01/2018 14:50:22.906666,6.39,31.0,48.0
03/01/2018 14:52:57.086666,6.4,29.0,48.0
03/01/2018 14:55:37.410000,6.34,29.0,48.0
03/01/2018 14:59:37.363333,7.26,28.0,49.0
03/01/2018 15:02:17.260000,6.8,28.0,50.0
03/01/2018 15:04:57.153333,7.98,27.0,50.0
03/01/2018 15:07:37.183333,7.39,27.0,50.0
03/01/2018 15:11:37.160000,7.86,27.0,50.0
03/01/2018 15:14:17.346666,6.85,27.0,50.0
03/01/2018 15:16:57.086666,7.83,26.0,50.0
03/01/2018 15:19:37.973333,6.48,26.0,51.0
03/01/2018 15:23:37.206666,6.75,26.0,51.0
03/01/2018 15:26:17.593333,6.17,25.0,52.0
03/01/2018 15:28:57.236666,7.3,25.0,52.0
03/01/2018 15:31:37.140000,6.07,25.0,52.0
03/01/2018 15:35:37.493333,7.27,25.0,53.0
03/01/2018 15:38:17.150000,6.0,25.0,53.0
03/01/2018 15:40:57.406666,6.79,25.0,54.0
03/01/2018 15:43:37.166666,6.32,24.0,54.0
03/01/2018 15:47:37.800000,6.79,23.0,54.0
03/01/2018 15:50:17.146666,7.29,23.0,55.0
03/01/2018 15:52:57.216666,6.71,23.0,55.0
03/01/2018 15:55:37.300000,6.61,23.0,55.0
03/01/2018 15:59:37.110000,8.79,22.0,55.0
03/01/2018 16:02:17.366666,8.8,22.0,55.0
03/01/2018 16:04:57.650000,7.61,22.0,56.0
03/01/2018 16:07:37.430000,7.59,22.0,56.0
03/01/2018 16:11:37.153333,7.59,22.0,57.0
03/01/2018 16:14:17.206666,8.8,22.0,57.0
03/01/2018 16:16:57.133333,8.59,21.0,57.0
03/01/2018 16:19:37.190000,8.07,21.0,58.0
03/01/2018 16:23:37.133333,8.27,20.0,57.0
03/01/2018 16:26:17.090000,7.49,21.0,58.0
03/01/2018 16:28:57.273333,9.68,20.0,58.0
03/01/2018 16:31:37.330000,10.44,20.0,58.0
03/01/2018 16:35:37.153333,10.21,20.0,58.0
03/01/2018 16:38:17.320000,10.98,20.0,58.0
03/01/2018 16:40:57.330000,9.76,20.0,58.0
03/01/2018 16:43:37.276666,10.32,20.0,59.0
03/01/2018 16:47:37.210000,10.02,19.0,59.0
03/01/2018 16:50:17.156666,9.17,19.0,60.0
03/01/2018 16:52:57.116666,10.0,19.0,60.0
03/01/2018 16:55:37.183333,9.6,19.0,60.0
03/01/2018 16:59:37.256666,9.5,19.0,59.0
03/01/2018 17:02:17.170000,10.05,19.0,59.0
03/01/2018 17:04:57.120000,10.15,19.0,59.0
03/01/2018 17:07:37.473333,10.83,19.0,59.0
03/01/2018 17:11:37.393333,11.05,18.0,59.0
03/01/2018 17:14:17.223333,11.42,18.0,60.0
03/01/2018 17:16:57.810000,11.62,18.0,60.0
03/01/2018 17:19:37.103333,12.1,18.0,61.0
03/01/2018 17:23:37.226666,7.95,18.0,62.0
03/01/2018 17:26:17.170000,12.28,18.0,62.0
03/01/2018 17:28:57.150000,13.33,17.0,62.0
03/01/2018 17:31:37.113333,11.37,18.0,63.0
03/01/2018 17:35:37.313333,11.86,16.0,63.0
03/01/2018 17:38:17.153333,12.59,16.0,62.0
03/01/2018 17:40:57.223333,12.0,16.0,63.0
03/01/2018 17:43:37.900000,13.26,16.0,62.0
03/01/2018 17:47:37.326666,13.41,16.0,62.0
03/01/2018 17:50:17.233333,12.34,16.0,63.0
03/01/2018 17:52:57.240000,12.29,16.0,64.0
03/01/2018 17:55:37.336666,12.93,15.0,64.0
03/01/2018 17:59:37.910000,13.07,15.0,64.0
03/01/2018 18:02:17.290000,12.02,15.0,64.0
03/01/2018 18:04:57.226666,11.66,15.0,64.0
03/01/2018 18:07:37.250000,11.7,14.0,64.0
03/01/2018 18:11:37.110000,11.9,15.0,64.0
03/01/2018 18:14:17.123333,12.49,15.0,64.0
03/01/2018 18:16:57.143333,11.93,14.0,64.0
03/01/2018 18:19:37.180000,11.83,15.0,64.0
03/01/2018 18:23:37.413333,12.38,14.0,64.0
03/01/2018 18:26:17.166666,11.64,14.0,65.0
03/01/2018 18:28:57.130000,11.02,14.0,65.0
03/01/2018 18:31:37.340000,12.2,14.0,65.0
03/01/2018 18:35:37.143333,12.21,13.0,66.0
03/01/2018 18:38:17.406666,12.45,13.0,66.0
03/01/2018 18:40:57.316666,11.83,13.0,66.0
03/01/2018 18:43:37.160000,11.0,14.0,66.0
03/01/2018 18:47:37.320000,11.12,13.0,67.0
03/01/2018 18:50:17.233333,10.93,12.0,66.0
03/01/2018 18:52:57.213333,12.24,13.0,66.0
03/01/2018 18:55:37.203333,11.38,13.0,67.0
03/01/2018 18:59:37.230000,9.52,12.0,67.0
03/01/2018 19:02:17.433333,9.34,11.0,66.0
03/01/2018 19:04:57.243333,9.95,12.0,67.0
03/01/2018 19:07:37.563333,9.72,11.0,67.0
03/01/2018 19:11:37.506666,10.24,11.0,67.0
03/01/2018 19:14:17.836666,10.02,11.0,68.0
03/01/2018 19:16:57.316666,8.64,11.0,68.0
03/01/2018 19:19:37.446666,11.46,11.0,68.0
03/01/2018 19:23:37.366666,9.57,11.0,68.0
03/01/2018 19:26:17.153333,11.23,12.0,68.0
03/01/2018 19:28:57.490000,11.05,12.0,68.0
03/01/2018 19:31:37.196666,9.98,12.0,68.0
03/01/2018 19:35:37.350000,11.1,12.0,68.0
03/01/2018 19:38:17.273333,11.85,11.0,68.0
03/01/2018 19:40:57.413333,11.41,11.0,68.0
03/01/2018 19:43:37.276666,11.79,11.0,68.0
03/01/2018 19:47:37.393333,11.36,12.0,68.0
03/01/2018 19:50:17.350000,10.98,12.0,68.0
03/01/2018 19:52:57.193333,10.81,12.0,68.0
03/01/2018 19:55:37.216666,10.07,11.0,69.0
03/01/2018 19:59:37.273333,9.73,11.0,69.0
03/01/2018 20:02:17.333333,9.44,11.0,69.0
03/01/2018 20:04:57.320000,8.88,11.0,69.0
03/01/2018 20:07:37.496666,9.66,11.0,69.0
03/01/2018 20:11:37.276666,12.3,11.0,69.0
03/01/2018 20:14:17.410000,12.93,11.0,69.0
03/01/2018 20:16:57.196666,11.29,11.0,69.0
03/01/2018 20:19:37.330000,12.37,12.0,69.0
03/01/2018 20:23:37.250000,13.34,12.0,69.0
03/01/2018 20:26:17.240000,12.37,12.0,68.0
03/01/2018 20:28:57.223333,12.4,13.0,69.0
03/01/2018 20:31:37.223333,12.83,12.0,68.0
03/01/2018 20:35:37.466666,13.0,12.0,68.0
03/01/2018 20:38:17.426666,13.36,12.0,67.0
03/01/2018 20:40:57.426666,12.19,12.0,68.0
03/01/2018 20:43:37.466666,13.6,12.0,68.0
03/01/2018 20:47:37.343333,12.9,12.0,68.0
03/01/2018 20:50:17.610000,12.0,12.0,68.0
03/01/2018 20:52:57.223333,12.56,12.0,68.0
03/01/2018 20:55:37.216666,12.17,13.0,68.0
03/01/2018 20:59:37.226666,10.6,13.0,68.0
03/01/2018 21:02:17.216666,12.0,13.0,68.0
03/01/2018 21:04:57.336666,10.76,13.0,67.0
03/01/2018 21:07:37.323333,9.62,12.0,67.0
03/01/2018 21:11:37.336666,10.54,13.0,68.0
03/01/2018 21:14:17.283333,8.66,12.0,68.0
03/01/2018 21:16:57.370000,8.4,12.0,68.0
03/01/2018 21:19:37.333333,7.46,12.0,68.0
03/01/2018 21:23:37.290000,5.85,12.0,68.0
03/01/2018 21:26:17.413333,3.9,11.0,68.0
03/01/2018 21:28:57.223333,4.29,11.0,68.0
03/01/2018 21:31:37.326666,3.76,11.0,69.0
03/01/2018 21:35:37.306666,3.67,11.0,69.0
03/01/2018 21:38:17.256666,4.1,11.0,69.0
03/01/2018 21:40:57.306666,3.9,12.0,69.0
03/01/2018 21:43:37.243333,3.69,11.0,69.0
03/01/2018 21:47:37.313333,3.68,11.0,69.0
03/01/2018 21:50:17.356666,3.88,11.0,69.0
03/01/2018 21:52:57.273333,3.54,11.0,69.0
03/01/2018 21:55:37.313333,3.15,10.0,69.0
03/01/2018 21:59:37.290000,3.67,10.0,69.0
03/01/2018 22:02:17.303333,3.76,11.0,69.0
03/01/2018 22:04:57.406666,3.59,11.0,69.0
03/01/2018 22:07:37.506666,3.74,11.0,68.0
03/01/2018 22:11:37.380000,3.93,12.0,69.0
03/01/2018 22:14:17.333333,3.93,12.0,69.0
03/01/2018 22:16:57.383333,4.39,12.0,68.0
03/01/2018 22:19:37.386666,3.78,11.0,68.0
03/01/2018 22:23:38.100000,3.73,11.0,68.0
03/01/2018 22:26:17.510000,3.59,11.0,67.0
03/01/2018 22:28:57.283333,4.15,12.0,67.0
03/01/2018 22:31:37.643333,3.76,12.0,67.0
03/01/2018 22:35:37.340000,3.63,12.0,67.0
03/01/2018 22:38:17.296666,3.93,12.0,66.0
03/01/2018 22:40:57.306666,3.53,12.0,66.0
03/01/2018 22:43:37.790000,10.7,14.0,66.0
03/01/2018 22:47:37.356666,13.85,15.0,65.0
03/01/2018 22:50:17.316666,13.88,16.0,65.0
03/01/2018 22:52:57.490000,13.2,16.0,65.0
03/01/2018 22:55:37.416666,13.48,17.0,64.0
03/01/2018 22:59:37.410000,14.67,17.0,64.0
03/01/2018 23:02:17.300000,13.32,16.0,64.0
03/01/2018 23:04:57.520000,14.54,17.0,63.0
03/01/2018 23:07:37.286666,13.93,17.0,63.0
03/01/2018 23:11:37.413333,15.2,17.0,63.0
03/01/2018 23:14:17.346666,14.13,17.0,63.0
03/01/2018 23:16:57.320000,13.85,17.0,63.0
03/01/2018 23:19:37.366666,12.95,17.0,62.0
03/01/2018 23:23:38.073333,14.63,18.0,62.0
03/01/2018 23:26:17.403333,14.32,18.0,62.0
03/01/2018 23:28:57.820000,14.95,18.0,62.0
03/01/2018 23:31:37.416666,14.95,18.0,62.0
03/01/2018 23:35:37.383333,15.41,18.0,61.0
03/01/2018 23:38:17.370000,15.6,18.0,61.0
03/01/2018 23:40:57.363333,15.61,18.0,61.0
03/01/2018 23:43:37.416666,15.39,18.0,61.0
03/01/2018 23:47:37.420000,15.49,18.0,61.0
03/01/2018 23:50:17.580000,16.78,19.0,60.0
03/01/2018 23:52:57.500000,15.66,19.0,60.0
03/01/2018 23:55:37.830000,15.79,19.0,60.0
03/01/2018 23:59:37.473333,16.11,19.0,60.0
03/02/2018 00:02:17.593333,16.45,19.0,60.0
03/02/2018 00:04:57.386666,16.0,19.0,59.0
03/02/2018 00:07:38.216666,15.81,19.0,59.0
03/02/2018 00:11:37.506666,15.1,19.0,59.0
03/02/2018 00:14:17.356666,16.56,19.0,59.0
03/02/2018 00:16:57.603333,15.17,20.0,59.0
03/02/2018 00:19:37.390000,16.4,20.0,59.0
03/02/2018 00:23:37.483333,15.5,20.0,59.0
03/02/2018 00:26:17.436666,15.43,20.0,59.0
03/02/2018 00:28:57.886666,16.32,20.0,58.0
03/02/2018 00:31:37.413333,16.63,20.0,58.0
03/02/2018 00:35:37.406666,15.78,20.0,58.0
03/02/2018 00:38:17.606666,17.02,21.0,58.0
03/02/2018 00:40:57.623333,16.27,21.0,58.0
03/02/2018 00:43:37.456666,15.61,21.0,58.0
03/02/2018 00:47:37.700000,16.62,21.0,57.0
03/02/2018 00:50:17.663333,17.43,21.0,57.0
03/02/2018 00:52:57.633333,17.1,22.0,57.0
03/02/2018 00:55:37.650000,17.1,22.0,57.0
03/02/2018 00:59:37.630000,16.02,22.0,57.0
03/02/2018 01:02:17.476666,16.78,22.0,57.0
03/02/2018 01:04:57.613333,17.07,22.0,57.0
03/02/2018 01:07:37.633333,17.07,22.0,57.0
03/02/2018 01:11:37.613333,17.25,22.0,56.0
03/02/2018 01:14:17.666666,17.5,22.0,56.0
03/02/2018 01:16:57.580000,17.66,22.0,56.0
03/02/2018 01:19:37.596666,16.95,22.0,56.0
03/02/2018 01:23:37.523333,18.17,22.0,56.0
03/02/2018 01:26:17.693333,17.93,23.0,56.0
03/02/2018 01:28:57.690000,18.1,23.0,56.0
03/02/2018 01:31:37.616666,16.8,23.0,55.0
03/02/2018 01:35:37.533333,17.27,23.0,55.0
03/02/2018 01:38:17.826666,18.49,23.0,55.0
03/02/2018 01:40:57.806666,18.76,23.0,55.0
03/02/2018 01:43:37.610000,17.59,24.0,55.0
03/02/2018 01:47:37.503333,18.07,24.0,55.0
03/02/2018 01:50:17.526666,19.57,24.0,55.0
03/02/2018 01:52:57.513333,19.2,24.0,54.0
