InstrumentName, Thornton B,,
03/01/2018 03:38:04.026666,147.13,41.0,41.0
03/01/2018 03:40:44.033333,153.98,41.0,42.0
03/01/2018 03:44:44.246666,147.17,42.0,41.0
03/01/2018 03:47:24.400000,116.08,41.0,41.0
03/01/2018 03:50:04.016666,65.54,41.0,41.0
03/01/2018 03:52:44.040000,49.38,41.0,41.0
03/01/2018 03:55:24.196666,86.8,41.0,41.0
03/01/2018 03:59:25.176666,62.57,42.0,41.0
03/01/2018 04:02:05.210000,73.38,41.0,42.0
03/01/2018 04:04:45.130000,62.3,41.0,42.0
03/01/2018 04:08:44.423333,53.24,41.0,42.0
03/01/2018 04:11:24.216666,56.0,41.0,41.0
03/01/2018 04:14:04.070000,52.0,41.0,42.0
03/01/2018 04:16:44.126666,64.21,41.0,42.0
03/01/2018 04:20:44.200000,60.85,40.0,41.0
03/01/2018 04:23:24.306666,53.65,40.0,42.0
03/01/2018 04:26:04.090000,85.22,40.0,43.0
03/01/2018 04:28:44.220000,62.4,39.0,43.0
03/01/2018 04:32:44.083333,53.02,38.0,43.0
03/01/2018 04:35:24.063333,52.79,38.0,43.0
03/01/2018 04:38:04.086666,43.42,38.0,43.0
03/01/2018 04:40:44.100000,46.13,37.0,44.0
03/01/2018 04:44:44.073333,43.19,36.0,43.0
03/01/2018 04:47:25.406666,39.52,36.0,44.0
03/01/2018 04:50:04.136666,40.62,36.0,43.0
03/01/2018 04:52:44.326666,43.98,37.0,43.0
03/01/2018 04:56:44.346666,39.06,36.0,43.0
03/01/2018 04:59:24.653333,40.29,36.0,43.0
03/01/2018 05:02:04.213333,43.29,36.0,43.0
03/01/2018 05:04:44.273333,40.54,36.0,43.0
03/01/2018 05:08:44.636666,46.34,36.0,44.0
03/01/2018 05:11:24.360000,44.17,36.0,44.0
03/01/2018 05:14:04.220000,44.17,35.0,44.0
03/01/2018 05:16:44.066666,45.68,36.0,43.0
03/01/2018 05:20:44.396666,57.59,36.0,43.0
03/01/2018 05:23:24.076666,50.38,35.0,43.0
03/01/2018 05:26:06.386666,57.17,36.0,43.0
03/01/2018 05:28:44.343333,61.91,37.0,42.0
03/01/2018 05:32:44.080000,69.49,36.0,43.0
03/01/2018 05:35:24.173333,69.62,36.0,42.0
03/01/2018 05:38:04.326666,63.02,36.0,42.0
03/01/2018 05:40:44.116666,62.21,37.0,42.0
03/01/2018 05:44:44.066666,65.04,36.0,43.0
03/01/2018 05:47:24.096666,87.02,35.0,43.0
03/01/2018 05:50:04.103333,67.11,35.0,43.0
03/01/2018 05:52:44.070000,82.61,36.0,42.0
03/01/2018 05:55:24.310000,89.65,36.0,43.0
03/01/2018 05:59:24.070000,67.67,35.0,42.0
03/01/2018 06:02:04.126666,96.11,36.0,42.0
03/01/2018 06:04:44.243333,94.11,36.0,42.0
03/01/2018 06:07:24.240000,84.11,36.0,41.0
03/01/2018 06:11:24.160000,127.27,36.0,41.0
03/01/2018 06:14:04.120000,172.14,37.0,41.0
03/01/2018 06:16:44.166666,155.55,37.0,40.0
03/01/2018 06:20:44.240000,188.67,37.0,41.0
03/01/2018 06:23:24.303333,181.53,37.0,41.0
03/01/2018 06:26:04.086666,181.34,37.0,41.0
03/01/2018 06:28:44.090000,186.73,37.0,41.0
03/01/2018 06:32:45.013333,190.12,37.0,40.0
03/01/2018 06:35:24.316666,184.16,37.0,40.0
03/01/2018 06:38:04.193333,176.71,38.0,41.0
03/01/2018 06:40:44.146666,166.11,37.0,40.0
03/01/2018 06:44:44.096666,159.48,38.0,40.0
03/01/2018 06:47:24.106666,155.77,38.0,41.0
03/01/2018 06:50:04.190000,151.42,39.0,39.0
03/01/2018 06:52:44.090000,140.53,38.0,39.0
03/01/2018 06:56:44.096666,122.54,38.0,39.0
03/01/2018 06:59:24.123333,124.35,39.0,40.0
03/01/2018 07:02:04.150000,122.37,38.0,40.0
03/01/2018 07:04:44.206666,126.5,38.0,40.0
03/01/2018 07:08:44.216666,119.13,40.0,38.0
03/01/2018 07:11:24.130000,92.57,40.0,39.0
03/01/2018 07:14:04.116666,70.04,40.0,39.0
03/01/2018 07:16:44.103333,36.89,39.0,39.0
03/01/2018 07:20:44.250000,38.7,39.0,39.0
03/01/2018 07:23:24.216666,42.91,39.0,39.0
03/01/2018 07:26:04.113333,40.28,40.0,38.0
03/01/2018 07:28:44.586666,49.74,40.0,39.0
03/01/2018 07:32:44.110000,51.13,40.0,38.0
03/01/2018 07:35:24.206666,69.33,41.0,38.0
03/01/2018 07:38:04.306666,81.45,41.0,38.0
03/01/2018 07:40:44.146666,99.49,41.0,38.0
03/01/2018 07:44:44.130000,133.89,41.0,38.0
03/01/2018 07:47:24.203333,90.93,42.0,38.0
03/01/2018 07:50:04.793333,143.48,41.0,37.0
03/01/2018 07:52:44.313333,85.34,42.0,37.0
03/01/2018 07:56:44.240000,70.89,42.0,37.0
03/01/2018 07:59:24.123333,43.04,43.0,36.0
03/01/2018 08:02:04.243333,38.09,43.0,36.0
03/01/2018 08:04:44.210000,37.49,43.0,37.0
03/01/2018 08:08:44.220000,36.24,43.0,37.0
03/01/2018 08:11:24.133333,34.3,42.0,37.0
03/01/2018 08:14:04.150000,35.45,42.0,38.0
03/01/2018 08:16:44.136666,35.53,41.0,37.0
03/01/2018 08:20:44.313333,35.11,42.0,38.0
03/01/2018 08:23:24.243333,36.3,42.0,37.0
03/01/2018 08:26:04.150000,36.83,41.0,37.0
03/01/2018 08:28:44.140000,36.79,42.0,37.0
03/01/2018 08:32:44.160000,34.87,41.0,37.0
03/01/2018 08:35:24.253333,35.4,42.0,37.0
03/01/2018 08:38:04.313333,34.17,42.0,37.0
03/01/2018 08:40:44.196666,35.72,42.0,36.0
03/01/2018 08:44:44.143333,34.33,42.0,36.0
03/01/2018 08:47:24.323333,35.09,43.0,36.0
03/01/2018 08:50:04.310000,34.7,44.0,34.0
03/01/2018 08:52:44.236666,35.28,45.0,33.0
03/01/2018 08:56:44.150000,36.98,47.0,34.0
03/01/2018 08:59:24.160000,47.98,47.0,34.0
03/01/2018 09:02:04.320000,60.43,46.0,35.0
03/01/2018 09:04:44.280000,46.09,45.0,34.0
03/01/2018 09:08:44.216666,55.85,47.0,33.0
03/01/2018 09:11:24.153333,68.41,47.0,34.0
03/01/2018 09:14:04.166666,51.64,46.0,35.0
03/01/2018 09:16:44.266666,69.4,46.0,36.0
03/01/2018 09:20:44.336666,53.49,45.0,36.0
03/01/2018 09:23:24.166666,45.68,44.0,36.0
03/01/2018 09:26:04.230000,39.72,44.0,36.0
03/01/2018 09:28:44.160000,40.02,44.0,36.0
03/01/2018 09:32:44.233333,41.85,44.0,36.0
03/01/2018 09:35:24.246666,41.3,44.0,36.0
03/01/2018 09:38:04.166666,40.63,44.0,34.0
03/01/2018 09:40:44.170000,42.23,45.0,34.0
03/01/2018 09:44:44.200000,50.28,46.0,34.0
03/01/2018 09:47:24.256666,56.41,45.0,35.0
03/01/2018 09:50:04.226666,59.79,45.0,35.0
03/01/2018 09:52:44.190000,61.83,44.0,35.0
03/01/2018 09:56:44.226666,55.96,44.0,35.0
03/01/2018 09:59:24.393333,53.65,44.0,34.0
03/01/2018 10:02:04.183333,59.79,46.0,34.0
03/01/2018 10:04:44.223333,63.48,45.0,35.0
03/01/2018 10:08:44.196666,60.72,45.0,35.0
03/01/2018 10:11:24.200000,105.89,45.0,33.0
03/01/2018 10:14:04.403333,55.26,46.0,33.0
03/01/2018 10:16:44.306666,49.76,46.0,34.0
03/01/2018 10:20:44.266666,111.26,45.0,34.0
03/01/2018 10:23:24.356666,240.76,45.0,34.0
03/01/2018 10:26:04.200000,225.51,46.0,35.0
03/01/2018 10:28:44.186666,218.63,45.0,33.0
03/01/2018 10:32:44.330000,143.37,47.0,33.0
03/01/2018 10:35:24.200000,178.15,47.0,33.0
03/01/2018 10:38:04.196666,198.04,48.0,33.0
03/01/2018 10:40:44.196666,200.32,47.0,33.0
03/01/2018 10:44:44.190000,54.87,47.0,34.0
03/01/2018 10:47:24.270000,51.77,47.0,34.0
03/01/2018 10:50:04.310000,61.83,47.0,34.0
03/01/2018 10:52:44.196666,56.63,47.0,35.0
03/01/2018 10:56:44.283333,60.3,47.0,34.0
03/01/2018 10:59:24.590000,57.15,47.0,34.0
03/01/2018 11:02:04.293333,52.89,46.0,34.0
03/01/2018 11:04:44.283333,55.13,48.0,33.0
03/01/2018 11:08:44.246666,58.56,47.0,33.0
03/01/2018 11:11:24.220000,51.87,47.0,33.0
03/01/2018 11:14:04.253333,52.04,48.0,31.0
03/01/2018 11:16:44.510000,50.13,49.0,33.0
03/01/2018 11:20:44.246666,53.0,47.0,33.0
03/01/2018 11:23:24.326666,58.22,47.0,33.0
03/01/2018 11:26:04.243333,64.08,48.0,33.0
03/01/2018 11:28:44.340000,60.11,48.0,33.0
03/01/2018 11:32:44.223333,65.04,49.0,33.0
03/01/2018 11:35:24.693333,66.09,49.0,33.0
03/01/2018 11:38:04.320000,59.37,49.0,33.0
03/01/2018 11:40:44.216666,62.13,48.0,32.0
03/01/2018 11:44:44.236666,58.67,50.0,33.0
03/01/2018 11:47:24.226666,70.89,49.0,33.0
03/01/2018 11:50:04.226666,62.78,48.0,33.0
03/01/2018 11:52:44.416666,68.78,49.0,33.0
03/01/2018 11:56:44.250000,73.34,50.0,33.0
03/01/2018 11:59:24.276666,74.17,50.0,32.0
03/01/2018 12:02:04.310000,72.2,51.0,33.0
03/01/2018 12:04:44.310000,65.32,50.0,33.0
03/01/2018 12:08:44.286666,62.37,50.0,32.0
03/01/2018 12:11:24.280000,58.62,50.0,33.0
03/01/2018 12:14:04.373333,56.61,50.0,33.0
03/01/2018 12:16:44.293333,55.11,50.0,34.0
03/01/2018 12:20:44.256666,62.7,50.0,33.0
03/01/2018 12:23:24.250000,52.54,50.0,33.0
03/01/2018 12:26:04.320000,61.13,50.0,33.0
03/01/2018 12:28:44.253333,56.21,51.0,33.0
03/01/2018 12:32:44.253333,56.41,51.0,33.0
03/01/2018 12:35:24.333333,58.38,51.0,33.0
03/01/2018 12:38:04.323333,61.49,51.0,33.0
03/01/2018 12:40:44.240000,58.81,50.0,33.0
03/01/2018 12:44:44.236666,56.98,51.0,34.0
03/01/2018 12:47:24.296666,61.91,51.0,33.0
03/01/2018 12:50:04.350000,61.22,52.0,33.0
03/01/2018 12:52:44.266666,58.81,51.0,32.0
03/01/2018 12:56:44.326666,71.17,52.0,33.0
03/01/2018 12:59:24.340000,81.57,52.0,31.0
03/01/2018 13:02:04.266666,83.43,53.0,31.0
03/01/2018 13:04:44.440000,100.8,53.0,32.0
03/01/2018 13:08:44.396666,102.76,52.0,33.0
03/01/2018 13:11:24.500000,88.91,52.0,33.0
03/01/2018 13:14:04.416666,78.5,52.0,32.0
03/01/2018 13:16:44.286666,77.87,52.0,33.0
03/01/2018 13:20:44.280000,144.6,52.0,31.0
03/01/2018 13:23:24.290000,213.15,54.0,31.0
03/01/2018 13:26:04.416666,175.85,53.0,32.0
03/01/2018 13:28:44.320000,305.23,54.0,30.0
03/01/2018 13:32:44.483333,214.44,54.0,31.0
03/01/2018 13:35:24.410000,191.1,55.0,32.0
03/01/2018 13:38:04.783333,171.44,55.0,31.0
03/01/2018 13:40:44.283333,197.21,55.0,32.0
03/01/2018 13:44:44.603333,196.14,54.0,32.0
03/01/2018 13:47:24.343333,206.75,53.0,32.0
03/01/2018 13:50:04.313333,228.35,53.0,32.0
03/01/2018 13:52:44.286666,153.87,53.0,32.0
03/01/2018 13:56:44.313333,170.85,53.0,32.0
03/01/2018 13:59:24.283333,229.58,54.0,32.0
03/01/2018 14:02:04.436666,197.33,53.0,32.0
03/01/2018 14:04:44.483333,171.63,53.0,32.0
03/01/2018 14:07:24.290000,280.32,54.0,32.0
03/01/2018 14:11:24.386666,240.48,53.0,33.0
03/01/2018 14:14:04.513333,242.82,53.0,33.0
03/01/2018 14:16:44.503333,220.81,53.0,33.0
03/01/2018 14:20:44.490000,199.83,53.0,33.0
03/01/2018 14:23:24.420000,212.27,52.0,33.0
03/01/2018 14:26:04.306666,234.98,52.0,33.0
03/01/2018 14:28:44.343333,231.23,53.0,33.0
03/01/2018 14:32:44.593333,216.88,52.0,33.0
03/01/2018 14:35:24.403333,217.92,52.0,33.0
03/01/2018 14:38:04.440000,217.31,52.0,34.0
03/01/2018 14:40:44.293333,281.66,51.0,34.0
03/01/2018 14:44:44.300000,249.65,51.0,34.0
03/01/2018 14:47:24.336666,267.18,51.0,34.0
03/01/2018 14:50:04.420000,255.04,51.0,34.0
03/01/2018 14:52:44.316666,267.86,51.0,34.0
03/01/2018 14:56:44.433333,289.24,51.0,35.0
03/01/2018 14:59:24.403333,295.16,50.0,34.0
03/01/2018 15:02:04.330000,295.86,50.0,34.0
03/01/2018 15:04:44.316666,296.81,50.0,34.0
03/01/2018 15:08:44.316666,252.73,50.0,34.0
03/01/2018 15:11:24.400000,251.71,51.0,34.0
03/01/2018 15:14:04.403333,246.2,51.0,34.0
03/01/2018 15:16:44.410000,258.49,51.0,35.0
03/01/2018 15:20:44.320000,307.65,50.0,35.0
03/01/2018 15:23:24.386666,323.81,49.0,36.0
03/01/2018 15:26:04.360000,327.04,49.0,36.0
03/01/2018 15:28:44.603333,241.12,49.0,36.0
03/01/2018 15:32:44.316666,255.5,49.0,35.0
03/01/2018 15:35:24.340000,294.31,49.0,36.0
03/01/2018 15:38:04.403333,307.86,48.0,36.0
03/01/2018 15:40:44.383333,51.38,48.0,37.0
03/01/2018 15:44:44.433333,45.62,47.0,37.0
03/01/2018 15:47:24.393333,41.78,47.0,37.0
03/01/2018 15:50:04.510000,41.93,47.0,37.0
03/01/2018 15:52:44.453333,40.04,47.0,37.0
03/01/2018 15:56:44.346666,41.77,46.0,38.0
03/01/2018 15:59:24.330000,40.07,46.0,38.0
03/01/2018 16:02:04.506666,38.85,45.0,38.0
03/01/2018 16:04:44.410000,39.64,45.0,36.0
03/01/2018 16:08:44.320000,40.53,46.0,37.0
03/01/2018 16:11:24.500000,38.11,46.0,38.0
03/01/2018 16:14:04.423333,38.45,45.0,38.0
03/01/2018 16:16:44.506666,41.66,45.0,39.0
03/01/2018 16:20:44.446666,77.91,44.0,39.0
03/01/2018 16:23:24.526666,76.57,44.0,39.0
03/01/2018 16:26:04.510000,53.96,43.0,40.0
03/01/2018 16:28:44.470000,55.24,43.0,40.0
03/01/2018 16:32:44.433333,60.43,43.0,38.0
03/01/2018 16:35:24.426666,53.85,43.0,40.0
03/01/2018 16:38:04.390000,58.3,43.0,38.0
03/01/2018 16:40:44.343333,56.04,44.0,39.0
03/01/2018 16:44:44.550000,59.27,44.0,39.0
03/01/2018 16:47:24.343333,55.28,44.0,39.0
03/01/2018 16:50:04.476666,47.72,43.0,41.0
03/01/2018 16:52:44.606666,46.04,42.0,40.0
03/01/2018 16:56:44.926666,40.43,41.0,40.0
03/01/2018 16:59:24.493333,41.62,41.0,41.0
03/01/2018 17:02:04.380000,42.15,43.0,40.0
03/01/2018 17:04:44.410000,44.87,43.0,40.0
03/01/2018 17:08:44.506666,42.68,42.0,40.0
03/01/2018 17:11:24.416666,42.47,42.0,40.0
03/01/2018 17:14:04.486666,41.87,42.0,41.0
03/01/2018 17:16:44.803333,41.87,41.0,41.0
03/01/2018 17:20:44.406666,43.3,41.0,42.0
03/01/2018 17:23:24.456666,49.83,40.0,42.0
03/01/2018 17:26:04.423333,59.32,40.0,42.0
03/01/2018 17:28:44.380000,152.67,39.0,43.0
03/01/2018 17:32:44.423333,187.1,39.0,44.0
03/01/2018 17:35:24.440000,179.92,39.0,44.0
03/01/2018 17:38:04.496666,61.67,38.0,44.0
03/01/2018 17:40:44.466666,46.36,38.0,43.0
03/01/2018 17:44:44.520000,61.0,37.0,43.0
03/01/2018 17:47:24.883333,50.13,38.0,45.0
03/01/2018 17:50:04.506666,56.68,37.0,46.0
03/01/2018 17:52:44.556666,82.07,36.0,46.0
03/01/2018 17:56:44.380000,49.06,37.0,45.0
03/01/2018 17:59:24.560000,40.67,36.0,47.0
03/01/2018 18:02:04.810000,43.62,36.0,46.0
03/01/2018 18:04:44.413333,40.85,36.0,45.0
03/01/2018 18:08:44.430000,41.67,37.0,46.0
03/01/2018 18:11:24.396666,42.06,35.0,46.0
03/01/2018 18:14:04.523333,42.3,36.0,46.0
03/01/2018 18:16:44.550000,40.11,36.0,47.0
03/01/2018 18:20:45.006666,37.94,35.0,48.0
03/01/2018 18:23:24.546666,37.79,34.0,49.0
03/01/2018 18:26:04.646666,37.38,33.0,50.0
03/01/2018 18:28:44.503333,64.17,33.0,48.0
03/01/2018 18:32:44.490000,65.48,34.0,47.0
03/01/2018 18:35:24.826666,60.89,34.0,47.0
03/01/2018 18:38:04.456666,40.61,33.0,49.0
03/01/2018 18:40:44.466666,51.89,33.0,49.0
03/01/2018 18:44:44.486666,59.15,33.0,49.0
03/01/2018 18:47:24.516666,65.89,31.0,50.0
03/01/2018 18:50:04.450000,56.79,30.0,51.0
03/01/2018 18:52:44.700000,49.91,31.0,48.0
03/01/2018 18:56:44.463333,41.83,32.0,49.0
03/01/2018 18:59:24.743333,46.3,32.0,50.0
03/01/2018 19:02:04.416666,43.44,31.0,51.0
03/01/2018 19:04:44.653333,37.7,30.0,50.0
03/01/2018 19:08:44.646666,39.13,30.0,50.0
03/01/2018 19:11:24.440000,38.53,31.0,50.0
03/01/2018 19:14:04.450000,41.49,31.0,48.0
03/01/2018 19:16:45.000000,39.78,32.0,50.0
03/01/2018 19:20:44.496666,40.19,31.0,50.0
03/01/2018 19:23:24.586666,41.37,32.0,51.0
03/01/2018 19:26:04.513333,37.32,31.0,52.0
03/01/2018 19:28:44.446666,33.35,29.0,52.0
03/01/2018 19:32:44.596666,40.26,30.0,53.0
03/01/2018 19:35:24.473333,80.32,29.0,53.0
03/01/2018 19:38:04.546666,53.17,28.0,54.0
03/01/2018 19:40:44.443333,37.87,29.0,52.0
03/01/2018 19:44:44.443333,37.15,29.0,53.0
03/01/2018 19:47:24.626666,35.91,29.0,53.0
03/01/2018 19:50:04.486666,35.04,28.0,52.0
03/01/2018 19:52:44.513333,36.4,28.0,53.0
03/01/2018 19:56:44.436666,33.68,27.0,54.0
03/01/2018 19:59:24.510000,36.6,27.0,53.0
03/01/2018 20:02:04.516666,36.55,27.0,53.0
03/01/2018 20:04:44.440000,38.46,27.0,53.0
03/01/2018 20:08:44.580000,37.48,26.0,54.0
03/01/2018 20:11:24.506666,36.57,26.0,54.0
03/01/2018 20:14:05.176666,36.74,26.0,54.0
03/01/2018 20:16:44.476666,38.78,26.0,54.0
03/01/2018 20:20:44.506666,38.04,25.0,54.0
03/01/2018 20:23:24.456666,38.94,25.0,55.0
03/01/2018 20:26:04.870000,37.43,24.0,56.0
03/01/2018 20:28:44.710000,39.34,24.0,57.0
03/01/2018 20:32:44.676666,50.66,23.0,55.0
03/01/2018 20:35:24.516666,44.96,22.0,56.0
03/01/2018 20:38:04.643333,36.51,22.0,56.0
03/01/2018 20:40:44.516666,31.64,22.0,56.0
03/01/2018 20:44:44.533333,33.15,21.0,56.0
03/01/2018 20:47:24.650000,26.21,21.0,60.0
03/01/2018 20:50:05.140000,31.96,21.0,60.0
03/01/2018 20:52:44.603333,24.45,19.0,59.0
03/01/2018 20:56:44.566666,30.13,20.0,59.0
03/01/2018 20:59:24.463333,32.09,19.0,60.0
03/01/2018 21:02:04.526666,57.13,20.0,58.0
03/01/2018 21:04:44.480000,59.02,19.0,61.0
03/01/2018 21:08:44.550000,55.57,19.0,60.0
03/01/2018 21:11:24.550000,55.79,19.0,60.0
03/01/2018 21:14:04.480000,49.98,19.0,59.0
03/01/2018 21:16:44.806666,49.09,19.0,61.0
03/01/2018 21:20:44.560000,44.63,20.0,60.0
03/01/2018 21:23:24.590000,74.0,20.0,58.0
03/01/2018 21:26:04.523333,46.66,20.0,60.0
03/01/2018 21:28:44.483333,65.76,20.0,59.0
03/01/2018 21:32:44.486666,47.62,20.0,60.0
03/01/2018 21:35:24.610000,46.83,20.0,59.0
03/01/2018 21:38:04.610000,50.79,20.0,59.0
03/01/2018 21:40:44.523333,47.6,20.0,59.0
03/01/2018 21:44:44.596666,56.45,19.0,61.0
03/01/2018 21:47:24.733333,63.62,19.0,61.0
03/01/2018 21:50:04.513333,56.19,19.0,59.0
03/01/2018 21:52:44.520000,60.89,20.0,59.0
03/01/2018 21:56:44.486666,65.51,19.0,59.0
03/01/2018 21:59:24.530000,44.26,19.0,59.0
03/01/2018 22:02:04.516666,53.67,20.0,60.0
03/01/2018 22:04:44.806666,71.67,19.0,60.0
03/01/2018 22:08:44.536666,41.04,19.0,60.0
03/01/2018 22:11:24.630000,42.98,18.0,60.0
03/01/2018 22:14:04.603333,51.36,18.0,60.0
03/01/2018 22:16:44.523333,63.33,18.0,60.0
03/01/2018 22:20:44.703333,44.67,18.0,60.0
03/01/2018 22:23:24.580000,52.83,18.0,61.0
03/01/2018 22:26:04.613333,39.43,18.0,60.0
03/01/2018 22:28:44.650000,40.96,18.0,61.0
03/01/2018 22:32:44.573333,38.34,18.0,62.0
03/01/2018 22:35:24.523333,33.52,18.0,61.0
03/01/2018 22:38:04.523333,25.62,18.0,61.0
03/01/2018 22:40:44.516666,23.43,18.0,60.0
03/01/2018 22:44:44.613333,29.85,18.0,61.0
03/01/2018 22:47:24.686666,41.5,18.0,60.0
03/01/2018 22:50:04.526666,42.13,18.0,60.0
03/01/2018 22:52:44.550000,47.73,18.0,60.0
03/01/2018 22:56:44.750000,51.27,18.0,60.0
03/01/2018 22:59:24.693333,51.26,18.0,60.0
03/01/2018 23:02:04.526666,71.06,18.0,61.0
03/01/2018 23:04:44.576666,47.57,17.0,60.0
03/01/2018 23:08:44.520000,44.91,22.0,60.0
03/01/2018 23:11:25.053333,42.72,24.0,58.0
03/01/2018 23:14:04.670000,78.65,25.0,58.0
03/01/2018 23:16:44.616666,44.19,26.0,58.0
03/01/2018 23:20:44.566666,36.41,26.0,56.0
03/01/2018 23:23:24.626666,42.26,27.0,57.0
03/01/2018 23:26:04.656666,40.28,27.0,57.0
03/01/2018 23:28:44.566666,39.57,27.0,57.0
03/01/2018 23:32:44.590000,39.58,27.0,56.0
03/01/2018 23:35:24.600000,42.3,28.0,54.0
03/01/2018 23:38:04.646666,49.51,30.0,54.0
03/01/2018 23:40:44.620000,54.26,29.0,55.0
03/01/2018 23:44:44.743333,55.2,29.0,54.0
03/01/2018 23:47:25.536666,37.21,29.0,55.0
03/01/2018 23:50:04.600000,38.38,29.0,55.0
03/01/2018 23:52:44.566666,33.85,29.0,55.0
03/01/2018 23:56:44.720000,35.43,29.0,54.0
03/01/2018 23:59:24.576666,37.68,29.0,53.0
03/02/2018 00:02:05.516666,39.51,30.0,52.0
03/02/2018 00:04:45.920000,39.2,30.0,52.0
03/02/2018 00:08:44.583333,40.24,31.0,51.0
03/02/2018 00:11:24.610000,56.43,31.0,51.0
03/02/2018 00:14:04.600000,56.23,31.0,51.0
03/02/2018 00:16:44.606666,59.6,30.0,52.0
03/02/2018 00:20:44.616666,57.95,30.0,52.0
03/02/2018 00:23:24.626666,37.72,29.0,52.0
03/02/2018 00:26:04.653333,41.45,29.0,51.0
03/02/2018 00:28:44.760000,36.51,29.0,52.0
03/02/2018 00:32:44.600000,40.21,29.0,51.0
03/02/2018 00:35:24.716666,38.64,29.0,52.0
03/02/2018 00:38:04.603333,37.62,29.0,51.0
03/02/2018 00:40:44.913333,39.74,30.0,51.0
03/02/2018 00:44:44.640000,36.83,29.0,52.0
03/02/2018 00:47:24.696666,36.04,28.0,52.0
03/02/2018 00:50:04.633333,38.24,28.0,52.0
03/02/2018 00:52:44.640000,39.7,28.0,52.0
03/02/2018 00:56:44.646666,40.72,28.0,52.0
03/02/2018 00:59:24.906666,38.65,28.0,52.0
03/02/2018 01:02:04.650000,38.6,28.0,52.0
03/02/2018 01:04:44.666666,39.87,28.0,52.0
03/02/2018 01:08:44.803333,37.62,28.0,52.0
03/02/2018 01:11:24.806666,39.38,27.0,53.0
03/02/2018 01:14:04.656666,41.74,28.0,51.0
03/02/2018 01:16:44.820000,63.3,28.0,52.0
03/02/2018 01:20:44.713333,44.6,27.0,52.0
03/02/2018 01:23:24.726666,41.51,27.0,52.0
03/02/2018 01:26:04.623333,60.04,27.0,53.0
03/02/2018 01:28:44.633333,56.68,27.0,53.0
03/02/2018 01:32:44.646666,61.68,27.0,52.0
03/02/2018 01:35:24.686666,59.47,27.0,52.0
03/02/2018 01:38:04.806666,59.72,27.0,52.0
03/02/2018 01:40:44.756666,65.3,28.0,52.0
03/02/2018 01:44:44.640000,47.96,28.0,52.0
03/02/2018 01:47:24.793333,46.4,28.0,52.0
03/02/2018 01:50:04.713333,55.43,28.0,52.0
03/02/2018 01:52:44.660000,41.36,28.0,52.0
