InstrumentName, APCD,,
StartTime, 2018-03-01 00:00:00,,
EndTime, 2018-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2018 00:02:21.426666,5.65,32.0,47.0
03/01/2018 00:05:01.690000,5.5,32.0,48.0
03/01/2018 00:07:41.316666,6.29,34.0,48.0
03/01/2018 00:11:41.350000,5.77,33.0,49.0
03/01/2018 00:14:21.600000,6.45,33.0,48.0
03/01/2018 00:17:01.430000,5.36,32.0,48.0
03/01/2018 00:19:41.663333,6.15,34.0,49.0
03/01/2018 00:23:41.316666,5.53,36.0,49.0
03/01/2018 00:26:21.463333,5.45,35.0,49.0
03/01/2018 00:29:01.336666,5.57,34.0,49.0
03/01/2018 00:31:41.253333,5.31,34.0,49.0
03/01/2018 00:35:41.523333,4.5,33.0,49.0
03/01/2018 00:38:21.366666,5.77,32.0,48.0
03/01/2018 00:41:01.473333,6.63,31.0,48.0
03/01/2018 00:43:41.456666,6.15,32.0,48.0
03/01/2018 00:47:42.040000,5.69,34.0,49.0
03/01/2018 00:50:21.353333,5.82,34.0,49.0
03/01/2018 00:53:01.253333,5.79,37.0,49.0
03/01/2018 00:55:41.553333,4.89,35.0,49.0
03/01/2018 00:59:41.753333,4.87,33.0,47.0
03/01/2018 01:02:21.440000,5.18,34.0,48.0
03/01/2018 01:05:01.806666,7.38,34.0,48.0
03/01/2018 01:07:41.273333,6.72,35.0,48.0
03/01/2018 01:11:41.310000,6.59,37.0,48.0
03/01/2018 01:14:21.560000,22.24,37.0,47.0
03/01/2018 01:17:01.246666,13.65,38.0,47.0
03/01/2018 01:19:41.683333,15.75,39.0,47.0
03/01/2018 01:23:41.400000,11.95,41.0,47.0
03/01/2018 01:26:21.323333,7.9,41.0,46.0
03/01/2018 01:29:01.583333,10.08,42.0,46.0
03/01/2018 01:31:41.490000,19.97,42.0,46.0
03/01/2018 01:35:41.353333,10.0,42.0,46.0
03/01/2018 01:38:21.476666,7.46,42.0,45.0
03/01/2018 01:41:01.530000,6.72,43.0,46.0
03/01/2018 01:43:41.433333,7.53,43.0,46.0
03/01/2018 02:53:01.580000,11.62,38.0,46.0
03/01/2018 02:55:42.146666,15.35,38.0,46.0
03/01/2018 02:59:41.866666,13.6,40.0,46.0
03/01/2018 03:02:23.703333,10.15,40.0,46.0
03/01/2018 03:05:04.393333,8.91,41.0,46.0
03/01/2018 03:09:01.633333,8.66,42.0,46.0
03/01/2018 03:11:41.213333,12.74,43.0,46.0
03/01/2018 03:14:23.680000,11.6,42.0,46.0
03/01/2018 03:17:03.733333,17.7,42.0,45.0
03/01/2018 03:19:42.000000,11.5,42.0,46.0
03/01/2018 03:23:41.390000,8.28,42.0,46.0
03/01/2018 03:26:24.023333,6.92,41.0,46.0
03/01/2018 03:29:04.323333,7.74,41.0,45.0
03/01/2018 03:31:41.353333,18.18,41.0,45.0
03/01/2018 03:35:41.360000,9.08,41.0,46.0
