InstrumentName, Woods Park,,
StartTime, 2020-01-01 00:00:00,,
EndTime, 2020-01-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
01/01/2020 00:01:55.000000,2.89,4.44,4.0
01/01/2020 00:03:55.000000,3.22,4.91,4.32
01/01/2020 00:05:55.000000,3.37,4.51,4.37
01/01/2020 00:07:55.000000,3.51,4.54,4.54
01/01/2020 00:09:55.000000,3.14,4.06,3.99
01/01/2020 00:11:55.000000,2.41,3.64,3.41
01/01/2020 00:13:55.000000,3.37,4.54,4.5
01/01/2020 00:15:55.000000,4.89,6.49,6.31
01/01/2020 00:17:55.000000,3.87,5.14,4.74
01/01/2020 00:19:55.000000,3.36,4.68,4.64
01/01/2020 00:21:55.000000,3.33,5.07,4.42
01/01/2020 00:23:55.000000,3.47,4.69,4.51
01/01/2020 00:25:55.000000,3.03,4.56,4.37
01/01/2020 00:27:55.000000,4.46,6.41,5.83
01/01/2020 00:29:55.000000,4.72,6.07,5.9
01/01/2020 00:31:55.000000,3.66,5.56,5.25
01/01/2020 00:33:55.000000,4.04,5.61,5.26
01/01/2020 00:35:55.000000,4.47,6.03,5.84
01/01/2020 00:37:55.000000,4.34,5.49,5.18
01/01/2020 00:39:55.000000,3.54,5.09,4.47
01/01/2020 00:41:55.000000,4.93,7.24,6.41
01/01/2020 00:43:55.000000,5.77,7.2,6.91
01/01/2020 00:45:55.000000,3.09,4.27,4.19
01/01/2020 00:47:55.000000,3.19,4.41,4.1
01/01/2020 00:49:55.000000,2.91,3.56,3.51
01/01/2020 00:51:55.000000,3.3,4.56,4.27
01/01/2020 00:53:55.000000,2.47,3.27,3.23
01/01/2020 00:55:55.000000,2.31,3.07,2.96
01/01/2020 00:57:55.000000,2.24,3.41,3.35
01/01/2020 00:59:55.000000,2.21,3.07,2.94
01/01/2020 01:01:55.000000,1.57,2.29,2.26
01/01/2020 01:03:55.000000,1.93,2.82,2.31
01/01/2020 01:05:55.000000,1.82,3.03,2.93
01/01/2020 01:07:55.000000,1.8,2.29,2.29
01/01/2020 01:09:55.000000,1.89,2.84,2.36
01/01/2020 01:11:55.000000,1.99,2.72,2.66
01/01/2020 01:13:55.000000,1.73,2.6,2.42
01/01/2020 01:15:55.000000,2.69,4.01,3.76
01/01/2020 01:17:55.000000,2.96,4.16,4.04
01/01/2020 01:19:55.000000,2.55,3.39,3.36
01/01/2020 01:21:55.000000,2.9,3.55,3.48
01/01/2020 01:23:55.000000,3.49,4.69,4.34
01/01/2020 01:25:55.000000,3.74,5.06,4.91
01/01/2020 01:27:55.000000,3.29,4.07,3.66
01/01/2020 01:29:55.000000,3.71,4.9,4.51
01/01/2020 01:31:55.000000,3.82,5.07,4.63
01/01/2020 01:33:55.000000,4.27,5.32,5.2
01/01/2020 01:35:55.000000,3.99,5.46,4.97
01/01/2020 01:37:55.000000,3.81,5.03,4.87
01/01/2020 01:39:55.000000,3.94,5.04,5.04
01/01/2020 01:41:55.000000,3.28,4.41,4.14
01/01/2020 01:43:55.000000,3.68,5.21,4.96
01/01/2020 01:45:55.000000,3.67,5.41,4.61
01/01/2020 01:47:55.000000,3.21,4.39,4.25
01/01/2020 01:49:55.000000,3.26,4.58,4.19
01/01/2020 01:51:54.000000,3.21,4.25,3.87
01/01/2020 01:53:54.000000,3.2,4.2,4.2
01/01/2020 01:55:54.000000,2.53,3.79,3.51
01/01/2020 01:57:54.000000,3.01,4.38,4.25
01/01/2020 02:01:55.000000,3.01,4.78,4.23
01/01/2020 02:03:55.000000,2.84,3.91,3.57
01/01/2020 02:05:55.000000,2.96,4.03,3.78
01/01/2020 02:07:55.000000,2.77,3.58,3.51
01/01/2020 02:09:54.000000,2.36,3.43,3.29
01/01/2020 02:11:54.000000,1.99,3.22,2.65
01/01/2020 02:13:54.000000,2.62,3.78,3.35
01/01/2020 02:15:54.000000,2.56,3.7,3.54
01/01/2020 02:17:54.000000,2.59,3.56,3.56
01/01/2020 02:19:54.000000,3.04,4.13,3.59
01/01/2020 02:21:54.000000,2.58,3.88,3.76
01/01/2020 02:23:54.000000,3.23,4.39,4.04
01/01/2020 02:25:54.000000,3.17,4.87,4.64
01/01/2020 02:27:54.000000,3.62,5.63,5.18
01/01/2020 02:29:54.000000,3.87,5.1,4.88
01/01/2020 02:31:54.000000,4.07,5.12,4.77
01/01/2020 02:33:54.000000,4.23,5.46,5.39
01/01/2020 02:35:54.000000,3.8,4.78,4.75
01/01/2020 02:37:54.000000,3.88,5.12,4.99
01/01/2020 02:39:54.000000,3.6,4.5,4.5
01/01/2020 02:41:54.000000,4.14,5.63,5.23
01/01/2020 02:43:55.000000,4.23,5.63,5.2
01/01/2020 02:45:55.000000,3.96,5.7,4.87
01/01/2020 02:47:54.000000,3.62,4.57,4.51
01/01/2020 02:49:54.000000,3.63,4.83,4.51
01/01/2020 02:51:54.000000,3.01,3.93,3.8
01/01/2020 02:53:54.000000,3.71,4.93,4.69
01/01/2020 02:55:54.000000,3.5,4.15,4.04
01/01/2020 02:57:55.000000,3.8,5.29,5.0
01/01/2020 02:59:54.000000,2.99,3.76,3.72
01/01/2020 03:01:54.000000,3.66,4.91,4.43
01/01/2020 03:03:55.000000,3.31,4.47,4.15
01/01/2020 03:05:55.000000,2.97,4.07,3.65
01/01/2020 03:07:54.000000,3.2,4.3,4.1
01/01/2020 03:09:54.000000,2.82,3.85,3.75
01/01/2020 03:11:55.000000,2.62,4.0,3.75
01/01/2020 03:13:54.000000,3.21,4.0,3.94
01/01/2020 03:15:54.000000,3.99,5.34,5.01
01/01/2020 03:17:54.000000,4.2,5.69,5.23
01/01/2020 03:19:54.000000,3.31,4.79,4.46
01/01/2020 03:21:54.000000,2.77,3.96,3.75
01/01/2020 03:23:54.000000,3.36,4.42,4.42
01/01/2020 03:25:54.000000,2.74,3.77,3.51
01/01/2020 03:27:54.000000,3.0,4.71,4.35
01/01/2020 03:29:54.000000,3.39,4.39,4.14
01/01/2020 03:31:55.000000,3.04,4.24,4.24
01/01/2020 03:33:55.000000,3.04,4.3,3.91
01/01/2020 03:35:55.000000,2.83,3.81,3.61
01/01/2020 03:37:54.000000,2.65,3.85,3.59
01/01/2020 03:39:54.000000,2.4,3.09,3.01
