InstrumentName, Melody-Catalpa,,
StartTime, 2020-01-01 00:00:00,,
EndTime, 2020-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2020 00:01:50.474000,0.0,27.0,45.0
01/01/2020 00:03:50.405000,0.0,28.0,45.0
01/01/2020 00:05:50.247000,0.0,28.0,45.0
01/01/2020 00:07:50.028000,0.0,28.0,44.0
01/01/2020 00:09:50.358000,0.0,28.0,44.0
01/01/2020 00:11:50.013000,0.0,28.0,44.0
01/01/2020 00:13:50.323000,0.0,28.0,44.0
01/01/2020 00:15:50.017000,0.0,28.0,44.0
01/01/2020 00:17:50.341000,0.0,30.0,44.0
01/01/2020 00:19:50.418000,0.0,30.0,44.0
01/01/2020 00:21:50.510000,0.0,30.0,43.0
01/01/2020 00:23:50.016000,0.0,29.0,43.0
01/01/2020 00:25:50.416000,0.0,30.0,43.0
01/01/2020 00:27:50.459000,0.0,30.0,43.0
01/01/2020 00:29:50.028000,0.0,30.0,43.0
01/01/2020 00:31:50.335000,0.0,29.0,43.0
01/01/2020 00:33:50.461000,0.0,30.0,42.0
01/01/2020 00:35:50.751000,0.0,30.0,42.0
01/01/2020 00:37:50.389000,0.0,30.0,42.0
01/01/2020 00:39:50.237000,0.0,30.0,42.0
01/01/2020 00:41:50.463000,0.0,30.0,42.0
01/01/2020 00:43:50.254000,0.0,30.0,42.0
01/01/2020 00:45:50.017000,0.0,31.0,42.0
01/01/2020 00:47:50.465000,0.0,30.0,42.0
01/01/2020 00:49:50.391000,0.0,30.0,41.0
01/01/2020 00:51:50.017000,0.0,30.0,41.0
01/01/2020 00:53:50.234000,0.0,30.0,41.0
01/01/2020 00:55:50.365000,0.0,35.0,41.0
01/01/2020 00:57:50.223000,0.0,31.0,41.0
01/01/2020 00:59:50.443000,0.0,31.0,41.0
01/01/2020 01:01:50.236000,0.0,30.0,40.0
01/01/2020 01:03:50.009000,0.0,31.0,41.0
01/01/2020 01:05:50.110000,0.0,30.0,41.0
01/01/2020 01:07:50.230000,0.0,31.0,41.0
01/01/2020 01:09:50.018000,0.0,32.0,41.0
01/01/2020 01:11:50.351000,0.0,31.0,40.0
01/01/2020 01:13:50.351000,0.0,31.0,40.0
01/01/2020 01:15:50.246000,0.0,32.0,40.0
01/01/2020 01:17:50.443000,0.0,32.0,40.0
01/01/2020 01:19:50.449000,0.0,33.0,40.0
01/01/2020 01:21:50.002000,0.0,32.0,40.0
01/01/2020 01:23:50.019000,0.0,32.0,39.0
01/01/2020 01:25:50.230000,0.0,32.0,40.0
01/01/2020 01:27:50.235000,0.0,31.0,40.0
01/01/2020 01:29:50.011000,0.0,32.0,40.0
01/01/2020 01:31:50.231000,0.0,31.0,39.0
01/01/2020 01:33:50.276000,0.0,32.0,39.0
01/01/2020 01:35:50.678000,0.0,32.0,39.0
01/01/2020 01:37:50.428000,0.0,31.0,39.0
01/01/2020 01:39:50.412000,0.0,32.0,39.0
01/01/2020 01:41:50.004000,0.0,32.0,39.0
01/01/2020 01:43:50.386000,0.0,31.0,39.0
01/01/2020 01:45:50.360000,0.0,31.0,39.0
01/01/2020 01:47:50.019000,0.0,32.0,39.0
01/01/2020 01:49:50.377000,0.0,31.0,39.0
01/01/2020 01:51:50.400000,0.0,31.0,39.0
01/01/2020 01:53:50.008000,0.0,32.0,39.0
01/01/2020 01:55:50.456000,0.0,32.0,39.0
01/01/2020 01:57:50.541000,0.0,32.0,39.0
01/01/2020 01:59:50.419000,0.0,32.0,39.0
01/01/2020 02:03:50.373000,0.0,32.0,39.0
01/01/2020 02:05:50.428000,0.0,32.0,39.0
01/01/2020 02:07:50.342000,0.0,32.0,38.0
01/01/2020 02:09:50.252000,0.0,32.0,38.0
01/01/2020 02:11:50.476000,0.0,32.0,38.0
01/01/2020 02:13:50.334000,0.0,33.0,38.0
01/01/2020 02:15:50.457000,0.0,33.0,38.0
01/01/2020 02:17:50.331000,0.0,33.0,38.0
01/01/2020 02:19:49.998000,0.0,33.0,38.0
01/01/2020 02:21:50.489000,0.0,33.0,38.0
01/01/2020 02:23:50.834000,0.0,33.0,38.0
01/01/2020 02:25:50.060000,0.0,34.0,38.0
01/01/2020 02:27:50.221000,0.0,33.0,38.0
01/01/2020 02:29:50.335000,0.0,33.0,38.0
01/01/2020 02:31:50.411000,0.0,32.0,38.0
01/01/2020 02:33:50.354000,0.0,32.0,37.0
01/01/2020 02:35:50.836000,0.0,34.0,38.0
01/01/2020 02:37:50.471000,0.0,36.0,38.0
01/01/2020 02:39:50.031000,0.0,36.0,38.0
01/01/2020 02:41:50.218000,0.0,34.0,37.0
01/01/2020 02:43:50.022000,0.0,33.0,37.0
01/01/2020 02:45:50.231000,0.0,36.0,37.0
01/01/2020 02:47:50.018000,0.0,37.0,37.0
01/01/2020 02:49:50.014000,0.0,36.0,38.0
01/01/2020 02:51:50.243000,0.0,36.0,38.0
01/01/2020 02:53:50.415000,0.0,37.0,37.0
01/01/2020 02:55:50.499000,0.0,37.0,37.0
01/01/2020 02:57:50.011000,0.0,36.0,37.0
01/01/2020 02:59:50.217000,0.0,39.0,37.0
01/01/2020 03:01:50.235000,0.0,36.0,37.0
01/01/2020 03:03:50.380000,0.0,36.0,37.0
01/01/2020 03:05:50.335000,0.0,36.0,37.0
01/01/2020 03:07:50.238000,0.0,35.0,37.0
01/01/2020 03:09:50.237000,0.0,36.0,37.0
01/01/2020 03:11:50.001000,0.0,36.0,37.0
01/01/2020 03:13:50.225000,0.0,36.0,37.0
01/01/2020 03:15:50.436000,0.0,36.0,37.0
01/01/2020 03:17:50.431000,0.0,36.0,37.0
01/01/2020 03:19:50.010000,0.0,36.0,37.0
01/01/2020 03:21:50.334000,0.0,36.0,37.0
01/01/2020 03:23:50.032000,0.0,37.0,36.0
01/01/2020 03:25:50.286000,0.0,37.0,36.0
01/01/2020 03:27:50.314000,0.0,39.0,37.0
01/01/2020 03:29:50.442000,0.0,38.0,37.0
01/01/2020 03:31:50.445000,0.0,37.0,37.0
01/01/2020 03:33:50.314000,0.0,37.0,37.0
01/01/2020 03:35:50.904000,0.0,38.0,37.0
01/01/2020 03:37:50.211000,0.0,38.0,36.0
01/01/2020 03:39:50.460000,0.0,37.0,37.0
