InstrumentName, Wash Park West B
StartTime, 2020-01-01 00:00:00
EndTime, 2020-01-31 23:59:59
Date,PM2.5
01/01/2020 00:01:26.477000,0.0
01/01/2020 00:03:26.495000,0.0
01/01/2020 00:05:27.152000,0.0
01/01/2020 00:07:26.506000,0.0
01/01/2020 00:09:26.493000,0.0
01/01/2020 00:11:26.482000,0.0
01/01/2020 00:13:26.507000,0.0
01/01/2020 00:15:26.509000,0.0
01/01/2020 00:17:26.511000,0.0
01/01/2020 00:19:26.517000,0.0
01/01/2020 00:21:26.525000,0.0
01/01/2020 00:23:26.512000,0.0
01/01/2020 00:25:26.541000,0.0
01/01/2020 00:27:26.535000,0.0
01/01/2020 00:29:26.500000,0.0
01/01/2020 00:31:26.542000,0.0
01/01/2020 00:33:26.584000,0.0
01/01/2020 00:35:26.523000,0.0
01/01/2020 00:37:26.514000,0.0
01/01/2020 00:39:26.512000,0.0
01/01/2020 00:41:26.553000,0.0
01/01/2020 00:43:26.509000,0.0
01/01/2020 00:45:26.855000,0.0
01/01/2020 00:47:26.523000,0.0
01/01/2020 00:49:26.556000,0.0
01/01/2020 00:51:26.548000,0.0
01/01/2020 00:53:26.954000,0.0
01/01/2020 00:55:26.543000,0.0
01/01/2020 00:57:26.548000,0.0
01/01/2020 00:59:26.578000,0.0
01/01/2020 01:01:26.548000,0.0
01/01/2020 01:03:26.554000,0.0
01/01/2020 01:05:26.558000,0.0
01/01/2020 01:07:26.551000,0.0
01/01/2020 01:09:26.564000,0.0
01/01/2020 01:11:26.585000,0.0
01/01/2020 01:13:26.586000,0.0
01/01/2020 01:15:26.628000,0.0
01/01/2020 01:17:26.568000,0.0
01/01/2020 01:19:26.611000,0.0
01/01/2020 01:21:26.572000,0.0
01/01/2020 01:23:26.595000,0.0
01/01/2020 01:25:26.575000,0.0
01/01/2020 01:27:26.616000,0.0
01/01/2020 01:29:26.568000,0.0
01/01/2020 01:31:26.579000,0.0
01/01/2020 01:33:26.591000,0.0
01/01/2020 01:35:26.662000,0.0
01/01/2020 01:37:26.574000,0.0
01/01/2020 01:39:26.597000,0.0
01/01/2020 01:41:26.595000,0.0
01/01/2020 01:43:26.583000,0.0
01/01/2020 01:45:26.611000,0.0
01/01/2020 01:47:26.606000,0.0
01/01/2020 01:49:26.590000,0.0
01/01/2020 01:51:26.693000,0.0
01/01/2020 01:53:26.901000,0.0
01/01/2020 01:55:26.682000,0.0
01/01/2020 01:57:26.613000,0.0
01/01/2020 01:59:26.617000,0.0
01/01/2020 02:03:26.622000,0.0
01/01/2020 02:05:26.605000,0.0
01/01/2020 02:07:26.661000,0.0
01/01/2020 02:09:26.667000,0.0
01/01/2020 02:11:26.616000,0.0
01/01/2020 02:13:26.663000,0.0
01/01/2020 02:15:26.608000,0.0
01/01/2020 02:17:26.615000,0.0
01/01/2020 02:19:26.662000,0.0
01/01/2020 02:21:26.752000,0.0
01/01/2020 02:23:26.652000,0.0
01/01/2020 02:25:26.640000,0.0
01/01/2020 02:27:26.646000,0.0
01/01/2020 02:29:26.641000,0.0
01/01/2020 02:31:26.655000,0.0
01/01/2020 02:33:26.696000,0.0
01/01/2020 02:35:27.017000,0.0
01/01/2020 02:37:26.670000,0.0
01/01/2020 02:39:29.004000,0.0
01/01/2020 02:41:26.728000,0.0
01/01/2020 02:43:26.652000,0.0
01/01/2020 02:45:26.717000,0.0
01/01/2020 02:47:26.667000,0.0
01/01/2020 02:49:26.734000,0.0
01/01/2020 02:51:26.703000,0.0
01/01/2020 02:53:27.067000,0.0
01/01/2020 02:55:26.731000,0.0
01/01/2020 02:57:26.658000,0.0
01/01/2020 02:59:26.667000,0.0
01/01/2020 03:01:26.687000,0.0
01/01/2020 03:03:26.679000,0.0
01/01/2020 03:05:26.760000,0.0
01/01/2020 03:07:26.662000,0.0
01/01/2020 03:09:26.675000,0.0
01/01/2020 03:11:26.749000,0.0
01/01/2020 03:13:26.677000,0.0
01/01/2020 03:15:26.702000,0.0
01/01/2020 03:17:26.748000,0.0
01/01/2020 03:19:26.720000,0.0
01/01/2020 03:21:26.683000,0.0
01/01/2020 03:23:26.680000,0.0
01/01/2020 03:25:26.711000,0.0
01/01/2020 03:27:26.735000,0.0
01/01/2020 03:29:26.695000,0.0
01/01/2020 03:31:26.685000,0.0
01/01/2020 03:33:26.729000,0.0
01/01/2020 03:35:26.717000,0.0
01/01/2020 03:37:26.727000,0.0
01/01/2020 03:39:26.717000,0.0
01/01/2020 03:41:26.693000,0.0
01/01/2020 03:43:27.164000,0.0
01/01/2020 03:45:26.704000,0.0
01/01/2020 03:47:26.744000,0.0
01/01/2020 03:49:26.725000,0.0
01/01/2020 03:51:26.756000,0.0
01/01/2020 03:53:27.025000,0.0
01/01/2020 03:55:26.732000,0.0
01/01/2020 03:57:26.730000,0.0
01/01/2020 03:59:26.741000,0.0
01/01/2020 04:01:26.763000,0.0
01/01/2020 04:03:26.728000,0.0
01/01/2020 04:05:26.753000,0.0
01/01/2020 04:07:26.962000,0.0
01/01/2020 04:09:26.956000,0.0
01/01/2020 04:11:26.785000,0.0
01/01/2020 04:13:27.363000,0.0
01/01/2020 04:15:26.757000,0.0
01/01/2020 04:17:26.751000,0.0
01/01/2020 04:19:26.730000,0.0
01/01/2020 04:21:26.756000,0.0
01/01/2020 04:23:26.741000,0.0
01/01/2020 04:25:26.764000,0.0
01/01/2020 04:27:26.783000,0.0
01/01/2020 04:29:26.776000,0.0
01/01/2020 04:31:26.776000,0.0
01/01/2020 04:33:26.757000,0.0
01/01/2020 04:35:26.787000,0.0
01/01/2020 04:37:26.774000,0.0
01/01/2020 04:39:26.770000,0.0
01/01/2020 04:41:26.763000,0.0
01/01/2020 04:43:26.790000,0.0
01/01/2020 04:45:26.768000,0.0
01/01/2020 04:47:26.764000,0.0
01/01/2020 04:49:26.826000,0.0
01/01/2020 04:51:26.790000,0.0
01/01/2020 04:53:27.177000,0.0
01/01/2020 04:55:26.855000,0.0
01/01/2020 04:57:26.930000,0.0
01/01/2020 04:59:26.767000,0.0
01/01/2020 05:01:26.788000,0.0
01/01/2020 05:03:26.795000,0.0
01/01/2020 05:05:26.797000,0.0
01/01/2020 05:07:26.801000,0.0
