InstrumentName, La Casa,,,,
StartTime, 2020-01-01 00:00:00,,,,
EndTime, 2020-01-31 23:59:59,,,,
Date,CO,NO2,O3,PM10,SO2
01/01/2020 00:00:00.000000,1.1,48.0,1.0,32.4,1.0
01/01/2020 01:00:00.000000,1.3,48.0,1.0,40.3,2.0
01/01/2020 02:00:00.000000,1.2,46.0,0.0,36.5,2.0
01/01/2020 03:00:00.000000,1.1,46.0,0.0,34.2,1.0
01/01/2020 04:00:00.000000,0.9,,0.0,31.7,1.0
01/01/2020 05:00:00.000000,0.7,43.0,2.0,26.4,0.0
01/01/2020 06:00:00.000000,0.7,44.0,1.0,23.9,0.0
01/01/2020 07:00:00.000000,0.7,44.0,0.0,28.8,
01/01/2020 08:00:00.000000,0.5,42.0,2.0,20.5,0.0
01/01/2020 09:00:00.000000,0.5,42.0,2.0,17.3,0.0
01/01/2020 10:00:00.000000,0.3,35.0,8.0,12.1,0.0
01/01/2020 11:00:00.000000,0.3,39.0,4.0,10.5,0.0
01/01/2020 12:00:00.000000,0.3,40.0,3.0,9.1,0.0
01/01/2020 13:00:00.000000,0.2,36.0,7.0,6.4,0.0
01/01/2020 14:00:00.000000,0.2,24.0,18.0,4.9,0.0
01/01/2020 15:00:00.000000,0.3,31.0,13.0,7.8,0.0
01/01/2020 16:00:00.000000,0.6,44.0,7.0,14.9,1.0
01/01/2020 17:00:00.000000,0.4,31.0,15.0,13.5,1.0
01/01/2020 18:00:00.000000,0.4,32.0,16.0,34.3,1.0
01/01/2020 19:00:00.000000,0.1,5.0,40.0,17.2,0.0
01/01/2020 20:00:00.000000,0.2,14.0,32.0,18.3,0.0
01/01/2020 21:00:00.000000,0.2,8.0,40.0,10.8,0.0
01/01/2020 22:00:00.000000,0.1,3.0,46.0,5.9,0.0
01/01/2020 23:00:00.000000,0.1,3.0,45.0,5.0,0.0
01/02/2020 00:00:00.000000,0.1,4.0,43.0,4.4,0.0
01/02/2020 01:00:00.000000,0.1,7.0,39.0,5.9,0.0
01/02/2020 02:00:00.000000,0.1,7.0,39.0,5.3,0.0
01/02/2020 03:00:00.000000,0.1,5.0,42.0,4.4,0.0
01/02/2020 04:00:00.000000,0.1,,41.0,4.7,0.0
01/02/2020 05:00:00.000000,0.1,3.0,43.0,3.8,0.0
01/02/2020 06:00:00.000000,0.1,2.0,44.0,4.8,0.0
01/02/2020 07:00:00.000000,0.1,8.0,38.0,4.0,
01/02/2020 08:00:00.000000,0.1,1.0,46.0,3.9,0.0
01/02/2020 09:00:00.000000,0.1,2.0,44.0,2.2,0.0
01/02/2020 10:00:00.000000,0.1,9.0,37.0,5.0,0.0
01/02/2020 11:00:00.000000,0.1,11.0,34.0,6.2,0.0
01/02/2020 12:00:00.000000,0.1,12.0,32.0,7.7,0.0
01/02/2020 13:00:00.000000,0.3,20.0,24.0,10.3,0.0
01/02/2020 14:00:00.000000,0.4,31.0,12.0,15.3,0.0
01/02/2020 15:00:00.000000,0.7,40.0,7.0,22.4,0.0
01/02/2020 16:00:00.000000,0.7,40.0,10.0,29.7,1.0
01/02/2020 17:00:00.000000,0.4,30.0,17.0,26.1,0.0
01/02/2020 18:00:00.000000,0.2,19.0,26.0,20.7,0.0
01/02/2020 19:00:00.000000,0.1,8.0,36.0,11.1,0.0
01/02/2020 20:00:00.000000,0.1,6.0,38.0,10.7,0.0
01/02/2020 21:00:00.000000,0.1,,36.0,13.3,0.0
01/02/2020 22:00:00.000000,0.2,,32.0,16.0,0.0
01/02/2020 23:00:00.000000,0.3,20.0,23.0,17.7,0.0
01/03/2020 00:00:00.000000,0.3,29.0,13.0,19.2,0.0
01/03/2020 01:00:00.000000,0.4,38.0,5.0,21.3,0.0
01/03/2020 02:00:00.000000,0.3,27.0,16.0,16.2,0.0
01/03/2020 03:00:00.000000,0.2,11.0,33.0,10.9,0.0
01/03/2020 04:00:00.000000,0.1,,31.0,7.2,0.0
01/03/2020 05:00:00.000000,0.2,23.0,18.0,12.7,0.0
01/03/2020 06:00:00.000000,0.3,33.0,8.0,11.1,0.0
01/03/2020 07:00:00.000000,0.2,22.0,20.0,7.1,
01/03/2020 08:00:00.000000,0.1,6.0,37.0,4.0,0.0
01/03/2020 09:00:00.000000,0.2,19.0,19.0,6.2,0.0
01/03/2020 10:00:00.000000,0.2,28.0,6.0,7.3,0.0
01/03/2020 11:00:00.000000,0.2,27.0,9.0,7.7,0.0
01/03/2020 12:00:00.000000,0.2,32.0,5.0,9.3,0.0
01/03/2020 13:00:00.000000,0.4,37.0,1.0,13.8,0.0
01/03/2020 14:00:00.000000,0.5,39.0,2.0,22.8,0.0
01/03/2020 15:00:00.000000,0.6,38.0,7.0,35.3,1.0
01/03/2020 16:00:00.000000,0.3,27.0,18.0,29.1,0.0
01/03/2020 17:00:00.000000,0.1,8.0,36.0,13.9,0.0
01/03/2020 18:00:00.000000,0.1,5.0,38.0,10.4,0.0
01/03/2020 19:00:00.000000,0.1,5.0,38.0,8.9,0.0
01/03/2020 20:00:00.000000,0.1,4.0,39.0,8.5,0.0
01/03/2020 21:00:00.000000,0.1,5.0,38.0,9.7,0.0
01/03/2020 22:00:00.000000,0.1,6.0,37.0,8.7,0.0
01/03/2020 23:00:00.000000,0.2,8.0,36.0,10.6,0.0
01/04/2020 00:00:00.000000,0.2,15.0,29.0,13.7,0.0
01/04/2020 01:00:00.000000,0.2,16.0,27.0,13.9,0.0
01/04/2020 02:00:00.000000,0.4,26.0,16.0,14.9,0.0
01/04/2020 03:00:00.000000,0.4,35.0,8.0,18.3,0.0
01/04/2020 04:00:00.000000,0.5,,5.0,16.5,0.0
01/04/2020 05:00:00.000000,0.6,38.0,1.0,14.9,0.0
01/04/2020 06:00:00.000000,0.4,34.0,1.0,16.9,0.0
01/04/2020 07:00:00.000000,0.2,21.0,14.0,8.4,
01/04/2020 08:00:00.000000,0.2,21.0,13.0,7.4,0.0
01/04/2020 09:00:00.000000,0.2,22.0,13.0,7.2,0.0
01/04/2020 10:00:00.000000,0.1,23.0,12.0,5.4,0.0
01/04/2020 11:00:00.000000,0.2,33.0,4.0,8.6,0.0
01/04/2020 12:00:00.000000,0.2,30.0,7.0,6.1,0.0
