InstrumentName, I-25 Denver,,
StartTime, 2020-01-01 00:00:00,,
EndTime, 2020-01-31 23:59:59,,
Date,CO,NO2,PM2.5
01/01/2020 00:00:00.000000,1.6,49.0,17.4
01/01/2020 01:00:00.000000,1.5,47.0,15.1
01/01/2020 02:00:00.000000,1.5,48.0,13.2
01/01/2020 03:00:00.000000,1.8,47.0,20.4
01/01/2020 04:00:00.000000,2.2,47.0,22.1
01/01/2020 05:00:00.000000,2.3,,23.7
01/01/2020 06:00:00.000000,1.3,47.0,16.3
01/01/2020 07:00:00.000000,1.0,46.0,12.4
01/01/2020 08:00:00.000000,1.1,46.0,12.9
01/01/2020 09:00:00.000000,1.2,47.0,11.9
01/01/2020 10:00:00.000000,0.6,46.0,6.1
01/01/2020 11:00:00.000000,0.5,45.0,4.2
01/01/2020 12:00:00.000000,0.7,46.0,4.1
01/01/2020 13:00:00.000000,0.7,47.0,4.8
01/01/2020 14:00:00.000000,0.8,46.0,3.8
01/01/2020 15:00:00.000000,0.8,44.0,4.1
01/01/2020 16:00:00.000000,0.8,41.0,5.3
01/01/2020 17:00:00.000000,0.3,18.0,3.7
01/01/2020 18:00:00.000000,0.2,5.0,1.9
01/01/2020 19:00:00.000000,0.3,17.0,4.1
01/01/2020 20:00:00.000000,0.3,16.0,4.1
01/01/2020 21:00:00.000000,0.3,18.0,4.7
01/01/2020 22:00:00.000000,0.2,6.0,1.9
01/01/2020 23:00:00.000000,0.2,8.0,1.7
01/02/2020 00:00:00.000000,0.3,8.0,1.8
01/02/2020 01:00:00.000000,0.4,18.0,2.5
01/02/2020 02:00:00.000000,0.4,23.0,3.4
01/02/2020 03:00:00.000000,0.2,11.0,1.5
01/02/2020 04:00:00.000000,0.4,12.0,1.4
01/02/2020 05:00:00.000000,0.3,,1.1
01/02/2020 06:00:00.000000,0.2,9.0,1.1
01/02/2020 07:00:00.000000,0.2,18.0,1.4
01/02/2020 08:00:00.000000,0.2,4.0,0.6
01/02/2020 09:00:00.000000,0.2,5.0,0.5
01/02/2020 10:00:00.000000,0.1,7.0,1.5
01/02/2020 11:00:00.000000,0.2,33.0,1.7
01/02/2020 12:00:00.000000,0.4,24.0,2.7
01/02/2020 13:00:00.000000,0.5,32.0,4.0
01/02/2020 14:00:00.000000,0.6,43.0,5.6
01/02/2020 15:00:00.000000,1.3,51.0,11.1
01/02/2020 16:00:00.000000,0.9,44.0,8.8
01/02/2020 17:00:00.000000,0.4,28.0,6.2
01/02/2020 18:00:00.000000,0.3,18.0,4.9
01/02/2020 19:00:00.000000,0.2,10.0,2.0
01/02/2020 20:00:00.000000,0.2,9.0,3.9
01/02/2020 21:00:00.000000,0.1,,3.3
01/02/2020 22:00:00.000000,0.2,,3.9
01/02/2020 23:00:00.000000,0.3,17.0,2.6
01/03/2020 00:00:00.000000,0.4,26.0,2.6
01/03/2020 01:00:00.000000,0.7,34.0,5.7
01/03/2020 02:00:00.000000,0.6,36.0,6.2
01/03/2020 03:00:00.000000,0.4,20.0,3.6
01/03/2020 04:00:00.000000,0.2,6.0,1.3
01/03/2020 05:00:00.000000,0.5,,3.5
01/03/2020 06:00:00.000000,0.1,8.0,2.2
01/03/2020 07:00:00.000000,0.1,6.0,1.0
01/03/2020 08:00:00.000000,0.3,24.0,2.2
01/03/2020 09:00:00.000000,0.2,22.0,1.7
01/03/2020 10:00:00.000000,0.3,27.0,1.6
01/03/2020 11:00:00.000000,0.2,27.0,2.0
01/03/2020 12:00:00.000000,0.3,34.0,2.2
01/03/2020 13:00:00.000000,0.5,39.0,4.5
01/03/2020 14:00:00.000000,0.6,42.0,7.1
01/03/2020 15:00:00.000000,0.5,37.0,6.0
01/03/2020 16:00:00.000000,0.3,25.0,4.5
01/03/2020 17:00:00.000000,0.4,20.0,4.9
01/03/2020 18:00:00.000000,0.4,16.0,5.3
01/03/2020 19:00:00.000000,0.3,15.0,3.0
01/03/2020 20:00:00.000000,0.3,16.0,2.5
01/03/2020 21:00:00.000000,0.4,15.0,2.9
01/03/2020 22:00:00.000000,0.4,16.0,3.0
01/03/2020 23:00:00.000000,0.5,18.0,2.7
01/04/2020 00:00:00.000000,0.5,18.0,2.7
01/04/2020 01:00:00.000000,0.5,16.0,2.6
01/04/2020 02:00:00.000000,0.5,16.0,4.1
01/04/2020 03:00:00.000000,0.5,20.0,3.2
01/04/2020 04:00:00.000000,0.7,35.0,5.1
01/04/2020 05:00:00.000000,0.6,,5.3
01/04/2020 06:00:00.000000,0.5,34.0,3.9
01/04/2020 07:00:00.000000,0.4,30.0,2.4
01/04/2020 08:00:00.000000,0.3,29.0,1.9
01/04/2020 09:00:00.000000,0.2,27.0,1.8
01/04/2020 10:00:00.000000,0.4,33.0,2.0
01/04/2020 11:00:00.000000,0.4,34.0,1.5
01/04/2020 12:00:00.000000,0.6,37.0,2.8
01/04/2020 13:00:00.000000,0.8,40.0,3.7
01/04/2020 14:00:00.000000,0.6,39.0,3.6
01/04/2020 15:00:00.000000,0.7,36.0,3.8
01/04/2020 16:00:00.000000,0.4,26.0,4.2
01/04/2020 17:00:00.000000,0.2,12.0,2.6
01/04/2020 18:00:00.000000,0.2,14.0,2.6
01/04/2020 19:00:00.000000,0.2,13.0,2.0
01/04/2020 20:00:00.000000,0.2,13.0,2.2
01/04/2020 21:00:00.000000,0.2,13.0,2.0
01/04/2020 22:00:00.000000,0.3,18.0,3.1
01/04/2020 23:00:00.000000,0.7,38.0,6.2
01/05/2020 00:00:00.000000,0.8,40.0,6.7
01/05/2020 01:00:00.000000,0.5,23.0,3.7
01/05/2020 02:00:00.000000,0.4,22.0,3.7
01/05/2020 03:00:00.000000,0.2,4.0,2.7
01/05/2020 04:00:00.000000,0.2,7.0,1.5
01/05/2020 05:00:00.000000,0.3,,1.8
01/05/2020 06:00:00.000000,0.1,5.0,1.3
01/05/2020 07:00:00.000000,0.1,7.0,1.4
01/05/2020 08:00:00.000000,0.1,8.0,1.2
01/05/2020 09:00:00.000000,0.1,6.0,1.7
01/05/2020 10:00:00.000000,0.2,23.0,2.2
01/05/2020 11:00:00.000000,0.2,27.0,2.0
01/05/2020 12:00:00.000000,0.1,13.0,0.9
