InstrumentName, Adams County Building
StartTime, 2020-01-01 00:00:00
EndTime, 2020-01-31 23:59:59
Date,PM2.5
01/01/2020 00:00:00.000000,11.4
01/01/2020 01:00:00.000000,15.3
01/01/2020 02:00:00.000000,18.7
01/01/2020 03:00:00.000000,15.7
01/01/2020 04:00:00.000000,16.6
01/01/2020 05:00:00.000000,17.8
01/01/2020 06:00:00.000000,22.0
01/01/2020 07:00:00.000000,15.5
01/01/2020 08:00:00.000000,13.2
01/01/2020 09:00:00.000000,7.9
01/01/2020 10:00:00.000000,5.9
01/01/2020 11:00:00.000000,5.4
01/01/2020 12:00:00.000000,4.6
01/01/2020 13:00:00.000000,5.4
01/01/2020 14:00:00.000000,3.4
01/01/2020 15:00:00.000000,2.7
01/01/2020 16:00:00.000000,4.2
01/01/2020 17:00:00.000000,7.3
01/01/2020 18:00:00.000000,4.2
01/01/2020 19:00:00.000000,2.7
01/01/2020 20:00:00.000000,1.6
01/01/2020 21:00:00.000000,1.8
01/01/2020 22:00:00.000000,1.5
01/01/2020 23:00:00.000000,1.5
01/02/2020 00:00:00.000000,2.3
01/02/2020 01:00:00.000000,1.6
01/02/2020 02:00:00.000000,1.9
01/02/2020 03:00:00.000000,1.5
01/02/2020 04:00:00.000000,1.1
01/02/2020 05:00:00.000000,1.2
01/02/2020 06:00:00.000000,1.2
01/02/2020 07:00:00.000000,1.1
01/02/2020 08:00:00.000000,1.3
01/02/2020 09:00:00.000000,0.9
01/02/2020 10:00:00.000000,1.5
01/02/2020 11:00:00.000000,1.9
01/02/2020 12:00:00.000000,4.0
01/02/2020 13:00:00.000000,7.3
01/02/2020 14:00:00.000000,8.9
01/02/2020 15:00:00.000000,13.1
01/02/2020 16:00:00.000000,12.6
01/02/2020 17:00:00.000000,7.7
01/02/2020 18:00:00.000000,5.9
01/02/2020 19:00:00.000000,3.8
01/02/2020 20:00:00.000000,2.4
01/02/2020 21:00:00.000000,3.1
01/02/2020 22:00:00.000000,3.5
01/02/2020 23:00:00.000000,4.3
01/03/2020 00:00:00.000000,4.1
01/03/2020 01:00:00.000000,4.9
01/03/2020 02:00:00.000000,4.1
01/03/2020 03:00:00.000000,3.2
01/03/2020 04:00:00.000000,3.1
01/03/2020 05:00:00.000000,3.4
01/03/2020 06:00:00.000000,8.1
01/03/2020 07:00:00.000000,5.0
01/03/2020 08:00:00.000000,6.5
01/03/2020 09:00:00.000000,3.8
01/03/2020 10:00:00.000000,3.9
01/03/2020 11:00:00.000000,4.3
01/03/2020 12:00:00.000000,6.5
01/03/2020 13:00:00.000000,7.3
01/03/2020 14:00:00.000000,12.5
01/03/2020 15:00:00.000000,16.2
01/03/2020 16:00:00.000000,8.7
01/03/2020 17:00:00.000000,9.2
01/03/2020 18:00:00.000000,11.7
01/03/2020 19:00:00.000000,10.7
01/03/2020 20:00:00.000000,8.5
01/03/2020 21:00:00.000000,6.1
01/03/2020 22:00:00.000000,8.2
01/03/2020 23:00:00.000000,6.4
01/04/2020 00:00:00.000000,4.9
01/04/2020 01:00:00.000000,4.2
01/04/2020 02:00:00.000000,4.8
01/04/2020 03:00:00.000000,4.3
01/04/2020 04:00:00.000000,6.9
01/04/2020 05:00:00.000000,4.9
01/04/2020 06:00:00.000000,7.4
01/04/2020 07:00:00.000000,6.4
01/04/2020 08:00:00.000000,5.5
01/04/2020 09:00:00.000000,9.4
01/04/2020 10:00:00.000000,8.2
01/04/2020 11:00:00.000000,5.8
01/04/2020 12:00:00.000000,7.9
01/04/2020 13:00:00.000000,6.2
01/04/2020 14:00:00.000000,12.4
01/04/2020 15:00:00.000000,11.4
01/04/2020 16:00:00.000000,11.0
01/04/2020 17:00:00.000000,5.8
01/04/2020 18:00:00.000000,4.6
01/04/2020 19:00:00.000000,3.1
01/04/2020 20:00:00.000000,3.1
01/04/2020 21:00:00.000000,2.6
01/04/2020 22:00:00.000000,2.7
01/04/2020 23:00:00.000000,4.4
01/05/2020 00:00:00.000000,7.6
01/05/2020 01:00:00.000000,2.4
01/05/2020 02:00:00.000000,2.5
01/05/2020 03:00:00.000000,3.8
01/05/2020 04:00:00.000000,2.4
01/05/2020 05:00:00.000000,2.1
01/05/2020 06:00:00.000000,2.5
01/05/2020 07:00:00.000000,3.2
01/05/2020 08:00:00.000000,2.6
01/05/2020 09:00:00.000000,2.0
01/05/2020 10:00:00.000000,1.5
01/05/2020 11:00:00.000000,3.4
01/05/2020 12:00:00.000000,3.2
01/05/2020 13:00:00.000000,2.5
01/05/2020 14:00:00.000000,3.4
01/05/2020 15:00:00.000000,3.3
01/05/2020 16:00:00.000000,3.1
01/05/2020 17:00:00.000000,2.8
01/05/2020 18:00:00.000000,2.5
01/05/2020 19:00:00.000000,2.1
01/05/2020 20:00:00.000000,2.0
01/05/2020 21:00:00.000000,2.1
01/05/2020 22:00:00.000000,2.6
01/05/2020 23:00:00.000000,2.4
01/06/2020 00:00:00.000000,3.0
01/06/2020 01:00:00.000000,3.5
01/06/2020 02:00:00.000000,3.5
01/06/2020 03:00:00.000000,9.6
01/06/2020 04:00:00.000000,6.2
01/06/2020 05:00:00.000000,6.9
01/06/2020 06:00:00.000000,5.0
01/06/2020 07:00:00.000000,3.1
01/06/2020 08:00:00.000000,2.9
01/06/2020 09:00:00.000000,5.3
01/06/2020 10:00:00.000000,1.7
01/06/2020 11:00:00.000000,4.2
01/06/2020 12:00:00.000000,2.7
01/06/2020 13:00:00.000000,3.6
01/06/2020 14:00:00.000000,6.3
01/06/2020 15:00:00.000000,5.9
01/06/2020 16:00:00.000000,11.6
01/06/2020 17:00:00.000000,21.0
01/06/2020 18:00:00.000000,5.5
01/06/2020 19:00:00.000000,10.1
01/06/2020 20:00:00.000000,12.5
01/06/2020 21:00:00.000000,8.3
01/06/2020 22:00:00.000000,4.9
01/06/2020 23:00:00.000000,2.8
01/07/2020 00:00:00.000000,2.2
01/07/2020 01:00:00.000000,1.7
01/07/2020 02:00:00.000000,3.1
01/07/2020 03:00:00.000000,4.0
01/07/2020 04:00:00.000000,3.9
01/07/2020 05:00:00.000000,3.0
01/07/2020 06:00:00.000000,6.2
01/07/2020 07:00:00.000000,4.5
01/07/2020 08:00:00.000000,2.3
