InstrumentName, La Casa,,,,,
StartTime, 2019-01-01 00:00:00,,,,,
EndTime, 2019-01-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
01/01/2019 00:00:00.000000,0.1,13.0,14.0,18.0,7.0,0.0
01/01/2019 01:00:00.000000,0.1,13.0,15.0,17.0,6.9,0.0
01/01/2019 02:00:00.000000,0.1,9.0,16.0,15.0,6.9,0.0
01/01/2019 03:00:00.000000,0.1,8.0,15.0,13.0,6.8,0.0
01/01/2019 04:00:00.000000,0.1,,15.0,12.0,6.8,0.0
01/01/2019 05:00:00.000000,0.1,20.0,16.0,13.0,6.8,0.0
01/01/2019 06:00:00.000000,0.2,11.0,15.0,12.0,6.7,0.0
01/01/2019 07:00:00.000000,0.2,10.0,16.0,13.0,6.9,
01/01/2019 08:00:00.000000,0.2,12.0,16.0,13.0,6.9,0.0
01/01/2019 09:00:00.000000,0.2,18.0,16.0,13.0,7.2,0.0
01/01/2019 10:00:00.000000,0.1,12.0,16.0,12.0,7.2,0.0
01/01/2019 11:00:00.000000,0.1,15.0,19.0,11.0,7.0,0.0
01/01/2019 12:00:00.000000,0.1,20.0,20.0,10.0,6.2,0.0
01/01/2019 13:00:00.000000,0.2,25.0,17.0,10.0,6.0,0.0
01/01/2019 14:00:00.000000,0.2,25.0,18.0,10.0,5.9,0.0
01/01/2019 15:00:00.000000,0.2,28.0,15.0,11.0,5.8,0.0
01/01/2019 16:00:00.000000,0.1,26.0,16.0,12.0,6.2,0.0
01/01/2019 17:00:00.000000,0.1,15.0,18.0,14.0,7.3,0.0
01/01/2019 18:00:00.000000,0.1,13.0,19.0,17.0,9.6,3.0
01/01/2019 19:00:00.000000,0.1,11.0,20.0,18.0,10.9,6.0
01/01/2019 20:00:00.000000,0.1,12.0,21.0,19.0,11.4,8.0
01/01/2019 21:00:00.000000,0.1,13.0,21.0,20.0,12.3,4.0
01/01/2019 22:00:00.000000,0.2,15.0,21.0,21.0,12.8,3.0
01/01/2019 23:00:00.000000,0.3,22.0,17.0,23.0,13.5,2.0
01/02/2019 00:00:00.000000,0.3,31.0,14.0,24.0,13.7,2.0
01/02/2019 01:00:00.000000,0.5,38.0,1.0,24.0,13.3,2.0
01/02/2019 02:00:00.000000,0.6,35.0,6.0,28.0,17.6,1.0
01/02/2019 03:00:00.000000,0.6,34.0,3.0,33.0,22.8,1.0
01/02/2019 04:00:00.000000,0.4,,1.0,32.0,23.3,0.0
01/02/2019 05:00:00.000000,0.5,32.0,0.0,31.0,22.2,0.0
01/02/2019 06:00:00.000000,0.4,31.0,0.0,30.0,20.8,1.0
01/02/2019 07:00:00.000000,0.3,31.0,0.0,26.0,18.2,
01/02/2019 08:00:00.000000,0.6,34.0,0.0,26.0,18.8,1.0
01/02/2019 09:00:00.000000,0.7,36.0,0.0,30.0,18.8,1.0
01/02/2019 10:00:00.000000,0.9,40.0,0.0,34.0,26.0,2.0
01/02/2019 11:00:00.000000,0.8,39.0,0.0,32.0,24.0,2.0
01/02/2019 12:00:00.000000,0.8,42.0,0.0,29.0,20.5,2.0
01/02/2019 13:00:00.000000,0.5,39.0,0.0,22.0,14.3,1.0
01/02/2019 14:00:00.000000,0.7,43.0,1.0,19.0,11.0,2.0
01/02/2019 15:00:00.000000,0.8,43.0,6.0,21.0,9.9,2.0
01/02/2019 16:00:00.000000,0.5,35.0,14.0,20.0,8.7,1.0
01/02/2019 17:00:00.000000,0.3,20.0,13.0,19.0,7.3,0.0
01/02/2019 18:00:00.000000,0.2,16.0,18.0,21.0,6.5,0.0
01/02/2019 19:00:00.000000,0.2,18.0,23.0,23.0,6.4,0.0
01/02/2019 20:00:00.000000,0.2,19.0,31.0,24.0,6.2,0.0
01/02/2019 21:00:00.000000,0.3,23.0,28.0,26.0,6.4,0.0
01/02/2019 22:00:00.000000,0.4,29.0,24.0,30.0,6.7,0.0
01/02/2019 23:00:00.000000,0.7,44.0,12.0,42.0,8.1,0.0
01/03/2019 00:00:00.000000,1.3,50.0,15.0,46.0,9.3,2.0
01/03/2019 01:00:00.000000,1.2,50.0,10.0,46.0,10.6,3.0
01/03/2019 02:00:00.000000,1.3,51.0,5.0,41.0,12.9,3.0
01/03/2019 03:00:00.000000,1.1,49.0,2.0,37.0,14.6,2.0
01/03/2019 04:00:00.000000,0.4,,0.0,27.0,11.7,0.0
01/03/2019 05:00:00.000000,0.6,45.0,0.0,23.0,9.7,1.0
01/03/2019 06:00:00.000000,0.6,44.0,0.0,19.0,8.2,1.0
01/03/2019 07:00:00.000000,0.6,45.0,0.0,17.0,7.6,
01/03/2019 08:00:00.000000,0.6,45.0,0.0,17.0,8.3,1.0
01/03/2019 09:00:00.000000,0.6,45.0,0.0,17.0,8.3,1.0
01/03/2019 10:00:00.000000,0.3,43.0,0.0,14.0,6.8,0.0
01/03/2019 11:00:00.000000,0.3,44.0,0.0,12.0,5.7,0.0
01/03/2019 12:00:00.000000,0.4,45.0,0.0,11.0,5.3,1.0
01/03/2019 13:00:00.000000,0.5,44.0,0.0,11.0,4.9,0.0
01/03/2019 14:00:00.000000,0.5,43.0,2.0,13.0,4.9,1.0
01/03/2019 15:00:00.000000,0.4,36.0,5.0,15.0,4.9,1.0
01/03/2019 16:00:00.000000,0.3,28.0,19.0,23.0,4.9,0.0
01/03/2019 17:00:00.000000,0.3,24.0,14.0,27.0,5.4,0.0
01/03/2019 18:00:00.000000,0.2,20.0,18.0,27.0,5.3,0.0
01/03/2019 19:00:00.000000,0.2,19.0,29.0,27.0,5.3,0.0
01/03/2019 20:00:00.000000,0.2,15.0,32.0,24.0,4.7,0.0
01/03/2019 21:00:00.000000,0.2,18.0,29.0,24.0,4.7,0.0
01/03/2019 22:00:00.000000,0.2,15.0,32.0,21.0,4.1,0.0
01/03/2019 23:00:00.000000,0.4,32.0,22.0,29.0,4.7,0.0
01/04/2019 00:00:00.000000,1.2,47.0,1.0,46.0,8.1,2.0
01/04/2019 01:00:00.000000,1.4,48.0,1.0,56.0,11.7,3.0
01/04/2019 02:00:00.000000,1.2,46.0,8.0,53.0,13.7,3.0
