InstrumentName, APCD B,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2019 00:01:50.476000,4.74,58.0,16.0
01/01/2019 00:03:10.703000,5.53,58.0,16.0
01/01/2019 00:05:50.616000,5.78,58.0,16.0
01/01/2019 00:07:10.638000,5.87,58.0,16.0
01/01/2019 00:09:50.239000,6.61,58.0,16.0
01/01/2019 00:11:10.588000,4.23,57.0,16.0
01/01/2019 00:13:51.217000,4.66,57.0,16.0
01/01/2019 00:15:10.972000,5.7,57.0,16.0
01/01/2019 00:17:50.856000,5.76,57.0,16.0
01/01/2019 00:19:11.784000,5.36,56.0,16.0
01/01/2019 00:21:50.401000,4.6,56.0,16.0
01/01/2019 00:23:10.447000,4.31,56.0,16.0
01/01/2019 00:25:50.551000,4.57,56.0,16.0
01/01/2019 00:27:11.423000,5.35,55.0,16.0
01/01/2019 00:29:50.858000,4.96,55.0,16.0
01/01/2019 00:31:13.261000,5.11,55.0,16.0
01/01/2019 00:33:50.416000,5.15,55.0,16.0
01/01/2019 00:35:10.384000,5.47,55.0,16.0
01/01/2019 00:37:50.406000,5.93,55.0,16.0
01/01/2019 00:39:10.451000,5.6,55.0,16.0
01/01/2019 00:41:50.471000,4.42,54.0,16.0
01/01/2019 00:43:10.384000,4.89,54.0,16.0
01/01/2019 00:45:50.221000,5.74,54.0,16.0
01/01/2019 00:47:10.686000,4.36,54.0,16.0
01/01/2019 00:49:50.427000,5.87,54.0,16.0
01/01/2019 00:51:10.502000,5.07,54.0,16.0
01/01/2019 00:53:51.441000,4.64,54.0,16.0
01/01/2019 00:55:10.493000,6.21,54.0,16.0
01/01/2019 00:57:50.808000,4.24,54.0,16.0
01/01/2019 00:59:10.324000,5.11,54.0,16.0
01/01/2019 01:01:50.219000,4.52,54.0,16.0
01/01/2019 01:03:10.395000,4.96,54.0,15.0
01/01/2019 01:05:50.249000,6.22,54.0,15.0
01/01/2019 01:07:10.759000,4.85,54.0,15.0
01/01/2019 01:09:50.504000,5.34,54.0,15.0
01/01/2019 01:11:10.509000,5.23,54.0,15.0
01/01/2019 01:13:50.238000,4.62,54.0,15.0
01/01/2019 01:15:10.147000,4.2,54.0,15.0
01/01/2019 01:17:50.411000,5.89,54.0,15.0
01/01/2019 01:19:10.030000,5.74,54.0,15.0
01/01/2019 01:21:51.150000,5.49,54.0,15.0
01/01/2019 01:23:10.297000,5.89,54.0,15.0
01/01/2019 01:25:50.197000,6.32,54.0,15.0
01/01/2019 01:27:10.626000,6.09,54.0,15.0
01/01/2019 01:29:50.739000,5.33,54.0,15.0
01/01/2019 01:31:09.941000,5.59,54.0,16.0
01/01/2019 01:33:50.453000,7.91,54.0,16.0
01/01/2019 01:35:10.487000,7.16,54.0,16.0
01/01/2019 01:37:50.547000,6.6,54.0,16.0
01/01/2019 01:39:10.418000,5.96,55.0,16.0
01/01/2019 01:41:50.377000,7.3,55.0,16.0
01/01/2019 01:43:10.199000,8.2,55.0,16.0
01/01/2019 01:45:50.709000,7.4,55.0,16.0
01/01/2019 01:47:10.386000,7.36,55.0,16.0
01/01/2019 01:49:50.206000,7.8,55.0,16.0
01/01/2019 01:51:10.069000,6.02,54.0,16.0
01/01/2019 01:53:50.125000,6.23,54.0,16.0
01/01/2019 01:55:10.427000,5.64,54.0,16.0
01/01/2019 01:57:50.961000,4.98,54.0,16.0
01/01/2019 01:59:10.607000,4.59,54.0,16.0
01/01/2019 02:03:10.975000,5.8,54.0,16.0
01/01/2019 02:05:50.107000,6.11,54.0,16.0
01/01/2019 02:07:10.576000,6.46,54.0,16.0
01/01/2019 02:09:50.086000,4.94,54.0,16.0
01/01/2019 02:11:10.007000,5.62,54.0,16.0
01/01/2019 02:13:50.136000,7.57,54.0,16.0
01/01/2019 02:15:10.457000,7.42,54.0,16.0
01/01/2019 02:17:50.354000,5.3,54.0,16.0
01/01/2019 02:19:10.707000,5.76,54.0,16.0
01/01/2019 02:21:22.515000,7.64,54.0,16.0
01/01/2019 02:23:59.521000,7.32,54.0,16.0
01/01/2019 02:25:19.506000,6.09,54.0,16.0
01/01/2019 02:27:59.507000,6.29,54.0,16.0
01/01/2019 02:29:20.239000,6.02,54.0,16.0
01/01/2019 02:31:59.517000,4.63,54.0,16.0
01/01/2019 02:33:20.086000,7.0,54.0,16.0
01/01/2019 02:35:59.500000,6.89,54.0,16.0
01/01/2019 02:37:19.665000,5.41,54.0,15.0
01/01/2019 02:38:39.337000,4.72,54.0,15.0
01/01/2019 02:40:09.628000,5.57,54.0,15.0
01/01/2019 02:43:59.359000,5.73,54.0,15.0
01/01/2019 02:45:19.229000,6.15,55.0,15.0
01/01/2019 02:47:59.359000,5.81,55.0,15.0
01/01/2019 02:49:19.324000,7.24,55.0,15.0
01/01/2019 02:51:59.184000,6.59,55.0,15.0
01/01/2019 02:53:18.719000,5.65,55.0,15.0
01/01/2019 02:55:59.122000,7.31,55.0,15.0
01/01/2019 02:57:24.654000,4.66,55.0,15.0
01/01/2019 02:59:59.411000,5.57,55.0,15.0
01/01/2019 03:01:19.853000,6.49,55.0,15.0
01/01/2019 03:03:59.847000,5.67,55.0,15.0
01/01/2019 03:05:19.518000,5.91,55.0,15.0
01/01/2019 03:07:59.481000,6.0,55.0,15.0
01/01/2019 03:09:21.658000,4.51,55.0,15.0
01/01/2019 03:11:59.220000,4.28,55.0,15.0
01/01/2019 03:13:19.602000,6.89,55.0,15.0
01/01/2019 03:16:00.061000,5.87,55.0,15.0
01/01/2019 03:17:20.075000,5.53,55.0,15.0
01/01/2019 03:19:59.282000,6.09,55.0,15.0
01/01/2019 03:21:20.614000,5.43,55.0,15.0
01/01/2019 03:23:59.031000,5.98,55.0,15.0
01/01/2019 03:25:29.422000,4.48,55.0,15.0
01/01/2019 03:27:59.586000,5.93,55.0,15.0
01/01/2019 03:29:19.851000,5.29,55.0,15.0
01/01/2019 03:31:59.868000,4.82,54.0,15.0
01/01/2019 03:33:19.728000,5.17,54.0,15.0
01/01/2019 03:35:59.780000,5.39,54.0,15.0
