InstrumentName, NJH
StartTime, 2019-01-01 00:00:00
EndTime, 2019-01-31 23:59:59
Date,PM2.5
01/01/2019 00:00:00.000000,6.3
01/01/2019 01:00:00.000000,6.3
01/01/2019 02:00:00.000000,6.2
01/01/2019 03:00:00.000000,6.2
01/01/2019 04:00:00.000000,6.1
01/01/2019 05:00:00.000000,6.1
01/01/2019 06:00:00.000000,6.1
01/01/2019 07:00:00.000000,6.6
01/01/2019 08:00:00.000000,6.9
01/01/2019 09:00:00.000000,6.9
01/01/2019 10:00:00.000000,6.5
01/01/2019 11:00:00.000000,5.6
01/01/2019 12:00:00.000000,4.6
01/01/2019 13:00:00.000000,5.2
01/01/2019 14:00:00.000000,6.3
01/01/2019 15:00:00.000000,7.6
01/01/2019 16:00:00.000000,9.1
01/01/2019 17:00:00.000000,9.9
01/01/2019 18:00:00.000000,9.7
01/01/2019 19:00:00.000000,9.4
01/01/2019 20:00:00.000000,9.0
01/01/2019 21:00:00.000000,9.1
01/01/2019 22:00:00.000000,9.5
01/01/2019 23:00:00.000000,9.9
01/02/2019 00:00:00.000000,12.5
01/02/2019 01:00:00.000000,12.4
01/02/2019 02:00:00.000000,16.0
01/02/2019 03:00:00.000000,18.4
01/02/2019 04:00:00.000000,22.7
01/02/2019 05:00:00.000000,21.2
01/02/2019 06:00:00.000000,21.1
01/02/2019 07:00:00.000000,19.1
01/02/2019 08:00:00.000000,15.5
01/02/2019 09:00:00.000000,15.5
01/02/2019 10:00:00.000000,12.6
01/02/2019 11:00:00.000000,11.4
01/02/2019 12:00:00.000000,9.3
01/02/2019 13:00:00.000000,7.3
01/02/2019 14:00:00.000000,6.1
01/02/2019 15:00:00.000000,5.4
01/02/2019 16:00:00.000000,5.0
01/02/2019 17:00:00.000000,4.6
01/02/2019 18:00:00.000000,4.4
01/02/2019 19:00:00.000000,4.8
01/02/2019 20:00:00.000000,4.4
01/02/2019 21:00:00.000000,4.5
01/02/2019 22:00:00.000000,4.8
01/02/2019 23:00:00.000000,6.9
01/03/2019 00:00:00.000000,9.6
01/03/2019 01:00:00.000000,12.0
01/03/2019 02:00:00.000000,12.3
01/03/2019 03:00:00.000000,9.6
01/03/2019 04:00:00.000000,9.1
01/03/2019 05:00:00.000000,8.8
01/03/2019 06:00:00.000000,7.7
01/03/2019 07:00:00.000000,6.9
01/03/2019 08:00:00.000000,6.2
01/03/2019 09:00:00.000000,6.2
01/03/2019 10:00:00.000000,4.6
01/03/2019 11:00:00.000000,4.3
01/03/2019 12:00:00.000000,4.9
01/03/2019 13:00:00.000000,5.0
01/03/2019 14:00:00.000000,4.7
01/03/2019 15:00:00.000000,4.5
01/03/2019 16:00:00.000000,4.8
01/03/2019 17:00:00.000000,5.0
01/03/2019 18:00:00.000000,5.2
01/03/2019 19:00:00.000000,5.5
01/03/2019 20:00:00.000000,6.0
01/03/2019 21:00:00.000000,5.3
01/03/2019 22:00:00.000000,4.8
01/03/2019 23:00:00.000000,9.5
01/04/2019 00:00:00.000000,19.0
01/04/2019 01:00:00.000000,15.4
01/04/2019 02:00:00.000000,12.1
01/04/2019 03:00:00.000000,9.7
01/04/2019 04:00:00.000000,8.0
01/04/2019 05:00:00.000000,7.6
01/04/2019 06:00:00.000000,6.8
01/04/2019 07:00:00.000000,5.2
01/04/2019 08:00:00.000000,4.0
01/04/2019 09:00:00.000000,4.0
01/04/2019 10:00:00.000000,2.6
01/04/2019 11:00:00.000000,2.3
01/04/2019 12:00:00.000000,2.3
01/04/2019 13:00:00.000000,2.7
01/04/2019 14:00:00.000000,3.1
01/04/2019 15:00:00.000000,4.0
01/04/2019 16:00:00.000000,5.4
01/04/2019 17:00:00.000000,6.4
01/04/2019 18:00:00.000000,5.8
01/04/2019 19:00:00.000000,5.2
01/04/2019 20:00:00.000000,4.6
01/04/2019 21:00:00.000000,3.7
01/04/2019 22:00:00.000000,3.6
01/04/2019 23:00:00.000000,4.3
01/05/2019 00:00:00.000000,9.1
01/05/2019 01:00:00.000000,12.6
01/05/2019 02:00:00.000000,14.9
01/05/2019 03:00:00.000000,14.7
01/05/2019 04:00:00.000000,12.0
01/05/2019 05:00:00.000000,10.1
01/05/2019 06:00:00.000000,8.8
01/05/2019 07:00:00.000000,7.6
01/05/2019 08:00:00.000000,6.1
01/05/2019 09:00:00.000000,6.1
01/05/2019 10:00:00.000000,4.3
01/05/2019 11:00:00.000000,3.7
01/05/2019 12:00:00.000000,3.4
01/05/2019 13:00:00.000000,3.4
01/05/2019 14:00:00.000000,3.8
01/05/2019 15:00:00.000000,4.6
01/05/2019 16:00:00.000000,5.0
01/05/2019 17:00:00.000000,5.1
01/05/2019 18:00:00.000000,5.0
01/05/2019 19:00:00.000000,7.0
01/05/2019 20:00:00.000000,8.0
01/05/2019 21:00:00.000000,9.1
01/05/2019 22:00:00.000000,11.8
01/05/2019 23:00:00.000000,13.7
01/06/2019 00:00:00.000000,16.0
01/06/2019 01:00:00.000000,18.1
01/06/2019 02:00:00.000000,20.9
01/06/2019 03:00:00.000000,23.1
01/06/2019 04:00:00.000000,23.4
01/06/2019 05:00:00.000000,19.8
01/06/2019 06:00:00.000000,17.9
01/06/2019 07:00:00.000000,19.3
01/06/2019 08:00:00.000000,18.5
01/06/2019 09:00:00.000000,18.1
01/06/2019 10:00:00.000000,18.2
01/06/2019 11:00:00.000000,17.5
01/06/2019 12:00:00.000000,15.9
01/06/2019 13:00:00.000000,14.7
01/06/2019 14:00:00.000000,14.1
01/06/2019 15:00:00.000000,14.6
01/06/2019 16:00:00.000000,15.4
01/06/2019 17:00:00.000000,15.4
01/06/2019 18:00:00.000000,11.4
01/06/2019 19:00:00.000000,6.9
01/06/2019 20:00:00.000000,5.0
01/06/2019 21:00:00.000000,3.9
01/06/2019 22:00:00.000000,3.2
01/06/2019 23:00:00.000000,3.3
01/07/2019 00:00:00.000000,6.7
01/07/2019 01:00:00.000000,8.2
01/07/2019 02:00:00.000000,5.8
01/07/2019 03:00:00.000000,3.6
01/07/2019 04:00:00.000000,2.5
01/07/2019 05:00:00.000000,1.7
01/07/2019 06:00:00.000000,1.3
