InstrumentName, I-25 Denver,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,CO,NO2,PM2.5
01/01/2019 00:00:00.000000,0.2,16.0,0.4
01/01/2019 01:00:00.000000,0.2,13.0,0.3
01/01/2019 02:00:00.000000,0.2,13.0,0.3
01/01/2019 03:00:00.000000,0.3,18.0,0.2
01/01/2019 04:00:00.000000,0.2,,0.2
01/01/2019 05:00:00.000000,0.1,13.0,0.2
01/01/2019 06:00:00.000000,0.1,10.0,0.2
01/01/2019 07:00:00.000000,0.2,12.0,0.2
01/01/2019 08:00:00.000000,,,0.2
01/01/2019 09:00:00.000000,0.2,9.0,0.2
01/01/2019 10:00:00.000000,0.2,12.0,0.2
01/01/2019 11:00:00.000000,0.2,11.0,0.2
01/01/2019 12:00:00.000000,0.2,12.0,0.2
01/01/2019 13:00:00.000000,0.2,18.0,0.2
01/01/2019 14:00:00.000000,0.3,17.0,0.2
01/01/2019 15:00:00.000000,0.2,12.0,0.2
01/01/2019 16:00:00.000000,0.3,22.0,0.2
01/01/2019 17:00:00.000000,0.3,17.0,0.3
01/01/2019 18:00:00.000000,0.3,13.0,0.3
01/01/2019 19:00:00.000000,0.3,14.0,0.3
01/01/2019 20:00:00.000000,0.3,16.0,0.2
01/01/2019 21:00:00.000000,0.4,20.0,0.2
01/01/2019 22:00:00.000000,0.4,26.0,0.2
01/01/2019 23:00:00.000000,0.4,32.0,0.3
01/02/2019 00:00:00.000000,0.8,37.0,0.3
01/02/2019 01:00:00.000000,0.7,36.0,0.5
01/02/2019 02:00:00.000000,0.5,31.0,0.5
01/02/2019 03:00:00.000000,0.5,31.0,0.5
01/02/2019 04:00:00.000000,0.7,,0.5
01/02/2019 05:00:00.000000,0.4,32.0,0.5
01/02/2019 06:00:00.000000,0.4,33.0,0.5
01/02/2019 07:00:00.000000,0.6,35.0,0.4
01/02/2019 08:00:00.000000,,,0.4
01/02/2019 09:00:00.000000,1.3,41.0,0.6
01/02/2019 10:00:00.000000,1.3,45.0,0.6
01/02/2019 11:00:00.000000,0.9,43.0,0.4
01/02/2019 12:00:00.000000,1.2,48.0,0.4
01/02/2019 13:00:00.000000,2.2,56.0,
01/02/2019 14:00:00.000000,2.2,61.0,
01/02/2019 15:00:00.000000,0.5,31.0,
01/02/2019 16:00:00.000000,0.3,20.0,
01/02/2019 17:00:00.000000,0.3,19.0,
01/02/2019 18:00:00.000000,0.4,23.0,
01/02/2019 20:00:00.000000,,,9.3
01/02/2019 21:00:00.000000,,,14.2
01/02/2019 22:00:00.000000,,,16.1
01/03/2019 01:00:00.000000,,,12.9
01/03/2019 02:00:00.000000,,,13.7
01/03/2019 03:00:00.000000,,,11.2
01/03/2019 04:00:00.000000,,,7.7
01/03/2019 05:00:00.000000,,,6.2
01/03/2019 06:00:00.000000,,,5.5
01/03/2019 07:00:00.000000,,,8.9
01/03/2019 09:00:00.000000,,,14.3
01/03/2019 10:00:00.000000,,,13.4
01/03/2019 11:00:00.000000,,,11.2
01/03/2019 12:00:00.000000,1.7,51.0,8.5
01/03/2019 13:00:00.000000,1.8,57.0,8.5
01/03/2019 14:00:00.000000,0.5,38.0,6.6
01/03/2019 15:00:00.000000,0.4,31.0,6.4
01/03/2019 16:00:00.000000,0.3,22.0,6.4
01/03/2019 17:00:00.000000,0.4,26.0,7.6
01/03/2019 18:00:00.000000,0.4,21.0,7.6
01/03/2019 19:00:00.000000,0.4,24.0,7.5
01/03/2019 20:00:00.000000,0.4,,7.2
01/03/2019 21:00:00.000000,0.5,,6.6
01/03/2019 22:00:00.000000,0.8,43.0,6.6
01/03/2019 23:00:00.000000,2.2,53.0,12.5
01/04/2019 00:00:00.000000,2.2,52.0,12.5
01/04/2019 01:00:00.000000,1.0,42.0,12.6
01/04/2019 02:00:00.000000,0.7,39.0,9.4
01/04/2019 03:00:00.000000,0.6,40.0,7.5
01/04/2019 04:00:00.000000,1.1,,7.5
01/04/2019 05:00:00.000000,1.1,41.0,8.0
01/04/2019 06:00:00.000000,1.4,41.0,9.9
01/04/2019 07:00:00.000000,1.3,41.0,10.1
01/04/2019 08:00:00.000000,,,10.1
01/04/2019 09:00:00.000000,1.0,39.0,9.1
01/04/2019 10:00:00.000000,0.9,41.0,7.8
01/04/2019 11:00:00.000000,1.3,45.0,7.1
01/04/2019 12:00:00.000000,2.1,54.0,7.6
01/04/2019 13:00:00.000000,2.1,57.0,7.6
01/04/2019 14:00:00.000000,2.0,58.0,9.5
01/04/2019 15:00:00.000000,0.5,38.0,9.3
01/04/2019 16:00:00.000000,0.4,27.0,7.4
01/04/2019 17:00:00.000000,0.4,25.0,7.4
01/04/2019 18:00:00.000000,0.3,22.0,6.8
01/04/2019 19:00:00.000000,0.2,17.0,5.2
01/04/2019 20:00:00.000000,0.3,21.0,5.2
01/04/2019 21:00:00.000000,0.4,32.0,7.8
01/04/2019 22:00:00.000000,1.0,51.0,10.4
01/04/2019 23:00:00.000000,2.4,59.0,10.4
01/05/2019 00:00:00.000000,2.2,55.0,21.3
01/05/2019 01:00:00.000000,,,21.3
01/05/2019 02:00:00.000000,1.2,46.0,18.0
01/05/2019 03:00:00.000000,1.1,40.0,13.7
01/05/2019 04:00:00.000000,,44.0,13.7
01/05/2019 05:00:00.000000,1.6,41.0,15.3
01/05/2019 06:00:00.000000,1.9,40.0,15.3
01/05/2019 07:00:00.000000,1.7,39.0,14.3
01/05/2019 08:00:00.000000,,,14.3
01/05/2019 09:00:00.000000,1.3,37.0,10.4
01/05/2019 10:00:00.000000,1.3,37.0,9.2
01/05/2019 11:00:00.000000,1.2,39.0,7.6
01/05/2019 12:00:00.000000,1.4,41.0,6.6
01/05/2019 13:00:00.000000,1.4,41.0,6.6
01/05/2019 14:00:00.000000,1.8,46.0,7.0
01/05/2019 15:00:00.000000,1.2,48.0,7.7
01/05/2019 16:00:00.000000,1.2,51.0,7.7
01/05/2019 17:00:00.000000,0.6,43.0,9.5
01/05/2019 18:00:00.000000,0.7,43.0,9.5
01/05/2019 19:00:00.000000,0.5,39.0,11.4
