InstrumentName, West Denver PA-II B,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2019 00:02:24.397000,4.17,40.0,27.0
01/01/2019 00:03:43.413000,4.56,40.0,27.0
01/01/2019 00:09:03.363000,5.15,40.0,28.0
01/01/2019 00:10:26.053000,4.98,40.0,28.0
01/01/2019 00:13:13.233000,4.65,40.0,28.0
01/01/2019 00:17:03.456000,4.87,39.0,28.0
01/01/2019 00:18:53.297000,4.46,39.0,28.0
01/01/2019 00:21:18.763000,3.72,38.0,27.0
01/01/2019 00:22:33.399000,4.65,38.0,28.0
01/01/2019 00:25:14.397000,4.76,38.0,28.0
01/01/2019 00:26:23.438000,5.19,38.0,27.0
01/01/2019 00:29:06.561000,3.77,38.0,27.0
01/01/2019 00:31:42.701000,4.0,38.0,27.0
01/01/2019 00:33:06.266000,4.19,38.0,27.0
01/01/2019 00:35:43.388000,4.3,38.0,27.0
01/01/2019 00:37:41.457000,4.51,38.0,28.0
01/01/2019 00:39:43.441000,4.85,38.0,28.0
01/01/2019 00:41:06.258000,5.49,38.0,28.0
01/01/2019 00:43:46.263000,5.2,37.0,28.0
01/01/2019 00:47:46.234000,4.18,38.0,28.0
01/01/2019 00:49:03.428000,3.83,38.0,28.0
01/01/2019 00:53:02.787000,2.96,38.0,28.0
01/01/2019 00:55:43.355000,4.52,38.0,28.0
01/01/2019 00:57:03.358000,3.81,38.0,27.0
01/01/2019 00:59:47.308000,4.39,38.0,27.0
01/01/2019 01:03:52.839000,3.91,38.0,27.0
01/01/2019 01:05:09.507000,4.83,38.0,27.0
01/01/2019 01:06:24.302000,5.11,38.0,27.0
01/01/2019 01:09:14.367000,5.17,38.0,27.0
01/01/2019 01:10:42.286000,5.02,38.0,27.0
01/01/2019 01:13:06.360000,4.57,38.0,27.0
01/01/2019 01:15:43.556000,4.87,38.0,27.0
01/01/2019 01:17:11.271000,6.02,38.0,27.0
01/01/2019 01:19:52.269000,4.96,38.0,27.0
01/01/2019 01:23:43.346000,3.8,37.0,27.0
01/01/2019 01:25:07.198000,4.17,37.0,27.0
01/01/2019 01:27:43.359000,6.27,37.0,27.0
01/01/2019 01:31:46.270000,4.33,38.0,27.0
01/01/2019 01:33:06.350000,4.0,38.0,27.0
01/01/2019 01:36:01.323000,3.58,38.0,27.0
01/01/2019 01:37:03.380000,5.8,38.0,27.0
01/01/2019 01:38:23.378000,5.17,37.0,26.0
01/01/2019 01:41:18.627000,5.4,38.0,27.0
01/01/2019 01:45:17.509000,5.41,38.0,27.0
01/01/2019 01:47:43.650000,4.61,38.0,26.0
01/01/2019 01:49:20.495000,4.0,37.0,26.0
01/01/2019 01:50:26.273000,4.83,38.0,26.0
01/01/2019 01:53:03.440000,4.69,38.0,26.0
01/01/2019 01:54:29.400000,5.37,38.0,26.0
01/01/2019 01:57:02.736000,4.16,38.0,26.0
01/01/2019 02:00:02.944000,4.66,38.0,26.0
01/01/2019 02:02:35.315000,5.04,38.0,26.0
01/01/2019 02:05:08.343000,4.91,38.0,26.0
01/01/2019 02:07:44.246000,4.78,38.0,26.0
01/01/2019 02:11:45.856000,5.69,38.0,26.0
01/01/2019 02:13:03.538000,4.87,38.0,26.0
01/01/2019 02:14:23.362000,4.6,38.0,26.0
01/01/2019 02:17:07.041000,5.13,38.0,26.0
01/01/2019 02:18:24.783000,6.27,38.0,26.0
01/01/2019 02:21:12.446000,5.09,38.0,26.0
01/01/2019 02:24:52.269000,4.35,38.0,26.0
01/01/2019 02:26:36.286000,4.57,38.0,26.0
01/01/2019 02:30:38.308000,7.58,39.0,26.0
01/01/2019 02:31:58.355000,9.94,39.0,26.0
01/01/2019 02:33:33.344000,8.35,39.0,26.0
01/01/2019 02:37:16.260000,8.5,39.0,26.0
01/01/2019 02:38:34.755000,6.21,39.0,26.0
01/01/2019 02:40:07.485000,6.59,39.0,26.0
01/01/2019 02:42:47.268000,4.45,39.0,26.0
01/01/2019 02:43:56.304000,4.4,39.0,26.0
01/01/2019 02:50:47.341000,5.21,39.0,25.0
01/01/2019 02:53:17.231000,3.8,39.0,25.0
01/01/2019 02:54:33.363000,5.39,39.0,25.0
01/01/2019 02:57:13.385000,3.48,39.0,25.0
01/01/2019 02:58:34.472000,4.39,39.0,25.0
01/01/2019 02:59:57.251000,4.29,39.0,25.0
01/01/2019 03:01:29.286000,3.78,39.0,25.0
01/01/2019 03:05:24.277000,5.76,40.0,24.0
01/01/2019 03:09:13.439000,3.22,40.0,25.0
01/01/2019 03:10:49.398000,4.51,40.0,24.0
01/01/2019 03:13:13.386000,4.04,40.0,25.0
01/01/2019 03:16:02.453000,3.31,39.0,24.0
01/01/2019 03:18:34.505000,3.52,39.0,24.0
01/01/2019 03:19:56.244000,3.26,39.0,24.0
01/01/2019 03:23:03.707000,3.91,39.0,24.0
01/01/2019 03:25:13.339000,6.48,40.0,24.0
01/01/2019 03:26:38.337000,5.49,40.0,24.0
01/01/2019 03:27:54.271000,4.61,40.0,25.0
01/01/2019 03:30:34.368000,4.62,39.0,25.0
01/01/2019 03:33:16.268000,3.74,39.0,25.0
01/01/2019 03:37:16.391000,4.6,39.0,25.0
01/01/2019 03:39:53.347000,6.45,39.0,26.0
01/01/2019 03:42:33.383000,5.44,39.0,26.0
01/01/2019 03:45:16.335000,5.98,38.0,26.0
01/01/2019 03:49:25.313000,5.74,38.0,26.0
01/01/2019 03:51:54.774000,4.32,38.0,26.0
01/01/2019 03:54:33.471000,5.38,38.0,26.0
01/01/2019 03:55:56.708000,3.68,38.0,26.0
01/01/2019 03:58:33.719000,4.91,38.0,26.0
01/01/2019 04:01:32.228000,5.22,38.0,26.0
01/01/2019 04:06:33.352000,5.62,38.0,26.0
01/01/2019 04:09:13.359000,4.64,38.0,26.0
01/01/2019 04:10:33.360000,6.61,38.0,26.0
01/01/2019 04:11:54.478000,3.61,38.0,26.0
01/01/2019 04:17:13.354000,5.18,38.0,26.0
01/01/2019 04:21:13.419000,7.15,38.0,26.0
01/01/2019 04:22:37.656000,5.76,38.0,26.0
