InstrumentName, La Casa NCORE,,,,
StartTime, 2019-01-01 00:00:00,,,,
EndTime, 2019-01-31 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 Total Atmospheric
01/01/2019 00:00:00.000000,0.167399,15.622095,0.0129,17.151668,7.290693
01/01/2019 00:01:00.000000,0.181636,16.744355,,16.235062,7.243698
01/01/2019 00:02:00.000000,0.181339,15.270908,,16.198598,7.200739
01/01/2019 00:44:00.000000,0.161029,13.119668,,14.262573,6.523307
01/01/2019 00:45:00.000000,0.162922,12.861846,0.015767,14.48859,6.504178
01/01/2019 00:46:00.000000,0.157837,13.139181,,14.7025,6.467008
01/01/2019 00:47:00.000000,0.159956,12.962065,,15.659671,6.474885
01/01/2019 00:48:00.000000,0.168863,12.390101,0.01585,15.797231,6.453308
01/01/2019 00:55:00.000000,0.176686,9.024934,,17.068137,6.441778
01/01/2019 00:56:00.000000,0.1662,10.089066,,17.634608,6.492967
01/01/2019 00:57:00.000000,0.184679,9.190935,,18.415138,6.527872
01/01/2019 00:58:00.000000,0.178576,,,18.246945,
01/01/2019 01:39:00.000000,0.176989,14.483013,0.015767,14.451092,6.908408
01/01/2019 01:40:00.000000,0.190116,14.473822,0.015283,14.834956,6.959001
01/01/2019 01:41:00.000000,0.217514,14.74803,,15.438354,7.034491
01/01/2019 01:42:00.000000,0.230925,15.134671,0.01375,15.365716,7.117387
01/01/2019 01:43:00.000000,0.228734,14.033199,,15.442252,7.196947
01/01/2019 01:51:00.000000,0.183062,9.317493,0.019033,17.530683,7.617192
01/01/2019 01:52:00.000000,0.181941,8.673138,0.019283,16.606885,7.533306
01/01/2019 01:53:00.000000,0.171649,9.646433,0.0195,16.138153,7.414398
01/01/2019 02:35:00.000000,0.216682,10.788153,0.01925,13.177411,6.993951
01/01/2019 02:36:00.000000,0.206146,9.228172,,13.957632,7.000546
01/01/2019 02:37:00.000000,0.172315,6.901695,,13.77652,6.939867
01/01/2019 02:38:00.000000,0.169034,6.161603,0.02205,13.345283,6.886561
01/01/2019 02:39:00.000000,0.169217,6.857879,,13.772967,6.835309
01/01/2019 02:46:00.000000,,7.656333,,12.782166,
01/01/2019 02:47:00.000000,0.171583,6.962171,,11.969632,6.753655
01/01/2019 02:48:00.000000,0.193152,7.486634,0.021467,12.010888,6.787552
01/01/2019 02:49:00.000000,0.187353,7.207972,,13.075029,6.824578
01/01/2019 03:30:00.000000,0.191655,12.846333,,11.194476,6.720388
01/01/2019 03:31:00.000000,0.183844,8.699505,,11.191393,6.659897
01/01/2019 03:32:00.000000,0.174044,6.935725,,10.822302,6.605516
01/01/2019 03:33:00.000000,0.179559,6.859111,,10.766979,6.552304
01/01/2019 03:34:00.000000,0.171375,6.832466,,10.676451,6.461961
01/01/2019 03:35:00.000000,0.166486,,,10.733866,
01/01/2019 03:42:00.000000,0.170807,6.441055,,10.935812,6.24779
01/01/2019 03:43:00.000000,0.178146,7.763963,,10.958108,6.255601
01/01/2019 03:44:00.000000,0.17627,8.572243,,10.942874,6.306037
01/01/2019 04:26:00.000000,0.1928,25.420663,,14.615011,6.754771
01/01/2019 04:27:00.000000,0.198799,21.008365,,13.883539,6.70318
01/01/2019 04:28:00.000000,0.181758,20.836843,0.01235,13.5768,6.651674
01/01/2019 04:29:00.000000,0.192105,27.027331,,12.806104,6.608061
01/01/2019 04:30:00.000000,0.201406,26.372268,,12.249423,6.557142
01/01/2019 04:38:00.000000,0.204978,18.776036,,12.444089,6.832738
01/01/2019 04:39:00.000000,0.193373,22.920309,,12.505152,6.865568
01/01/2019 04:40:00.000000,0.193023,21.553343,,12.381865,
01/01/2019 05:22:00.000000,0.194003,17.291705,,13.732502,7.038997
01/01/2019 05:23:00.000000,0.1859,17.838518,,12.905183,6.981631
01/01/2019 05:24:00.000000,0.196209,15.628628,0.015667,13.202944,6.904532
01/01/2019 05:25:00.000000,0.18826,14.50225,,13.902741,6.85347
01/01/2019 05:26:00.000000,0.187191,18.751973,,14.090145,6.848592
01/01/2019 05:33:00.000000,0.184981,,,14.403153,
01/01/2019 05:34:00.000000,0.183133,16.337737,0.015283,14.402128,6.89805
01/01/2019 05:35:00.000000,0.176395,,,14.258137,
01/01/2019 06:17:00.000000,0.199923,24.585834,,11.731554,6.681333
01/01/2019 06:18:00.000000,0.230296,14.837758,0.0141,11.835861,6.789722
01/01/2019 06:19:00.000000,0.241345,11.156056,,12.314221,6.879267
01/01/2019 06:20:00.000000,0.216257,9.535788,0.019633,12.642784,6.931933
01/01/2019 06:21:00.000000,0.220927,9.74744,0.019517,12.540168,6.92589
01/01/2019 07:00:00.000000,0.23064,21.59322,0.000283,12.957164,8.006284
01/01/2019 07:01:00.000000,0.266012,18.128217,,12.944928,8.004867
01/01/2019 07:02:00.000000,0.290889,14.263456,,13.413036,7.950529
01/01/2019 07:03:00.000000,0.252094,13.307195,,13.485389,7.961844
01/01/2019 07:04:00.000000,0.226778,12.752365,,13.516177,7.973146
01/01/2019 07:05:00.000000,0.211259,11.617989,,13.453171,7.93522
01/01/2019 07:14:00.000000,0.198479,11.299388,0.0167,13.23834,7.472681
01/01/2019 07:15:00.000000,0.197479,10.912503,,13.25433,7.485826
01/01/2019 07:16:00.000000,0.1801,9.940577,,13.362772,7.536745
01/01/2019 07:17:00.000000,0.170631,9.857793,,13.248942,7.595249
01/01/2019 07:18:00.000000,0.191911,11.437118,,13.34944,7.665317
01/01/2019 07:57:00.000000,0.160707,8.301198,,12.117214,6.75821
01/01/2019 07:58:00.000000,0.160599,8.951316,0.019633,11.441216,6.757369
01/01/2019 07:59:00.000000,0.183532,10.65842,0.017717,11.940506,6.796372
01/01/2019 08:00:00.000000,0.195873,10.747883,,12.25314,6.761982
01/01/2019 08:01:00.000000,0.192953,10.600918,,12.388894,6.702089
01/01/2019 08:10:00.000000,0.2209,10.890212,,13.037671,6.811375
01/01/2019 08:11:00.000000,0.177376,10.099538,,12.71275,6.799027
01/01/2019 08:12:00.000000,0.162158,10.03584,,12.386247,6.779988
