InstrumentName, I-25 Globeville,
StartTime, 2019-01-01 00:00:00,
EndTime, 2019-01-31 23:59:59,
Date,NO2,PM2.5
01/01/2019 00:00:00.000000,9.0,8.6
01/01/2019 01:00:00.000000,15.0,8.7
01/01/2019 02:00:00.000000,13.0,8.8
01/01/2019 03:00:00.000000,13.0,8.2
01/01/2019 04:00:00.000000,8.0,7.0
01/01/2019 05:00:00.000000,,6.2
01/01/2019 06:00:00.000000,10.0,8.3
01/01/2019 07:00:00.000000,9.0,9.4
01/01/2019 08:00:00.000000,9.0,7.7
01/01/2019 09:00:00.000000,12.0,7.7
01/01/2019 10:00:00.000000,10.0,7.1
01/01/2019 11:00:00.000000,8.0,6.1
01/01/2019 12:00:00.000000,12.0,4.9
01/01/2019 13:00:00.000000,19.0,4.8
01/01/2019 14:00:00.000000,21.0,5.2
01/01/2019 15:00:00.000000,19.0,6.1
01/01/2019 16:00:00.000000,18.0,6.8
01/01/2019 17:00:00.000000,16.0,8.6
01/01/2019 18:00:00.000000,13.0,11.4
01/01/2019 19:00:00.000000,11.0,12.7
01/01/2019 20:00:00.000000,10.0,12.4
01/01/2019 21:00:00.000000,11.0,12.4
01/01/2019 22:00:00.000000,17.0,13.2
01/01/2019 23:00:00.000000,20.0,12.8
01/02/2019 00:00:00.000000,23.0,12.5
01/02/2019 01:00:00.000000,39.0,15.0
01/02/2019 02:00:00.000000,37.0,20.0
01/02/2019 03:00:00.000000,35.0,23.8
01/02/2019 04:00:00.000000,35.0,25.3
01/02/2019 05:00:00.000000,,23.6
01/02/2019 06:00:00.000000,32.0,21.9
01/02/2019 07:00:00.000000,35.0,19.6
01/02/2019 08:00:00.000000,38.0,23.1
01/02/2019 09:00:00.000000,43.0,23.1
01/02/2019 10:00:00.000000,47.0,26.9
01/02/2019 11:00:00.000000,44.0,25.8
01/02/2019 12:00:00.000000,47.0,22.6
01/02/2019 13:00:00.000000,44.0,15.7
01/02/2019 14:00:00.000000,45.0,12.4
01/02/2019 15:00:00.000000,49.0,12.3
01/02/2019 16:00:00.000000,46.0,13.1
01/02/2019 17:00:00.000000,42.0,13.6
01/02/2019 18:00:00.000000,40.0,15.6
01/02/2019 19:00:00.000000,41.0,21.1
01/02/2019 20:00:00.000000,35.0,22.3
01/02/2019 21:00:00.000000,31.0,20.2
01/02/2019 22:00:00.000000,43.0,29.2
01/02/2019 23:00:00.000000,50.0,31.1
01/03/2019 00:00:00.000000,57.0,26.4
01/03/2019 01:00:00.000000,56.0,21.1
01/03/2019 02:00:00.000000,55.0,19.1
01/03/2019 03:00:00.000000,48.0,16.4
01/03/2019 04:00:00.000000,41.0,11.7
01/03/2019 05:00:00.000000,,9.3
01/03/2019 06:00:00.000000,44.0,7.6
01/03/2019 07:00:00.000000,45.0,6.9
01/03/2019 08:00:00.000000,43.0,6.1
01/03/2019 09:00:00.000000,43.0,6.1
01/03/2019 10:00:00.000000,37.0,4.5
01/03/2019 11:00:00.000000,41.0,4.4
01/03/2019 12:00:00.000000,44.0,4.6
01/03/2019 13:00:00.000000,47.0,5.5
01/03/2019 14:00:00.000000,48.0,6.5
01/03/2019 15:00:00.000000,47.0,8.7
01/03/2019 16:00:00.000000,42.0,10.9
01/03/2019 17:00:00.000000,45.0,15.1
01/03/2019 18:00:00.000000,39.0,16.8
01/03/2019 19:00:00.000000,40.0,17.4
01/03/2019 20:00:00.000000,41.0,16.3
01/03/2019 21:00:00.000000,33.0,13.5
01/03/2019 22:00:00.000000,48.0,16.5
01/03/2019 23:00:00.000000,50.0,21.3
01/04/2019 00:00:00.000000,57.0,25.6
01/04/2019 01:00:00.000000,58.0,25.9
01/04/2019 02:00:00.000000,50.0,21.7
01/04/2019 03:00:00.000000,41.0,15.6
01/04/2019 04:00:00.000000,41.0,12.0
01/04/2019 05:00:00.000000,,9.1
01/04/2019 06:00:00.000000,39.0,7.4
01/04/2019 07:00:00.000000,38.0,5.4
01/04/2019 08:00:00.000000,39.0,4.2
01/04/2019 09:00:00.000000,37.0,3.5
01/04/2019 10:00:00.000000,36.0,3.2
01/04/2019 11:00:00.000000,45.0,3.7
01/04/2019 12:00:00.000000,39.0,3.7
01/04/2019 13:00:00.000000,50.0,5.3
01/04/2019 14:00:00.000000,50.0,6.8
01/04/2019 15:00:00.000000,49.0,9.1
01/04/2019 16:00:00.000000,49.0,13.7
01/04/2019 17:00:00.000000,47.0,16.1
01/04/2019 18:00:00.000000,43.0,15.4
01/04/2019 19:00:00.000000,42.0,13.7
01/04/2019 20:00:00.000000,32.0,11.1
01/04/2019 21:00:00.000000,27.0,8.9
01/04/2019 22:00:00.000000,28.0,7.4
01/04/2019 23:00:00.000000,40.0,9.5
01/05/2019 00:00:00.000000,52.0,13.7
01/05/2019 01:00:00.000000,56.0,19.4
01/05/2019 02:00:00.000000,50.0,18.7
01/05/2019 03:00:00.000000,52.0,20.8
01/05/2019 04:00:00.000000,45.0,18.2
01/05/2019 05:00:00.000000,,14.7
01/05/2019 06:00:00.000000,41.0,11.9
01/05/2019 07:00:00.000000,39.0,9.6
01/05/2019 08:00:00.000000,37.0,7.6
01/05/2019 09:00:00.000000,40.0,7.6
01/05/2019 10:00:00.000000,41.0,6.4
01/05/2019 11:00:00.000000,41.0,5.8
01/05/2019 12:00:00.000000,44.0,6.6
01/05/2019 13:00:00.000000,50.0,7.5
01/05/2019 14:00:00.000000,49.0,7.6
01/05/2019 15:00:00.000000,55.0,11.7
01/05/2019 16:00:00.000000,48.0,14.2
01/05/2019 17:00:00.000000,42.0,15.3
01/05/2019 18:00:00.000000,40.0,15.6
01/05/2019 19:00:00.000000,29.0,14.7
01/05/2019 20:00:00.000000,31.0,15.6
01/05/2019 21:00:00.000000,32.0,15.7
01/05/2019 22:00:00.000000,40.0,17.1
01/05/2019 23:00:00.000000,51.0,18.5
01/06/2019 00:00:00.000000,53.0,20.4
01/06/2019 01:00:00.000000,48.0,20.7
01/06/2019 02:00:00.000000,43.0,19.0
01/06/2019 03:00:00.000000,46.0,19.6
01/06/2019 04:00:00.000000,44.0,21.5
01/06/2019 05:00:00.000000,,21.7
