InstrumentName, Wash Park West B,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2019 00:01:49.105000,7.47,47.0,20.0
01/01/2019 00:03:08.046000,6.38,47.0,20.0
01/01/2019 00:05:48.025000,6.74,47.0,20.0
01/01/2019 00:07:08.032000,6.24,47.0,20.0
01/01/2019 00:09:47.355000,7.31,47.0,20.0
01/01/2019 00:13:48.041000,6.62,46.0,20.0
01/01/2019 00:15:08.028000,6.91,46.0,20.0
01/01/2019 00:17:47.983000,7.57,45.0,20.0
01/01/2019 00:19:08.006000,6.53,45.0,20.0
01/01/2019 00:20:27.555000,7.39,45.0,20.0
01/01/2019 00:23:08.005000,7.39,45.0,19.0
01/01/2019 00:25:53.985000,6.83,45.0,20.0
01/01/2019 00:27:08.006000,7.83,46.0,20.0
01/01/2019 00:29:48.087000,7.85,45.0,20.0
01/01/2019 00:31:09.582000,9.72,45.0,20.0
01/01/2019 00:33:49.013000,7.24,44.0,20.0
01/01/2019 00:35:09.039000,8.6,44.0,19.0
01/01/2019 00:37:49.057000,7.68,44.0,19.0
01/01/2019 00:39:08.051000,7.37,44.0,19.0
01/01/2019 00:41:47.397000,9.2,45.0,19.0
01/01/2019 00:43:09.037000,9.34,45.0,19.0
01/01/2019 00:45:48.010000,8.43,44.0,19.0
01/01/2019 00:47:08.062000,6.52,45.0,19.0
01/01/2019 00:49:48.010000,6.5,44.0,19.0
01/01/2019 00:51:08.983000,7.0,45.0,19.0
01/01/2019 00:53:48.051000,7.4,45.0,19.0
01/01/2019 00:55:09.109000,6.74,44.0,19.0
01/01/2019 00:56:28.046000,7.02,45.0,19.0
01/01/2019 00:59:08.056000,5.89,44.0,18.0
01/01/2019 01:01:48.077000,7.09,45.0,19.0
01/01/2019 01:03:07.563000,8.83,45.0,19.0
01/01/2019 01:05:49.038000,8.37,45.0,19.0
01/01/2019 01:07:08.159000,7.21,45.0,19.0
01/01/2019 01:09:48.060000,7.18,45.0,19.0
01/01/2019 01:11:09.061000,6.87,45.0,19.0
01/01/2019 01:13:47.685000,8.73,45.0,19.0
01/01/2019 01:15:08.252000,9.0,45.0,19.0
01/01/2019 01:17:48.050000,8.8,45.0,19.0
01/01/2019 01:19:08.066000,8.4,45.0,19.0
01/01/2019 01:21:48.060000,8.52,46.0,19.0
01/01/2019 01:23:08.037000,9.78,46.0,19.0
01/01/2019 01:25:48.097000,8.0,45.0,19.0
01/01/2019 01:27:08.054000,6.59,46.0,19.0
01/01/2019 01:29:48.068000,6.2,46.0,19.0
01/01/2019 01:31:08.061000,7.73,45.0,19.0
01/01/2019 01:33:48.954000,7.2,46.0,19.0
01/01/2019 01:35:09.105000,6.78,46.0,19.0
01/01/2019 01:36:28.042000,7.41,46.0,19.0
01/01/2019 01:39:08.118000,8.51,46.0,19.0
01/01/2019 01:41:48.048000,8.33,46.0,19.0
01/01/2019 01:43:09.009000,8.82,46.0,19.0
01/01/2019 01:44:28.093000,7.96,46.0,19.0
01/01/2019 01:47:11.609000,7.96,46.0,19.0
01/01/2019 01:49:48.089000,8.57,46.0,19.0
01/01/2019 01:51:08.074000,7.26,45.0,19.0
01/01/2019 01:53:48.078000,7.76,45.0,19.0
01/01/2019 01:55:08.052000,8.33,46.0,19.0
01/01/2019 01:56:28.120000,8.0,46.0,19.0
01/01/2019 01:59:10.156000,8.43,45.0,18.0
01/01/2019 02:03:08.114000,9.98,46.0,18.0
01/01/2019 02:07:08.094000,9.22,46.0,19.0
01/01/2019 02:09:48.149000,8.85,46.0,18.0
01/01/2019 02:11:08.150000,9.72,46.0,19.0
01/01/2019 02:13:48.085000,8.47,46.0,19.0
01/01/2019 02:15:08.126000,10.15,46.0,19.0
01/01/2019 02:17:49.123000,10.47,46.0,19.0
01/01/2019 02:19:08.115000,11.22,47.0,19.0
01/01/2019 02:21:48.118000,9.7,47.0,19.0
01/01/2019 02:22:56.986000,9.79,47.0,19.0
01/01/2019 02:25:49.054000,10.09,46.0,18.0
01/01/2019 02:27:08.131000,10.21,46.0,18.0
01/01/2019 02:29:48.086000,9.87,46.0,19.0
01/01/2019 02:31:08.080000,11.31,46.0,19.0
01/01/2019 02:33:49.101000,11.43,46.0,19.0
01/01/2019 02:35:08.119000,9.4,47.0,19.0
01/01/2019 02:37:48.097000,10.19,47.0,19.0
01/01/2019 02:39:08.113000,8.78,47.0,18.0
01/01/2019 02:40:28.096000,10.2,47.0,19.0
01/01/2019 02:43:08.109000,7.65,46.0,18.0
01/01/2019 02:44:28.111000,6.93,46.0,18.0
01/01/2019 02:47:08.200000,8.43,46.0,18.0
01/01/2019 02:49:48.134000,10.4,46.0,19.0
01/01/2019 02:51:09.199000,10.24,46.0,19.0
01/01/2019 02:53:49.111000,10.47,47.0,18.0
01/01/2019 02:55:09.347000,8.96,46.0,18.0
01/01/2019 02:56:27.594000,8.44,46.0,18.0
01/01/2019 02:59:09.174000,7.52,46.0,19.0
01/01/2019 03:01:49.127000,9.76,46.0,19.0
01/01/2019 03:03:09.121000,9.17,46.0,18.0
01/01/2019 03:05:49.221000,8.98,46.0,18.0
01/01/2019 03:07:07.087000,8.17,46.0,18.0
01/01/2019 03:08:29.109000,7.84,46.0,18.0
01/01/2019 03:11:09.130000,7.02,46.0,18.0
01/01/2019 03:13:49.157000,8.41,46.0,18.0
01/01/2019 03:15:09.128000,7.8,46.0,18.0
01/01/2019 03:17:49.149000,8.58,46.0,18.0
01/01/2019 03:19:09.155000,8.59,46.0,18.0
01/01/2019 03:21:49.123000,7.65,45.0,18.0
01/01/2019 03:23:09.186000,8.3,45.0,18.0
01/01/2019 03:24:29.234000,8.91,45.0,18.0
01/01/2019 03:27:09.134000,9.59,46.0,18.0
01/01/2019 03:29:49.157000,9.93,46.0,18.0
01/01/2019 03:33:49.205000,7.22,46.0,18.0
01/01/2019 03:35:09.151000,9.61,46.0,19.0
01/01/2019 03:37:49.166000,9.96,46.0,19.0
01/01/2019 03:39:09.134000,8.61,46.0,19.0
01/01/2019 03:41:49.210000,8.89,46.0,19.0
