InstrumentName, CAMP,,,,,
StartTime, 2019-01-01 00:00:00,,,,,
EndTime, 2019-01-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
01/01/2019 00:00:00.000000,,12.0,16.0,67.0,9.5,0.0
01/01/2019 01:00:00.000000,,14.0,15.0,46.0,8.4,0.0
01/01/2019 02:00:00.000000,,17.0,13.0,36.0,8.5,0.0
01/01/2019 03:00:00.000000,,17.0,14.0,27.0,10.9,0.0
01/01/2019 04:00:00.000000,,11.0,14.0,17.0,8.5,0.0
01/01/2019 05:00:00.000000,,,15.0,13.0,8.1,0.0
01/01/2019 06:00:00.000000,,11.0,15.0,11.0,7.7,0.0
01/01/2019 07:00:00.000000,,11.0,14.0,9.0,7.7,0.0
01/01/2019 08:00:00.000000,,12.0,15.0,8.0,7.0,0.0
01/01/2019 09:00:00.000000,,11.0,15.0,8.0,7.3,0.0
01/01/2019 10:00:00.000000,,11.0,17.0,8.0,6.8,0.0
01/01/2019 11:00:00.000000,,13.0,20.0,7.0,6.0,0.0
01/01/2019 12:00:00.000000,,17.0,20.0,6.0,5.7,0.0
01/01/2019 13:00:00.000000,,17.0,19.0,6.0,6.2,0.0
01/01/2019 14:00:00.000000,,21.0,18.0,7.0,6.8,0.0
01/01/2019 15:00:00.000000,,18.0,15.0,8.0,8.1,0.0
01/01/2019 16:00:00.000000,,23.0,15.0,9.0,9.1,0.0
01/01/2019 17:00:00.000000,,17.0,16.0,10.0,9.8,1.0
01/01/2019 18:00:00.000000,,14.0,17.0,12.0,10.9,4.0
01/01/2019 19:00:00.000000,,10.0,19.0,13.0,11.5,6.0
01/01/2019 20:00:00.000000,,10.0,20.0,13.0,11.9,6.0
01/01/2019 21:00:00.000000,,12.0,21.0,14.0,12.2,5.0
01/01/2019 22:00:00.000000,,20.0,19.0,15.0,13.1,5.0
01/01/2019 23:00:00.000000,,26.0,17.0,15.0,13.2,4.0
01/02/2019 00:00:00.000000,,35.0,13.0,17.0,13.8,4.0
01/02/2019 01:00:00.000000,,36.0,2.0,18.0,15.6,3.0
01/02/2019 02:00:00.000000,,32.0,6.0,21.0,18.7,1.0
01/02/2019 03:00:00.000000,,30.0,4.0,22.0,19.9,0.0
01/02/2019 04:00:00.000000,,30.0,2.0,22.0,19.8,0.0
01/02/2019 05:00:00.000000,,,2.0,21.0,19.2,0.0
01/02/2019 06:00:00.000000,,29.0,2.0,20.0,18.2,0.0
01/02/2019 07:00:00.000000,,29.0,1.0,17.0,18.2,0.0
01/02/2019 08:00:00.000000,,40.0,0.0,17.0,17.0,1.0
01/02/2019 09:00:00.000000,,43.0,0.0,19.0,18.2,2.0
01/02/2019 10:00:00.000000,,43.0,0.0,19.0,17.9,2.0
01/02/2019 11:00:00.000000,,43.0,0.0,18.0,17.7,1.0
01/02/2019 12:00:00.000000,,41.0,2.0,15.0,14.2,1.0
01/02/2019 13:00:00.000000,,25.0,13.0,10.0,9.4,0.0
01/02/2019 14:00:00.000000,,27.0,12.0,8.0,6.9,0.0
01/02/2019 15:00:00.000000,,33.0,9.0,8.0,6.1,0.0
01/02/2019 16:00:00.000000,,25.0,20.0,10.0,5.8,0.0
01/02/2019 17:00:00.000000,,23.0,17.0,13.0,5.6,0.0
01/02/2019 18:00:00.000000,,19.0,25.0,15.0,5.9,0.0
01/02/2019 19:00:00.000000,,22.0,24.0,19.0,6.5,0.0
01/02/2019 20:00:00.000000,,19.0,23.0,18.0,6.0,0.0
01/02/2019 21:00:00.000000,,27.0,22.0,19.0,6.0,0.0
01/02/2019 22:00:00.000000,,37.0,18.0,24.0,7.0,0.0
01/02/2019 23:00:00.000000,,53.0,2.0,37.0,9.8,1.0
01/03/2019 00:00:00.000000,,61.0,11.0,55.0,14.1,3.0
01/03/2019 01:00:00.000000,,58.0,7.0,56.0,15.6,3.0
01/03/2019 02:00:00.000000,,52.0,4.0,43.0,15.2,2.0
01/03/2019 03:00:00.000000,,37.0,8.0,27.0,11.3,0.0
01/03/2019 04:00:00.000000,,25.0,18.0,17.0,7.7,0.0
01/03/2019 05:00:00.000000,,,9.0,12.0,6.0,0.0
01/03/2019 06:00:00.000000,,25.0,12.0,10.0,4.8,0.0
01/03/2019 07:00:00.000000,,22.0,15.0,10.0,4.8,0.0
01/03/2019 08:00:00.000000,,20.0,22.0,7.0,3.3,0.0
01/03/2019 09:00:00.000000,,19.0,20.0,7.0,2.8,0.0
01/03/2019 10:00:00.000000,,14.0,27.0,5.0,2.4,0.0
01/03/2019 11:00:00.000000,,19.0,23.0,5.0,2.3,0.0
01/03/2019 12:00:00.000000,,17.0,25.0,8.0,2.5,0.0
01/03/2019 13:00:00.000000,,19.0,24.0,9.0,2.5,0.0
01/03/2019 14:00:00.000000,,25.0,22.0,12.0,2.8,0.0
01/03/2019 15:00:00.000000,,24.0,23.0,14.0,3.2,0.0
01/03/2019 16:00:00.000000,,20.0,22.0,19.0,4.0,0.0
01/03/2019 17:00:00.000000,,22.0,23.0,28.0,5.5,0.0
01/03/2019 18:00:00.000000,,22.0,23.0,28.0,5.5,0.0
01/03/2019 19:00:00.000000,,19.0,25.0,36.0,7.0,0.0
01/03/2019 20:00:00.000000,,19.0,24.0,34.0,6.7,0.0
01/03/2019 21:00:00.000000,,31.0,22.0,49.0,8.1,0.0
01/03/2019 22:00:00.000000,,40.0,18.0,101.0,13.3,1.0
01/03/2019 23:00:00.000000,,60.0,1.0,169.0,20.3,4.0
01/04/2019 00:00:00.000000,,57.0,10.0,144.0,20.1,5.0
01/04/2019 01:00:00.000000,,54.0,0.0,108.0,19.2,3.0
01/04/2019 02:00:00.000000,,40.0,2.0,65.0,14.1,0.0
01/04/2019 03:00:00.000000,,24.0,16.0,37.0,10.1,0.0
01/04/2019 04:00:00.000000,,25.0,13.0,24.0,7.2,0.0
01/04/2019 05:00:00.000000,,,8.0,14.0,5.1,0.0
01/04/2019 06:00:00.000000,,29.0,9.0,9.0,4.0,0.0
01/04/2019 07:00:00.000000,,24.0,14.0,6.0,4.0,0.0
01/04/2019 08:00:00.000000,,18.0,22.0,4.0,2.4,0.0
