InstrumentName, Woods Park B,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
01/01/2019 00:00:17.000000,3.55,6.09,5.64
01/01/2019 00:03:00.000000,3.33,4.5,4.28
01/01/2019 00:04:15.000000,3.3,5.52,4.72
01/01/2019 00:05:45.000000,3.65,5.13,4.72
01/01/2019 00:08:15.000000,2.76,3.78,3.76
01/01/2019 00:09:36.000000,2.47,3.49,3.21
01/01/2019 00:12:13.000000,2.0,3.0,2.7
01/01/2019 00:13:41.000000,2.04,2.69,2.44
01/01/2019 00:16:24.000000,2.07,3.07,2.72
01/01/2019 00:17:46.000000,2.09,3.15,2.96
01/01/2019 00:22:29.000000,1.82,2.53,2.24
01/01/2019 00:23:49.000000,2.04,2.67,2.53
01/01/2019 00:30:16.000000,2.14,3.42,3.02
01/01/2019 00:39:19.000000,2.0,2.98,2.67
01/01/2019 00:42:56.000000,2.49,3.79,3.52
01/01/2019 00:47:00.000000,2.71,3.24,3.24
01/01/2019 00:52:09.000000,2.89,3.81,3.45
01/01/2019 00:53:25.000000,3.0,4.8,4.09
01/01/2019 00:56:05.000000,2.71,4.04,3.73
01/01/2019 00:58:46.000000,2.98,4.11,3.83
01/01/2019 01:03:51.000000,3.84,5.5,5.29
01/01/2019 01:06:06.000000,3.51,4.47,4.45
01/01/2019 01:07:28.000000,3.89,5.17,4.89
01/01/2019 01:10:07.000000,3.02,4.39,3.82
01/01/2019 01:11:23.000000,3.78,5.71,5.02
01/01/2019 01:12:46.000000,3.55,5.3,5.26
01/01/2019 01:15:51.000000,3.8,5.25,4.86
01/01/2019 01:22:41.000000,4.53,6.02,5.89
01/01/2019 01:25:03.000000,5.27,8.11,7.29
01/01/2019 01:34:26.000000,6.04,8.46,7.87
01/01/2019 01:47:31.000000,23.47,37.51,33.87
01/01/2019 01:51:20.000000,19.61,34.09,28.66
01/01/2019 01:53:06.000000,20.7,31.46,28.37
01/01/2019 02:04:47.000000,7.3,10.43,10.13
01/01/2019 02:34:29.000000,8.4,12.89,11.19
01/01/2019 02:39:56.000000,13.61,21.37,19.78
01/01/2019 02:49:55.000000,11.2,16.5,15.13
01/01/2019 02:51:28.000000,11.49,17.24,15.66
01/01/2019 02:53:43.000000,11.49,17.51,15.6
01/01/2019 03:02:39.000000,11.96,17.93,16.96
01/01/2019 03:04:45.000000,12.68,18.92,17.19
01/01/2019 03:06:54.000000,12.0,16.93,16.19
01/01/2019 03:14:50.000000,10.91,16.27,15.31
01/01/2019 03:28:15.000000,10.3,14.89,13.91
01/01/2019 03:43:42.000000,11.2,15.2,14.22
01/01/2019 03:47:49.000000,13.07,17.91,16.65
01/01/2019 03:52:01.000000,15.04,22.24,19.87
01/01/2019 03:55:33.000000,17.15,24.61,22.32
01/01/2019 03:58:30.000000,16.76,24.69,23.16
01/01/2019 04:05:59.000000,16.09,24.39,21.13
01/01/2019 04:10:04.000000,17.43,27.32,24.43
01/01/2019 04:18:04.000000,17.11,24.42,23.07
01/01/2019 04:21:45.000000,16.47,23.27,22.09
01/01/2019 04:24:23.000000,15.8,23.98,22.33
01/01/2019 04:25:43.000000,14.87,22.48,19.52
01/01/2019 04:28:23.000000,15.5,22.37,20.59
01/01/2019 04:29:43.000000,15.93,25.16,22.87
01/01/2019 04:32:23.000000,15.33,23.07,20.0
01/01/2019 04:33:43.000000,15.06,21.83,19.85
01/01/2019 04:36:23.000000,15.62,22.24,20.8
01/01/2019 04:37:43.000000,16.07,23.28,21.35
01/01/2019 04:40:23.000000,15.84,23.66,21.95
01/01/2019 04:41:43.000000,15.87,24.47,21.21
01/01/2019 04:44:23.000000,14.2,19.02,18.04
01/01/2019 04:45:43.000000,14.93,19.98,18.41
01/01/2019 04:48:23.000000,13.57,19.46,17.52
01/01/2019 04:49:43.000000,14.02,21.46,18.59
01/01/2019 04:52:23.000000,14.0,20.45,18.32
01/01/2019 04:53:43.000000,15.07,22.11,20.27
01/01/2019 04:56:23.000000,14.91,19.87,18.76
01/01/2019 04:57:43.000000,14.85,22.0,20.0
01/01/2019 05:00:23.000000,14.67,18.91,17.98
01/01/2019 05:01:43.000000,15.47,21.83,20.49
01/01/2019 05:04:23.000000,15.56,21.38,20.11
01/01/2019 05:05:43.000000,15.35,21.02,19.63
01/01/2019 05:08:23.000000,15.27,21.8,20.36
01/01/2019 05:09:43.000000,15.44,20.78,18.93
01/01/2019 05:12:23.000000,14.53,22.31,19.98
01/01/2019 05:13:43.000000,15.93,22.04,20.07
01/01/2019 05:16:23.000000,16.33,22.8,21.85
01/01/2019 05:17:43.000000,16.67,22.98,22.02
01/01/2019 05:20:23.000000,17.22,24.6,23.24
01/01/2019 05:21:43.000000,17.07,22.69,21.71
01/01/2019 05:24:23.000000,17.72,25.11,24.43
01/01/2019 05:25:43.000000,16.18,25.8,22.43
01/01/2019 05:28:23.000000,15.91,21.76,20.22
01/01/2019 05:29:43.000000,14.6,19.87,17.81
01/01/2019 05:32:23.000000,14.31,20.93,19.07
01/01/2019 05:33:43.000000,13.85,18.87,17.07
01/01/2019 05:36:23.000000,13.02,17.87,16.69
01/01/2019 05:37:43.000000,12.98,18.11,16.42
01/01/2019 05:40:23.000000,12.51,17.44,15.98
01/01/2019 05:41:43.000000,13.29,18.8,16.82
01/01/2019 05:44:23.000000,12.89,17.13,16.58
01/01/2019 05:45:43.000000,12.27,16.42,15.4
01/01/2019 05:48:23.000000,11.71,16.44,14.8
01/01/2019 05:49:43.000000,11.82,15.36,14.24
01/01/2019 05:52:23.000000,12.26,16.5,15.76
01/01/2019 05:53:43.000000,14.8,20.38,18.89
01/01/2019 05:56:23.000000,13.35,19.41,17.93
01/01/2019 05:57:43.000000,12.71,16.24,15.71
01/01/2019 06:00:23.000000,12.41,15.85,15.57
01/01/2019 06:01:43.000000,12.27,15.67,14.64
01/01/2019 06:04:23.000000,10.67,14.2,13.13
01/01/2019 06:05:43.000000,11.5,15.13,14.61
01/01/2019 06:08:23.000000,11.7,15.02,13.98
01/01/2019 06:09:43.000000,12.02,16.2,14.7
