InstrumentName, APCD,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2019 00:01:45.877000,6.02,58.0,16.0
01/01/2019 00:03:05.964000,5.76,58.0,16.0
01/01/2019 00:05:45.937000,6.39,58.0,16.0
01/01/2019 00:07:05.932000,6.84,58.0,16.0
01/01/2019 00:09:45.737000,5.68,58.0,16.0
01/01/2019 00:11:05.811000,4.6,57.0,16.0
01/01/2019 00:13:46.193000,5.26,57.0,16.0
01/01/2019 00:15:06.033000,5.84,57.0,16.0
01/01/2019 00:17:45.972000,5.63,57.0,16.0
01/01/2019 00:19:05.764000,5.61,56.0,16.0
01/01/2019 00:21:45.802000,3.98,56.0,16.0
01/01/2019 00:23:05.880000,6.34,56.0,16.0
01/01/2019 00:25:45.744000,5.26,56.0,16.0
01/01/2019 00:27:05.827000,4.27,55.0,16.0
01/01/2019 00:29:46.120000,6.32,55.0,16.0
01/01/2019 00:31:08.601000,4.65,55.0,16.0
01/01/2019 00:33:45.883000,5.47,55.0,16.0
01/01/2019 00:35:05.889000,6.32,55.0,16.0
01/01/2019 00:37:45.950000,5.38,55.0,16.0
01/01/2019 00:39:05.861000,5.46,55.0,16.0
01/01/2019 00:41:45.836000,4.33,54.0,16.0
01/01/2019 00:43:05.853000,5.54,54.0,16.0
01/01/2019 00:45:45.749000,6.8,54.0,16.0
01/01/2019 00:47:06.129000,5.55,54.0,16.0
01/01/2019 00:49:45.714000,5.81,54.0,16.0
01/01/2019 00:51:05.865000,4.61,54.0,16.0
01/01/2019 00:53:45.755000,5.61,54.0,16.0
01/01/2019 00:55:05.777000,4.8,54.0,16.0
01/01/2019 00:57:46.281000,4.62,54.0,16.0
01/01/2019 00:59:05.740000,4.35,54.0,16.0
01/01/2019 01:01:45.759000,4.8,54.0,16.0
01/01/2019 01:03:05.856000,4.87,54.0,15.0
01/01/2019 01:05:45.696000,4.67,54.0,15.0
01/01/2019 01:07:06.102000,4.79,54.0,15.0
01/01/2019 01:09:45.738000,4.43,54.0,15.0
01/01/2019 01:11:05.802000,5.39,54.0,15.0
01/01/2019 01:13:45.756000,5.0,54.0,15.0
01/01/2019 01:15:05.732000,4.2,54.0,15.0
01/01/2019 01:17:45.664000,5.72,54.0,15.0
01/01/2019 01:19:05.852000,5.96,54.0,15.0
01/01/2019 01:21:45.807000,7.07,54.0,15.0
01/01/2019 01:23:05.758000,6.54,54.0,15.0
01/01/2019 01:25:45.944000,6.41,54.0,15.0
01/01/2019 01:27:05.796000,7.11,54.0,15.0
01/01/2019 01:29:45.830000,5.91,54.0,15.0
01/01/2019 01:31:05.720000,7.0,54.0,16.0
01/01/2019 01:33:45.794000,6.19,54.0,16.0
01/01/2019 01:35:05.856000,6.11,54.0,16.0
01/01/2019 01:37:46.046000,6.49,54.0,16.0
01/01/2019 01:39:05.798000,5.65,55.0,16.0
01/01/2019 01:41:45.851000,7.61,55.0,16.0
01/01/2019 01:43:05.797000,8.74,55.0,16.0
01/01/2019 01:45:45.959000,6.85,55.0,16.0
01/01/2019 01:47:06.105000,7.26,55.0,16.0
01/01/2019 01:49:45.711000,6.36,55.0,16.0
01/01/2019 01:51:05.854000,5.47,54.0,16.0
01/01/2019 01:53:45.833000,5.02,54.0,16.0
01/01/2019 01:55:05.784000,5.46,54.0,16.0
01/01/2019 01:57:45.770000,5.11,54.0,16.0
01/01/2019 02:00:25.713000,6.19,54.0,16.0
01/01/2019 02:03:05.957000,5.91,54.0,16.0
01/01/2019 02:05:45.765000,5.53,54.0,16.0
01/01/2019 02:07:06.095000,5.18,54.0,16.0
01/01/2019 02:09:45.874000,5.41,54.0,16.0
01/01/2019 02:11:05.686000,6.2,54.0,16.0
01/01/2019 02:13:45.736000,5.15,54.0,16.0
01/01/2019 02:15:05.790000,6.13,54.0,16.0
01/01/2019 02:17:45.760000,5.93,54.0,16.0
01/01/2019 02:19:05.869000,5.46,54.0,16.0
01/01/2019 02:21:17.959000,9.27,54.0,16.0
01/01/2019 02:23:54.763000,6.27,54.0,16.0
01/01/2019 02:25:14.635000,6.06,54.0,16.0
01/01/2019 02:27:54.766000,5.33,54.0,16.0
01/01/2019 02:29:14.787000,4.89,54.0,16.0
01/01/2019 02:31:54.874000,4.62,54.0,16.0
01/01/2019 02:33:15.197000,6.67,54.0,16.0
01/01/2019 02:35:54.710000,6.59,54.0,16.0
01/01/2019 02:37:14.838000,6.38,54.0,15.0
01/01/2019 02:39:54.655000,5.2,54.0,15.0
01/01/2019 02:41:18.652000,5.32,54.0,15.0
01/01/2019 02:43:54.751000,7.09,54.0,15.0
01/01/2019 02:45:14.606000,6.34,55.0,15.0
01/01/2019 02:47:54.813000,5.33,55.0,15.0
01/01/2019 02:49:14.574000,6.62,55.0,15.0
01/01/2019 02:51:54.788000,5.58,55.0,15.0
01/01/2019 02:53:14.568000,6.09,55.0,15.0
01/01/2019 02:55:54.709000,6.06,55.0,15.0
01/01/2019 02:57:19.320000,5.2,55.0,15.0
01/01/2019 02:59:54.678000,7.51,55.0,15.0
01/01/2019 03:01:15.048000,6.44,55.0,15.0
01/01/2019 03:03:54.951000,5.27,55.0,15.0
01/01/2019 03:05:14.740000,5.2,55.0,15.0
01/01/2019 03:07:54.792000,4.89,55.0,15.0
01/01/2019 03:09:14.813000,5.0,55.0,15.0
01/01/2019 03:11:54.737000,5.53,55.0,15.0
01/01/2019 03:13:15.072000,5.2,55.0,15.0
01/01/2019 03:15:54.786000,5.28,55.0,15.0
01/01/2019 03:17:15.105000,6.91,55.0,15.0
01/01/2019 03:19:54.701000,5.49,55.0,15.0
01/01/2019 03:21:16.159000,6.44,55.0,15.0
01/01/2019 03:23:54.541000,5.15,55.0,15.0
01/01/2019 03:25:14.901000,5.49,55.0,15.0
01/01/2019 03:27:54.852000,5.22,55.0,15.0
01/01/2019 03:29:14.760000,6.2,55.0,15.0
01/01/2019 03:31:55.080000,5.37,54.0,15.0
01/01/2019 03:33:14.713000,5.04,54.0,15.0
01/01/2019 03:35:55.015000,6.37,54.0,15.0
