InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-01-01 00:00:00,,,,
EndTime, 2019-01-31 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
01/02/2019 15:08:16.192000,0.0,0.470588,0.0,26.538109,6.536965
01/02/2019 15:10:53.501000,0.0,0.235294,0.0,28.086899,5.969329
01/02/2019 15:13:30.868000,0.0,0.235294,0.0,29.392693,5.740444
01/02/2019 15:16:08.146000,0.0,0.470588,0.0,30.532921,5.342184
01/02/2019 15:18:45.440000,0.0,0.470588,0.0,31.502251,4.940871
01/02/2019 15:21:22.717000,0.0,0.235294,0.0,32.332726,4.724193
01/02/2019 15:23:59.916000,0.0,0.235294,0.0,33.037689,4.554818
01/02/2019 15:26:37.116000,0.0,0.235294,0.0,33.657204,4.380865
01/02/2019 15:29:14.342000,0.0,0.235294,0.0,34.20462,4.188601
01/02/2019 15:31:51.560000,0.0,0.235294,0.0,34.669258,3.978027
01/02/2019 15:34:28.747000,0.0,0.235294,0.0,35.107193,3.851377
01/02/2019 15:37:06.009000,0.0,0.235294,0.0,35.486382,3.721675
01/02/2019 15:39:43.277000,0.0,0.235294,0.0,35.838867,3.521782
01/02/2019 15:42:20.728000,0.0,0.235294,0.0,36.132599,3.512627
01/02/2019 15:44:57.949000,0.0,0.235294,0.0,36.402306,3.469902
01/02/2019 15:47:35.160000,0.0,0.470588,0.0,36.685356,3.566033
01/02/2019 15:50:12.400000,0.0,0.235294,0.0,36.866943,3.520256
01/02/2019 15:52:49.591000,0.0,0.235294,0.0,37.048523,3.350881
01/02/2019 15:55:26.784000,0.0,0.235294,0.0,37.190048,3.370718
01/02/2019 15:58:03.993000,0.0,0.235294,0.0,37.331581,3.268482
01/02/2019 16:00:41.234000,0.0,0.235294,0.0,37.499809,3.167773
01/02/2019 16:03:18.479000,0.0,0.235294,0.0,37.59861,3.259327
01/02/2019 16:05:52.724000,0.0,0.235294,0.0,37.684059,3.140307
01/02/2019 16:08:27.015000,0.0,0.235294,0.0,37.766846,3.0869
01/02/2019 16:11:01.493000,0.0,0.235294,0.0,37.838943,3.195239
01/02/2019 16:13:35.861000,0.0,0.235294,0.0,37.951096,3.183032
01/02/2019 16:16:10.207000,0.0,0.235294,0.0,37.99382,3.270008
01/02/2019 16:18:44.532000,0.0,0.470588,0.0,38.063248,3.167773
01/02/2019 16:21:18.805000,0.0,0.235294,0.0,38.092621,3.150988
01/02/2019 16:23:53.116000,0.0,0.470588,0.0,38.135345,3.204395
01/02/2019 16:26:27.445000,0.0,0.235294,0.0,38.162048,3.082322
01/02/2019 16:29:01.820000,0.0,0.235294,0.0,38.218124,3.100633
01/02/2019 16:31:36.065000,0.0,0.235294,0.0,38.247498,3.192187
01/02/2019 16:34:10.407000,0.0,0.235294,0.0,38.303581,3.123522
01/02/2019 16:36:44.645000,0.0,0.235294,0.0,38.343636,3.123522
01/02/2019 16:39:18.903000,0.0,0.235294,0.0,38.38636,3.196765
01/02/2019 16:41:53.115000,0.0,0.235294,0.0,38.415733,3.250172
01/02/2019 16:44:27.371000,0.0,0.235294,0.0,38.445107,3.215076
01/02/2019 16:47:01.627000,0.0,0.235294,0.0,38.501183,3.215076
01/02/2019 16:49:35.930000,0.0,0.235294,0.0,38.501183,3.215076
01/02/2019 16:52:10.139000,0.0,0.235294,0.0,38.514534,3.181506
01/02/2019 16:54:44.348000,0.0,0.235294,0.0,38.557259,3.167773
01/02/2019 16:57:18.578000,0.0,0.235294,0.0,38.557259,3.183032
01/02/2019 16:59:52.754000,0.0,0.235294,0.0,38.557259,3.14641
01/02/2019 17:02:27.009000,0.0,0.235294,0.0,38.583961,3.274586
01/02/2019 17:05:01.220000,0.0,0.235294,0.0,38.57061,3.167773
01/02/2019 17:07:35.438000,0.0,0.470588,0.0,38.557259,3.27306
01/02/2019 17:10:09.654000,0.0,0.235294,0.0,38.543907,3.14641
01/02/2019 17:12:43.885000,0.0,0.470588,0.0,38.543907,3.218128
01/02/2019 17:15:18.165000,0.0,0.235294,0.0,38.57061,3.14641
01/02/2019 17:17:52.356000,0.0,0.235294,0.0,38.543907,3.076219
01/02/2019 17:20:26.647000,0.0,0.235294,0.0,38.543907,3.096056
01/02/2019 17:23:00.843000,0.0,0.235294,0.0,38.543907,3.131151
01/02/2019 17:25:35.054000,0.0,0.235294,0.0,38.543907,3.004501
01/02/2019 17:28:09.415000,0.0,0.235294,0.0,38.527885,3.022812
01/02/2019 17:30:43.693000,0.0,0.235294,0.0,38.527885,2.897688
01/02/2019 17:33:17.977000,0.0,0.235294,0.0,38.501183,3.004501
01/02/2019 17:35:52.220000,0.0,0.235294,0.0,38.471809,2.952621
01/02/2019 17:38:26.479000,0.0,0.235294,0.0,38.458458,3.021286
01/02/2019 17:41:00.695000,0.0,0.235294,0.0,38.458458,3.057908
01/02/2019 17:43:34.956000,0.0,0.235294,0.0,38.458458,3.057908
01/02/2019 17:46:09.151000,0.0,0.470588,0.0,38.514534,3.059434
01/02/2019 17:48:43.328000,0.0,0.235294,0.0,38.543907,3.14641
01/02/2019 17:51:17.639000,0.0,0.235294,0.0,38.543907,3.183032
01/02/2019 17:53:51.835000,0.0,0.235294,0.0,38.599983,3.204395
01/02/2019 17:56:26.031000,0.0,0.235294,0.0,38.57061,3.131151
01/02/2019 17:59:00.241000,0.0,0.470588,0.0,38.57061,3.076219
01/02/2019 18:01:34.538000,0.0,0.235294,0.0,38.557259,3.025864
01/02/2019 18:04:08.766000,0.0,0.470588,0.0,38.57061,3.254749
01/02/2019 18:06:42.978000,0.0,0.235294,0.0,38.557259,3.059434
01/02/2019 18:09:17.185000,0.0,0.235294,0.0,38.557259,3.076219
01/02/2019 18:11:51.421000,0.0,0.235294,0.0,38.557259,3.183032
01/02/2019 18:14:25.633000,0.0,0.235294,0.0,38.527885,3.109789
01/02/2019 18:16:59.901000,0.0,0.235294,0.0,38.57061,3.237964
01/02/2019 18:19:34.199000,0.0,0.705882,0.0,38.543907,3.236439
01/02/2019 18:22:08.548000,0.0,0.470588,0.0,38.543907,3.201343
