InstrumentName, Wash Park West,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2019 00:01:34.242000,4.075757575757576,47.0,20.0
01/01/2019 00:02:54.215000,3.7222222222222223,47.0,20.0
01/01/2019 00:05:34.193000,2.9393939393939394,47.0,20.0
01/01/2019 00:06:54.208000,3.404040404040404,46.0,20.0
01/01/2019 00:09:44.812000,4.005050505050505,47.0,20.0
01/01/2019 00:10:54.257000,5.237373737373737,47.0,20.0
01/01/2019 00:13:34.200000,3.9545454545454546,46.0,20.0
01/01/2019 00:14:54.222000,3.1616161616161613,46.0,20.0
01/01/2019 00:17:34.233000,3.570707070707071,46.0,20.0
01/01/2019 00:18:54.204000,3.2676767676767677,45.0,20.0
01/01/2019 00:21:34.220000,4.03030303030303,45.0,20.0
01/01/2019 00:22:54.281000,3.8484848484848486,45.0,20.0
01/01/2019 00:24:14.338000,3.7323232323232323,45.0,20.0
01/01/2019 00:26:54.261000,4.151515151515152,45.0,20.0
01/01/2019 00:28:14.350000,3.893939393939394,46.0,20.0
01/01/2019 00:31:06.840000,4.005050505050505,45.0,20.0
01/01/2019 00:33:34.269000,4.525252525252526,45.0,20.0
01/01/2019 00:34:54.444000,4.040404040404041,45.0,19.0
01/01/2019 00:37:34.398000,4.247474747474747,44.0,19.0
01/01/2019 00:38:54.267000,3.95959595959596,44.0,19.0
01/01/2019 00:41:44.834000,4.085858585858586,45.0,19.0
01/01/2019 00:42:54.348000,4.171717171717171,45.0,19.0
01/01/2019 00:45:34.267000,3.555555555555556,44.0,19.0
01/01/2019 00:46:54.248000,3.9646464646464645,44.0,19.0
01/01/2019 00:49:34.250000,3.797979797979798,44.0,19.0
01/01/2019 00:50:54.554000,3.7424242424242427,45.0,19.0
01/01/2019 00:53:34.288000,3.8434343434343434,45.0,19.0
01/01/2019 00:54:54.451000,3.4545454545454546,44.0,19.0
01/01/2019 00:57:34.254000,3.919191919191919,45.0,19.0
01/01/2019 00:58:54.279000,3.3535353535353534,44.0,18.0
01/01/2019 01:01:34.241000,3.803030303030303,45.0,19.0
01/01/2019 01:03:04.825000,4.040404040404041,45.0,19.0
01/01/2019 01:05:35.166000,4.383838383838384,45.0,19.0
01/01/2019 01:06:54.275000,3.8232323232323235,45.0,19.0
01/01/2019 01:09:34.326000,4.414141414141414,45.0,19.0
01/01/2019 01:10:54.389000,3.6363636363636367,45.0,19.0
01/01/2019 01:13:44.858000,5.196969696969696,45.0,19.0
01/01/2019 01:14:54.313000,5.005050505050505,45.0,19.0
01/01/2019 01:17:34.348000,4.207070707070707,45.0,19.0
01/01/2019 01:18:54.378000,4.702020202020202,45.0,19.0
01/01/2019 01:21:34.301000,4.106060606060606,46.0,19.0
01/01/2019 01:22:54.306000,5.378787878787879,46.0,19.0
01/01/2019 01:25:34.294000,3.919191919191919,46.0,19.0
01/01/2019 01:26:54.316000,4.040404040404041,46.0,19.0
01/01/2019 01:29:34.303000,4.05050505050505,46.0,19.0
01/01/2019 01:30:54.331000,4.0606060606060606,45.0,19.0
01/01/2019 01:33:34.353000,4.409090909090909,46.0,19.0
01/01/2019 01:34:55.133000,3.9646464646464645,46.0,19.0
01/01/2019 01:37:34.509000,4.106060606060606,46.0,19.0
01/01/2019 01:41:34.349000,4.94949494949495,46.0,19.0
01/01/2019 01:42:54.330000,4.984848484848484,46.0,19.0
01/01/2019 01:45:34.433000,4.787878787878788,46.0,19.0
01/01/2019 01:49:34.325000,4.005050505050505,46.0,19.0
01/01/2019 01:50:54.316000,4.393939393939394,46.0,19.0
01/01/2019 01:53:34.344000,3.974747474747475,46.0,19.0
01/01/2019 01:54:54.330000,4.590909090909091,45.0,19.0
01/01/2019 01:57:34.324000,4.222222222222222,46.0,19.0
01/01/2019 02:00:14.367000,4.292929292929293,46.0,18.0
01/01/2019 02:02:54.346000,5.0606060606060606,46.0,18.0
01/01/2019 02:05:34.365000,4.565656565656565,46.0,19.0
01/01/2019 02:06:54.369000,5.323232323232323,46.0,18.0
01/01/2019 02:09:34.394000,4.580808080808081,46.0,18.0
01/01/2019 02:10:54.344000,5.611111111111111,46.0,19.0
01/01/2019 02:13:34.428000,5.46969696969697,46.0,19.0
01/01/2019 02:14:54.373000,4.954545454545455,46.0,19.0
01/01/2019 02:17:34.403000,5.525252525252525,46.0,19.0
01/01/2019 02:18:54.409000,5.818181818181818,47.0,19.0
01/01/2019 02:21:34.411000,5.005050505050505,47.0,19.0
01/01/2019 02:22:54.424000,4.95959595959596,47.0,19.0
01/01/2019 02:25:34.547000,5.161616161616162,46.0,18.0
01/01/2019 02:26:54.373000,4.378787878787879,46.0,19.0
01/01/2019 02:29:34.384000,4.95959595959596,46.0,19.0
01/01/2019 02:30:54.393000,5.454545454545455,46.0,19.0
01/01/2019 02:33:34.408000,6.277777777777778,46.0,19.0
01/01/2019 02:35:04.973000,5.313131313131313,47.0,19.0
01/01/2019 02:37:34.422000,6.050505050505051,47.0,19.0
01/01/2019 02:38:54.441000,5.07070707070707,47.0,19.0
01/01/2019 02:41:34.450000,4.707070707070708,47.0,19.0
01/01/2019 02:42:54.444000,4.863636363636364,46.0,18.0
01/01/2019 02:44:14.443000,3.7171717171717176,46.0,18.0
01/01/2019 02:49:34.456000,5.424242424242425,46.0,19.0
01/01/2019 02:50:54.551000,5.303030303030303,46.0,19.0
01/01/2019 02:53:34.519000,5.358585858585858,46.0,18.0
01/01/2019 02:54:54.515000,4.525252525252526,46.0,18.0
01/01/2019 02:57:34.555000,4.752525252525253,46.0,19.0
01/01/2019 02:58:54.523000,4.909090909090909,46.0,19.0
01/01/2019 03:01:34.561000,4.191919191919192,46.0,19.0
01/01/2019 03:02:54.503000,4.828282828282829,46.0,18.0
01/01/2019 03:05:34.499000,4.171717171717171,46.0,18.0
01/01/2019 03:09:34.633000,4.161616161616162,46.0,18.0
01/01/2019 03:10:54.525000,4.191919191919192,46.0,18.0
01/01/2019 03:13:34.532000,4.257575757575758,46.0,18.0
01/01/2019 03:14:54.647000,3.919191919191919,46.0,18.0
