InstrumentName, I25 Denver,,
StartTime, 2019-01-01 00:00:00,,
EndTime, 2019-01-31 23:59:59,,
Date,Carbon monoxide,Nitrogen dioxide,PM2.5 Total Atmospheric
01/01/2019 00:00:00.000000,0.166997,18.46802,0.576087
01/01/2019 00:01:00.000000,0.237369,12.397771,0.5
01/01/2019 00:02:00.000000,0.242847,11.758257,0.476087
01/01/2019 00:44:00.000000,0.173804,12.110271,0.2
01/01/2019 00:45:00.000000,0.178856,11.235368,0.2
01/01/2019 00:46:00.000000,0.220596,10.515338,0.223913
01/01/2019 00:47:00.000000,0.179018,10.170179,0.276087
01/01/2019 00:48:00.000000,0.163733,10.146737,1.204348
01/01/2019 00:55:00.000000,0.308186,18.871374,0.323913
01/01/2019 00:56:00.000000,0.323755,18.568481,0.352174
01/01/2019 00:57:00.000000,0.308913,18.030197,1.084783
01/01/2019 00:58:00.000000,0.280044,18.040852,3.03913
01/01/2019 01:39:00.000000,0.410825,21.205861,0.123913
01/01/2019 01:40:00.000000,0.313444,20.327232,0.2
01/01/2019 01:41:00.000000,0.206104,19.591079,0.2
01/01/2019 01:42:00.000000,0.192212,18.54834,0.176087
01/01/2019 01:43:00.000000,0.208104,17.730759,0.123913
01/01/2019 01:51:00.000000,0.266619,23.556414,0.2
01/01/2019 01:52:00.000000,0.28836,15.357049,0.2
01/01/2019 01:53:00.000000,0.266324,9.678065,0.2
01/01/2019 02:35:00.000000,0.299414,11.690788,0.6
01/01/2019 02:36:00.000000,0.273195,11.584934,0.576087
01/01/2019 02:37:00.000000,0.26376,11.625945,0.452174
01/01/2019 02:38:00.000000,0.289047,10.816992,0.347826
01/01/2019 02:39:00.000000,0.273404,10.377199,0.5
01/01/2019 02:46:00.000000,,12.688876,
01/01/2019 02:47:00.000000,0.297834,12.613869,0.276087
01/01/2019 02:48:00.000000,0.303547,12.327879,0.2
01/01/2019 02:49:00.000000,0.278634,11.507584,
01/01/2019 03:30:00.000000,0.232211,12.894135,0.276087
01/01/2019 03:31:00.000000,0.210463,12.65029,0.247826
01/01/2019 03:32:00.000000,0.212608,12.534868,0.376087
01/01/2019 03:33:00.000000,0.237402,11.89894,0.276087
01/01/2019 03:34:00.000000,0.224856,11.222138,0.223913
01/01/2019 03:35:00.000000,0.25498,,0.323913
01/01/2019 03:42:00.000000,,11.358895,0.3
01/01/2019 03:43:00.000000,0.241739,11.374629,0.276087
01/01/2019 03:44:00.000000,0.208237,11.706835,0.223913
01/01/2019 04:26:00.000000,0.378363,21.971489,0.2
01/01/2019 04:27:00.000000,0.334184,21.814719,0.223913
01/01/2019 04:28:00.000000,0.337803,21.932142,0.276087
01/01/2019 04:29:00.000000,0.331794,22.954633,0.2
01/01/2019 04:30:00.000000,0.32316,29.96248,0.2
01/01/2019 04:38:00.000000,0.313084,22.120045,0.247826
01/01/2019 04:39:00.000000,0.339273,22.181752,0.352174
01/01/2019 04:40:00.000000,,21.993073,0.223913
01/01/2019 05:22:00.000000,0.277217,58.512104,0.323913
01/01/2019 05:23:00.000000,0.288667,59.252351,0.376087
01/01/2019 05:24:00.000000,0.292842,60.07093,0.3
01/01/2019 05:25:00.000000,0.31443,60.606302,0.322222
01/01/2019 05:26:00.000000,0.316888,44.635138,
01/01/2019 05:33:00.000000,,,0.323913
01/01/2019 05:34:00.000000,0.224537,-9999.0,0.4
01/01/2019 05:35:00.000000,0.204579,-9999.0,0.376087
01/01/2019 06:17:00.000000,0.203857,17.657838,0.176087
01/01/2019 06:18:00.000000,0.199242,17.392377,0.123913
01/01/2019 06:19:00.000000,0.188402,17.466026,0.2
01/01/2019 06:20:00.000000,0.181044,16.798833,0.2
01/01/2019 06:21:00.000000,0.187642,15.047544,0.2
01/01/2019 07:00:00.000000,0.188372,6.979821,0.276087
01/01/2019 07:01:00.000000,0.187425,6.911518,0.2
01/01/2019 07:02:00.000000,0.16825,6.7525,0.223913
01/01/2019 07:03:00.000000,0.174318,6.517516,0.276087
01/01/2019 07:04:00.000000,0.181283,6.203514,0.223913
01/01/2019 07:05:00.000000,,6.1526,0.347826
01/01/2019 07:14:00.000000,0.190842,8.629537,0.4
01/01/2019 07:15:00.000000,0.193502,9.190452,0.376087
01/01/2019 07:16:00.000000,0.19311,9.600479,0.276087
01/01/2019 07:17:00.000000,0.184806,9.887839,0.247826
01/01/2019 07:18:00.000000,0.17591,10.112298,0.352174
01/01/2019 07:57:00.000000,0.185996,9.285268,0.275
01/01/2019 07:58:00.000000,0.182221,9.422142,0.2
01/01/2019 07:59:00.000000,0.174601,9.720568,0.223913
01/01/2019 08:00:00.000000,0.171986,9.921405,0.275556
01/01/2019 08:01:00.000000,0.174275,9.841518,0.223913
01/01/2019 08:10:00.000000,0.172102,10.083079,0.3
01/01/2019 08:11:00.000000,0.178586,10.949932,0.323913
01/01/2019 08:12:00.000000,0.184353,12.439794,0.4
01/01/2019 08:13:00.000000,0.181489,13.489858,0.376087
01/01/2019 08:14:00.000000,0.187169,13.713575,0.323913
01/01/2019 08:53:00.000000,0.244682,15.807372,0.451111
01/01/2019 08:54:00.000000,0.239824,15.475645,0.3
01/01/2019 08:55:00.000000,0.246178,15.423435,0.27381
01/01/2019 08:56:00.000000,0.266214,15.457853,0.224444
01/01/2019 08:57:00.000000,0.276356,15.578173,0.276087
01/01/2019 09:06:00.000000,0.208834,18.585766,0.223913
01/01/2019 09:07:00.000000,0.21262,12.708154,0.3
01/01/2019 09:08:00.000000,0.209053,12.442959,0.275556
01/01/2019 09:09:00.000000,0.204627,12.308932,0.224444
01/01/2019 09:10:00.000000,0.205254,12.12179,0.27381
01/01/2019 09:48:00.000000,0.23336,12.480646,0.57381
01/01/2019 09:49:00.000000,0.224234,12.659399,0.5
01/01/2019 09:50:00.000000,0.21969,12.446282,0.476087
01/01/2019 09:51:00.000000,0.21645,11.910266,0.374419
01/01/2019 09:52:00.000000,0.216229,11.246821,0.274419
01/01/2019 09:53:00.000000,0.205799,10.756074,0.225
01/01/2019 10:02:00.000000,0.232102,9.978181,0.176087
01/01/2019 10:03:00.000000,0.23162,10.201597,0.12619
