InstrumentName, Welby,,,
StartTime, 2019-01-01 00:00:00,,,
EndTime, 2019-01-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
01/01/2019 00:00:00.000000,6.0,20.0,13.0,0.0
01/01/2019 01:00:00.000000,5.0,20.0,12.0,0.0
01/01/2019 02:00:00.000000,4.0,21.0,8.0,0.0
01/01/2019 03:00:00.000000,5.0,21.0,7.0,0.0
01/01/2019 04:00:00.000000,4.0,21.0,6.0,0.0
01/01/2019 05:00:00.000000,,21.0,3.0,0.0
01/01/2019 06:00:00.000000,6.0,21.0,4.0,0.0
01/01/2019 07:00:00.000000,5.0,21.0,4.0,0.0
01/01/2019 08:00:00.000000,5.0,20.0,6.0,0.0
01/01/2019 09:00:00.000000,6.0,21.0,5.0,0.0
01/01/2019 10:00:00.000000,10.0,22.0,4.0,0.0
01/01/2019 11:00:00.000000,7.0,24.0,2.0,0.0
01/01/2019 12:00:00.000000,8.0,26.0,3.0,0.0
01/01/2019 13:00:00.000000,7.0,29.0,2.0,0.0
01/01/2019 14:00:00.000000,6.0,30.0,4.0,0.0
01/01/2019 15:00:00.000000,10.0,31.0,4.0,0.0
01/01/2019 16:00:00.000000,12.0,28.0,5.0,0.0
01/01/2019 17:00:00.000000,8.0,29.0,9.0,0.0
01/01/2019 18:00:00.000000,4.0,28.0,11.0,0.0
01/01/2019 19:00:00.000000,4.0,27.0,9.0,0.0
01/01/2019 20:00:00.000000,6.0,26.0,10.0,1.0
01/01/2019 21:00:00.000000,5.0,27.0,13.0,1.0
01/01/2019 22:00:00.000000,6.0,26.0,16.0,0.0
01/01/2019 23:00:00.000000,8.0,25.0,12.0,0.0
01/02/2019 00:00:00.000000,14.0,24.0,13.0,0.0
01/02/2019 01:00:00.000000,29.0,17.0,11.0,0.0
01/02/2019 02:00:00.000000,37.0,0.0,13.0,0.0
01/02/2019 03:00:00.000000,38.0,1.0,15.0,0.0
01/02/2019 04:00:00.000000,37.0,4.0,15.0,0.0
01/02/2019 05:00:00.000000,,1.0,16.0,1.0
01/02/2019 06:00:00.000000,36.0,0.0,17.0,1.0
01/02/2019 07:00:00.000000,36.0,0.0,16.0,1.0
01/02/2019 08:00:00.000000,34.0,0.0,16.0,0.0
01/02/2019 09:00:00.000000,35.0,0.0,16.0,1.0
01/02/2019 10:00:00.000000,39.0,1.0,21.0,1.0
01/02/2019 11:00:00.000000,42.0,0.0,22.0,1.0
01/02/2019 12:00:00.000000,44.0,0.0,19.0,1.0
01/02/2019 13:00:00.000000,51.0,0.0,21.0,2.0
01/02/2019 14:00:00.000000,47.0,1.0,18.0,1.0
01/02/2019 15:00:00.000000,46.0,2.0,18.0,1.0
01/02/2019 16:00:00.000000,43.0,4.0,22.0,1.0
01/02/2019 17:00:00.000000,40.0,14.0,29.0,1.0
01/02/2019 18:00:00.000000,22.0,13.0,25.0,0.0
01/02/2019 19:00:00.000000,22.0,26.0,23.0,1.0
01/02/2019 20:00:00.000000,16.0,30.0,24.0,1.0
01/02/2019 21:00:00.000000,16.0,30.0,29.0,0.0
01/02/2019 22:00:00.000000,21.0,27.0,32.0,0.0
01/02/2019 23:00:00.000000,32.0,21.0,32.0,0.0
01/03/2019 00:00:00.000000,45.0,17.0,39.0,1.0
01/03/2019 01:00:00.000000,50.0,12.0,31.0,1.0
01/03/2019 02:00:00.000000,49.0,7.0,28.0,1.0
01/03/2019 03:00:00.000000,49.0,2.0,24.0,1.0
01/03/2019 04:00:00.000000,48.0,1.0,24.0,2.0
01/03/2019 05:00:00.000000,,0.0,16.0,1.0
01/03/2019 06:00:00.000000,45.0,0.0,16.0,1.0
01/03/2019 07:00:00.000000,46.0,0.0,15.0,2.0
01/03/2019 08:00:00.000000,46.0,1.0,18.0,2.0
01/03/2019 09:00:00.000000,46.0,0.0,14.0,1.0
01/03/2019 10:00:00.000000,45.0,0.0,8.0,0.0
01/03/2019 11:00:00.000000,43.0,0.0,5.0,0.0
01/03/2019 12:00:00.000000,44.0,0.0,6.0,0.0
01/03/2019 13:00:00.000000,47.0,0.0,9.0,1.0
01/03/2019 14:00:00.000000,49.0,0.0,13.0,1.0
01/03/2019 15:00:00.000000,47.0,2.0,19.0,1.0
01/03/2019 16:00:00.000000,42.0,4.0,30.0,1.0
01/03/2019 17:00:00.000000,33.0,15.0,36.0,1.0
01/03/2019 18:00:00.000000,33.0,17.0,39.0,1.0
01/03/2019 19:00:00.000000,27.0,21.0,33.0,0.0
01/03/2019 20:00:00.000000,26.0,23.0,45.0,0.0
01/03/2019 21:00:00.000000,24.0,23.0,41.0,0.0
01/03/2019 22:00:00.000000,16.0,29.0,30.0,0.0
01/03/2019 23:00:00.000000,28.0,19.0,36.0,0.0
01/04/2019 00:00:00.000000,45.0,15.0,54.0,2.0
01/04/2019 01:00:00.000000,50.0,11.0,73.0,3.0
01/04/2019 02:00:00.000000,48.0,7.0,66.0,2.0
01/04/2019 03:00:00.000000,44.0,0.0,56.0,3.0
01/04/2019 04:00:00.000000,41.0,1.0,48.0,3.0
01/04/2019 05:00:00.000000,,0.0,35.0,2.0
01/04/2019 06:00:00.000000,41.0,1.0,28.0,2.0
01/04/2019 07:00:00.000000,40.0,0.0,19.0,1.0
01/04/2019 08:00:00.000000,40.0,0.0,13.0,0.0
01/04/2019 09:00:00.000000,40.0,0.0,13.0,0.0
01/04/2019 10:00:00.000000,38.0,0.0,7.0,0.0
01/04/2019 11:00:00.000000,39.0,0.0,5.0,0.0
01/04/2019 12:00:00.000000,39.0,0.0,7.0,1.0
01/04/2019 13:00:00.000000,43.0,0.0,11.0,2.0
01/04/2019 14:00:00.000000,52.0,1.0,17.0,3.0
01/04/2019 15:00:00.000000,47.0,2.0,19.0,2.0
01/04/2019 16:00:00.000000,51.0,2.0,42.0,2.0
01/04/2019 17:00:00.000000,48.0,4.0,76.0,2.0
01/04/2019 18:00:00.000000,38.0,14.0,68.0,1.0
01/04/2019 19:00:00.000000,31.0,20.0,64.0,1.0
01/04/2019 20:00:00.000000,26.0,17.0,59.0,1.0
01/04/2019 21:00:00.000000,15.0,32.0,46.0,0.0
