InstrumentName, Wash Park West B,,
StartTime, 2018-02-01 00:00:00,,
EndTime, 2018-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2018 03:41:07.166666,0.93,46.0,39.0
02/10/2018 23:25:50.586666,16.0,48.0,26.0
02/10/2018 23:28:30.520000,15.13,48.0,26.0
02/10/2018 23:32:30.720000,12.93,49.0,26.0
02/10/2018 23:35:10.660000,15.23,48.0,26.0
02/10/2018 23:37:50.550000,16.45,48.0,26.0
02/10/2018 23:40:30.596666,13.87,48.0,26.0
02/10/2018 23:44:30.593333,13.21,48.0,26.0
02/10/2018 23:47:10.606666,13.53,48.0,26.0
02/10/2018 23:49:50.620000,15.76,48.0,26.0
02/10/2018 23:52:30.540000,13.24,48.0,26.0
02/10/2018 23:56:30.566666,13.45,48.0,26.0
02/10/2018 23:59:10.703333,13.0,48.0,26.0
02/11/2018 00:01:50.680000,13.7,48.0,26.0
02/11/2018 00:04:30.656666,13.32,48.0,26.0
02/11/2018 00:08:30.620000,15.3,48.0,26.0
02/11/2018 00:11:10.616666,15.48,48.0,26.0
02/11/2018 00:13:50.623333,14.05,48.0,26.0
02/11/2018 00:16:30.713333,14.93,49.0,26.0
02/11/2018 00:20:30.590000,17.16,49.0,26.0
02/11/2018 00:23:10.680000,15.44,48.0,26.0
02/11/2018 00:25:50.660000,13.81,48.0,26.0
02/11/2018 00:28:30.596666,14.05,48.0,26.0
02/11/2018 00:32:30.653333,13.36,48.0,26.0
02/11/2018 00:35:10.743333,15.43,48.0,26.0
02/11/2018 00:37:50.626666,14.72,48.0,26.0
02/11/2018 00:40:30.586666,15.38,48.0,26.0
02/11/2018 00:44:30.610000,14.27,48.0,26.0
02/11/2018 00:47:11.173333,15.0,48.0,25.0
02/11/2018 00:49:50.770000,14.5,48.0,26.0
02/11/2018 00:52:30.703333,15.76,48.0,26.0
02/11/2018 00:56:30.676666,15.44,48.0,26.0
02/11/2018 00:59:10.586666,16.26,48.0,26.0
02/11/2018 01:01:50.690000,15.74,48.0,26.0
02/11/2018 01:04:30.606666,15.56,48.0,26.0
02/11/2018 01:08:30.676666,14.86,48.0,26.0
02/11/2018 01:11:10.716666,16.17,49.0,26.0
02/11/2018 01:13:50.786666,14.24,49.0,26.0
02/11/2018 01:16:30.666666,15.14,49.0,25.0
02/11/2018 01:19:51.323333,28.0,49.0,25.0
02/11/2018 01:22:31.306666,16.07,49.0,26.0
02/11/2018 01:26:31.296666,16.05,49.0,26.0
02/11/2018 01:29:11.316666,16.77,49.0,26.0
02/11/2018 01:31:51.243333,17.27,49.0,26.0
02/11/2018 01:34:31.336666,18.49,49.0,26.0
02/11/2018 01:38:31.380000,17.83,49.0,26.0
02/11/2018 01:41:11.360000,19.92,49.0,26.0
02/11/2018 01:43:51.300000,18.74,49.0,26.0
02/11/2018 01:46:31.560000,20.9,49.0,26.0
02/11/2018 01:50:31.360000,21.38,49.0,26.0
02/11/2018 01:53:11.350000,18.63,49.0,26.0
02/11/2018 01:55:51.293333,17.98,49.0,26.0
02/11/2018 01:58:31.406666,17.81,49.0,26.0
02/11/2018 02:02:31.430000,20.26,49.0,26.0
02/11/2018 02:05:11.283333,17.93,49.0,26.0
02/11/2018 02:07:51.433333,17.44,49.0,26.0
02/11/2018 02:10:31.356666,19.19,49.0,26.0
02/11/2018 02:14:31.303333,18.07,49.0,26.0
02/11/2018 02:17:11.373333,21.55,49.0,26.0
02/11/2018 02:19:51.280000,22.85,49.0,26.0
02/11/2018 02:22:31.376666,20.37,49.0,26.0
02/11/2018 02:26:31.426666,20.05,50.0,26.0
02/11/2018 02:29:11.416666,21.71,50.0,26.0
02/11/2018 02:31:51.286666,21.4,50.0,26.0
02/11/2018 02:34:31.456666,20.4,50.0,26.0
02/11/2018 02:38:31.423333,20.33,50.0,26.0
02/11/2018 02:41:11.456666,20.46,50.0,27.0
02/11/2018 02:43:51.366666,21.74,50.0,27.0
02/11/2018 02:46:31.356666,19.45,50.0,27.0
02/11/2018 02:50:31.326666,20.2,50.0,27.0
02/11/2018 02:53:11.513333,21.67,50.0,27.0
02/11/2018 02:55:51.856666,20.3,50.0,27.0
02/11/2018 02:58:31.366666,19.51,50.0,27.0
02/11/2018 03:02:31.360000,22.21,51.0,27.0
02/11/2018 03:05:11.356666,23.05,51.0,27.0
02/11/2018 03:07:51.373333,22.19,51.0,27.0
02/11/2018 03:10:31.370000,23.0,51.0,27.0
02/11/2018 03:14:31.293333,21.71,51.0,27.0
02/11/2018 03:17:11.393333,24.67,51.0,27.0
02/11/2018 03:19:51.386666,24.05,51.0,26.0
02/11/2018 03:22:32.053333,22.49,51.0,26.0
02/11/2018 03:26:31.313333,23.12,52.0,26.0
02/11/2018 03:29:11.480000,22.92,52.0,26.0
02/11/2018 03:31:51.356666,23.79,52.0,26.0
02/11/2018 03:34:31.373333,24.93,52.0,26.0
02/11/2018 03:38:31.373333,27.77,52.0,26.0
02/11/2018 03:41:11.336666,26.52,52.0,26.0
02/11/2018 03:43:51.356666,27.1,52.0,26.0
02/11/2018 03:46:31.420000,31.21,52.0,26.0
02/11/2018 03:50:31.440000,32.0,52.0,26.0
02/11/2018 03:53:11.436666,31.74,52.0,26.0
02/11/2018 03:55:51.376666,29.23,52.0,26.0
02/11/2018 03:58:31.420000,27.33,52.0,26.0
02/11/2018 04:02:31.316666,25.58,52.0,26.0
02/11/2018 04:05:11.316666,27.76,52.0,26.0
02/11/2018 04:07:51.430000,30.12,53.0,26.0
02/11/2018 04:10:31.563333,30.29,53.0,26.0
02/11/2018 04:14:31.446666,28.0,52.0,26.0
02/11/2018 04:17:11.380000,29.79,52.0,26.0
02/11/2018 04:19:51.363333,29.6,52.0,26.0
02/11/2018 04:22:31.416666,29.36,52.0,26.0
02/11/2018 04:26:31.430000,30.4,52.0,26.0
02/11/2018 04:29:11.506666,31.28,52.0,26.0
02/11/2018 04:31:51.416666,32.47,53.0,26.0
02/11/2018 04:34:31.403333,34.1,52.0,26.0
02/11/2018 04:38:31.423333,32.4,52.0,26.0
02/11/2018 04:41:11.406666,35.5,52.0,26.0
02/11/2018 04:43:51.356666,33.67,52.0,26.0
02/11/2018 04:46:31.453333,35.63,52.0,26.0
02/11/2018 04:50:31.780000,34.9,53.0,26.0
02/11/2018 04:53:11.356666,32.91,52.0,26.0
02/11/2018 04:55:51.390000,35.26,52.0,26.0
02/11/2018 04:58:31.543333,36.12,52.0,26.0
02/11/2018 05:02:31.366666,33.69,52.0,26.0
02/11/2018 05:05:11.473333,32.33,52.0,26.0
02/11/2018 05:07:51.623333,35.07,52.0,26.0
02/11/2018 05:10:31.363333,34.05,52.0,26.0
02/11/2018 05:17:11.370000,34.46,51.0,26.0
02/11/2018 05:19:51.486666,35.78,50.0,26.0
02/11/2018 05:22:31.383333,34.81,50.0,26.0
02/11/2018 05:26:31.490000,36.2,50.0,26.0
02/11/2018 05:29:11.433333,35.88,50.0,26.0
02/11/2018 05:31:51.533333,36.16,50.0,25.0
02/11/2018 05:34:31.406666,35.05,50.0,25.0
02/11/2018 05:38:31.466666,35.5,49.0,25.0
02/11/2018 05:41:11.470000,35.1,49.0,25.0
02/11/2018 05:43:51.713333,37.19,49.0,25.0
02/11/2018 05:46:32.050000,35.05,49.0,25.0
02/11/2018 05:50:31.460000,35.07,48.0,25.0
02/11/2018 05:53:11.460000,33.88,49.0,25.0
02/11/2018 05:55:51.543333,37.27,48.0,25.0
02/11/2018 05:58:31.483333,35.49,48.0,25.0
02/11/2018 06:02:31.406666,37.55,48.0,25.0
02/11/2018 06:05:11.463333,38.5,49.0,25.0
02/11/2018 06:07:51.636666,38.3,49.0,25.0
02/11/2018 06:10:32.286666,38.88,48.0,25.0
02/11/2018 06:14:31.420000,40.98,48.0,25.0
02/11/2018 06:17:11.450000,40.58,48.0,25.0
02/11/2018 06:19:51.560000,39.29,48.0,25.0
02/11/2018 06:22:31.466666,41.71,48.0,24.0
02/11/2018 06:26:31.586666,42.71,49.0,24.0
02/11/2018 06:29:11.523333,42.4,48.0,24.0
02/11/2018 06:31:51.470000,42.26,48.0,24.0
02/11/2018 06:34:31.583333,43.12,48.0,24.0
02/11/2018 06:38:31.460000,38.9,48.0,24.0
02/11/2018 06:41:11.656666,38.98,48.0,24.0
02/11/2018 06:43:51.456666,40.38,47.0,24.0
02/11/2018 06:46:31.466666,39.88,47.0,24.0
02/11/2018 06:50:31.436666,37.76,47.0,24.0
02/11/2018 06:53:11.516666,40.38,47.0,24.0
02/11/2018 06:55:51.420000,41.07,48.0,24.0
02/11/2018 06:58:31.470000,38.67,48.0,23.0
02/11/2018 07:02:31.666666,39.66,47.0,23.0
02/11/2018 07:05:11.510000,35.62,47.0,23.0
02/11/2018 07:07:51.483333,42.29,48.0,23.0
02/11/2018 07:10:31.533333,37.71,48.0,23.0
02/11/2018 07:14:31.576666,37.19,47.0,23.0
02/11/2018 07:17:11.483333,35.83,47.0,23.0
02/11/2018 07:19:51.526666,34.0,47.0,23.0
02/11/2018 07:22:31.636666,33.44,47.0,23.0
02/11/2018 07:26:31.776666,32.24,47.0,23.0
02/11/2018 07:29:12.150000,32.19,47.0,23.0
02/11/2018 07:31:51.910000,30.57,47.0,23.0
02/11/2018 07:34:31.586666,29.49,47.0,23.0
02/11/2018 07:38:31.463333,31.6,46.0,23.0
02/11/2018 07:41:11.723333,28.75,46.0,23.0
02/11/2018 07:43:51.486666,30.46,46.0,22.0
02/11/2018 07:46:31.520000,30.95,46.0,22.0
02/11/2018 07:50:31.596666,29.58,46.0,22.0
02/11/2018 07:53:11.590000,29.51,47.0,22.0
02/11/2018 07:55:51.573333,26.95,47.0,22.0
02/11/2018 07:58:31.540000,26.67,46.0,22.0
02/11/2018 08:02:31.560000,27.22,46.0,22.0
02/11/2018 08:05:11.666666,26.12,46.0,22.0
02/11/2018 08:07:51.620000,25.52,46.0,22.0
02/11/2018 08:10:31.536666,26.62,46.0,22.0
02/11/2018 08:14:31.536666,27.31,46.0,22.0
02/11/2018 08:17:11.523333,25.91,46.0,22.0
02/11/2018 08:19:51.570000,29.76,46.0,22.0
02/11/2018 08:22:31.570000,29.0,46.0,22.0
02/11/2018 08:26:31.606666,33.05,46.0,22.0
02/11/2018 08:31:50.066666,25.85,46.0,22.0
02/11/2018 08:34:30.060000,28.02,46.0,22.0
02/11/2018 08:38:30.006666,27.23,47.0,21.0
02/11/2018 08:41:10.040000,25.38,46.0,21.0
02/11/2018 08:43:50.006666,22.51,46.0,21.0
02/11/2018 08:46:29.983333,26.19,46.0,21.0
02/11/2018 08:50:30.120000,23.52,46.0,21.0
02/11/2018 08:53:10.460000,25.5,46.0,22.0
02/11/2018 08:55:50.073333,23.5,46.0,21.0
02/11/2018 08:58:30.066666,25.74,46.0,21.0
02/11/2018 09:02:30.073333,27.14,46.0,21.0
02/11/2018 09:05:10.110000,24.63,46.0,21.0
02/11/2018 09:07:50.033333,23.83,46.0,21.0
02/11/2018 09:10:30.006666,23.05,46.0,21.0
02/11/2018 09:14:30.126666,22.33,46.0,21.0
02/11/2018 09:17:10.160000,21.98,46.0,21.0
02/11/2018 09:19:50.163333,23.79,46.0,21.0
02/11/2018 09:22:36.220000,23.53,46.0,21.0
02/11/2018 09:26:30.140000,22.76,47.0,21.0
02/11/2018 09:29:10.230000,22.56,46.0,21.0
02/11/2018 09:31:50.020000,21.24,46.0,21.0
02/11/2018 09:34:30.066666,20.79,46.0,21.0
02/11/2018 09:38:30.026666,19.35,46.0,21.0
02/11/2018 09:41:10.376666,20.23,46.0,20.0
02/11/2018 09:43:50.070000,19.05,46.0,21.0
02/11/2018 09:46:30.123333,20.75,46.0,21.0
02/11/2018 09:50:30.060000,19.24,46.0,20.0
02/11/2018 09:53:10.103333,20.82,47.0,20.0
02/11/2018 09:55:50.196666,20.42,48.0,20.0
02/11/2018 09:58:30.153333,21.8,47.0,20.0
02/11/2018 10:02:30.173333,19.19,47.0,20.0
02/11/2018 10:05:10.033333,17.77,47.0,20.0
02/11/2018 10:07:50.120000,20.67,48.0,20.0
02/11/2018 10:10:30.080000,17.79,47.0,20.0
02/11/2018 10:14:30.156666,17.02,47.0,20.0
02/11/2018 10:17:10.126666,18.33,47.0,20.0
02/11/2018 10:19:50.136666,17.05,47.0,20.0
02/11/2018 10:22:30.676666,17.64,46.0,20.0
02/11/2018 10:26:30.696666,16.3,47.0,20.0
02/11/2018 10:29:27.000000,16.12,47.0,20.0
02/11/2018 10:31:50.123333,16.4,47.0,20.0
02/11/2018 10:34:30.170000,15.09,47.0,20.0
02/11/2018 10:38:30.256666,15.34,47.0,20.0
02/11/2018 10:41:10.166666,13.67,47.0,20.0
02/11/2018 10:43:50.096666,13.66,47.0,20.0
02/11/2018 10:46:30.266666,13.76,47.0,20.0
02/11/2018 10:50:30.076666,12.52,47.0,20.0
02/11/2018 10:53:10.080000,12.79,47.0,20.0
02/11/2018 10:55:50.056666,11.49,47.0,20.0
02/11/2018 10:58:30.250000,10.8,47.0,20.0
