InstrumentName, West Denver PA-II B,,
StartTime, 2018-02-01 00:00:00,,
EndTime, 2018-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2018 03:41:32.766666,0.14,40.0,44.0
02/10/2018 23:25:51.526666,13.26,43.0,33.0
02/10/2018 23:28:31.716666,12.59,43.0,33.0
02/10/2018 23:32:31.650000,16.26,43.0,33.0
02/10/2018 23:35:11.463333,13.81,43.0,33.0
02/10/2018 23:37:51.546666,14.22,43.0,33.0
02/10/2018 23:40:31.620000,15.0,43.0,33.0
02/10/2018 23:44:31.906666,15.5,43.0,33.0
02/10/2018 23:47:11.450000,13.1,43.0,33.0
02/10/2018 23:49:51.456666,14.67,43.0,33.0
02/10/2018 23:52:32.450000,15.58,43.0,33.0
02/10/2018 23:56:31.530000,15.33,43.0,33.0
02/10/2018 23:59:11.516666,14.57,43.0,33.0
02/11/2018 00:01:51.493333,14.15,43.0,32.0
02/11/2018 00:04:31.623333,16.51,43.0,32.0
02/11/2018 00:08:31.463333,14.42,43.0,32.0
02/11/2018 00:11:11.590000,14.74,43.0,32.0
02/11/2018 00:13:51.563333,15.0,43.0,32.0
02/11/2018 00:16:32.213333,16.21,43.0,32.0
02/11/2018 00:20:31.616666,14.63,43.0,32.0
02/11/2018 00:23:11.543333,14.93,43.0,32.0
02/11/2018 00:25:51.576666,14.21,43.0,32.0
02/11/2018 00:28:31.470000,14.56,43.0,32.0
02/11/2018 00:32:31.483333,14.68,43.0,32.0
02/11/2018 00:35:11.643333,15.32,43.0,32.0
02/11/2018 00:37:51.520000,13.4,43.0,32.0
02/11/2018 00:40:31.593333,15.14,43.0,32.0
02/11/2018 00:44:31.566666,16.64,43.0,32.0
02/11/2018 00:47:11.586666,15.48,43.0,32.0
02/11/2018 00:49:51.586666,15.54,43.0,32.0
02/11/2018 00:52:31.560000,14.85,43.0,32.0
02/11/2018 00:56:31.603333,12.18,43.0,32.0
02/11/2018 00:59:11.536666,14.44,43.0,32.0
02/11/2018 01:01:52.016666,13.65,43.0,32.0
02/11/2018 01:04:31.703333,13.81,43.0,32.0
02/11/2018 01:08:31.506666,15.4,43.0,32.0
02/11/2018 01:11:11.490000,17.2,43.0,32.0
02/11/2018 01:13:51.776666,15.63,43.0,32.0
02/11/2018 01:16:31.923333,17.0,43.0,32.0
02/11/2018 01:20:31.670000,14.93,43.0,32.0
02/11/2018 01:23:11.553333,14.43,43.0,32.0
02/11/2018 01:25:51.536666,14.41,43.0,32.0
02/11/2018 01:28:31.786666,14.24,43.0,32.0
02/11/2018 01:32:31.753333,14.57,43.0,32.0
02/11/2018 01:35:11.596666,13.61,44.0,32.0
02/11/2018 01:37:51.556666,14.78,44.0,32.0
02/11/2018 01:40:31.480000,12.64,44.0,32.0
02/11/2018 01:44:31.653333,12.93,44.0,32.0
02/11/2018 01:47:11.593333,14.62,44.0,31.0
02/11/2018 01:49:52.706666,15.05,44.0,31.0
02/11/2018 01:52:31.580000,12.05,44.0,32.0
02/11/2018 01:56:31.616666,14.67,44.0,32.0
02/11/2018 01:59:11.576666,16.09,44.0,32.0
02/11/2018 02:01:51.533333,14.37,44.0,32.0
02/11/2018 02:04:31.660000,15.69,44.0,32.0
02/11/2018 02:08:31.493333,15.05,44.0,32.0
02/11/2018 02:11:11.576666,13.66,44.0,32.0
02/11/2018 02:13:51.716666,15.83,44.0,32.0
02/11/2018 02:16:31.710000,13.95,44.0,32.0
02/11/2018 02:20:31.566666,15.39,44.0,32.0
02/11/2018 02:23:11.663333,16.4,44.0,32.0
02/11/2018 02:25:51.533333,16.98,44.0,32.0
02/11/2018 02:28:31.720000,17.14,44.0,32.0
02/11/2018 02:32:31.513333,16.82,44.0,32.0
02/11/2018 02:35:11.566666,16.93,44.0,32.0
02/11/2018 02:37:51.576666,14.58,45.0,32.0
02/11/2018 02:40:31.516666,15.69,45.0,32.0
02/11/2018 02:44:31.563333,15.9,45.0,32.0
02/11/2018 02:47:11.536666,16.08,45.0,32.0
02/11/2018 02:49:51.520000,15.34,45.0,32.0
02/11/2018 02:52:31.526666,26.32,45.0,32.0
02/11/2018 02:56:31.566666,17.7,45.0,32.0
02/11/2018 02:59:11.543333,18.5,45.0,32.0
02/11/2018 03:01:51.950000,20.98,45.0,32.0
02/11/2018 03:04:31.936666,20.62,45.0,32.0
02/11/2018 03:08:31.776666,19.62,46.0,31.0
02/11/2018 03:11:11.530000,19.1,46.0,31.0
02/11/2018 03:13:51.580000,20.86,47.0,31.0
02/11/2018 03:16:31.686666,20.35,47.0,31.0
02/11/2018 03:20:31.596666,21.21,47.0,31.0
02/11/2018 03:23:11.626666,23.45,47.0,31.0
02/11/2018 03:25:51.680000,21.95,47.0,31.0
02/11/2018 03:28:31.680000,24.89,47.0,31.0
02/11/2018 03:32:31.586666,24.22,47.0,31.0
02/11/2018 03:35:11.663333,27.7,47.0,31.0
02/11/2018 03:37:51.593333,28.4,47.0,31.0
02/11/2018 03:40:31.560000,28.17,47.0,31.0
02/11/2018 03:44:32.343333,28.07,47.0,31.0
02/11/2018 03:47:11.590000,31.67,47.0,31.0
02/11/2018 03:49:51.583333,30.42,47.0,32.0
02/11/2018 03:52:31.600000,30.76,47.0,32.0
02/11/2018 03:56:31.670000,31.12,47.0,32.0
02/11/2018 03:59:11.706666,31.6,47.0,32.0
02/11/2018 04:01:51.650000,30.86,47.0,32.0
02/11/2018 04:04:31.713333,32.17,47.0,32.0
02/11/2018 04:08:31.670000,32.02,47.0,32.0
02/11/2018 04:11:11.866666,34.14,46.0,32.0
02/11/2018 04:13:51.650000,35.3,47.0,32.0
02/11/2018 04:16:31.636666,33.6,47.0,32.0
02/11/2018 04:20:31.656666,32.21,46.0,32.0
02/11/2018 04:23:11.680000,34.08,46.0,32.0
02/11/2018 04:25:51.630000,37.26,46.0,32.0
02/11/2018 04:28:31.596666,39.05,46.0,32.0
02/11/2018 04:32:31.670000,37.34,46.0,32.0
02/11/2018 04:35:11.656666,35.15,46.0,32.0
02/11/2018 04:37:51.623333,36.74,46.0,31.0
02/11/2018 04:40:31.576666,33.55,47.0,31.0
02/11/2018 04:44:31.763333,37.35,46.0,31.0
02/11/2018 04:47:11.743333,37.0,46.0,31.0
02/11/2018 04:49:51.690000,35.95,45.0,31.0
02/11/2018 04:52:31.666666,37.98,45.0,31.0
02/11/2018 04:56:31.800000,39.35,46.0,31.0
02/11/2018 04:59:11.616666,40.77,46.0,31.0
02/11/2018 05:01:52.910000,40.49,46.0,31.0
02/11/2018 05:04:32.980000,39.51,46.0,31.0
02/11/2018 05:08:32.900000,43.32,46.0,31.0
02/11/2018 05:11:13.030000,42.05,46.0,31.0
02/11/2018 05:16:32.890000,39.62,46.0,31.0
02/11/2018 05:20:32.923333,42.88,46.0,31.0
02/11/2018 05:23:13.063333,39.54,45.0,31.0
02/11/2018 05:25:52.890000,42.3,45.0,31.0
02/11/2018 05:28:32.973333,42.27,45.0,31.0
02/11/2018 05:32:33.030000,44.7,45.0,31.0
02/11/2018 05:35:12.886666,39.39,45.0,31.0
02/11/2018 05:37:52.883333,42.42,44.0,31.0
02/11/2018 05:40:32.886666,38.59,45.0,31.0
02/11/2018 05:44:33.160000,37.75,44.0,31.0
02/11/2018 05:47:12.926666,40.5,44.0,31.0
02/11/2018 05:49:52.980000,37.5,43.0,31.0
02/11/2018 05:52:33.100000,40.07,43.0,31.0
02/11/2018 05:56:32.940000,41.33,43.0,30.0
02/11/2018 05:59:12.886666,38.6,43.0,30.0
02/11/2018 06:01:53.616666,39.62,43.0,30.0
02/11/2018 06:04:32.926666,40.6,43.0,30.0
02/11/2018 06:08:33.006666,38.83,43.0,30.0
02/11/2018 06:11:13.086666,38.43,43.0,30.0
02/11/2018 06:13:53.006666,39.51,44.0,30.0
02/11/2018 06:16:33.066666,38.21,43.0,30.0
02/11/2018 06:20:40.473333,36.51,44.0,30.0
02/11/2018 06:23:12.956666,36.18,44.0,30.0
02/11/2018 06:25:52.966666,37.1,44.0,30.0
02/11/2018 06:28:32.883333,37.65,44.0,30.0
02/11/2018 06:32:33.210000,36.82,44.0,30.0
02/11/2018 06:35:12.936666,37.77,44.0,30.0
02/11/2018 06:37:52.963333,37.28,44.0,30.0
02/11/2018 06:40:32.923333,36.76,44.0,30.0
02/11/2018 06:44:32.910000,35.81,44.0,30.0
02/11/2018 06:47:13.066666,37.23,44.0,29.0
02/11/2018 06:49:53.010000,37.66,44.0,30.0
02/11/2018 06:52:33.140000,36.55,44.0,30.0
02/11/2018 06:56:32.913333,36.69,43.0,29.0
02/11/2018 06:59:14.156666,37.43,44.0,29.0
02/11/2018 07:01:52.976666,34.52,44.0,29.0
02/11/2018 07:04:32.983333,39.25,44.0,29.0
02/11/2018 07:08:32.976666,38.19,43.0,29.0
02/11/2018 07:11:12.930000,41.42,43.0,29.0
02/11/2018 07:13:52.970000,43.34,43.0,29.0
02/11/2018 07:16:33.056666,38.66,43.0,29.0
02/11/2018 07:20:32.943333,39.26,43.0,29.0
02/11/2018 07:23:13.476666,35.37,43.0,29.0
02/11/2018 07:25:53.010000,39.07,43.0,29.0
02/11/2018 07:28:32.943333,35.84,43.0,29.0
02/11/2018 07:32:33.806666,34.44,43.0,29.0
02/11/2018 07:35:13.050000,34.98,43.0,29.0
02/11/2018 07:37:53.026666,35.07,43.0,29.0
02/11/2018 07:40:33.050000,37.33,43.0,29.0
02/11/2018 07:44:32.993333,33.83,43.0,29.0
02/11/2018 07:47:12.956666,32.4,43.0,28.0
02/11/2018 07:49:52.956666,34.67,42.0,28.0
02/11/2018 07:52:33.120000,33.14,42.0,28.0
02/11/2018 07:56:32.990000,34.22,43.0,28.0
02/11/2018 07:59:13.116666,33.0,43.0,28.0
02/11/2018 08:01:53.040000,32.19,43.0,28.0
02/11/2018 08:04:33.063333,32.26,43.0,28.0
02/11/2018 08:08:33.270000,32.05,43.0,28.0
02/11/2018 08:11:12.980000,27.98,43.0,28.0
02/11/2018 08:13:53.036666,28.81,44.0,28.0
02/11/2018 08:16:32.986666,30.32,44.0,28.0
02/11/2018 08:20:33.063333,25.7,45.0,28.0
02/11/2018 08:23:13.013333,24.91,45.0,28.0
02/11/2018 08:25:53.076666,25.62,45.0,28.0
02/11/2018 08:28:33.000000,25.12,44.0,28.0
02/11/2018 08:32:33.060000,24.58,45.0,28.0
02/11/2018 08:35:13.160000,26.83,45.0,28.0
02/11/2018 08:37:53.086666,25.67,45.0,28.0
02/11/2018 08:40:33.120000,23.83,44.0,28.0
02/11/2018 08:44:33.073333,23.62,44.0,28.0
02/11/2018 08:47:13.170000,22.63,44.0,28.0
02/11/2018 08:49:53.063333,22.58,43.0,28.0
02/11/2018 08:52:33.066666,24.76,43.0,28.0
02/11/2018 08:56:33.080000,24.44,43.0,28.0
02/11/2018 08:59:13.066666,22.4,43.0,28.0
02/11/2018 09:01:53.066666,23.12,43.0,28.0
02/11/2018 09:04:33.316666,23.31,43.0,28.0
02/11/2018 09:08:33.090000,24.12,42.0,28.0
02/11/2018 09:11:13.036666,22.62,42.0,28.0
02/11/2018 09:13:53.046666,21.7,42.0,28.0
02/11/2018 09:16:33.080000,23.02,42.0,28.0
02/11/2018 09:20:33.176666,24.3,42.0,28.0
02/11/2018 09:23:13.110000,21.12,42.0,28.0
02/11/2018 09:25:53.036666,24.64,42.0,28.0
02/11/2018 09:28:33.036666,19.91,41.0,27.0
02/11/2018 09:32:33.050000,24.88,42.0,27.0
02/11/2018 09:35:13.053333,23.58,43.0,27.0
02/11/2018 09:37:53.233333,22.51,43.0,27.0
02/11/2018 09:40:33.126666,21.78,42.0,27.0
02/11/2018 09:44:33.083333,21.24,43.0,27.0
02/11/2018 09:47:13.130000,24.39,43.0,27.0
02/11/2018 09:49:53.316666,21.95,42.0,27.0
02/11/2018 09:52:57.766666,20.48,42.0,27.0
02/11/2018 09:55:37.860000,22.23,42.0,27.0
02/11/2018 09:59:37.820000,22.26,42.0,27.0
02/11/2018 10:02:18.203333,22.67,42.0,27.0
02/11/2018 10:04:57.906666,19.67,42.0,27.0
02/11/2018 10:07:37.893333,22.24,42.0,27.0
02/11/2018 10:11:37.856666,20.33,42.0,27.0
02/11/2018 10:14:17.850000,18.73,42.0,27.0
02/11/2018 10:16:57.826666,19.73,42.0,26.0
02/11/2018 10:19:37.880000,20.0,42.0,26.0
02/11/2018 10:23:37.816666,18.98,42.0,26.0
02/11/2018 10:26:17.826666,17.44,42.0,26.0
02/11/2018 10:28:57.840000,14.33,42.0,26.0
02/11/2018 10:31:37.770000,14.07,42.0,26.0
02/11/2018 10:35:37.760000,14.68,42.0,26.0
02/11/2018 10:38:17.920000,13.26,42.0,26.0
02/11/2018 10:40:57.770000,15.02,42.0,26.0
02/11/2018 10:43:38.040000,13.95,42.0,26.0
02/11/2018 10:47:37.810000,14.0,42.0,26.0
02/11/2018 10:50:17.810000,13.82,43.0,26.0
02/11/2018 10:52:57.763333,15.52,43.0,26.0
02/11/2018 10:55:37.906666,14.19,43.0,26.0
