InstrumentName, Melody-Catalpa B,,
StartTime, 2018-02-01 00:00:00,,
EndTime, 2018-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2018 03:41:56.336666,3.05,47.0,38.0
02/10/2018 23:26:11.430000,21.89,44.0,28.0
02/10/2018 23:28:51.466666,21.14,45.0,28.0
02/10/2018 23:31:31.316666,22.19,45.0,28.0
02/10/2018 23:35:31.343333,23.77,45.0,28.0
02/10/2018 23:38:11.386666,21.95,46.0,28.0
02/10/2018 23:40:51.373333,20.02,46.0,28.0
02/10/2018 23:43:31.370000,30.8,46.0,28.0
02/10/2018 23:47:31.360000,21.86,46.0,28.0
02/10/2018 23:50:11.386666,19.6,46.0,28.0
02/10/2018 23:52:51.553333,20.54,46.0,28.0
02/10/2018 23:55:31.563333,20.43,46.0,28.0
02/10/2018 23:59:31.346666,20.68,47.0,28.0
02/11/2018 00:02:11.356666,22.68,47.0,27.0
02/11/2018 00:04:51.386666,21.56,47.0,27.0
02/11/2018 00:07:31.656666,20.23,47.0,27.0
02/11/2018 00:11:31.383333,22.74,47.0,27.0
02/11/2018 00:14:11.376666,21.3,47.0,27.0
02/11/2018 00:16:51.476666,22.9,47.0,27.0
02/11/2018 00:19:31.446666,21.67,47.0,27.0
02/11/2018 00:23:31.373333,20.23,47.0,27.0
02/11/2018 00:26:11.420000,18.19,47.0,27.0
02/11/2018 00:28:51.440000,17.32,48.0,26.0
02/11/2018 00:31:31.366666,17.21,48.0,26.0
02/11/2018 00:35:31.366666,17.5,48.0,26.0
02/11/2018 00:38:11.426666,17.97,48.0,26.0
02/11/2018 00:40:51.443333,17.7,48.0,26.0
02/11/2018 00:43:31.566666,19.05,48.0,26.0
02/11/2018 00:47:31.446666,20.42,48.0,26.0
02/11/2018 00:50:11.453333,20.12,49.0,26.0
02/11/2018 00:52:51.406666,22.93,49.0,26.0
02/11/2018 00:55:31.603333,19.43,48.0,26.0
02/11/2018 00:59:31.486666,20.84,49.0,26.0
02/11/2018 01:02:11.653333,24.07,49.0,27.0
02/11/2018 01:04:51.520000,22.1,49.0,26.0
02/11/2018 01:07:31.413333,22.17,49.0,26.0
02/11/2018 01:11:31.520000,20.93,49.0,26.0
02/11/2018 01:14:11.386666,22.7,50.0,26.0
02/11/2018 01:16:53.243333,19.98,50.0,26.0
02/11/2018 01:19:31.420000,18.31,50.0,26.0
02/11/2018 01:23:31.506666,20.95,49.0,26.0
02/11/2018 01:26:11.646666,22.05,49.0,26.0
02/11/2018 01:28:51.463333,19.07,49.0,25.0
02/11/2018 01:31:31.406666,20.49,50.0,25.0
02/11/2018 01:35:31.466666,16.97,50.0,25.0
02/11/2018 01:38:11.450000,16.57,50.0,25.0
02/11/2018 01:40:51.486666,15.77,50.0,25.0
02/11/2018 01:43:31.453333,16.98,50.0,25.0
02/11/2018 01:47:31.460000,18.69,50.0,26.0
02/11/2018 01:50:11.520000,20.6,50.0,26.0
02/11/2018 01:52:51.433333,21.0,50.0,26.0
02/11/2018 01:55:31.446666,17.19,50.0,26.0
02/11/2018 01:59:31.476666,15.63,50.0,26.0
02/11/2018 02:02:11.510000,15.38,50.0,25.0
02/11/2018 02:04:51.606666,18.1,50.0,26.0
02/11/2018 02:07:31.456666,16.5,50.0,26.0
02/11/2018 02:11:31.486666,16.42,50.0,26.0
02/11/2018 02:14:11.516666,18.22,49.0,26.0
02/11/2018 02:16:51.660000,18.05,49.0,26.0
02/11/2018 02:19:31.496666,15.38,50.0,26.0
02/11/2018 02:23:31.670000,19.14,49.0,26.0
02/11/2018 02:26:11.490000,20.36,50.0,26.0
02/11/2018 02:28:51.533333,21.48,49.0,26.0
02/11/2018 02:31:31.536666,22.25,50.0,26.0
02/11/2018 02:35:31.450000,24.6,50.0,26.0
02/11/2018 02:38:11.476666,24.21,50.0,26.0
02/11/2018 02:40:51.463333,24.93,50.0,26.0
02/11/2018 02:43:31.533333,26.02,50.0,26.0
02/11/2018 02:47:31.453333,25.02,49.0,27.0
02/11/2018 02:50:11.570000,25.77,49.0,26.0
02/11/2018 02:52:51.663333,22.3,49.0,26.0
02/11/2018 02:55:31.520000,30.44,50.0,26.0
02/11/2018 02:59:31.493333,28.29,50.0,26.0
02/11/2018 03:02:11.576666,28.15,50.0,26.0
02/11/2018 03:04:51.660000,27.83,50.0,27.0
02/11/2018 03:07:31.576666,30.23,50.0,26.0
02/11/2018 03:11:31.530000,29.56,50.0,27.0
02/11/2018 03:14:11.586666,30.88,50.0,27.0
02/11/2018 03:17:01.713333,32.92,50.0,27.0
02/11/2018 03:19:41.566666,31.71,50.0,27.0
02/11/2018 03:23:41.556666,32.59,49.0,26.0
02/11/2018 03:26:21.560000,29.93,49.0,26.0
02/11/2018 03:29:01.573333,33.37,49.0,26.0
02/11/2018 03:31:41.526666,32.95,49.0,26.0
02/11/2018 03:35:41.593333,34.49,49.0,26.0
02/11/2018 03:38:21.530000,32.74,49.0,26.0
02/11/2018 03:41:01.640000,33.42,49.0,25.0
02/11/2018 03:43:41.506666,34.69,49.0,25.0
02/11/2018 03:47:41.573333,38.76,49.0,25.0
02/11/2018 03:50:21.516666,32.98,49.0,25.0
02/11/2018 03:53:01.613333,34.07,48.0,25.0
02/11/2018 03:55:41.570000,35.52,48.0,25.0
02/11/2018 03:59:41.706666,38.79,48.0,24.0
02/11/2018 04:02:21.630000,36.98,48.0,24.0
02/11/2018 04:05:01.513333,40.4,48.0,24.0
02/11/2018 04:07:41.540000,40.43,48.0,24.0
02/11/2018 04:11:41.656666,38.86,48.0,24.0
02/11/2018 04:14:21.580000,38.44,47.0,23.0
02/11/2018 04:17:01.690000,43.81,48.0,23.0
02/11/2018 04:19:41.643333,42.47,49.0,23.0
02/11/2018 04:23:41.696666,45.76,49.0,23.0
02/11/2018 04:26:21.556666,41.52,48.0,23.0
02/11/2018 04:29:01.773333,42.73,48.0,22.0
02/11/2018 04:31:41.620000,40.15,47.0,22.0
02/11/2018 04:35:41.706666,42.12,47.0,22.0
02/11/2018 04:38:21.546666,44.33,48.0,22.0
02/11/2018 04:41:01.536666,44.09,47.0,22.0
02/11/2018 04:43:41.556666,43.64,48.0,22.0
02/11/2018 04:47:41.740000,47.19,48.0,22.0
02/11/2018 04:50:21.653333,45.67,48.0,22.0
02/11/2018 04:53:01.586666,43.62,48.0,21.0
02/11/2018 04:55:41.626666,42.51,48.0,21.0
02/11/2018 04:59:41.766666,45.0,48.0,21.0
02/11/2018 05:02:21.593333,43.83,48.0,21.0
02/11/2018 05:05:01.586666,44.31,48.0,21.0
02/11/2018 05:07:41.613333,46.0,48.0,21.0
02/11/2018 05:11:41.963333,45.7,48.0,21.0
02/11/2018 05:17:01.676666,45.24,48.0,21.0
02/11/2018 05:19:41.740000,46.67,49.0,21.0
02/11/2018 05:23:41.596666,48.59,49.0,21.0
02/11/2018 05:26:21.583333,48.02,49.0,21.0
02/11/2018 05:29:01.756666,46.22,49.0,21.0
02/11/2018 05:31:41.610000,41.95,50.0,21.0
02/11/2018 05:35:41.603333,31.33,50.0,21.0
02/11/2018 05:38:21.673333,33.79,49.0,21.0
02/11/2018 05:41:01.856666,30.48,49.0,21.0
02/11/2018 05:43:41.633333,29.05,49.0,21.0
02/11/2018 05:47:41.683333,20.63,50.0,21.0
02/11/2018 05:50:22.066666,24.47,50.0,21.0
02/11/2018 05:53:01.720000,25.5,50.0,21.0
02/11/2018 05:55:41.686666,27.9,50.0,21.0
02/11/2018 05:59:41.646666,26.78,48.0,21.0
02/11/2018 06:02:21.726666,29.0,48.0,21.0
02/11/2018 06:05:01.616666,25.1,48.0,21.0
02/11/2018 06:07:41.670000,24.84,48.0,20.0
02/11/2018 06:11:42.286666,25.4,49.0,20.0
02/11/2018 06:14:21.626666,23.36,50.0,20.0
02/11/2018 06:17:01.646666,23.49,50.0,20.0
02/11/2018 06:19:41.783333,22.21,50.0,20.0
02/11/2018 06:23:41.650000,24.41,50.0,20.0
02/11/2018 06:26:21.706666,25.19,49.0,20.0
02/11/2018 06:29:02.266666,25.0,49.0,20.0
02/11/2018 06:31:41.716666,22.05,49.0,20.0
02/11/2018 06:35:41.683333,20.34,49.0,20.0
02/11/2018 06:38:21.760000,23.4,49.0,20.0
02/11/2018 06:41:01.756666,23.65,48.0,20.0
02/11/2018 06:43:41.700000,25.4,48.0,19.0
02/11/2018 06:47:41.663333,26.07,49.0,20.0
02/11/2018 06:50:21.716666,22.95,50.0,20.0
02/11/2018 06:53:01.683333,22.67,50.0,20.0
02/11/2018 06:55:41.656666,22.62,50.0,19.0
02/11/2018 06:59:41.666666,35.09,49.0,19.0
02/11/2018 07:02:21.743333,36.74,50.0,19.0
02/11/2018 07:05:01.710000,37.53,50.0,19.0
02/11/2018 07:07:41.660000,34.24,50.0,19.0
02/11/2018 07:11:41.666666,33.7,51.0,19.0
02/11/2018 07:14:21.756666,36.29,50.0,20.0
02/11/2018 07:17:01.763333,33.63,50.0,20.0
02/11/2018 07:19:41.716666,38.0,50.0,20.0
02/11/2018 07:23:41.693333,34.86,49.0,20.0
02/11/2018 07:26:21.733333,31.83,49.0,20.0
02/11/2018 07:29:01.970000,28.95,49.0,20.0
02/11/2018 07:31:41.733333,30.46,49.0,19.0
02/11/2018 07:35:41.806666,22.33,50.0,19.0
02/11/2018 07:38:21.816666,23.0,50.0,20.0
02/11/2018 07:41:01.733333,23.52,49.0,19.0
02/11/2018 07:43:41.700000,27.66,48.0,19.0
02/11/2018 07:47:41.846666,27.5,48.0,19.0
02/11/2018 07:50:21.766666,26.33,47.0,19.0
02/11/2018 07:53:01.833333,26.21,48.0,19.0
02/11/2018 07:55:41.760000,25.24,48.0,19.0
02/11/2018 07:59:41.806666,24.98,47.0,19.0
02/11/2018 08:02:21.720000,22.93,48.0,19.0
02/11/2018 08:05:01.710000,25.86,48.0,19.0
02/11/2018 08:07:41.800000,28.16,48.0,19.0
02/11/2018 08:11:41.716666,21.37,48.0,19.0
02/11/2018 08:14:21.793333,21.73,47.0,19.0
02/11/2018 08:17:02.413333,18.62,48.0,18.0
02/11/2018 08:19:41.780000,20.53,48.0,18.0
02/11/2018 08:23:41.726666,18.98,47.0,18.0
02/11/2018 08:26:21.780000,15.91,47.0,18.0
02/11/2018 08:29:02.006666,15.67,48.0,18.0
02/11/2018 08:31:41.806666,14.71,48.0,18.0
02/11/2018 08:35:41.920000,14.74,48.0,18.0
02/11/2018 08:38:21.743333,13.86,48.0,18.0
02/11/2018 08:41:01.750000,14.8,48.0,18.0
02/11/2018 08:43:41.780000,15.17,49.0,18.0
02/11/2018 08:47:41.743333,15.7,49.0,18.0
02/11/2018 08:50:21.860000,17.6,48.0,18.0
02/11/2018 08:51:41.856666,12.39,49.0,18.0
02/11/2018 08:55:41.866666,12.67,49.0,18.0
02/11/2018 08:59:41.916666,13.63,49.0,18.0
02/11/2018 09:02:21.776666,11.02,48.0,18.0
02/11/2018 09:05:01.910000,10.44,47.0,18.0
02/11/2018 09:07:41.773333,12.09,48.0,18.0
02/11/2018 09:11:41.813333,13.42,48.0,18.0
02/11/2018 09:14:21.776666,11.09,48.0,18.0
02/11/2018 09:17:01.823333,10.62,48.0,18.0
02/11/2018 09:19:41.970000,12.02,48.0,18.0
02/11/2018 09:23:41.866666,12.4,49.0,17.0
02/11/2018 09:26:21.790000,10.83,49.0,17.0
02/11/2018 09:29:01.826666,10.63,49.0,18.0
02/11/2018 09:31:41.870000,11.1,49.0,18.0
02/11/2018 09:35:41.803333,10.33,50.0,18.0
02/11/2018 09:38:21.883333,8.83,50.0,18.0
02/11/2018 09:41:01.806666,10.28,49.0,18.0
02/11/2018 09:43:41.876666,9.77,49.0,18.0
02/11/2018 09:47:41.883333,10.26,49.0,18.0
02/11/2018 09:50:21.813333,9.52,48.0,18.0
02/11/2018 09:53:01.893333,8.95,47.0,18.0
02/11/2018 09:55:41.806666,10.05,47.0,18.0
02/11/2018 09:59:41.800000,8.12,47.0,18.0
02/11/2018 10:02:21.820000,9.81,48.0,18.0
02/11/2018 10:05:01.826666,9.3,48.0,18.0
02/11/2018 10:07:41.963333,9.55,49.0,18.0
02/11/2018 10:11:41.876666,8.35,48.0,18.0
02/11/2018 10:14:21.943333,9.7,48.0,18.0
02/11/2018 10:17:01.956666,9.69,47.0,18.0
02/11/2018 10:19:42.406666,9.38,48.0,18.0
02/11/2018 10:23:41.843333,10.33,48.0,17.0
02/11/2018 10:26:21.850000,9.24,49.0,17.0
02/11/2018 10:29:01.866666,9.4,48.0,17.0
02/11/2018 10:31:45.800000,11.34,48.0,17.0
02/11/2018 10:35:45.816666,9.21,49.0,17.0
02/11/2018 10:38:25.866666,9.13,49.0,18.0
02/11/2018 10:41:05.796666,8.56,49.0,18.0
02/11/2018 10:43:45.980000,9.07,48.0,18.0
02/11/2018 10:47:45.863333,9.81,48.0,17.0
02/11/2018 10:50:25.880000,9.95,49.0,18.0
02/11/2018 10:53:05.983333,10.38,48.0,17.0
02/11/2018 10:55:45.953333,8.75,48.0,17.0
