InstrumentName, Swansea (DEH),,
02/11/2018 10:35:37.903333,12.68,100.0,-221.0
02/11/2018 10:38:17.956666,11.41,100.0,-221.0
02/11/2018 10:40:57.996666,11.35,100.0,-221.0
02/11/2018 10:43:37.916666,13.27,100.0,-221.0
02/11/2018 10:47:38.106666,12.0,100.0,-221.0
02/11/2018 10:50:17.733333,10.45,100.0,-221.0
02/11/2018 10:52:57.700000,7.84,100.0,-221.0
02/11/2018 10:55:37.903333,8.92,100.0,-221.0
02/11/2018 10:59:37.796666,10.13,100.0,-221.0
02/11/2018 11:02:17.816666,7.86,100.0,-221.0
02/11/2018 11:04:57.690000,6.46,100.0,-221.0
02/11/2018 11:07:37.743333,8.12,100.0,-221.0
02/11/2018 11:11:37.953333,7.6,100.0,-221.0
02/11/2018 11:14:17.690000,8.03,100.0,-221.0
02/11/2018 11:16:57.860000,6.86,100.0,-221.0
02/11/2018 11:19:37.783333,7.65,100.0,-221.0
02/11/2018 11:23:37.830000,8.07,100.0,-221.0
02/11/2018 11:26:17.766666,9.05,100.0,-221.0
02/11/2018 11:28:57.753333,8.11,100.0,-221.0
02/11/2018 11:31:37.806666,7.56,100.0,-221.0
02/11/2018 11:35:37.866666,7.38,100.0,-221.0
02/11/2018 11:38:17.823333,6.03,100.0,-221.0
02/11/2018 11:40:57.763333,5.6,100.0,-221.0
02/11/2018 11:43:37.706666,3.64,100.0,-221.0
02/11/2018 11:47:37.790000,5.34,100.0,-221.0
02/11/2018 12:01:43.093333,5.22,100.0,-221.0
02/11/2018 12:05:37.863333,5.05,100.0,-221.0
02/11/2018 12:08:17.743333,3.37,100.0,-221.0
02/11/2018 12:10:58.096666,3.15,100.0,-221.0
02/11/2018 12:13:38.040000,4.36,100.0,-221.0
02/11/2018 12:17:38.040000,3.97,100.0,-221.0
02/11/2018 12:20:17.796666,2.77,100.0,-221.0
02/11/2018 12:22:58.066666,3.41,100.0,-221.0
02/11/2018 12:25:37.806666,4.87,100.0,-221.0
02/11/2018 12:29:38.056666,4.81,100.0,-221.0
02/11/2018 12:32:18.423333,5.65,100.0,-221.0
02/11/2018 12:34:58.106666,4.03,100.0,-221.0
02/11/2018 12:37:37.886666,4.41,100.0,-221.0
02/11/2018 12:41:37.890000,4.1,100.0,-221.0
02/11/2018 12:44:17.766666,5.26,100.0,-221.0
02/11/2018 12:46:57.826666,2.79,100.0,-221.0
02/11/2018 12:49:37.886666,3.31,100.0,-221.0
02/11/2018 12:53:37.763333,3.49,100.0,-221.0
02/11/2018 12:56:18.010000,3.05,100.0,-221.0
02/11/2018 12:58:58.173333,1.72,100.0,-221.0
02/11/2018 13:01:38.656666,2.47,100.0,-221.0
02/11/2018 13:05:38.076666,1.85,100.0,-221.0
02/11/2018 13:08:17.783333,3.67,100.0,-221.0
02/11/2018 13:10:57.946666,2.36,100.0,-221.0
02/11/2018 13:13:37.803333,3.47,100.0,-221.0
02/11/2018 13:17:37.976666,2.12,100.0,-221.0
02/11/2018 13:20:17.866666,3.17,100.0,-221.0
02/11/2018 13:22:58.013333,1.95,100.0,-221.0
02/11/2018 13:25:37.723333,1.8,100.0,-221.0
02/11/2018 13:29:37.703333,1.37,100.0,-221.0
02/11/2018 13:32:17.706666,2.05,100.0,-221.0
02/11/2018 13:34:57.703333,1.45,100.0,-221.0
02/11/2018 13:37:37.866666,0.95,100.0,-221.0
02/11/2018 13:41:37.706666,1.05,100.0,-221.0
02/11/2018 13:44:17.833333,1.74,100.0,-221.0
02/11/2018 13:46:57.703333,0.93,100.0,-221.0
02/11/2018 13:49:37.846666,1.46,100.0,-221.0
02/11/2018 13:53:37.773333,1.0,100.0,-221.0
02/11/2018 13:56:17.906666,2.75,100.0,-221.0
02/11/2018 13:58:57.863333,3.92,100.0,-221.0
02/11/2018 14:01:37.816666,1.65,100.0,-221.0
02/11/2018 14:05:37.800000,2.34,100.0,-221.0
02/11/2018 14:08:18.066666,1.55,100.0,-221.0
02/11/2018 14:10:57.896666,2.0,100.0,-221.0
02/11/2018 14:13:37.726666,1.47,100.0,-221.0
02/11/2018 14:17:37.756666,1.56,100.0,-221.0
02/11/2018 14:20:17.793333,0.73,100.0,-221.0
02/11/2018 14:22:58.366666,1.0,100.0,-221.0
02/11/2018 14:25:38.270000,1.71,100.0,-221.0
02/11/2018 14:29:37.706666,1.3,100.0,-221.0
02/11/2018 14:32:17.866666,0.68,100.0,-221.0
02/11/2018 14:34:57.736666,0.74,100.0,-221.0
02/11/2018 14:37:37.920000,2.13,100.0,-221.0
02/11/2018 14:41:38.146666,1.59,100.0,-221.0
02/11/2018 14:44:17.873333,1.65,100.0,-221.0
02/11/2018 14:46:57.846666,2.58,100.0,-221.0
02/11/2018 14:49:37.956666,2.0,100.0,-221.0
02/11/2018 14:53:37.980000,1.87,100.0,-221.0
02/11/2018 14:56:17.836666,1.68,100.0,-221.0
02/11/2018 14:58:58.313333,1.44,100.0,-221.0
02/11/2018 15:01:38.003333,2.46,100.0,-221.0
02/11/2018 15:05:37.766666,1.66,100.0,-221.0
02/11/2018 15:08:17.823333,1.25,100.0,-221.0
02/11/2018 15:10:57.763333,0.85,100.0,-221.0
02/11/2018 15:13:37.870000,0.79,100.0,-221.0
02/11/2018 15:17:37.786666,0.82,100.0,-221.0
02/11/2018 15:20:17.870000,0.82,100.0,-221.0
02/11/2018 15:23:01.823333,0.85,100.0,-221.0
02/11/2018 15:25:37.780000,1.41,100.0,-221.0
02/11/2018 15:29:38.003333,1.59,100.0,-221.0
02/11/2018 15:32:17.770000,0.79,100.0,-221.0
02/11/2018 15:34:58.176666,0.82,100.0,-221.0
02/11/2018 15:37:37.813333,1.0,100.0,-221.0
02/11/2018 15:41:37.876666,0.68,100.0,-221.0
02/11/2018 15:44:17.970000,1.44,100.0,-221.0
02/11/2018 15:46:57.863333,1.21,100.0,-221.0
02/11/2018 15:49:37.883333,0.74,100.0,-221.0
02/11/2018 15:53:38.026666,1.43,100.0,-221.0
02/11/2018 15:56:17.930000,1.79,100.0,-221.0
02/11/2018 15:58:57.793333,1.82,100.0,-221.0
02/11/2018 16:01:37.903333,1.61,100.0,-221.0
02/11/2018 16:05:37.830000,1.92,100.0,-221.0
02/11/2018 16:08:17.880000,1.85,100.0,-221.0
02/11/2018 16:10:58.286666,1.68,100.0,-221.0
02/11/2018 16:13:37.896666,0.74,100.0,-221.0
02/11/2018 16:17:37.883333,1.24,100.0,-221.0
02/11/2018 16:20:17.763333,1.85,100.0,-221.0
02/11/2018 16:22:58.080000,1.12,100.0,-221.0
02/11/2018 16:25:38.070000,0.72,100.0,-221.0
02/11/2018 16:29:37.956666,1.82,100.0,-221.0
02/11/2018 16:32:19.286666,1.05,100.0,-221.0
02/11/2018 16:34:57.880000,1.77,100.0,-221.0
02/11/2018 16:37:37.963333,1.0,100.0,-221.0
02/11/2018 16:41:37.910000,1.29,100.0,-221.0
02/11/2018 16:44:18.033333,1.18,100.0,-221.0
02/11/2018 16:46:57.893333,1.61,100.0,-221.0
02/11/2018 16:49:38.496666,1.41,100.0,-221.0
02/11/2018 16:53:37.823333,0.82,100.0,-221.0
02/11/2018 16:56:18.256666,0.95,100.0,-221.0
02/11/2018 16:58:58.133333,1.55,100.0,-221.0
02/11/2018 17:01:37.813333,1.23,100.0,-221.0
02/11/2018 17:05:38.023333,1.26,100.0,-221.0
02/11/2018 17:08:18.266666,1.0,100.0,-221.0
02/11/2018 17:10:58.073333,1.33,100.0,-221.0
02/11/2018 17:13:38.146666,0.93,100.0,-221.0
02/11/2018 17:17:37.873333,0.92,100.0,-221.0
02/11/2018 17:20:18.226666,1.0,100.0,-221.0
02/11/2018 17:22:57.960000,1.3,100.0,-221.0
02/11/2018 17:25:37.793333,1.3,100.0,-221.0
02/11/2018 17:29:37.830000,0.93,100.0,-221.0
02/11/2018 17:32:17.926666,1.33,100.0,-221.0
02/11/2018 17:34:57.960000,1.33,100.0,-221.0
02/11/2018 17:37:37.956666,0.27,100.0,-221.0
02/11/2018 17:41:37.800000,1.1,100.0,-221.0
02/11/2018 17:44:18.220000,1.48,100.0,-221.0
02/11/2018 17:46:58.246666,0.72,100.0,-221.0
02/11/2018 17:49:38.556666,1.08,100.0,-221.0
02/11/2018 17:53:38.270000,1.62,100.0,-221.0
02/11/2018 17:56:17.890000,1.54,100.0,-221.0
02/11/2018 17:58:57.936666,0.92,100.0,-221.0
02/11/2018 18:01:37.870000,0.95,100.0,-221.0
02/11/2018 18:05:38.220000,1.0,100.0,-221.0
02/11/2018 18:08:17.983333,2.26,100.0,-221.0
02/11/2018 18:10:57.766666,1.2,100.0,-221.0
02/11/2018 18:13:37.746666,1.33,100.0,-221.0
02/11/2018 18:17:37.780000,0.78,100.0,-221.0
02/11/2018 18:20:17.866666,0.49,100.0,-221.0
02/11/2018 18:22:57.800000,1.08,100.0,-221.0
02/11/2018 18:25:37.780000,1.92,100.0,-221.0
02/11/2018 18:29:38.086666,1.49,100.0,-221.0
02/11/2018 18:32:17.893333,0.72,100.0,-221.0
02/11/2018 18:34:58.080000,0.88,100.0,-221.0
02/11/2018 18:37:37.856666,1.05,100.0,-221.0
02/11/2018 18:41:37.823333,0.77,100.0,-221.0
02/11/2018 18:44:17.820000,1.37,100.0,-221.0
02/11/2018 18:46:57.923333,0.51,100.0,-221.0
02/11/2018 18:49:37.836666,0.22,100.0,-221.0
02/11/2018 18:53:37.970000,1.1,100.0,-221.0
02/11/2018 18:56:17.896666,1.41,100.0,-221.0
02/11/2018 18:58:57.796666,1.35,100.0,-221.0
02/11/2018 19:01:38.756666,0.09,100.0,-221.0
02/11/2018 19:05:38.543333,0.9,100.0,-221.0
02/11/2018 19:08:17.886666,0.23,100.0,-221.0
02/11/2018 19:10:57.860000,0.18,100.0,-221.0
02/11/2018 19:13:37.786666,0.39,100.0,-221.0
02/11/2018 19:17:37.910000,0.08,100.0,-221.0
02/11/2018 19:20:17.863333,0.28,100.0,-221.0
02/11/2018 19:22:57.943333,0.45,100.0,-221.0
02/11/2018 19:25:37.810000,0.77,100.0,-221.0
02/11/2018 19:29:37.770000,0.1,100.0,-221.0
02/11/2018 19:32:17.793333,0.24,100.0,-221.0
02/11/2018 19:34:57.873333,0.6,100.0,-221.0
02/11/2018 19:37:37.866666,0.24,100.0,-221.0
02/11/2018 19:41:38.186666,0.6,100.0,-221.0
02/11/2018 19:44:17.933333,1.05,100.0,-221.0
02/11/2018 19:46:57.780000,1.0,100.0,-221.0
02/11/2018 19:49:37.983333,1.25,100.0,-221.0
02/11/2018 19:53:37.906666,1.79,100.0,-221.0
02/11/2018 19:56:18.386666,1.24,100.0,-221.0
02/11/2018 19:58:57.910000,1.27,100.0,-221.0
02/11/2018 20:01:37.833333,1.16,100.0,-221.0
02/11/2018 20:05:37.956666,0.49,100.0,-221.0
02/11/2018 20:08:17.956666,1.42,100.0,-221.0
02/11/2018 20:10:57.956666,1.4,100.0,-221.0
02/11/2018 20:13:37.950000,1.41,100.0,-221.0
02/11/2018 20:17:41.016666,1.17,100.0,-221.0
02/11/2018 20:20:17.826666,1.5,100.0,-221.0
02/11/2018 20:22:57.943333,1.38,100.0,-221.0
02/11/2018 20:25:39.076666,1.68,100.0,-221.0
02/11/2018 20:29:37.810000,1.0,100.0,-221.0
02/11/2018 20:32:18.466666,0.45,100.0,-221.0
02/11/2018 20:34:57.813333,1.12,100.0,-221.0
02/11/2018 20:37:37.986666,1.13,100.0,-221.0
02/11/2018 20:41:37.886666,0.85,100.0,-221.0
02/11/2018 20:44:17.856666,0.59,100.0,-221.0
02/11/2018 20:46:57.893333,0.88,100.0,-221.0
02/11/2018 20:49:37.946666,1.0,100.0,-221.0
02/11/2018 20:53:37.973333,4.09,100.0,-221.0
02/11/2018 20:56:17.880000,1.53,100.0,-221.0
02/11/2018 20:58:57.910000,1.0,100.0,-221.0
02/11/2018 21:01:37.850000,1.44,100.0,-221.0
02/11/2018 21:05:37.893333,0.89,100.0,-221.0
02/11/2018 21:08:17.856666,0.98,100.0,-221.0
02/11/2018 21:10:57.900000,0.92,100.0,-221.0
02/11/2018 21:13:37.960000,0.63,100.0,-221.0
02/11/2018 21:17:37.810000,0.78,100.0,-221.0
02/11/2018 21:20:18.063333,0.37,100.0,-221.0
02/11/2018 21:22:57.973333,0.52,100.0,-221.0
02/11/2018 21:25:38.176666,0.9,100.0,-221.0
02/11/2018 21:29:37.806666,0.75,100.0,-221.0
02/11/2018 21:32:18.196666,0.74,100.0,-221.0
02/11/2018 21:34:57.973333,0.46,100.0,-221.0
02/11/2018 21:37:37.873333,1.6,100.0,-221.0
02/11/2018 21:41:37.873333,3.33,100.0,-221.0
02/11/2018 21:42:58.163333,2.57,100.0,-221.0
02/11/2018 21:56:39.960000,5.23,100.0,-221.0
02/11/2018 21:59:19.926666,1.2,100.0,-221.0
02/11/2018 22:02:00.816666,1.28,100.0,-221.0
02/11/2018 22:04:40.026666,0.37,100.0,-221.0
02/11/2018 22:07:20.103333,0.1,100.0,-221.0
02/11/2018 22:13:57.083333,0.57,100.0,-221.0
02/11/2018 22:16:36.863333,0.21,100.0,-221.0
02/11/2018 22:20:36.823333,0.32,100.0,-221.0
02/11/2018 22:23:37.466666,0.34,100.0,-221.0
02/11/2018 22:25:56.686666,0.28,100.0,-221.0
02/11/2018 22:28:36.786666,0.77,100.0,-221.0
02/11/2018 22:32:37.073333,18.38,100.0,-221.0
02/11/2018 22:35:17.280000,18.45,100.0,-221.0
02/11/2018 22:37:57.250000,19.02,100.0,-221.0
02/11/2018 22:40:37.066666,21.35,100.0,-221.0
02/11/2018 22:44:37.333333,21.1,100.0,-221.0
02/11/2018 22:47:17.046666,21.62,100.0,-221.0
02/11/2018 22:49:56.890000,23.63,100.0,-221.0
02/11/2018 22:52:36.840000,22.64,100.0,-221.0
02/11/2018 22:56:37.470000,23.62,100.0,-221.0
02/11/2018 22:59:16.703333,22.77,100.0,-221.0
02/11/2018 23:01:56.776666,23.24,100.0,-221.0
02/11/2018 23:04:36.823333,24.8,100.0,-221.0
02/11/2018 23:08:36.766666,23.83,100.0,-221.0
02/11/2018 23:11:16.876666,26.61,100.0,-221.0
02/11/2018 23:13:56.880000,26.54,100.0,-221.0
02/11/2018 23:16:36.973333,28.26,100.0,-221.0
02/11/2018 23:20:36.766666,27.83,100.0,-221.0
02/11/2018 23:23:16.720000,29.12,100.0,-221.0
02/11/2018 23:25:56.710000,30.26,100.0,-221.0
02/11/2018 23:28:37.586666,29.72,100.0,-221.0
02/11/2018 23:32:36.856666,29.05,100.0,-221.0
02/11/2018 23:35:16.830000,30.85,100.0,-221.0
02/11/2018 23:37:56.886666,29.95,100.0,-221.0
02/11/2018 23:40:36.736666,30.76,100.0,-221.0
02/11/2018 23:44:37.166666,30.88,100.0,-221.0
