InstrumentName, La Casa,,,,,
StartTime, 2018-02-01 00:00:00,,,,,
EndTime, 2018-02-28 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
02/01/2018 02:00:00.000000,0.1,19.0,22.0,16.0,3.5,0.0
02/10/2018 21:00:00.000000,0.2,18.0,16.0,16.0,14.5,0.0
02/10/2018 22:00:00.000000,0.2,16.0,16.0,15.0,13.0,0.0
02/10/2018 23:00:00.000000,0.2,22.0,15.0,13.0,11.0,0.0
02/11/2018 00:00:00.000000,0.3,25.0,13.0,13.0,10.2,0.0
02/11/2018 01:00:00.000000,0.2,21.0,13.0,11.0,8.9,0.0
02/11/2018 02:00:00.000000,0.3,26.0,9.0,11.0,9.1,0.0
02/11/2018 03:00:00.000000,0.4,33.0,1.0,15.0,12.7,0.0
02/11/2018 04:00:00.000000,0.5,,1.0,19.0,16.3,0.0
02/11/2018 05:00:00.000000,0.6,33.0,1.0,24.0,19.9,0.0
02/11/2018 06:00:00.000000,0.4,31.0,1.0,24.0,20.7,0.0
02/11/2018 07:00:00.000000,0.5,32.0,0.0,24.0,20.9,
02/11/2018 08:00:00.000000,0.6,34.0,0.0,22.0,20.3,1.0
02/11/2018 09:00:00.000000,,,,22.0,20.3,
02/11/2018 14:00:00.000000,0.2,20.0,19.0,4.0,4.1,0.0
02/11/2018 15:00:00.000000,0.2,16.0,15.0,5.0,4.2,0.0
02/11/2018 16:00:00.000000,0.2,14.0,21.0,6.0,3.8,0.0
02/11/2018 17:00:00.000000,0.2,11.0,27.0,6.0,3.4,0.0
02/11/2018 18:00:00.000000,0.1,8.0,32.0,5.0,3.0,0.0
02/11/2018 19:00:00.000000,0.1,6.0,36.0,5.0,2.4,0.0
02/11/2018 20:00:00.000000,0.1,10.0,39.0,5.0,2.5,0.0
02/11/2018 21:00:00.000000,0.1,9.0,42.0,5.0,2.3,0.0
02/11/2018 22:00:00.000000,0.2,15.0,40.0,6.0,3.8,0.0
02/11/2018 23:00:00.000000,0.3,34.0,32.0,11.0,7.9,1.0
02/12/2018 00:00:00.000000,0.4,39.0,11.0,14.0,10.1,0.0
02/12/2018 01:00:00.000000,0.4,37.0,8.0,15.0,11.0,0.0
02/12/2018 02:00:00.000000,0.4,34.0,14.0,15.0,11.1,0.0
02/12/2018 03:00:00.000000,0.5,40.0,2.0,16.0,11.9,0.0
02/12/2018 04:00:00.000000,0.7,,5.0,17.0,12.9,0.0
02/12/2018 05:00:00.000000,0.9,41.0,3.0,21.0,16.4,1.0
02/12/2018 06:00:00.000000,0.9,41.0,2.0,21.0,16.8,1.0
02/12/2018 07:00:00.000000,0.8,39.0,0.0,21.0,17.2,
02/12/2018 08:00:00.000000,,,,21.0,17.2,
02/12/2018 13:00:00.000000,0.2,14.0,23.0,7.0,6.3,0.0
02/12/2018 14:00:00.000000,0.2,20.0,22.0,8.0,7.3,0.0
02/12/2018 15:00:00.000000,0.2,20.0,20.0,9.0,8.1,0.0
02/12/2018 16:00:00.000000,0.2,21.0,17.0,10.0,8.5,0.0
02/12/2018 17:00:00.000000,0.2,24.0,17.0,11.0,9.2,0.0
02/12/2018 18:00:00.000000,0.2,25.0,16.0,12.0,10.0,0.0
02/12/2018 19:00:00.000000,0.2,23.0,16.0,14.0,11.3,0.0
02/12/2018 20:00:00.000000,0.2,23.0,17.0,15.0,11.6,0.0
02/12/2018 21:00:00.000000,0.2,23.0,16.0,16.0,12.3,0.0
02/12/2018 22:00:00.000000,0.2,23.0,15.0,17.0,13.1,0.0
02/12/2018 23:00:00.000000,0.2,29.0,14.0,19.0,14.1,0.0
02/13/2018 00:00:00.000000,0.3,31.0,9.0,19.0,14.8,0.0
02/13/2018 01:00:00.000000,0.2,23.0,13.0,21.0,16.4,0.0
02/13/2018 02:00:00.000000,0.2,19.0,13.0,22.0,17.1,0.0
02/13/2018 03:00:00.000000,0.2,16.0,17.0,23.0,18.0,0.0
02/13/2018 04:00:00.000000,0.2,,13.0,25.0,19.9,0.0
02/13/2018 05:00:00.000000,0.2,26.0,11.0,29.0,22.6,0.0
02/13/2018 06:00:00.000000,0.2,27.0,8.0,29.0,23.2,0.0
02/13/2018 07:00:00.000000,0.3,29.0,3.0,33.0,25.9,
02/13/2018 08:00:00.000000,0.3,30.0,2.0,34.0,27.4,0.0
02/13/2018 09:00:00.000000,0.4,32.0,3.0,34.0,27.4,0.0
02/13/2018 10:00:00.000000,0.4,33.0,0.0,33.0,26.4,0.0
02/13/2018 11:00:00.000000,0.3,31.0,1.0,32.0,26.2,0.0
02/13/2018 12:00:00.000000,0.4,28.0,0.0,31.0,26.2,0.0
02/13/2018 13:00:00.000000,0.7,31.0,0.0,31.0,26.0,1.0
02/13/2018 14:00:00.000000,1.0,35.0,1.0,30.0,25.5,2.0
02/13/2018 15:00:00.000000,0.9,36.0,5.0,29.0,23.6,2.0
02/13/2018 16:00:00.000000,0.5,31.0,12.0,25.0,18.0,1.0
02/13/2018 17:00:00.000000,0.3,23.0,22.0,26.0,13.1,0.0
02/13/2018 18:00:00.000000,0.3,31.0,14.0,32.0,11.7,0.0
02/13/2018 19:00:00.000000,0.2,25.0,20.0,33.0,10.4,0.0
02/13/2018 20:00:00.000000,0.1,13.0,26.0,24.0,7.1,0.0
02/13/2018 21:00:00.000000,0.1,10.0,30.0,17.0,4.9,0.0
02/13/2018 22:00:00.000000,0.2,12.0,32.0,17.0,4.2,0.0
02/13/2018 23:00:00.000000,0.2,16.0,35.0,17.0,4.1,0.0
02/14/2018 00:00:00.000000,0.3,30.0,28.0,25.0,5.1,0.0
02/14/2018 01:00:00.000000,0.8,46.0,22.0,42.0,9.1,1.0
02/14/2018 02:00:00.000000,1.2,46.0,15.0,52.0,12.5,2.0
02/14/2018 03:00:00.000000,1.0,44.0,9.0,45.0,12.6,2.0
02/14/2018 04:00:00.000000,1.0,,1.0,41.0,13.0,2.0
02/14/2018 05:00:00.000000,0.9,42.0,1.0,34.0,11.5,1.0
02/14/2018 06:00:00.000000,0.6,39.0,0.0,24.0,8.9,1.0
02/14/2018 07:00:00.000000,0.5,38.0,2.0,17.0,6.9,
02/14/2018 08:00:00.000000,0.5,39.0,1.0,13.0,6.1,0.0
02/14/2018 09:00:00.000000,0.4,40.0,0.0,13.0,5.0,0.0
02/14/2018 10:00:00.000000,0.4,41.0,0.0,8.0,4.1,0.0
02/14/2018 11:00:00.000000,0.5,41.0,0.0,7.0,3.6,1.0
02/14/2018 12:00:00.000000,0.5,39.0,0.0,5.0,2.9,0.0
02/14/2018 13:00:00.000000,1.1,48.0,0.0,19.0,5.1,3.0
02/14/2018 14:00:00.000000,1.8,48.0,0.0,24.0,6.1,4.0
02/14/2018 15:00:00.000000,1.8,52.0,2.0,40.0,9.0,4.0
02/14/2018 16:00:00.000000,1.0,45.0,12.0,48.0,10.8,4.0
02/14/2018 17:00:00.000000,0.1,8.0,16.0,27.0,6.2,0.0
02/14/2018 18:00:00.000000,0.1,4.0,24.0,17.0,3.9,0.0
02/14/2018 19:00:00.000000,0.1,3.0,32.0,14.0,2.9,0.0
02/14/2018 20:00:00.000000,0.1,3.0,40.0,8.0,2.0,0.0
02/14/2018 21:00:00.000000,0.1,3.0,47.0,6.0,1.6,0.0
02/14/2018 22:00:00.000000,0.1,3.0,48.0,4.0,1.3,0.0
02/14/2018 23:00:00.000000,0.1,5.0,47.0,4.0,1.2,0.0
02/15/2018 00:00:00.000000,0.1,8.0,46.0,5.0,1.4,0.0
02/15/2018 01:00:00.000000,0.2,16.0,38.0,7.0,2.0,0.0
02/15/2018 02:00:00.000000,0.1,10.0,40.0,6.0,2.0,0.0
02/15/2018 03:00:00.000000,0.1,5.0,38.0,4.0,1.7,0.0
02/15/2018 04:00:00.000000,0.1,,38.0,3.0,1.3,0.0
02/15/2018 05:00:00.000000,0.1,4.0,36.0,2.0,1.1,0.0
02/15/2018 06:00:00.000000,0.1,7.0,38.0,2.0,1.2,0.0
02/15/2018 07:00:00.000000,0.1,9.0,35.0,2.0,1.2,
02/15/2018 08:00:00.000000,0.1,11.0,33.0,2.0,1.3,0.0
02/15/2018 09:00:00.000000,,,33.0,2.0,1.3,
02/15/2018 12:00:00.000000,0.5,36.0,12.0,6.0,2.5,1.0
02/15/2018 13:00:00.000000,0.4,41.0,8.0,9.0,3.7,1.0
02/15/2018 14:00:00.000000,0.4,39.0,4.0,14.0,4.6,1.0
02/15/2018 15:00:00.000000,,30.0,4.0,14.0,4.7,0.0
02/15/2018 16:00:00.000000,0.2,16.0,28.0,13.0,4.2,
02/15/2018 17:00:00.000000,0.1,14.0,30.0,14.0,4.3,0.0
02/15/2018 18:00:00.000000,0.1,13.0,33.0,15.0,4.5,0.0
02/15/2018 19:00:00.000000,0.1,11.0,36.0,15.0,4.5,0.0
02/15/2018 20:00:00.000000,0.1,12.0,36.0,14.0,4.5,0.0
02/15/2018 21:00:00.000000,0.1,10.0,36.0,15.0,3.1,0.0
02/15/2018 22:00:00.000000,0.2,,36.0,14.0,2.8,0.0
02/15/2018 23:00:00.000000,0.2,,36.0,17.0,3.4,0.0
02/16/2018 00:00:00.000000,0.2,,35.0,12.0,2.8,0.0
02/16/2018 01:00:00.000000,0.1,11.0,35.0,25.0,3.7,0.0
02/16/2018 02:00:00.000000,0.1,8.0,31.0,30.0,5.0,0.0
02/16/2018 03:00:00.000000,0.1,19.0,28.0,19.0,5.8,0.0
02/16/2018 04:00:00.000000,0.1,,24.0,13.0,5.7,0.0
02/16/2018 05:00:00.000000,0.1,15.0,23.0,10.0,5.7,0.0
02/16/2018 06:00:00.000000,0.1,11.0,23.0,8.0,5.5,0.0
02/16/2018 07:00:00.000000,0.1,9.0,22.0,6.0,4.8,
02/16/2018 08:00:00.000000,0.1,14.0,23.0,6.0,4.5,0.0
02/16/2018 09:00:00.000000,0.1,18.0,23.0,6.0,4.8,0.0
02/16/2018 10:00:00.000000,0.1,19.0,20.0,5.0,4.6,0.0
02/16/2018 11:00:00.000000,0.1,12.0,20.0,8.0,7.5,0.0
02/16/2018 12:00:00.000000,0.1,14.0,16.0,10.0,9.2,0.0
02/16/2018 13:00:00.000000,0.4,32.0,13.0,12.0,10.6,0.0
02/16/2018 14:00:00.000000,0.6,33.0,12.0,14.0,12.1,1.0
02/16/2018 15:00:00.000000,0.3,20.0,13.0,15.0,13.2,0.0
02/16/2018 16:00:00.000000,0.3,18.0,19.0,17.0,13.7,0.0
02/16/2018 17:00:00.000000,0.3,24.0,13.0,19.0,13.5,0.0
02/16/2018 18:00:00.000000,0.3,27.0,20.0,22.0,13.5,0.0
02/16/2018 19:00:00.000000,0.3,26.0,20.0,26.0,13.1,0.0
02/16/2018 20:00:00.000000,0.3,31.0,22.0,28.0,12.7,0.0
02/16/2018 21:00:00.000000,0.3,23.0,23.0,30.0,12.9,0.0
02/16/2018 22:00:00.000000,0.2,23.0,23.0,33.0,12.8,0.0
02/16/2018 23:00:00.000000,0.3,27.0,20.0,32.0,12.5,0.0
02/17/2018 00:00:00.000000,0.3,39.0,13.0,31.0,12.5,0.0
02/17/2018 01:00:00.000000,0.3,35.0,7.0,27.0,11.6,0.0
02/17/2018 02:00:00.000000,0.4,39.0,1.0,25.0,11.3,0.0
02/17/2018 03:00:00.000000,0.7,38.0,0.0,25.0,11.9,1.0
02/17/2018 04:00:00.000000,0.5,,11.0,23.0,12.1,1.0
02/17/2018 05:00:00.000000,0.2,11.0,39.0,14.0,7.3,0.0
02/17/2018 06:00:00.000000,0.2,10.0,22.0,11.0,4.7,0.0
02/17/2018 07:00:00.000000,0.1,5.0,29.0,6.0,2.8,
02/17/2018 08:00:00.000000,0.1,3.0,43.0,4.0,1.8,0.0
02/17/2018 09:00:00.000000,0.1,4.0,41.0,4.0,1.5,0.0
02/17/2018 10:00:00.000000,0.1,8.0,41.0,3.0,1.4,0.0
02/17/2018 11:00:00.000000,0.1,5.0,43.0,4.0,1.5,0.0
02/17/2018 12:00:00.000000,0.1,3.0,41.0,3.0,1.2,0.0
02/17/2018 13:00:00.000000,0.1,13.0,40.0,4.0,1.4,0.0
02/17/2018 14:00:00.000000,0.2,21.0,33.0,7.0,2.3,0.0
02/17/2018 15:00:00.000000,0.3,28.0,23.0,13.0,3.7,0.0
02/17/2018 16:00:00.000000,0.2,19.0,30.0,14.0,4.2,0.0
02/17/2018 17:00:00.000000,0.2,11.0,31.0,12.0,3.3,0.0
02/17/2018 18:00:00.000000,0.1,9.0,31.0,10.0,2.9,0.0
02/17/2018 19:00:00.000000,0.1,7.0,39.0,8.0,2.6,0.0
02/17/2018 20:00:00.000000,0.1,4.0,43.0,6.0,2.2,0.0
02/17/2018 21:00:00.000000,0.1,3.0,43.0,5.0,1.9,0.0
02/17/2018 22:00:00.000000,0.1,5.0,44.0,4.0,1.8,0.0
02/17/2018 23:00:00.000000,0.1,8.0,45.0,5.0,1.9,0.0
02/18/2018 00:00:00.000000,0.1,15.0,41.0,7.0,2.5,0.0
02/18/2018 01:00:00.000000,0.3,32.0,22.0,12.0,3.6,0.0
