InstrumentName, Lake Arbot,,
StartTime, 2018-02-01 00:00:00,,
EndTime, 2018-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2018 03:41:35.543333,1.0,38.0,41.0
02/10/2018 23:26:04.460000,21.79,45.0,28.0
02/10/2018 23:28:44.746666,15.2,45.0,28.0
02/10/2018 23:31:24.630000,20.22,45.0,27.0
02/10/2018 23:35:24.620000,22.54,45.0,28.0
02/10/2018 23:38:04.776666,19.51,45.0,28.0
02/10/2018 23:40:44.666666,20.61,44.0,28.0
02/10/2018 23:44:44.773333,21.8,44.0,28.0
02/10/2018 23:47:24.510000,21.21,44.0,28.0
02/10/2018 23:50:04.620000,20.77,44.0,28.0
02/10/2018 23:52:44.863333,20.12,44.0,28.0
02/10/2018 23:56:44.906666,22.37,44.0,28.0
02/10/2018 23:59:24.530000,42.93,44.0,28.0
02/11/2018 00:02:04.556666,29.03,44.0,28.0
02/11/2018 00:04:44.730000,41.95,44.0,27.0
02/11/2018 00:08:44.800000,33.59,44.0,28.0
02/11/2018 00:11:24.523333,26.58,44.0,28.0
02/11/2018 00:14:04.783333,25.8,44.0,28.0
02/11/2018 00:16:44.660000,25.7,44.0,27.0
02/11/2018 00:20:44.816666,22.24,44.0,27.0
02/11/2018 00:23:24.506666,29.05,44.0,27.0
02/11/2018 00:26:04.600000,60.81,44.0,27.0
02/11/2018 00:28:44.723333,118.51,44.0,27.0
02/11/2018 00:32:44.863333,65.78,44.0,28.0
02/11/2018 00:35:24.533333,49.47,44.0,28.0
02/11/2018 00:38:04.566666,49.42,44.0,27.0
02/11/2018 00:40:44.740000,31.05,44.0,27.0
02/11/2018 00:44:44.710000,23.67,44.0,27.0
02/11/2018 00:47:24.720000,21.79,44.0,27.0
02/11/2018 00:50:04.720000,27.02,45.0,27.0
02/11/2018 00:52:44.773333,30.92,45.0,27.0
02/11/2018 00:56:45.016666,27.02,45.0,27.0
02/11/2018 00:59:24.546666,30.12,45.0,27.0
02/11/2018 01:02:04.606666,27.54,45.0,27.0
02/11/2018 01:04:45.076666,25.31,45.0,27.0
02/11/2018 01:08:44.756666,22.85,45.0,27.0
02/11/2018 01:11:24.720000,26.34,45.0,27.0
02/11/2018 01:14:04.806666,25.25,45.0,27.0
02/11/2018 01:16:44.796666,29.1,45.0,27.0
02/11/2018 01:20:44.526666,31.34,45.0,27.0
02/11/2018 01:23:24.576666,38.24,46.0,26.0
02/11/2018 01:26:04.653333,34.58,46.0,27.0
02/11/2018 01:28:44.736666,30.85,46.0,27.0
02/11/2018 01:32:44.570000,59.25,46.0,27.0
02/11/2018 01:35:24.623333,58.8,46.0,27.0
02/11/2018 01:38:04.580000,32.94,45.0,27.0
02/11/2018 01:40:44.730000,28.2,45.0,27.0
02/11/2018 01:44:44.476666,29.67,45.0,27.0
02/11/2018 01:47:24.870000,29.9,46.0,27.0
02/11/2018 01:50:04.650000,24.76,46.0,27.0
02/11/2018 01:52:44.840000,19.67,46.0,27.0
02/11/2018 01:56:44.866666,20.05,46.0,27.0
02/11/2018 01:59:25.136666,19.97,46.0,26.0
02/11/2018 02:02:04.693333,20.69,47.0,27.0
02/11/2018 02:04:44.906666,25.88,46.0,27.0
02/11/2018 02:08:44.900000,22.66,46.0,27.0
02/11/2018 02:11:24.553333,36.45,47.0,27.0
02/11/2018 02:14:04.626666,41.59,47.0,27.0
02/11/2018 02:16:44.706666,33.21,47.0,27.0
02/11/2018 02:20:44.820000,27.49,47.0,27.0
02/11/2018 02:23:24.626666,28.26,47.0,27.0
02/11/2018 02:26:04.676666,26.9,47.0,27.0
02/11/2018 02:28:44.963333,28.58,47.0,27.0
02/11/2018 02:32:44.783333,28.85,47.0,27.0
02/11/2018 02:35:24.736666,27.17,47.0,27.0
02/11/2018 02:38:04.696666,27.38,47.0,27.0
02/11/2018 02:40:44.746666,20.68,47.0,27.0
02/11/2018 02:44:44.760000,21.85,48.0,27.0
02/11/2018 02:47:24.656666,22.68,48.0,27.0
02/11/2018 02:50:04.980000,22.83,48.0,27.0
02/11/2018 02:52:44.760000,22.27,48.0,27.0
02/11/2018 02:56:44.813333,23.79,48.0,27.0
02/11/2018 02:59:24.756666,26.8,48.0,27.0
02/11/2018 03:02:04.656666,26.12,48.0,27.0
02/11/2018 03:04:44.740000,25.98,48.0,27.0
02/11/2018 03:08:44.763333,26.56,48.0,27.0
02/11/2018 03:11:24.723333,28.52,48.0,27.0
02/11/2018 03:14:04.643333,30.23,48.0,27.0
02/11/2018 03:16:44.810000,31.85,48.0,27.0
02/11/2018 03:20:44.846666,32.82,49.0,27.0
02/11/2018 03:23:24.780000,32.9,49.0,27.0
02/11/2018 03:26:04.616666,35.08,49.0,27.0
02/11/2018 03:28:44.656666,33.21,49.0,27.0
02/11/2018 03:32:44.780000,34.56,49.0,27.0
02/11/2018 03:35:24.666666,35.83,48.0,27.0
02/11/2018 03:38:04.866666,36.68,49.0,27.0
02/11/2018 03:40:44.676666,35.26,48.0,27.0
02/11/2018 03:44:44.903333,35.37,48.0,28.0
02/11/2018 03:47:24.690000,37.25,48.0,28.0
02/11/2018 03:50:04.743333,38.29,48.0,28.0
02/11/2018 03:52:44.753333,37.83,48.0,27.0
02/11/2018 03:56:44.696666,42.74,48.0,27.0
02/11/2018 03:59:24.796666,37.29,48.0,27.0
02/11/2018 04:02:04.660000,34.76,48.0,27.0
02/11/2018 04:04:44.926666,35.1,48.0,27.0
02/11/2018 04:08:44.943333,35.51,49.0,27.0
02/11/2018 04:11:24.903333,36.58,49.0,27.0
02/11/2018 04:14:04.856666,37.41,49.0,27.0
02/11/2018 04:16:44.726666,34.95,49.0,27.0
02/11/2018 04:20:44.860000,35.85,48.0,27.0
02/11/2018 04:23:24.823333,37.43,48.0,27.0
02/11/2018 04:26:04.766666,36.93,48.0,27.0
02/11/2018 04:28:44.786666,39.05,48.0,27.0
02/11/2018 04:32:44.850000,37.66,48.0,27.0
02/11/2018 04:35:24.596666,38.0,48.0,27.0
02/11/2018 04:38:04.816666,37.76,48.0,27.0
02/11/2018 04:40:44.763333,38.22,48.0,27.0
02/11/2018 04:44:44.820000,38.16,48.0,27.0
02/11/2018 04:47:24.916666,39.45,48.0,26.0
02/11/2018 04:50:04.763333,40.46,48.0,26.0
02/11/2018 04:52:44.856666,39.86,48.0,26.0
02/11/2018 04:56:44.906666,40.78,48.0,26.0
02/11/2018 04:59:24.723333,40.5,48.0,26.0
02/11/2018 05:02:04.880000,42.54,48.0,26.0
02/11/2018 05:04:44.776666,42.9,48.0,26.0
02/11/2018 05:08:44.770000,44.39,48.0,26.0
02/11/2018 05:11:24.690000,45.39,48.0,26.0
02/11/2018 05:16:44.820000,46.92,48.0,26.0
02/11/2018 05:20:44.813333,44.9,48.0,26.0
02/11/2018 05:23:24.663333,46.22,47.0,26.0
02/11/2018 05:26:04.666666,45.49,47.0,26.0
02/11/2018 05:28:44.700000,47.33,47.0,26.0
02/11/2018 05:32:44.776666,50.32,47.0,25.0
02/11/2018 05:35:24.743333,51.17,47.0,25.0
02/11/2018 05:38:04.683333,51.22,47.0,25.0
02/11/2018 05:40:44.726666,49.9,47.0,25.0
02/11/2018 05:44:44.860000,48.8,47.0,25.0
02/11/2018 05:47:24.706666,48.69,47.0,25.0
02/11/2018 05:50:04.643333,49.41,46.0,25.0
02/11/2018 05:52:44.956666,54.02,46.0,25.0
02/11/2018 05:56:45.010000,59.67,46.0,25.0
02/11/2018 05:59:24.660000,49.13,46.0,24.0
02/11/2018 06:02:04.683333,47.85,46.0,25.0
02/11/2018 06:04:44.906666,49.21,47.0,24.0
02/11/2018 06:08:44.783333,51.97,46.0,24.0
02/11/2018 06:11:24.696666,55.75,46.0,25.0
02/11/2018 06:14:04.716666,55.44,46.0,24.0
02/11/2018 06:16:44.820000,54.17,46.0,24.0
02/11/2018 06:20:44.746666,55.17,46.0,24.0
02/11/2018 06:23:24.723333,54.0,46.0,24.0
02/11/2018 06:26:04.686666,54.31,46.0,24.0
02/11/2018 06:28:44.873333,52.1,46.0,24.0
02/11/2018 06:32:44.756666,50.59,46.0,24.0
02/11/2018 06:35:24.723333,49.81,46.0,24.0
02/11/2018 06:38:04.640000,50.11,46.0,24.0
02/11/2018 06:40:45.426666,51.08,46.0,24.0
02/11/2018 06:44:44.823333,50.0,46.0,24.0
02/11/2018 06:47:24.860000,50.95,46.0,24.0
02/11/2018 06:50:04.966666,50.75,46.0,24.0
02/11/2018 06:52:44.950000,51.54,46.0,24.0
02/11/2018 06:56:44.913333,52.56,46.0,24.0
02/11/2018 06:59:24.670000,50.1,46.0,24.0
02/11/2018 07:02:04.876666,52.0,46.0,24.0
02/11/2018 07:04:44.780000,50.69,46.0,24.0
02/11/2018 07:08:44.850000,51.68,46.0,24.0
02/11/2018 07:11:24.853333,51.08,46.0,24.0
02/11/2018 07:14:04.590000,51.95,46.0,24.0
02/11/2018 07:16:45.053333,51.05,46.0,24.0
02/11/2018 07:20:44.813333,49.54,46.0,24.0
02/11/2018 07:23:24.886666,50.88,46.0,24.0
02/11/2018 07:26:04.780000,49.49,46.0,24.0
02/11/2018 07:28:44.730000,50.74,46.0,24.0
02/11/2018 07:32:44.816666,50.24,46.0,23.0
02/11/2018 07:35:24.896666,49.5,46.0,23.0
02/11/2018 07:38:04.823333,50.78,46.0,23.0
02/11/2018 07:40:44.750000,47.76,45.0,23.0
02/11/2018 07:44:44.763333,48.46,45.0,23.0
02/11/2018 07:47:24.676666,49.46,45.0,23.0
02/11/2018 07:50:04.776666,50.22,45.0,23.0
02/11/2018 07:52:44.786666,49.19,45.0,23.0
02/11/2018 07:56:44.900000,50.65,45.0,23.0
02/11/2018 07:59:25.013333,51.05,45.0,23.0
02/11/2018 08:02:04.856666,49.22,46.0,23.0
02/11/2018 08:04:44.763333,47.58,45.0,23.0
02/11/2018 08:08:44.806666,48.71,46.0,23.0
02/11/2018 08:11:24.730000,48.76,47.0,23.0
02/11/2018 08:14:04.800000,48.53,47.0,23.0
02/11/2018 08:16:44.783333,48.67,46.0,23.0
02/11/2018 08:20:44.723333,50.02,46.0,23.0
02/11/2018 08:23:24.816666,49.1,46.0,23.0
02/11/2018 08:26:04.703333,48.84,45.0,23.0
02/11/2018 08:28:44.803333,46.33,45.0,23.0
02/11/2018 08:32:44.650000,46.88,46.0,22.0
02/11/2018 08:35:24.676666,47.8,46.0,22.0
02/11/2018 08:38:04.700000,46.1,45.0,22.0
02/11/2018 08:40:44.776666,46.6,45.0,22.0
02/11/2018 08:44:44.840000,46.0,45.0,22.0
02/11/2018 08:47:24.770000,47.17,44.0,22.0
02/11/2018 08:50:04.733333,49.3,45.0,22.0
02/11/2018 08:52:44.716666,46.75,45.0,22.0
02/11/2018 08:56:44.893333,47.51,45.0,22.0
02/11/2018 08:59:24.660000,48.71,45.0,22.0
02/11/2018 09:02:04.766666,48.02,45.0,22.0
02/11/2018 09:04:44.970000,45.29,45.0,22.0
02/11/2018 09:08:44.890000,45.65,45.0,22.0
02/11/2018 09:11:24.673333,46.47,44.0,22.0
02/11/2018 09:14:04.680000,46.36,44.0,21.0
02/11/2018 09:16:44.930000,44.71,45.0,21.0
02/11/2018 09:20:44.836666,39.9,44.0,21.0
02/11/2018 09:23:24.886666,42.75,45.0,21.0
02/11/2018 09:26:04.676666,43.63,45.0,21.0
02/11/2018 09:28:44.826666,42.42,45.0,21.0
02/11/2018 09:32:44.850000,42.57,45.0,21.0
02/11/2018 09:35:24.676666,41.17,45.0,21.0
02/11/2018 09:38:04.636666,41.05,45.0,21.0
02/11/2018 09:40:44.733333,41.03,44.0,21.0
02/11/2018 09:44:44.770000,42.1,45.0,21.0
02/11/2018 09:47:24.796666,43.5,45.0,21.0
02/11/2018 09:50:04.656666,41.6,44.0,21.0
02/11/2018 09:52:44.830000,42.68,44.0,21.0
02/11/2018 09:56:44.886666,43.31,44.0,21.0
02/11/2018 09:59:24.670000,41.8,44.0,21.0
02/11/2018 10:02:04.723333,41.29,44.0,21.0
02/11/2018 10:04:44.786666,41.0,44.0,21.0
02/11/2018 10:08:44.810000,41.9,44.0,21.0
02/11/2018 10:11:24.860000,42.55,44.0,21.0
02/11/2018 10:14:04.683333,41.44,44.0,21.0
02/11/2018 10:16:44.920000,41.13,44.0,21.0
02/11/2018 10:20:44.756666,41.6,45.0,21.0
02/11/2018 10:23:24.740000,43.78,45.0,21.0
02/11/2018 10:26:04.820000,42.75,45.0,21.0
02/11/2018 10:28:44.953333,43.46,45.0,21.0
02/11/2018 10:32:44.853333,41.46,45.0,21.0
02/11/2018 10:35:24.673333,43.15,45.0,21.0
02/11/2018 10:38:04.690000,41.15,45.0,21.0
02/11/2018 10:40:44.763333,38.83,45.0,21.0
02/11/2018 10:44:44.833333,40.8,44.0,21.0
02/11/2018 10:47:24.663333,37.83,44.0,20.0
02/11/2018 10:50:04.643333,38.47,44.0,20.0
02/11/2018 10:52:44.796666,39.29,44.0,20.0
02/11/2018 10:56:44.726666,35.31,44.0,20.0
