InstrumentName, APCD,,
StartTime, 2018-02-01 00:00:00,,
EndTime, 2018-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2018 03:41:29.123333,0.79,63.0,31.0
02/10/2018 23:25:51.766666,17.87,67.0,19.0
02/10/2018 23:28:31.486666,17.77,67.0,20.0
02/10/2018 23:32:31.523333,18.1,67.0,21.0
02/10/2018 23:35:11.563333,19.46,66.0,21.0
02/10/2018 23:37:51.570000,21.78,66.0,21.0
02/10/2018 23:40:31.620000,23.28,65.0,20.0
02/10/2018 23:44:31.906666,21.94,66.0,20.0
02/10/2018 23:47:11.743333,19.08,66.0,20.0
02/10/2018 23:49:51.710000,20.71,65.0,20.0
02/10/2018 23:52:31.600000,19.76,66.0,21.0
02/10/2018 23:56:31.550000,21.14,65.0,21.0
02/10/2018 23:59:11.870000,19.23,65.0,21.0
02/11/2018 00:01:53.773333,18.68,65.0,22.0
02/11/2018 00:04:31.530000,19.76,64.0,22.0
02/11/2018 00:08:33.683333,16.0,64.0,22.0
02/11/2018 00:11:11.700000,21.51,63.0,21.0
02/11/2018 00:13:51.856666,21.34,63.0,22.0
02/11/2018 00:16:31.676666,20.95,63.0,23.0
02/11/2018 00:20:31.463333,18.97,63.0,21.0
02/11/2018 00:23:11.570000,22.08,63.0,22.0
02/11/2018 00:25:51.720000,18.72,63.0,21.0
02/11/2018 00:28:31.740000,20.25,63.0,20.0
02/11/2018 00:32:31.660000,18.63,64.0,21.0
02/11/2018 00:35:11.560000,20.18,64.0,20.0
02/11/2018 00:37:51.583333,23.27,64.0,20.0
02/11/2018 00:40:31.716666,21.03,65.0,21.0
02/11/2018 00:44:31.773333,18.43,64.0,21.0
02/11/2018 00:47:11.570000,18.74,65.0,22.0
02/11/2018 00:49:51.716666,14.47,64.0,21.0
02/11/2018 00:52:31.600000,14.57,65.0,22.0
02/11/2018 00:56:31.616666,14.59,65.0,23.0
02/11/2018 00:59:11.773333,13.74,64.0,23.0
02/11/2018 01:01:51.703333,13.95,63.0,23.0
02/11/2018 01:04:31.566666,15.31,64.0,22.0
02/11/2018 01:08:31.850000,33.42,66.0,23.0
02/11/2018 01:11:11.570000,25.05,67.0,24.0
02/11/2018 01:13:51.946666,43.92,68.0,24.0
02/11/2018 01:16:31.880000,17.79,68.0,24.0
02/11/2018 01:20:31.573333,18.23,67.0,24.0
02/11/2018 01:23:11.860000,17.55,65.0,24.0
02/11/2018 01:25:51.626666,15.68,64.0,24.0
02/11/2018 01:28:31.733333,16.05,63.0,23.0
02/11/2018 01:32:31.836666,18.27,63.0,24.0
02/11/2018 01:35:11.576666,17.46,63.0,24.0
02/11/2018 01:37:51.563333,18.59,63.0,24.0
02/11/2018 01:40:31.576666,20.15,62.0,22.0
02/11/2018 01:44:31.593333,16.82,62.0,20.0
02/11/2018 01:47:11.540000,18.49,63.0,21.0
02/11/2018 01:49:53.510000,17.42,62.0,20.0
02/11/2018 01:52:31.680000,18.71,63.0,21.0
02/11/2018 01:56:31.620000,16.54,64.0,22.0
02/11/2018 01:59:11.570000,16.22,64.0,23.0
02/11/2018 02:01:51.570000,16.56,63.0,23.0
02/11/2018 02:04:31.516666,16.81,63.0,23.0
02/11/2018 02:08:31.710000,18.19,62.0,23.0
02/11/2018 02:11:11.500000,18.55,62.0,23.0
02/11/2018 02:13:51.793333,18.89,62.0,23.0
02/11/2018 02:16:31.783333,19.82,62.0,23.0
02/11/2018 02:20:31.516666,19.9,61.0,23.0
02/11/2018 02:23:11.766666,19.61,61.0,23.0
02/11/2018 02:25:51.543333,22.37,61.0,24.0
02/11/2018 02:28:31.713333,21.46,61.0,22.0
02/11/2018 02:32:31.596666,23.17,62.0,22.0
02/11/2018 02:35:11.533333,22.71,63.0,22.0
02/11/2018 02:37:51.796666,20.14,63.0,23.0
02/11/2018 02:40:31.530000,20.34,63.0,23.0
02/11/2018 02:44:31.556666,19.37,63.0,23.0
02/11/2018 02:47:11.790000,19.36,63.0,23.0
02/11/2018 02:49:51.553333,18.59,62.0,24.0
02/11/2018 02:52:31.846666,19.9,62.0,24.0
02/11/2018 02:56:31.810000,41.58,62.0,24.0
02/11/2018 02:59:11.753333,24.58,62.0,24.0
02/11/2018 03:01:51.516666,25.02,62.0,24.0
02/11/2018 03:04:31.476666,22.45,62.0,24.0
02/11/2018 03:08:31.690000,23.69,63.0,24.0
02/11/2018 03:11:11.556666,26.05,63.0,24.0
02/11/2018 03:13:51.550000,26.54,62.0,25.0
02/11/2018 03:16:31.696666,26.63,62.0,25.0
02/11/2018 03:20:31.623333,25.32,62.0,24.0
02/11/2018 03:23:11.766666,28.5,62.0,25.0
02/11/2018 03:25:51.456666,30.58,62.0,25.0
02/11/2018 03:28:31.603333,28.59,62.0,25.0
02/11/2018 03:32:31.743333,31.21,62.0,25.0
02/11/2018 03:35:11.520000,32.29,62.0,25.0
02/11/2018 03:37:51.803333,32.56,62.0,25.0
02/11/2018 03:40:31.556666,34.09,62.0,25.0
02/11/2018 03:44:31.520000,31.11,62.0,25.0
02/11/2018 03:47:11.483333,34.54,62.0,25.0
02/11/2018 03:49:51.560000,33.03,62.0,25.0
02/11/2018 03:52:31.723333,33.46,62.0,25.0
02/11/2018 03:56:31.483333,28.85,62.0,25.0
02/11/2018 03:59:11.580000,32.97,62.0,25.0
02/11/2018 04:01:51.476666,33.08,62.0,25.0
02/11/2018 04:04:31.496666,35.75,62.0,25.0
02/11/2018 04:08:31.456666,33.17,62.0,25.0
02/11/2018 04:11:11.463333,35.45,62.0,25.0
02/11/2018 04:13:51.570000,36.08,62.0,25.0
02/11/2018 04:16:31.640000,34.22,62.0,25.0
02/11/2018 04:20:31.776666,36.97,62.0,25.0
02/11/2018 04:23:11.486666,41.59,62.0,24.0
02/11/2018 04:25:51.970000,41.92,63.0,25.0
02/11/2018 04:28:31.526666,39.46,62.0,25.0
02/11/2018 04:32:31.736666,37.15,63.0,25.0
02/11/2018 04:35:11.660000,36.08,63.0,25.0
02/11/2018 04:37:51.500000,35.03,63.0,25.0
02/11/2018 04:40:31.733333,35.08,62.0,25.0
02/11/2018 04:44:31.856666,38.64,62.0,24.0
02/11/2018 04:47:11.863333,38.65,62.0,24.0
02/11/2018 04:49:51.493333,41.81,62.0,24.0
02/11/2018 04:52:31.756666,41.15,62.0,24.0
02/11/2018 04:56:31.720000,41.0,63.0,24.0
02/11/2018 04:59:11.486666,40.39,63.0,24.0
02/11/2018 05:01:51.676666,40.34,63.0,24.0
02/11/2018 05:04:31.540000,43.3,63.0,24.0
02/11/2018 05:08:31.770000,42.18,63.0,24.0
02/11/2018 05:11:11.460000,42.46,63.0,24.0
02/11/2018 05:16:31.750000,39.75,63.0,24.0
02/11/2018 05:20:31.556666,41.45,63.0,24.0
02/11/2018 05:23:11.566666,42.39,63.0,24.0
02/11/2018 05:25:51.483333,42.87,63.0,24.0
02/11/2018 05:28:31.803333,40.79,63.0,24.0
02/11/2018 05:32:31.803333,42.97,63.0,24.0
02/11/2018 05:35:11.576666,41.32,63.0,24.0
02/11/2018 05:37:51.773333,42.59,63.0,24.0
02/11/2018 05:40:31.576666,42.18,63.0,24.0
02/11/2018 05:44:31.560000,45.24,64.0,24.0
02/11/2018 05:47:11.646666,43.38,63.0,24.0
02/11/2018 05:49:51.773333,40.47,63.0,24.0
02/11/2018 05:52:31.480000,41.49,64.0,24.0
02/11/2018 05:56:31.540000,39.69,64.0,24.0
02/11/2018 05:59:12.103333,41.55,64.0,25.0
02/11/2018 06:01:51.750000,37.64,64.0,25.0
02/11/2018 06:04:31.496666,38.95,64.0,25.0
02/11/2018 06:08:31.960000,40.25,64.0,24.0
02/11/2018 06:11:11.613333,39.1,64.0,24.0
02/11/2018 06:13:51.503333,40.18,64.0,24.0
02/11/2018 06:16:31.726666,39.68,64.0,24.0
02/11/2018 06:20:31.466666,44.74,64.0,24.0
02/11/2018 06:23:11.480000,36.92,64.0,24.0
02/11/2018 06:25:51.516666,38.75,64.0,24.0
02/11/2018 06:28:31.570000,34.15,64.0,24.0
02/11/2018 06:32:31.773333,38.15,64.0,25.0
02/11/2018 06:35:11.443333,36.21,64.0,25.0
02/11/2018 06:37:51.516666,31.84,64.0,25.0
02/11/2018 06:40:31.353333,28.0,63.0,25.0
02/11/2018 06:44:31.580000,32.92,63.0,25.0
02/11/2018 06:47:11.466666,29.1,63.0,25.0
02/11/2018 06:49:51.573333,30.36,63.0,25.0
02/11/2018 06:53:38.846666,28.0,62.0,25.0
02/11/2018 06:59:34.966666,33.17,62.0,25.0
02/11/2018 07:02:14.833333,34.58,62.0,25.0
02/11/2018 07:04:54.886666,35.56,62.0,24.0
02/11/2018 07:07:34.806666,35.83,62.0,24.0
02/11/2018 07:11:37.226666,37.85,62.0,24.0
02/11/2018 07:14:15.096666,38.49,61.0,24.0
02/11/2018 07:16:54.896666,38.22,62.0,24.0
02/11/2018 07:19:34.890000,38.62,61.0,24.0
02/11/2018 07:23:34.790000,35.37,62.0,24.0
02/11/2018 07:26:15.056666,36.67,62.0,24.0
02/11/2018 07:28:54.866666,36.58,61.0,24.0
02/11/2018 07:31:34.736666,32.92,61.0,23.0
02/11/2018 07:35:34.870000,33.85,61.0,23.0
02/11/2018 07:38:14.866666,32.97,61.0,23.0
02/11/2018 07:40:55.066666,32.65,61.0,23.0
02/11/2018 07:43:34.806666,32.79,62.0,23.0
02/11/2018 07:47:34.956666,33.27,62.0,23.0
02/11/2018 07:50:14.776666,32.9,62.0,23.0
02/11/2018 07:52:54.830000,30.21,62.0,23.0
02/11/2018 07:55:34.963333,30.35,62.0,23.0
02/11/2018 07:59:34.806666,30.49,61.0,23.0
02/11/2018 08:02:14.903333,29.68,61.0,23.0
02/11/2018 08:04:56.186666,28.47,61.0,23.0
02/11/2018 08:07:34.936666,28.95,61.0,23.0
02/11/2018 08:11:35.183333,29.85,61.0,23.0
02/11/2018 08:14:14.986666,34.33,61.0,23.0
02/11/2018 08:16:54.913333,31.39,61.0,23.0
02/11/2018 08:19:34.876666,32.42,61.0,23.0
02/11/2018 08:23:34.850000,31.77,62.0,23.0
02/11/2018 08:26:15.060000,31.28,61.0,23.0
02/11/2018 08:28:55.116666,34.49,61.0,23.0
02/11/2018 08:31:34.786666,28.95,61.0,23.0
02/11/2018 08:35:36.516666,28.85,61.0,23.0
02/11/2018 08:38:14.850000,29.24,61.0,23.0
02/11/2018 08:40:55.153333,26.77,61.0,22.0
02/11/2018 08:43:34.863333,29.16,61.0,22.0
02/11/2018 08:47:35.113333,29.62,60.0,22.0
02/11/2018 08:50:15.053333,30.41,61.0,22.0
02/11/2018 08:51:34.890000,29.34,60.0,22.0
02/11/2018 08:55:35.080000,30.85,61.0,22.0
02/11/2018 08:59:34.860000,29.6,60.0,22.0
02/11/2018 09:02:14.876666,31.0,61.0,22.0
02/11/2018 09:04:54.776666,27.29,61.0,22.0
02/11/2018 09:07:36.413333,29.91,61.0,22.0
02/11/2018 09:11:34.973333,26.97,60.0,22.0
02/11/2018 09:14:14.906666,25.03,60.0,22.0
02/11/2018 09:16:54.980000,27.46,60.0,22.0
02/11/2018 09:19:35.180000,20.08,60.0,22.0
02/11/2018 09:23:34.840000,22.8,60.0,22.0
02/11/2018 09:26:15.096666,23.0,60.0,22.0
02/11/2018 09:28:54.836666,21.44,60.0,21.0
02/11/2018 09:31:35.023333,23.14,60.0,22.0
02/11/2018 09:35:35.010000,21.51,60.0,22.0
02/11/2018 09:38:15.156666,18.58,60.0,22.0
02/11/2018 09:40:55.253333,17.11,60.0,22.0
02/11/2018 09:43:34.750000,18.21,60.0,22.0
02/11/2018 09:47:34.843333,15.34,60.0,22.0
02/11/2018 09:50:15.263333,13.73,59.0,22.0
02/11/2018 09:52:54.826666,16.31,59.0,22.0
02/11/2018 09:55:34.936666,15.29,59.0,22.0
02/11/2018 09:59:34.823333,13.37,59.0,22.0
02/11/2018 10:02:14.666666,13.91,59.0,22.0
02/11/2018 10:04:54.933333,14.23,58.0,22.0
02/11/2018 10:07:34.756666,15.28,58.0,22.0
02/11/2018 10:11:34.906666,12.37,58.0,21.0
02/11/2018 10:14:14.956666,13.5,58.0,22.0
02/11/2018 10:16:54.783333,13.83,58.0,21.0
02/11/2018 10:19:34.923333,12.13,58.0,21.0
02/11/2018 10:23:34.923333,13.17,58.0,21.0
02/11/2018 10:26:14.870000,12.37,58.0,21.0
02/11/2018 10:28:54.796666,13.95,58.0,21.0
02/11/2018 10:31:34.813333,13.82,58.0,21.0
02/11/2018 10:35:35.030000,17.1,58.0,21.0
02/11/2018 10:38:16.003333,17.92,57.0,21.0
02/11/2018 10:40:54.766666,17.62,57.0,20.0
02/11/2018 10:43:34.773333,17.91,57.0,20.0
02/11/2018 10:47:34.793333,18.62,58.0,20.0
02/11/2018 10:50:15.013333,16.61,58.0,20.0
02/11/2018 10:52:54.873333,14.63,58.0,20.0
02/11/2018 10:55:35.096666,14.0,58.0,20.0
02/11/2018 10:59:34.953333,13.33,58.0,19.0
