InstrumentName, The GrowHaus,,
StartTime, 2018-02-01 00:00:00,,
EndTime, 2018-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/13/2018 15:16:34.940000,20.62,81.0,36.0
02/13/2018 15:20:34.883333,37.13,80.0,38.666666666666664
02/13/2018 15:23:14.846666,35.2,79.0,40.0
02/13/2018 15:25:54.843333,29.42,77.0,42.666666666666664
02/13/2018 15:28:35.043333,30.95,76.0,44.0
02/13/2018 15:32:34.886666,30.76,73.0,45.333333333333336
02/13/2018 15:35:14.923333,28.17,71.0,46.666666666666664
02/13/2018 15:37:54.960000,25.69,69.0,48.0
02/13/2018 15:40:34.976666,27.27,67.0,48.0
02/13/2018 15:44:34.936666,23.71,65.0,49.333333333333336
02/13/2018 15:47:14.863333,23.1,64.0,50.666666666666664
02/13/2018 15:49:54.966666,20.17,63.0,52.0
02/13/2018 15:52:34.966666,20.33,61.0,52.0
02/13/2018 15:56:34.990000,19.67,60.0,53.333333333333336
02/13/2018 15:59:14.996666,20.37,59.0,53.333333333333336
02/13/2018 16:01:55.046666,21.4,58.0,53.333333333333336
02/13/2018 16:04:34.943333,18.64,57.0,54.666666666666664
02/13/2018 16:08:35.376666,20.05,56.0,54.666666666666664
02/13/2018 16:11:15.016666,19.83,55.0,56.0
02/13/2018 16:13:54.870000,18.56,54.0,56.0
02/13/2018 16:17:54.893333,21.8,53.0,57.333333333333336
02/13/2018 16:20:34.936666,13.08,53.0,57.333333333333336
02/13/2018 16:23:14.970000,15.68,52.0,57.333333333333336
02/13/2018 16:25:54.903333,17.58,52.0,57.333333333333336
02/13/2018 16:28:34.976666,15.77,51.0,58.666666666666664
02/13/2018 16:32:34.973333,16.34,51.0,58.666666666666664
02/13/2018 16:33:55.186666,18.24,50.0,58.666666666666664
02/13/2018 16:37:54.926666,17.98,49.0,58.666666666666664
02/13/2018 16:40:34.936666,16.17,49.0,60.0
02/13/2018 16:43:15.020000,17.29,49.0,60.0
02/13/2018 16:45:54.963333,15.41,48.0,60.0
02/13/2018 16:49:54.966666,15.59,47.0,60.0
02/13/2018 16:52:34.993333,15.51,47.0,61.333333333333336
02/13/2018 16:55:14.913333,16.9,47.0,61.333333333333336
02/13/2018 16:59:14.943333,15.05,46.0,61.333333333333336
02/13/2018 17:01:54.940000,14.98,46.0,62.666666666666664
02/13/2018 17:04:34.920000,16.32,46.0,62.666666666666664
02/13/2018 17:08:34.940000,16.23,45.0,62.666666666666664
02/13/2018 17:11:15.033333,13.62,44.0,62.666666666666664
02/13/2018 17:13:55.003333,13.44,44.0,64.0
02/13/2018 17:16:34.996666,14.27,44.0,64.0
02/13/2018 17:24:35.000000,12.31,42.0,65.33333333333333
02/13/2018 17:25:54.950000,13.21,42.0,65.33333333333333
02/13/2018 17:28:35.056666,12.71,42.0,65.33333333333333
02/13/2018 17:31:14.996666,12.1,42.0,65.33333333333333
02/13/2018 17:35:14.953333,10.76,41.0,66.66666666666667
02/13/2018 17:37:54.996666,10.69,41.0,66.66666666666667
02/13/2018 17:40:35.023333,11.71,40.0,66.66666666666667
02/13/2018 17:43:14.986666,9.45,40.0,68.0
02/13/2018 17:47:15.076666,7.9,39.0,68.0
02/13/2018 17:49:55.160000,7.97,39.0,68.0
02/13/2018 17:52:34.986666,9.17,38.0,68.0
02/13/2018 17:55:14.983333,10.61,38.0,69.33333333333333
02/13/2018 17:59:14.983333,10.88,37.0,69.33333333333333
02/13/2018 18:01:55.076666,9.66,37.0,69.33333333333333
02/13/2018 18:04:35.110000,10.49,37.0,69.33333333333333
02/13/2018 18:08:35.016666,10.41,36.0,70.66666666666667
02/13/2018 18:11:15.123333,11.02,36.0,70.66666666666667
02/13/2018 18:13:55.086666,10.71,35.0,70.66666666666667
02/13/2018 18:16:34.996666,10.73,35.0,70.66666666666667
02/13/2018 18:20:35.000000,10.9,35.0,70.66666666666667
02/13/2018 18:23:15.486666,15.95,35.0,70.66666666666667
02/13/2018 18:25:55.033333,13.8,35.0,72.0
02/13/2018 18:28:35.136666,16.05,34.0,70.66666666666667
02/13/2018 18:32:35.146666,9.62,34.0,73.33333333333333
02/13/2018 18:35:15.170000,14.95,35.0,73.33333333333333
02/13/2018 18:37:55.040000,8.81,34.0,73.33333333333333
02/13/2018 18:40:35.053333,14.14,34.0,73.33333333333333
02/13/2018 18:44:35.053333,16.93,34.0,72.0
02/13/2018 18:47:15.046666,17.38,34.0,72.0
02/13/2018 18:49:55.300000,15.49,34.0,72.0
02/13/2018 18:52:35.110000,16.4,35.0,72.0
02/13/2018 18:56:35.070000,15.4,34.0,72.0
02/13/2018 18:59:15.110000,15.65,34.0,72.0
02/13/2018 19:01:55.120000,14.86,34.0,73.33333333333333
02/13/2018 19:04:35.140000,13.74,33.0,73.33333333333333
02/13/2018 19:07:15.096666,13.98,33.0,73.33333333333333
02/13/2018 19:09:55.126666,13.42,33.0,73.33333333333333
02/13/2018 19:13:55.210000,10.43,33.0,74.66666666666667
02/13/2018 19:16:35.136666,11.13,32.0,74.66666666666667
02/13/2018 19:20:35.130000,10.74,32.0,76.0
02/13/2018 19:23:15.090000,11.29,32.0,76.0
02/13/2018 19:25:55.133333,8.8,31.0,77.33333333333333
02/13/2018 19:28:35.116666,9.05,31.0,77.33333333333333
02/13/2018 19:32:35.166666,8.61,30.0,77.33333333333333
02/13/2018 19:35:15.096666,7.55,30.0,78.66666666666667
02/13/2018 19:37:55.230000,7.33,29.0,78.66666666666667
02/13/2018 19:40:35.246666,7.1,29.0,78.66666666666667
02/13/2018 19:44:35.143333,5.17,28.0,80.0
02/13/2018 19:47:15.113333,4.15,27.0,80.0
02/13/2018 19:49:55.216666,2.36,26.0,80.0
02/13/2018 19:52:35.376666,3.07,25.0,80.0
02/13/2018 19:55:15.116666,1.68,24.0,80.0
02/13/2018 19:59:15.126666,5.1,24.0,81.33333333333333
02/13/2018 20:01:55.140000,12.72,23.0,81.33333333333333
02/13/2018 20:04:35.263333,5.2,22.0,81.33333333333333
02/13/2018 20:08:35.140000,1.48,22.0,81.33333333333333
02/13/2018 20:09:55.263333,0.64,22.0,82.66666666666667
02/13/2018 20:13:55.216666,0.55,21.0,82.66666666666667
02/13/2018 20:16:35.176666,0.81,21.0,82.66666666666667
02/13/2018 20:20:35.136666,0.43,20.0,82.66666666666667
02/13/2018 20:21:55.243333,0.08,20.0,84.0
02/13/2018 20:25:55.153333,1.23,20.0,84.0
02/13/2018 20:28:35.206666,4.71,20.0,84.0
02/13/2018 20:31:15.156666,10.32,21.0,84.0
02/13/2018 20:35:15.280000,1.15,20.0,84.0
02/13/2018 20:37:55.156666,0.93,20.0,85.33333333333333
02/13/2018 20:40:35.180000,1.9,21.0,85.33333333333333
02/13/2018 20:43:15.193333,1.19,21.0,85.33333333333333
02/13/2018 20:47:15.186666,1.07,21.0,85.33333333333333
02/13/2018 20:49:55.230000,0.98,20.0,86.66666666666667
02/13/2018 20:52:35.310000,0.95,20.0,86.66666666666667
02/13/2018 20:55:15.410000,0.69,20.0,86.66666666666667
02/13/2018 20:59:15.580000,1.0,19.0,86.66666666666667
02/13/2018 21:01:55.310000,1.0,19.0,86.66666666666667
02/13/2018 21:04:35.366666,1.14,19.0,86.66666666666667
02/13/2018 21:07:15.256666,2.1,19.0,88.0
02/13/2018 21:11:15.206666,2.55,19.0,88.0
02/13/2018 21:13:55.283333,1.24,19.0,88.0
02/13/2018 21:16:35.223333,1.0,19.0,89.33333333333333
02/13/2018 21:19:15.223333,1.25,18.0,89.33333333333333
02/13/2018 21:23:15.320000,1.2,18.0,89.33333333333333
02/13/2018 21:25:55.366666,1.0,18.0,89.33333333333333
02/13/2018 21:28:35.226666,1.0,18.0,90.66666666666667
02/13/2018 21:31:15.300000,2.0,18.0,90.66666666666667
02/13/2018 21:35:15.270000,2.0,18.0,90.66666666666667
02/13/2018 21:37:55.453333,1.75,18.0,90.66666666666667
02/13/2018 21:40:35.340000,2.1,18.0,92.0
02/13/2018 21:44:35.363333,2.56,17.0,92.0
02/13/2018 21:47:15.293333,2.21,17.0,92.0
02/13/2018 21:49:55.376666,1.85,17.0,92.0
02/13/2018 21:52:35.370000,1.0,17.0,92.0
02/13/2018 21:56:35.303333,1.23,17.0,93.33333333333333
02/13/2018 21:59:15.370000,1.47,17.0,93.33333333333333
02/13/2018 22:01:58.320000,1.0,17.0,92.0
02/13/2018 22:04:35.386666,1.07,17.0,93.33333333333333
02/13/2018 22:07:15.363333,0.86,17.0,92.0
02/13/2018 22:11:15.360000,1.0,17.0,93.33333333333333
02/13/2018 22:13:55.396666,1.37,17.0,93.33333333333333
02/13/2018 22:16:35.380000,0.98,16.0,92.0
02/13/2018 22:20:35.370000,1.2,16.0,92.0
02/13/2018 22:21:55.370000,1.0,17.0,92.0
02/13/2018 22:25:55.296666,1.11,17.0,92.0
02/13/2018 22:28:35.300000,1.0,17.0,92.0
02/13/2018 22:32:35.356666,0.93,17.0,92.0
02/13/2018 22:35:15.376666,1.61,17.0,92.0
02/13/2018 22:37:55.896666,1.03,17.0,92.0
02/13/2018 22:40:35.366666,1.64,17.0,93.33333333333333
02/13/2018 22:43:15.326666,1.1,17.0,93.33333333333333
02/13/2018 22:47:15.316666,1.55,16.0,93.33333333333333
02/13/2018 22:49:55.323333,1.0,16.0,93.33333333333333
02/13/2018 22:52:35.320000,1.74,16.0,93.33333333333333
02/13/2018 22:55:15.336666,1.74,16.0,93.33333333333333
02/13/2018 22:59:15.420000,0.9,16.0,93.33333333333333
02/13/2018 23:01:55.370000,1.18,16.0,93.33333333333333
02/13/2018 23:04:35.473333,1.08,16.0,93.33333333333333
02/13/2018 23:08:35.340000,1.09,16.0,93.33333333333333
02/13/2018 23:11:15.446666,1.61,16.0,93.33333333333333
02/13/2018 23:13:55.386666,1.06,16.0,93.33333333333333
02/13/2018 23:16:35.520000,1.4,16.0,93.33333333333333
02/13/2018 23:20:35.350000,1.38,16.0,93.33333333333333
02/13/2018 23:23:15.393333,1.28,16.0,93.33333333333333
02/13/2018 23:25:55.560000,1.41,16.0,93.33333333333333
02/13/2018 23:27:15.443333,1.73,16.0,93.33333333333333
02/13/2018 23:32:35.366666,1.56,17.0,93.33333333333333
02/13/2018 23:35:15.376666,1.21,17.0,93.33333333333333
02/13/2018 23:37:55.456666,1.51,17.0,93.33333333333333
02/13/2018 23:40:35.516666,1.55,17.0,92.0
02/13/2018 23:44:36.420000,2.0,17.0,92.0
02/13/2018 23:47:15.383333,1.88,17.0,92.0
02/13/2018 23:49:55.456666,1.42,18.0,92.0
02/13/2018 23:52:35.560000,1.53,18.0,90.66666666666667
02/13/2018 23:56:35.396666,2.07,17.0,90.66666666666667
02/13/2018 23:59:15.403333,1.79,17.0,90.66666666666667
02/14/2018 00:01:55.426666,1.29,17.0,90.66666666666667
02/14/2018 00:04:35.483333,2.0,18.0,90.66666666666667
02/14/2018 00:08:35.443333,1.08,18.0,89.33333333333333
02/14/2018 00:09:55.486666,0.92,18.0,89.33333333333333
02/14/2018 00:13:56.010000,1.0,18.0,89.33333333333333
02/14/2018 00:16:35.516666,1.0,18.0,88.0
02/14/2018 00:19:16.690000,0.95,18.0,88.0
02/14/2018 00:23:15.533333,1.0,18.0,88.0
02/14/2018 00:25:55.506666,1.24,19.0,86.66666666666667
02/14/2018 00:28:35.560000,3.17,19.0,86.66666666666667
02/14/2018 00:31:15.560000,1.9,19.0,86.66666666666667
02/14/2018 00:35:15.450000,2.0,19.0,86.66666666666667
02/14/2018 00:37:55.533333,1.57,19.0,86.66666666666667
02/14/2018 00:40:35.450000,2.07,19.0,85.33333333333333
02/14/2018 00:43:15.680000,1.98,20.0,85.33333333333333
02/14/2018 00:47:15.520000,2.36,20.0,85.33333333333333
02/14/2018 00:49:55.460000,2.48,20.0,85.33333333333333
02/14/2018 00:52:38.856666,3.02,20.0,85.33333333333333
02/14/2018 00:55:15.463333,2.52,20.0,84.0
02/14/2018 00:59:15.526666,4.31,20.0,84.0
02/14/2018 01:01:55.543333,6.64,21.0,84.0
02/14/2018 01:04:35.590000,4.15,21.0,82.66666666666667
02/14/2018 01:08:35.560000,4.26,22.0,82.66666666666667
02/14/2018 01:11:15.656666,3.57,22.0,82.66666666666667
02/14/2018 01:13:55.480000,7.39,22.0,82.66666666666667
02/14/2018 01:16:35.490000,8.15,22.0,81.33333333333333
02/14/2018 01:20:35.513333,31.93,23.0,81.33333333333333
02/14/2018 01:23:15.756666,21.26,23.0,81.33333333333333
02/14/2018 01:25:55.640000,29.45,23.0,81.33333333333333
02/14/2018 01:28:35.630000,21.2,23.0,81.33333333333333
02/14/2018 01:32:35.513333,5.69,23.0,80.0
02/14/2018 01:35:15.620000,4.29,23.0,80.0
02/14/2018 01:37:55.536666,4.91,24.0,80.0
02/14/2018 01:40:35.603333,4.17,24.0,80.0
02/14/2018 01:44:35.536666,6.73,24.0,80.0
02/14/2018 01:47:15.600000,6.79,25.0,78.66666666666667
02/14/2018 01:49:55.603333,6.05,25.0,78.66666666666667
