InstrumentName, Chatfield Park,
StartTime, 2018-02-01 00:00:00,
EndTime, 2018-02-28 23:59:59,
Date,O3,PM2.5
02/01/2018 02:00:00.000000,25.0,7.6
02/10/2018 21:00:00.000000,16.0,20.9
02/10/2018 22:00:00.000000,16.0,21.2
02/10/2018 23:00:00.000000,15.0,21.5
02/11/2018 00:00:00.000000,14.0,21.3
02/11/2018 01:00:00.000000,12.0,23.7
02/11/2018 02:00:00.000000,9.0,25.0
02/11/2018 03:00:00.000000,9.0,24.2
02/11/2018 04:00:00.000000,8.0,24.0
02/11/2018 05:00:00.000000,8.0,23.5
02/11/2018 06:00:00.000000,6.0,22.8
02/11/2018 07:00:00.000000,14.0,16.0
02/11/2018 08:00:00.000000,27.0,11.8
02/11/2018 09:00:00.000000,27.0,11.8
02/11/2018 14:00:00.000000,33.0,5.1
02/11/2018 15:00:00.000000,36.0,4.4
02/11/2018 16:00:00.000000,38.0,3.7
02/11/2018 17:00:00.000000,41.0,3.0
02/11/2018 18:00:00.000000,42.0,2.5
02/11/2018 19:00:00.000000,44.0,2.3
02/11/2018 20:00:00.000000,44.0,2.2
02/11/2018 21:00:00.000000,45.0,2.6
02/11/2018 22:00:00.000000,45.0,3.0
02/11/2018 23:00:00.000000,45.0,3.6
02/12/2018 00:00:00.000000,42.0,4.4
02/12/2018 01:00:00.000000,33.0,8.4
02/12/2018 02:00:00.000000,12.0,16.0
02/12/2018 03:00:00.000000,23.0,18.4
02/12/2018 04:00:00.000000,18.0,14.5
02/12/2018 05:00:00.000000,15.0,13.4
02/12/2018 06:00:00.000000,13.0,14.0
02/12/2018 07:00:00.000000,8.0,15.6
02/12/2018 08:00:00.000000,9.0,15.6
02/12/2018 13:00:00.000000,24.0,10.5
02/12/2018 14:00:00.000000,27.0,10.8
02/12/2018 15:00:00.000000,25.0,12.0
02/12/2018 16:00:00.000000,19.0,14.2
02/12/2018 17:00:00.000000,21.0,17.1
02/12/2018 18:00:00.000000,16.0,19.2
02/12/2018 19:00:00.000000,16.0,20.5
02/12/2018 20:00:00.000000,15.0,21.6
02/12/2018 21:00:00.000000,14.0,23.4
02/12/2018 22:00:00.000000,14.0,25.0
02/12/2018 23:00:00.000000,12.0,26.5
02/13/2018 00:00:00.000000,6.0,27.6
02/13/2018 01:00:00.000000,1.0,29.3
02/13/2018 02:00:00.000000,4.0,30.4
02/13/2018 03:00:00.000000,3.0,31.3
02/13/2018 04:00:00.000000,2.0,32.0
02/13/2018 05:00:00.000000,3.0,34.4
02/13/2018 06:00:00.000000,2.0,35.5
02/13/2018 07:00:00.000000,1.0,34.6
02/13/2018 08:00:00.000000,4.0,34.8
02/13/2018 09:00:00.000000,2.0,35.0
02/13/2018 10:00:00.000000,2.0,34.9
02/13/2018 11:00:00.000000,4.0,34.0
02/13/2018 12:00:00.000000,12.0,29.8
02/13/2018 13:00:00.000000,8.0,23.5
02/13/2018 14:00:00.000000,15.0,20.2
02/13/2018 15:00:00.000000,13.0,20.4
02/13/2018 16:00:00.000000,19.0,16.5
02/13/2018 17:00:00.000000,22.0,12.6
02/13/2018 18:00:00.000000,40.0,7.9
02/13/2018 19:00:00.000000,41.0,5.1
02/13/2018 20:00:00.000000,36.0,5.1
02/13/2018 21:00:00.000000,40.0,5.6
02/13/2018 22:00:00.000000,42.0,4.8
02/13/2018 23:00:00.000000,41.0,4.2
02/14/2018 00:00:00.000000,39.0,4.7
02/14/2018 01:00:00.000000,37.0,5.0
02/14/2018 02:00:00.000000,35.0,4.7
02/14/2018 03:00:00.000000,33.0,4.2
02/14/2018 04:00:00.000000,32.0,3.9
02/14/2018 05:00:00.000000,29.0,4.8
02/14/2018 06:00:00.000000,30.0,3.6
02/14/2018 07:00:00.000000,32.0,2.7
02/14/2018 08:00:00.000000,35.0,2.2
02/14/2018 09:00:00.000000,36.0,2.2
02/14/2018 10:00:00.000000,37.0,1.9
02/14/2018 11:00:00.000000,38.0,1.9
02/14/2018 12:00:00.000000,40.0,1.9
02/14/2018 13:00:00.000000,39.0,2.1
02/14/2018 14:00:00.000000,38.0,2.5
02/14/2018 15:00:00.000000,38.0,3.5
02/14/2018 16:00:00.000000,38.0,3.8
02/14/2018 17:00:00.000000,40.0,3.5
02/14/2018 18:00:00.000000,43.0,3.4
02/14/2018 19:00:00.000000,46.0,3.4
02/14/2018 20:00:00.000000,48.0,3.3
02/14/2018 21:00:00.000000,49.0,3.0
02/14/2018 22:00:00.000000,49.0,3.0
02/14/2018 23:00:00.000000,49.0,3.0
02/15/2018 00:00:00.000000,48.0,2.8
02/15/2018 01:00:00.000000,48.0,2.1
02/15/2018 02:00:00.000000,46.0,1.6
02/15/2018 03:00:00.000000,45.0,1.3
02/15/2018 04:00:00.000000,45.0,1.2
02/15/2018 05:00:00.000000,43.0,1.3
02/15/2018 06:00:00.000000,44.0,1.7
02/15/2018 07:00:00.000000,41.0,1.5
02/15/2018 08:00:00.000000,41.0,1.2
02/15/2018 09:00:00.000000,41.0,1.2
02/15/2018 12:00:00.000000,35.0,0.8
02/15/2018 13:00:00.000000,33.0,1.0
02/15/2018 14:00:00.000000,28.0,1.7
02/15/2018 15:00:00.000000,28.0,3.8
02/15/2018 16:00:00.000000,25.0,5.2
02/15/2018 17:00:00.000000,24.0,6.0
02/15/2018 18:00:00.000000,26.0,6.9
02/15/2018 19:00:00.000000,33.0,6.9
02/15/2018 20:00:00.000000,34.0,5.4
02/15/2018 21:00:00.000000,37.0,5.1
02/15/2018 22:00:00.000000,40.0,5.4
02/15/2018 23:00:00.000000,41.0,5.5
02/16/2018 00:00:00.000000,40.0,5.4
02/16/2018 01:00:00.000000,38.0,4.9
02/16/2018 02:00:00.000000,37.0,5.4
02/16/2018 03:00:00.000000,35.0,7.5
02/16/2018 04:00:00.000000,33.0,8.7
02/16/2018 05:00:00.000000,32.0,9.0
02/16/2018 06:00:00.000000,30.0,10.0
02/16/2018 07:00:00.000000,29.0,11.1
02/16/2018 08:00:00.000000,28.0,11.8
02/16/2018 09:00:00.000000,26.0,11.8
02/16/2018 10:00:00.000000,25.0,11.7
02/16/2018 11:00:00.000000,24.0,12.0
02/16/2018 12:00:00.000000,22.0,12.6
02/16/2018 13:00:00.000000,21.0,12.8
02/16/2018 14:00:00.000000,18.0,12.7
02/16/2018 15:00:00.000000,18.0,12.9
02/16/2018 16:00:00.000000,21.0,12.9
02/16/2018 17:00:00.000000,22.0,12.3
02/16/2018 18:00:00.000000,28.0,12.0
02/16/2018 19:00:00.000000,32.0,11.8
02/16/2018 20:00:00.000000,31.0,11.5
02/16/2018 21:00:00.000000,31.0,11.8
02/16/2018 22:00:00.000000,30.0,12.7
02/16/2018 23:00:00.000000,28.0,13.9
02/17/2018 00:00:00.000000,27.0,18.3
02/17/2018 01:00:00.000000,25.0,15.2
02/17/2018 02:00:00.000000,26.0,12.2
02/17/2018 03:00:00.000000,32.0,8.8
02/17/2018 04:00:00.000000,26.0,9.2
02/17/2018 05:00:00.000000,21.0,10.2
02/17/2018 06:00:00.000000,29.0,8.1
02/17/2018 07:00:00.000000,37.0,5.5
02/17/2018 08:00:00.000000,42.0,3.6
02/17/2018 09:00:00.000000,36.0,2.9
02/17/2018 10:00:00.000000,40.0,2.5
02/17/2018 11:00:00.000000,39.0,2.3
02/17/2018 12:00:00.000000,39.0,2.5
02/17/2018 13:00:00.000000,37.0,3.0
02/17/2018 14:00:00.000000,36.0,3.4
02/17/2018 15:00:00.000000,35.0,3.9
02/17/2018 16:00:00.000000,37.0,3.7
02/17/2018 17:00:00.000000,39.0,3.3
02/17/2018 18:00:00.000000,41.0,2.9
02/17/2018 19:00:00.000000,43.0,2.7
02/17/2018 20:00:00.000000,46.0,2.5
02/17/2018 21:00:00.000000,47.0,2.4
02/17/2018 22:00:00.000000,48.0,2.6
02/17/2018 23:00:00.000000,47.0,2.9
02/18/2018 00:00:00.000000,46.0,3.1
02/18/2018 01:00:00.000000,44.0,5.7
02/18/2018 02:00:00.000000,42.0,5.3
02/18/2018 03:00:00.000000,41.0,5.0
02/18/2018 04:00:00.000000,39.0,3.7
02/18/2018 05:00:00.000000,39.0,3.0
02/18/2018 06:00:00.000000,39.0,2.7
02/18/2018 07:00:00.000000,39.0,2.6
02/18/2018 08:00:00.000000,39.0,2.5
02/18/2018 09:00:00.000000,39.0,2.5
02/18/2018 14:00:00.000000,46.0,3.2
02/18/2018 15:00:00.000000,47.0,3.1
02/18/2018 16:00:00.000000,48.0,3.3
02/18/2018 17:00:00.000000,49.0,3.3
02/18/2018 18:00:00.000000,50.0,3.3
02/18/2018 19:00:00.000000,50.0,3.3
02/18/2018 20:00:00.000000,51.0,3.2
02/18/2018 21:00:00.000000,50.0,2.7
02/18/2018 22:00:00.000000,50.0,2.7
02/18/2018 23:00:00.000000,50.0,2.7
02/19/2018 00:00:00.000000,49.0,2.5
02/19/2018 01:00:00.000000,49.0,2.6
02/19/2018 02:00:00.000000,47.0,2.4
02/19/2018 03:00:00.000000,44.0,3.1
02/19/2018 04:00:00.000000,40.0,4.9
02/19/2018 05:00:00.000000,38.0,6.8
02/19/2018 06:00:00.000000,34.0,7.8
02/19/2018 07:00:00.000000,32.0,7.7
02/19/2018 08:00:00.000000,30.0,7.4
02/19/2018 09:00:00.000000,30.0,7.4
02/19/2018 10:00:00.000000,29.0,6.3
02/19/2018 11:00:00.000000,29.0,5.5
02/19/2018 12:00:00.000000,30.0,5.6
02/19/2018 13:00:00.000000,30.0,5.6
02/19/2018 14:00:00.000000,30.0,6.7
02/19/2018 15:00:00.000000,30.0,7.2
02/19/2018 16:00:00.000000,30.0,8.0
02/19/2018 17:00:00.000000,30.0,8.7
02/19/2018 18:00:00.000000,30.0,9.8
02/19/2018 19:00:00.000000,29.0,11.6
02/19/2018 20:00:00.000000,27.0,13.8
02/19/2018 21:00:00.000000,27.0,15.2
02/19/2018 22:00:00.000000,25.0,15.6
02/19/2018 23:00:00.000000,24.0,14.8
02/20/2018 00:00:00.000000,24.0,13.1
02/20/2018 01:00:00.000000,25.0,12.3
02/20/2018 02:00:00.000000,25.0,12.0
02/20/2018 03:00:00.000000,26.0,12.0
02/20/2018 04:00:00.000000,26.0,11.8
02/20/2018 05:00:00.000000,26.0,11.6
02/20/2018 06:00:00.000000,25.0,11.4
02/20/2018 07:00:00.000000,25.0,10.7
02/20/2018 08:00:00.000000,26.0,8.2
02/20/2018 09:00:00.000000,26.0,8.2
02/20/2018 10:00:00.000000,26.0,8.3
02/20/2018 11:00:00.000000,27.0,7.6
02/20/2018 12:00:00.000000,27.0,7.5
02/20/2018 13:00:00.000000,26.0,8.4
02/20/2018 14:00:00.000000,25.0,9.6
02/20/2018 15:00:00.000000,27.0,10.8
02/20/2018 16:00:00.000000,28.0,12.4
02/20/2018 17:00:00.000000,29.0,14.3
02/20/2018 18:00:00.000000,31.0,15.4
02/20/2018 19:00:00.000000,33.0,16.2
02/20/2018 20:00:00.000000,33.0,17.5
02/20/2018 21:00:00.000000,33.0,18.7
02/20/2018 22:00:00.000000,31.0,19.8
02/20/2018 23:00:00.000000,28.0,20.9
02/21/2018 00:00:00.000000,28.0,24.3
02/21/2018 01:00:00.000000,20.0,23.4
02/21/2018 02:00:00.000000,19.0,23.1
02/21/2018 03:00:00.000000,18.0,22.7
02/21/2018 04:00:00.000000,7.0,22.6
02/21/2018 05:00:00.000000,10.0,23.5
02/21/2018 06:00:00.000000,8.0,24.0
02/21/2018 07:00:00.000000,5.0,24.1
02/21/2018 08:00:00.000000,2.0,24.3
02/21/2018 09:00:00.000000,2.0,24.2
02/21/2018 11:00:00.000000,4.0,24.3
02/21/2018 12:00:00.000000,5.0,24.0
02/21/2018 13:00:00.000000,5.0,23.7
02/21/2018 14:00:00.000000,9.0,23.8
02/21/2018 15:00:00.000000,12.0,23.8
02/21/2018 16:00:00.000000,24.0,21.7
02/21/2018 17:00:00.000000,32.0,17.1
02/21/2018 18:00:00.000000,38.0,13.4
02/21/2018 19:00:00.000000,33.0,12.6
02/21/2018 20:00:00.000000,33.0,14.2
02/21/2018 21:00:00.000000,29.0,33.9
02/21/2018 22:00:00.000000,27.0,45.9
02/21/2018 23:00:00.000000,26.0,49.6
02/22/2018 00:00:00.000000,26.0,43.3
02/22/2018 01:00:00.000000,21.0,41.3
02/22/2018 02:00:00.000000,14.0,47.9
02/22/2018 03:00:00.000000,16.0,49.9
02/22/2018 04:00:00.000000,8.0,51.4
02/22/2018 05:00:00.000000,10.0,53.5
02/22/2018 06:00:00.000000,7.0,55.2
02/22/2018 07:00:00.000000,7.0,58.7
02/22/2018 08:00:00.000000,6.0,60.8
02/22/2018 09:00:00.000000,6.0,60.9
02/22/2018 10:00:00.000000,6.0,65.5
02/22/2018 11:00:00.000000,5.0,67.8
02/22/2018 12:00:00.000000,4.0,67.5
02/22/2018 13:00:00.000000,4.0,65.7
02/22/2018 14:00:00.000000,7.0,62.7
02/22/2018 15:00:00.000000,14.0,52.2
02/22/2018 16:00:00.000000,24.0,48.7
