InstrumentName, Boulder-CU/Athens
StartTime, 2019-09-01 00:00:00
EndTime, 2019-09-30 23:59:59
Date,PM2.5
09/03/2019 16:00:00.000000,6.5
09/03/2019 17:00:00.000000,8.0
09/03/2019 18:00:00.000000,9.5
09/03/2019 19:00:00.000000,10.8
09/03/2019 20:00:00.000000,12.8
09/03/2019 21:00:00.000000,14.6
09/03/2019 22:00:00.000000,15.7
09/03/2019 23:00:00.000000,13.9
09/04/2019 00:00:00.000000,10.9
09/04/2019 01:00:00.000000,9.9
09/04/2019 02:00:00.000000,9.3
09/04/2019 03:00:00.000000,8.4
09/04/2019 04:00:00.000000,6.4
09/04/2019 05:00:00.000000,6.4
09/04/2019 08:00:00.000000,3.8
09/04/2019 09:00:00.000000,5.3
09/04/2019 10:00:00.000000,5.0
09/04/2019 11:00:00.000000,6.3
09/04/2019 12:00:00.000000,5.3
09/04/2019 13:00:00.000000,8.2
09/04/2019 14:00:00.000000,6.7
09/04/2019 15:00:00.000000,7.2
09/04/2019 16:00:00.000000,8.5
09/04/2019 17:00:00.000000,8.4
09/04/2019 18:00:00.000000,8.6
09/04/2019 19:00:00.000000,8.9
09/04/2019 20:00:00.000000,10.5
09/04/2019 21:00:00.000000,11.7
09/04/2019 22:00:00.000000,14.2
09/04/2019 23:00:00.000000,8.5
09/05/2019 00:00:00.000000,8.5
09/05/2019 01:00:00.000000,4.3
09/05/2019 02:00:00.000000,2.1
09/05/2019 03:00:00.000000,2.5
09/05/2019 04:00:00.000000,2.5
09/05/2019 05:00:00.000000,1.8
09/05/2019 06:00:00.000000,3.8
09/05/2019 07:00:00.000000,3.7
09/05/2019 08:00:00.000000,1.4
09/05/2019 10:00:00.000000,2.7
09/05/2019 11:00:00.000000,2.4
09/05/2019 12:00:00.000000,2.8
09/05/2019 13:00:00.000000,2.0
09/05/2019 14:00:00.000000,4.1
09/05/2019 15:00:00.000000,8.7
09/05/2019 16:00:00.000000,8.6
09/05/2019 17:00:00.000000,5.7
09/05/2019 18:00:00.000000,8.9
