InstrumentName, West Denver PA-II B
StartTime, 2019-09-01 00:00:00
EndTime, 2019-09-30 23:59:59
Date,PM2.5
09/01/2019 00:01:49.150000,4.47
09/01/2019 00:05:48.770000,4.19
09/01/2019 00:09:48.753000,4.72
09/01/2019 00:13:48.712000,4.34
09/01/2019 00:17:48.746000,5.07
09/01/2019 00:21:49.101000,4.96
09/01/2019 00:25:48.724000,4.93
09/01/2019 00:29:48.929000,5.96
09/01/2019 00:33:48.711000,4.94
09/01/2019 00:37:48.715000,5.5
09/01/2019 00:41:48.753000,5.14
09/01/2019 00:45:48.752000,5.69
09/01/2019 00:49:48.718000,5.68
09/01/2019 00:53:48.766000,5.64
09/01/2019 00:57:48.732000,5.62
09/01/2019 01:01:48.755000,5.14
09/01/2019 01:05:48.732000,6.15
09/01/2019 01:09:48.781000,5.21
09/01/2019 01:13:48.805000,6.78
09/01/2019 01:17:48.812000,6.09
09/01/2019 01:21:48.727000,6.34
09/01/2019 01:25:48.759000,6.3
09/01/2019 01:29:48.763000,5.29
09/01/2019 01:33:48.797000,5.28
09/01/2019 01:37:48.750000,5.52
09/01/2019 01:41:48.750000,5.51
09/01/2019 01:45:48.804000,5.82
09/01/2019 01:49:48.793000,5.17
09/01/2019 01:53:48.748000,5.01
09/01/2019 01:57:48.790000,5.19
09/01/2019 02:01:48.733000,6.07
09/01/2019 02:05:48.769000,6.16
09/01/2019 02:09:48.760000,5.3
09/01/2019 02:13:48.925000,4.95
09/01/2019 02:17:48.805000,4.87
09/01/2019 02:21:48.760000,5.38
09/01/2019 02:25:48.815000,5.59
09/01/2019 02:29:49.147000,4.78
09/01/2019 02:33:48.735000,4.97
09/01/2019 02:37:48.745000,5.18
09/01/2019 02:41:48.768000,5.28
09/01/2019 02:45:48.759000,5.24
09/01/2019 02:49:48.775000,5.54
09/01/2019 02:53:48.754000,5.33
09/01/2019 02:57:48.796000,5.13
09/01/2019 03:01:48.833000,5.36
09/01/2019 03:05:48.771000,4.72
09/01/2019 03:09:48.788000,5.7
09/01/2019 03:13:48.767000,5.53
