InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-09-01 00:00:00,,,,
EndTime, 2019-09-30 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
09/01/2019 00:10:24.078000,1.235294,3.941176,7.484616,34.274055,21.309223
09/01/2019 00:27:16.246000,1.294118,3.470588,7.516233,33.980316,21.068132
09/01/2019 00:44:08.691000,1.705882,3.470588,7.484616,33.288704,22.279697
09/01/2019 01:01:00.709000,1.235294,2.941176,7.358147,32.193863,22.284275
09/01/2019 01:17:52.935000,2.470588,4.941176,8.148577,30.965515,26.518654
09/01/2019 01:34:45.337000,1.0,2.705882,7.105209,30.012207,25.273518
09/01/2019 01:51:37.835000,1.0,2.882353,7.073592,29.309914,27.878233
09/01/2019 02:08:30.442000,2.294118,5.0,8.464749,28.562218,30.827803
09/01/2019 02:25:23.218000,2.294118,4.294117,8.085343,28.311211,31.134508
09/01/2019 02:42:16.037000,2.0,3.941176,7.769171,27.873276,30.894941
09/01/2019 02:59:08.996000,2.235294,4.764706,8.022108,27.384605,32.205692
09/01/2019 03:16:02.023000,1.764706,4.0,7.927257,26.412605,33.778896
09/01/2019 03:32:55.091000,2.294118,4.0,7.927257,25.835815,34.901962
09/01/2019 03:49:48.017000,1.529412,3.764706,7.800788,26.017395,36.169987
09/01/2019 04:06:41.008000,2.470588,6.176471,8.085343,25.710304,37.570763
09/01/2019 04:23:34.162000,3.235294,5.705883,8.970625,24.951935,39.380486
09/01/2019 04:40:27.290000,2.941176,7.0,8.939008,24.41787,41.211567
09/01/2019 04:57:20.412000,5.294117,11.352942,10.962509,23.923859,44.892044
09/01/2019 05:14:13.842000,5.823529,11.294118,11.310298,23.277641,47.121384
09/01/2019 05:31:07.330000,5.529412,9.588235,10.804423,22.588692,48.71748
09/01/2019 05:48:00.907000,5.0,10.117647,10.962509,22.110703,50.182346
09/01/2019 06:04:55.494000,5.470588,9.647058,10.583103,21.784927,50.800335
09/01/2019 06:21:49.132000,5.705883,9.176471,10.804423,21.408409,51.726559
