InstrumentName, Chatfield Park,
StartTime, 2019-09-01 00:00:00,
EndTime, 2019-09-30 23:59:59,
Date,O3,PM2.5
09/01/2019 00:00:00.000000,63.0,7.0
09/01/2019 01:00:00.000000,48.0,7.3
09/01/2019 02:00:00.000000,44.0,7.2
09/01/2019 03:00:00.000000,51.0,7.2
09/01/2019 04:00:00.000000,48.0,7.4
09/01/2019 05:00:00.000000,46.0,7.7
09/01/2019 06:00:00.000000,45.0,7.6
09/01/2019 07:00:00.000000,43.0,7.6
09/01/2019 08:00:00.000000,43.0,7.6
09/01/2019 09:00:00.000000,44.0,7.5
09/01/2019 10:00:00.000000,42.0,7.5
09/01/2019 11:00:00.000000,42.0,7.5
09/01/2019 12:00:00.000000,37.0,7.7
09/01/2019 13:00:00.000000,41.0,7.6
09/01/2019 14:00:00.000000,41.0,7.5
09/01/2019 15:00:00.000000,45.0,7.1
09/01/2019 16:00:00.000000,43.0,6.8
09/01/2019 17:00:00.000000,48.0,6.1
09/01/2019 18:00:00.000000,50.0,5.0
09/01/2019 19:00:00.000000,52.0,4.3
09/01/2019 20:00:00.000000,51.0,4.0
09/01/2019 21:00:00.000000,52.0,3.9
09/01/2019 22:00:00.000000,54.0,3.9
09/01/2019 23:00:00.000000,57.0,4.1
09/02/2019 00:00:00.000000,56.0,4.2
09/02/2019 01:00:00.000000,55.0,10.0
09/02/2019 02:00:00.000000,44.0,10.2
09/02/2019 03:00:00.000000,41.0,8.1
09/02/2019 04:00:00.000000,46.0,7.7
09/02/2019 05:00:00.000000,37.0,7.0
09/02/2019 06:00:00.000000,40.0,6.3
09/02/2019 07:00:00.000000,35.0,5.9
09/02/2019 08:00:00.000000,37.0,5.5
09/02/2019 09:00:00.000000,35.0,5.3
09/02/2019 10:00:00.000000,36.0,5.1
09/02/2019 11:00:00.000000,35.0,5.1
09/02/2019 12:00:00.000000,34.0,5.8
09/02/2019 13:00:00.000000,33.0,6.3
09/02/2019 14:00:00.000000,35.0,6.7
09/02/2019 15:00:00.000000,42.0,6.6
