InstrumentName, Woods Park,,
StartTime, 2019-09-01 00:00:00,,
EndTime, 2019-09-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
09/01/2019 00:00:20.000000,2.0,2.92,2.92
09/01/2019 00:04:20.000000,2.24,3.25,2.9
09/01/2019 00:08:19.000000,1.86,2.89,2.89
09/01/2019 00:12:20.000000,2.17,3.06,3.06
09/01/2019 00:16:20.000000,1.97,3.2,3.04
09/01/2019 00:20:20.000000,2.22,3.57,3.38
09/01/2019 00:24:20.000000,2.13,3.8,3.41
09/01/2019 00:28:20.000000,2.18,3.54,3.33
09/01/2019 00:32:20.000000,1.94,2.66,2.49
09/01/2019 00:36:20.000000,1.61,2.39,2.19
09/01/2019 00:40:20.000000,1.67,2.13,2.1
09/01/2019 00:44:20.000000,2.65,3.54,3.54
09/01/2019 00:48:20.000000,1.9,2.8,2.62
09/01/2019 00:52:20.000000,1.55,2.63,2.46
09/01/2019 00:56:20.000000,1.44,1.97,1.97
09/01/2019 01:00:20.000000,1.48,2.28,2.28
09/01/2019 01:04:20.000000,1.76,2.85,2.68
09/01/2019 01:08:19.000000,2.25,3.03,3.03
09/01/2019 01:12:20.000000,1.85,3.07,2.79
09/01/2019 01:16:20.000000,1.73,2.73,2.38
09/01/2019 01:20:20.000000,1.78,2.67,2.45
09/01/2019 01:24:20.000000,1.82,2.66,2.52
09/01/2019 01:28:20.000000,1.88,2.69,2.63
09/01/2019 01:32:19.000000,1.94,2.63,2.44
09/01/2019 01:36:20.000000,1.8,2.5,2.36
09/01/2019 01:40:20.000000,1.77,2.9,2.89
09/01/2019 01:44:20.000000,1.46,2.53,2.53
09/01/2019 01:48:20.000000,2.29,3.17,3.17
09/01/2019 01:52:20.000000,1.43,2.49,2.34
09/01/2019 01:56:20.000000,2.67,4.17,4.1
09/01/2019 02:00:20.000000,2.59,3.5,3.17
09/01/2019 02:04:20.000000,3.03,4.63,4.5
09/01/2019 02:08:19.000000,3.06,3.97,3.97
09/01/2019 02:12:20.000000,3.15,4.34,4.28
