"date","ID","Site","SensorType","Lat","Long","parameter","val","flag","parameter_units"
2018-02-28 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.393,"","ug/m3"
2018-02-28 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.8826666666667,"","ug/m3"
2018-02-28 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.57,"","ug/m3"
2018-02-28 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.6135,"","ug/m3"
2018-02-28 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.984,"","ug/m3"
2018-02-28 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.609,"","ug/m3"
2018-02-28 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.479,"","ug/m3"
2018-03-01 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.2065,"","ug/m3"
2018-03-01 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.1005,"","ug/m3"
2018-03-01 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.2895,"","ug/m3"
2018-03-01 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.8175,"","ug/m3"
2018-03-01 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.1085,"","ug/m3"
2018-03-01 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.79,"","ug/m3"
2018-03-01 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.77,"","ug/m3"
2018-03-01 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.127,"","ug/m3"
2018-03-01 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.9355,"","ug/m3"
2018-03-01 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.3825,"","ug/m3"
2018-03-01 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.975,"","ug/m3"
2018-03-01 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.379,"","ug/m3"
2018-03-01 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.262,"","ug/m3"
2018-03-01 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.3615,"","ug/m3"
2018-03-01 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.353,"","ug/m3"
2018-03-01 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.473,"","ug/m3"
2018-03-01 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.1225,"","ug/m3"
2018-03-01 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",30.125,"","ug/m3"
2018-03-01 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.5555,"","ug/m3"
2018-03-01 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.065,"","ug/m3"
2018-03-01 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.623,"","ug/m3"
2018-03-01 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.123,"","ug/m3"
2018-03-01 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.3855,"","ug/m3"
2018-03-01 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.9875,"","ug/m3"
2018-03-02 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.3425,"","ug/m3"
2018-03-02 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.022,"","ug/m3"
2018-03-02 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.993,"","ug/m3"
2018-03-02 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.9945,"","ug/m3"
2018-03-02 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.848,"","ug/m3"
2018-03-02 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.679,"","ug/m3"
2018-03-02 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.1905,"","ug/m3"
2018-03-02 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",30.064,"","ug/m3"
2018-03-02 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.985,"","ug/m3"
2018-03-02 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.3975,"","ug/m3"
2018-03-02 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.7605,"","ug/m3"
2018-03-02 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.5245,"","ug/m3"
2018-03-02 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.53,"","ug/m3"
2018-03-02 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",21.578,"","ug/m3"
2018-03-02 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",21.8915,"","ug/m3"
2018-03-02 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.6115,"","ug/m3"
2018-03-02 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.857,"","ug/m3"
2018-03-02 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.8125,"","ug/m3"
2018-03-02 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.6895,"","ug/m3"
2018-03-02 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.464,"","ug/m3"
2018-03-02 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.3685,"","ug/m3"
2018-03-02 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.7255,"","ug/m3"
2018-03-02 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.651,"","ug/m3"
2018-03-02 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.9055,"","ug/m3"
2018-03-03 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.513,"","ug/m3"
2018-03-03 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.5665,"","ug/m3"
2018-03-03 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.8575,"","ug/m3"
2018-03-03 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.9855,"","ug/m3"
2018-03-03 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.304,"","ug/m3"
2018-03-03 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.596,"","ug/m3"
2018-03-03 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.8595,"","ug/m3"
2018-03-03 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.807,"","ug/m3"
2018-03-03 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.1855,"","ug/m3"
2018-03-03 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.1595,"","ug/m3"
2018-03-03 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.908,"","ug/m3"
2018-03-03 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.5765,"","ug/m3"
2018-03-03 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.3195,"","ug/m3"
2018-03-03 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.4025,"","ug/m3"
2018-03-03 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.515,"","ug/m3"
2018-03-03 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.003,"","ug/m3"
2018-03-03 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.841,"","ug/m3"
2018-03-03 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.312,"","ug/m3"
2018-03-03 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.904,"","ug/m3"
2018-03-03 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.119,"","ug/m3"
2018-03-03 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.5075,"","ug/m3"
2018-03-03 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.2525,"","ug/m3"
2018-03-03 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.7665,"","ug/m3"
2018-03-03 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.4975,"","ug/m3"
2018-03-04 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.945,"","ug/m3"
2018-03-04 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.9575,"","ug/m3"
2018-03-04 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.9605,"","ug/m3"
2018-03-04 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.9105,"","ug/m3"
2018-03-04 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.7485,"","ug/m3"
2018-03-04 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.285,"","ug/m3"
2018-03-04 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.2375,"","ug/m3"
2018-03-04 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.147,"","ug/m3"
2018-03-04 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.9575,"","ug/m3"
2018-03-04 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.6455,"","ug/m3"
2018-03-04 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.919,"","ug/m3"
2018-03-04 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.776,"","ug/m3"
2018-03-04 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.3025,"","ug/m3"
2018-03-04 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.4325,"","ug/m3"
2018-03-04 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.7185,"","ug/m3"
2018-03-04 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.6205,"","ug/m3"
2018-03-04 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.8615,"","ug/m3"
2018-03-04 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.2515,"","ug/m3"
2018-03-04 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.734,"","ug/m3"
2018-03-04 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.4525,"","ug/m3"
2018-03-04 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.5975,"","ug/m3"
2018-03-04 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.5455,"","ug/m3"
2018-03-04 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.2285,"","ug/m3"
2018-03-04 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.6275,"","ug/m3"
2018-03-05 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.8245,"","ug/m3"
2018-03-05 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.2745,"","ug/m3"
2018-03-05 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.342,"","ug/m3"
2018-03-05 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.0145,"","ug/m3"
2018-03-05 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.1045,"","ug/m3"
2018-03-05 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.274,"","ug/m3"
2018-03-05 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.1515,"","ug/m3"
2018-03-05 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.4372222222222,"","ug/m3"
2018-03-05 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.4784210526316,"","ug/m3"
2018-03-05 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.156,"","ug/m3"
2018-03-05 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.1865,"","ug/m3"
2018-03-05 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.322,"","ug/m3"
2018-03-05 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.198,"","ug/m3"
2018-03-05 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.7315789473684,"","ug/m3"
2018-03-05 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.0925,"","ug/m3"
2018-03-05 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.512,"","ug/m3"
2018-03-05 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.896,"","ug/m3"
2018-03-05 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.419,"","ug/m3"
2018-03-05 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.169,"","ug/m3"
2018-03-05 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.1155,"","ug/m3"
2018-03-05 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.23,"","ug/m3"
2018-03-05 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.7915,"","ug/m3"
2018-03-05 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.039,"","ug/m3"
2018-03-05 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.3135,"","ug/m3"
2018-03-06 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.0585,"","ug/m3"
2018-03-06 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.004,"","ug/m3"
2018-03-06 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.3765,"","ug/m3"
2018-03-06 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.113,"","ug/m3"
2018-03-06 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.6265,"","ug/m3"
2018-03-06 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.3685,"","ug/m3"
2018-03-06 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.9415,"","ug/m3"
2018-03-06 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.5185,"","ug/m3"
2018-03-06 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.9805,"","ug/m3"
2018-03-06 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.226,"","ug/m3"
2018-03-06 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.553,"","ug/m3"
2018-03-06 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.0455,"","ug/m3"
2018-03-06 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.3485,"","ug/m3"
2018-03-06 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.1855,"","ug/m3"
2018-03-06 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.211,"","ug/m3"
2018-03-06 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.323,"","ug/m3"
2018-03-06 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.3655,"","ug/m3"
2018-03-06 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.0173684210526,"","ug/m3"
2018-03-06 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",NA,"missing","ug/m3"
2018-03-06 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.6065,"","ug/m3"
2018-03-06 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.0905,"","ug/m3"
2018-03-06 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.55875,"","ug/m3"
2018-03-06 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.0866666666667,"","ug/m3"
2018-03-06 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.035,"","ug/m3"
2018-03-07 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.926,"","ug/m3"
2018-03-07 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.3315,"","ug/m3"
2018-03-07 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.3985,"","ug/m3"
2018-03-07 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.704,"","ug/m3"
2018-03-07 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.878,"","ug/m3"
2018-03-07 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.116,"","ug/m3"
2018-03-07 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.15,"","ug/m3"
2018-03-07 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.3025,"","ug/m3"
2018-03-07 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.9225,"","ug/m3"
2018-03-07 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.8285,"","ug/m3"
2018-03-07 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.7955,"","ug/m3"
2018-03-07 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.2005,"","ug/m3"
2018-03-07 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.007,"","ug/m3"
2018-03-07 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.2025,"","ug/m3"
2018-03-07 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.3995,"","ug/m3"
2018-03-07 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.021,"","ug/m3"
2018-03-07 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",23.997,"","ug/m3"
2018-03-07 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.0225,"","ug/m3"
2018-03-07 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.8555,"","ug/m3"
2018-03-07 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.7195,"","ug/m3"
2018-03-07 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.357,"","ug/m3"
2018-03-07 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.204,"","ug/m3"
2018-03-07 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.86,"","ug/m3"
2018-03-07 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.756,"","ug/m3"
2018-03-08 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.6365,"","ug/m3"
2018-03-08 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.349,"","ug/m3"
2018-03-08 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.53,"","ug/m3"
2018-03-08 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.3525,"","ug/m3"
2018-03-08 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.687,"","ug/m3"
2018-03-08 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.1135,"","ug/m3"
2018-03-08 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.006,"","ug/m3"
2018-03-08 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.8565,"","ug/m3"
2018-03-08 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.669,"","ug/m3"
2018-03-08 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.48,"","ug/m3"
2018-03-08 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.4245,"","ug/m3"
2018-03-08 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.6395,"","ug/m3"
2018-03-08 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.7565,"","ug/m3"
2018-03-08 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",24.9005,"","ug/m3"
2018-03-08 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.8211764705882,"","ug/m3"
2018-03-08 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.943,"","ug/m3"
2018-03-08 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",22.755,"","ug/m3"
