"date","ID","Site","SensorType","Lat","Long","parameter","val","flag","parameter_units"
2018-03-31 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",40.423,"","ug/m3"
2018-03-31 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",36.573,"","ug/m3"
2018-03-31 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.797,"","ug/m3"
2018-03-31 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.1465,"","ug/m3"
2018-03-31 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",30.4955,"","ug/m3"
2018-03-31 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.209,"","ug/m3"
2018-03-31 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.3305,"","ug/m3"
2018-04-01 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.1995,"","ug/m3"
2018-04-01 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",30.238,"","ug/m3"
2018-04-01 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.204,"","ug/m3"
2018-04-01 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.193,"","ug/m3"
2018-04-01 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",35.52,"","ug/m3"
2018-04-01 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.3955,"","ug/m3"
2018-04-01 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.156,"","ug/m3"
2018-04-01 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.149,"","ug/m3"
2018-04-01 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",33.447,"","ug/m3"
2018-04-01 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",38.0525,"","ug/m3"
2018-04-01 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",40.371,"","ug/m3"
2018-04-01 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",36.734,"","ug/m3"
2018-04-01 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",37.903,"","ug/m3"
2018-04-01 13:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",34.1495,"","ug/m3"
2018-04-01 14:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",30.318,"","ug/m3"
2018-04-01 15:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.9205,"","ug/m3"
2018-04-01 16:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",28.8445,"","ug/m3"
2018-04-01 17:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.1945,"","ug/m3"
2018-04-01 18:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.5265,"","ug/m3"
2018-04-01 19:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.1345,"","ug/m3"
2018-04-01 20:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",31.248,"","ug/m3"
2018-04-01 21:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.849,"","ug/m3"
2018-04-01 22:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",29.398,"","ug/m3"
2018-04-01 23:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.4935,"","ug/m3"
2018-04-02 00:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",34.0635,"","ug/m3"
2018-04-02 01:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.85,"","ug/m3"
2018-04-02 02:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",35.9495,"","ug/m3"
2018-04-02 03:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",36.1815,"","ug/m3"
2018-04-02 04:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.477,"","ug/m3"
2018-04-02 05:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.315,"","ug/m3"
2018-04-02 06:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.4985,"","ug/m3"
2018-04-02 07:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",32.167,"","ug/m3"
2018-04-02 08:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",30.542,"","ug/m3"
2018-04-02 09:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",27.8395,"","ug/m3"
2018-04-02 10:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",26.497,"","ug/m3"
2018-04-02 11:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.5545,"","ug/m3"
2018-04-02 12:00:00,"Thornton",NA,NA,NA,NA,"pm25_p",25.9635,"","ug/m3"
