InstrumentName, The GrowHaus,,
StartTime, 2019-03-01 00:00:00,,
EndTime, 2019-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2019 00:00:46.430000,11.22,33.0,77.33333333333333
03/01/2019 00:03:26.490000,10.82,34.0,77.33333333333333
03/01/2019 00:06:06.413000,12.7,34.0,76.0
03/01/2019 00:07:26.405000,10.96,34.0,76.0
03/01/2019 00:08:49.928000,12.22,35.0,74.66666666666667
03/01/2019 00:11:26.383000,11.5,36.0,74.66666666666667
03/01/2019 00:12:46.409000,11.72,36.0,74.66666666666667
03/01/2019 00:15:26.415000,12.0,36.0,73.33333333333333
03/01/2019 00:16:46.396000,11.23,37.0,73.33333333333333
03/01/2019 00:19:26.517000,12.11,37.0,73.33333333333333
03/01/2019 00:20:46.843000,13.87,38.0,72.0
03/01/2019 00:23:26.468000,12.21,38.0,72.0
03/01/2019 00:26:06.436000,11.54,38.0,72.0
03/01/2019 00:27:26.441000,13.52,39.0,70.66666666666667
03/01/2019 00:28:46.448000,13.35,39.0,70.66666666666667
03/01/2019 00:31:26.443000,13.6,39.0,70.66666666666667
03/01/2019 00:32:46.467000,11.74,40.0,70.66666666666667
03/01/2019 00:35:26.534000,13.3,40.0,69.33333333333333
03/01/2019 00:36:46.529000,13.21,41.0,69.33333333333333
03/01/2019 00:39:26.448000,13.63,41.0,69.33333333333333
03/01/2019 00:40:46.455000,13.77,42.0,69.33333333333333
03/01/2019 00:43:26.662000,14.28,42.0,69.33333333333333
03/01/2019 00:44:46.512000,15.6,42.0,69.33333333333333
03/01/2019 00:47:26.953000,14.22,42.0,68.0
03/01/2019 00:48:49.056000,11.73,42.0,68.0
03/01/2019 00:51:26.462000,13.89,43.0,68.0
03/01/2019 00:52:46.465000,12.37,43.0,68.0
03/01/2019 00:55:26.484000,11.65,43.0,66.66666666666667
03/01/2019 00:56:46.467000,13.53,43.0,66.66666666666667
03/01/2019 00:59:26.568000,15.06,44.0,66.66666666666667
03/01/2019 01:00:46.446000,14.57,44.0,66.66666666666667
03/01/2019 01:03:26.524000,17.02,44.0,66.66666666666667
03/01/2019 01:04:46.514000,13.31,44.0,66.66666666666667
03/01/2019 01:07:26.481000,13.38,44.0,66.66666666666667
03/01/2019 01:08:46.496000,12.96,44.0,66.66666666666667
03/01/2019 01:11:26.481000,14.73,45.0,66.66666666666667
03/01/2019 01:12:46.536000,13.91,44.0,66.66666666666667
03/01/2019 01:15:26.502000,12.28,45.0,66.66666666666667
03/01/2019 01:16:46.540000,15.54,45.0,66.66666666666667
03/01/2019 01:19:26.553000,12.77,45.0,66.66666666666667
03/01/2019 01:20:46.510000,12.52,45.0,66.66666666666667
03/01/2019 01:23:26.568000,12.61,45.0,66.66666666666667
03/01/2019 01:26:06.561000,13.64,45.0,65.33333333333333
03/01/2019 01:27:26.840000,14.13,45.0,65.33333333333333
03/01/2019 01:28:46.553000,13.9,45.0,65.33333333333333
03/01/2019 01:31:26.565000,14.28,45.0,65.33333333333333
03/01/2019 01:32:46.504000,14.65,45.0,65.33333333333333
03/01/2019 01:35:26.534000,14.8,46.0,65.33333333333333
03/01/2019 01:36:46.764000,14.2,46.0,65.33333333333333
03/01/2019 01:39:26.530000,16.35,46.0,65.33333333333333
03/01/2019 01:40:46.543000,15.15,46.0,65.33333333333333
03/01/2019 01:43:26.507000,14.02,46.0,65.33333333333333
03/01/2019 01:46:06.736000,14.63,47.0,65.33333333333333
03/01/2019 01:47:26.555000,13.47,47.0,64.0
03/01/2019 01:48:46.543000,15.5,47.0,65.33333333333333
03/01/2019 01:51:26.522000,14.11,47.0,65.33333333333333
03/01/2019 01:52:46.627000,13.87,46.0,65.33333333333333
03/01/2019 01:55:26.540000,14.87,46.0,64.0
03/01/2019 01:56:46.523000,13.27,46.0,64.0
03/01/2019 02:02:06.694000,14.96,47.0,64.0
03/01/2019 02:03:26.541000,13.13,47.0,64.0
03/01/2019 02:06:06.524000,15.79,47.0,64.0
03/01/2019 02:07:26.547000,18.73,47.0,64.0
03/01/2019 02:08:46.749000,17.27,47.0,64.0
03/01/2019 02:11:26.561000,13.76,47.0,64.0
03/01/2019 02:12:46.544000,13.28,47.0,64.0
03/01/2019 02:15:26.536000,13.55,47.0,64.0
03/01/2019 02:16:46.518000,14.04,47.0,64.0
