InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-03-01 00:00:00,,,,
EndTime, 2019-03-31 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
03/01/2019 00:01:20.137000,4.0,8.705882,7.0,17.095825,29.187456
03/01/2019 00:03:54.897000,4.470588,8.941176,8.0,16.783398,29.248493
03/01/2019 00:06:29.609000,4.952381,12.285714,9.428572,16.503014,29.796291
03/01/2019 00:09:04.312000,4.470588,11.470589,9.352942,16.182575,30.081636
03/01/2019 00:11:38.635000,4.941176,10.941176,9.470589,15.83009,30.676737
03/01/2019 00:14:13.505000,4.705883,9.0,8.0,15.619133,31.258106
03/01/2019 00:16:47.930000,5.176471,11.058824,8.176471,15.381477,31.783016
03/01/2019 00:19:22.648000,5.294117,11.294118,9.823529,15.16785,32.391853
03/01/2019 00:21:57.442000,5.705883,12.764706,10.117647,14.930191,32.510872
03/01/2019 00:24:32.164000,5.470588,12.294118,9.941176,14.761959,32.814526
03/01/2019 00:27:06.964000,5.809524,16.238094,10.333334,14.636456,33.235676
03/01/2019 00:29:41.765000,6.176471,11.0,10.058824,14.468224,33.359272
03/01/2019 00:32:16.061000,5.823529,12.352942,10.235294,14.340046,33.725491
03/01/2019 00:34:50.414000,6.764706,14.411765,11.882353,14.227894,33.954376
03/01/2019 00:37:24.743000,6.764706,15.117647,12.235294,14.102386,34.158848
03/01/2019 00:39:59.078000,6.0,13.142858,10.476191,13.963531,34.297703
03/01/2019 00:42:33.592000,6.529412,13.176471,11.235294,13.7953,34.708172
03/01/2019 00:45:07.953000,7.0,13.588235,11.882353,13.667126,34.973679
03/01/2019 00:47:42.292000,7.058824,14.294118,13.058824,13.525597,35.275806
03/01/2019 00:50:16.551000,7.117647,14.470589,12.529411,13.370716,35.463493
03/01/2019 00:52:50.898000,6.470588,13.705882,11.470589,13.21851,35.648129
03/01/2019 00:55:25.318000,6.52381,14.666667,11.571428,13.076981,36.012817
03/01/2019 00:57:59.687000,6.294117,14.352942,12.823529,12.892731,36.360722
03/01/2019 01:00:34.103000,6.529412,14.176471,11.529411,12.753872,36.595711
03/01/2019 01:03:08.622000,6.764706,13.823529,12.352942,12.612343,36.974136
03/01/2019 01:05:43.045000,6.761905,14.809525,12.142858,12.486839,37.212177
03/01/2019 01:08:17.506000,6.294117,14.529411,12.411765,12.34798,37.547874
03/01/2019 01:10:51.918000,7.470588,14.411765,12.176471,12.235828,37.77676
03/01/2019 01:13:26.387000,6.529412,13.588235,11.823529,12.137028,37.941559
03/01/2019 01:16:00.767000,7.0,15.764706,12.823529,11.995499,38.240635
03/01/2019 01:18:35.218000,7.047619,18.238096,13.190477,11.883347,38.492409
03/01/2019 01:21:09.589000,6.529412,15.647058,13.705882,11.797894,38.69688
03/01/2019 01:23:43.975000,7.294117,15.823529,13.0,11.685741,38.875412
03/01/2019 01:26:18.403000,7.823529,17.941177,13.941176,11.533531,39.284351
03/01/2019 01:28:52.846000,7.047619,17.380953,13.476191,11.434731,39.398796
03/01/2019 01:31:27.265000,7.476191,17.619049,13.52381,11.319904,39.67651
03/01/2019 01:34:01.695000,7.761905,16.523811,12.952382,11.237125,39.829098
03/01/2019 01:36:36.113000,8.476191,19.190477,15.190476,11.068893,40.459297
03/01/2019 01:39:10.523000,6.529412,14.176471,12.529411,10.983444,40.689709
03/01/2019 01:41:44.948000,7.058824,18.117647,14.117647,10.887314,40.767529
03/01/2019 01:44:19.380000,7.470588,16.470589,14.294118,10.815212,40.959793
03/01/2019 01:46:53.839000,7.941176,17.117647,15.0,10.676357,41.431297
03/01/2019 01:49:28.305000,7.941176,18.352942,16.941177,10.577553,41.622032
03/01/2019 01:52:02.816000,8.047619,21.428572,14.714286,10.492104,41.861599
03/01/2019 01:54:49.179000,7.333333,16.571428,14.428572,10.436028,41.879913
03/01/2019 01:57:23.661000,8.0,15.705882,14.235294,10.254444,42.386513
03/01/2019 01:59:58.098000,7.705883,17.82353,14.882353,10.185017,42.681011
03/01/2019 02:02:32.545000,7.52381,19.285715,15.571429,10.099564,42.900742
03/01/2019 02:05:06.935000,8.190477,19.714287,15.904763,10.000763,42.992294
03/01/2019 02:07:41.337000,8.235294,19.82353,15.647058,9.888611,43.537041
03/01/2019 02:10:15.702000,8.764706,20.529411,16.0,9.760433,43.852901
