InstrumentName, Chatfield Park,
StartTime, 2019-03-01 00:00:00,
EndTime, 2019-03-31 23:59:59,
Date,O3,PM2.5
03/01/2019 00:00:00.000000,32.0,10.5
03/01/2019 01:00:00.000000,30.0,9.8
03/01/2019 02:00:00.000000,27.0,9.9
03/01/2019 03:00:00.000000,22.0,9.7
03/01/2019 04:00:00.000000,22.0,9.5
03/01/2019 05:00:00.000000,20.0,8.9
03/01/2019 06:00:00.000000,17.0,8.7
03/01/2019 07:00:00.000000,17.0,7.8
03/01/2019 08:00:00.000000,17.0,6.8
03/01/2019 09:00:00.000000,20.0,5.3
03/01/2019 10:00:00.000000,23.0,3.7
03/01/2019 11:00:00.000000,29.0,2.5
03/01/2019 12:00:00.000000,29.0,1.9
03/01/2019 13:00:00.000000,26.0,1.9
03/01/2019 14:00:00.000000,23.0,2.7
03/01/2019 15:00:00.000000,23.0,3.4
03/01/2019 16:00:00.000000,27.0,3.6
03/01/2019 17:00:00.000000,29.0,3.4
03/01/2019 18:00:00.000000,32.0,3.0
03/01/2019 19:00:00.000000,35.0,4.1
03/01/2019 20:00:00.000000,37.0,6.0
03/01/2019 21:00:00.000000,37.0,7.1
03/01/2019 22:00:00.000000,39.0,7.7
03/01/2019 23:00:00.000000,38.0,7.8
03/02/2019 00:00:00.000000,38.0,7.4
03/02/2019 01:00:00.000000,38.0,7.1
03/02/2019 02:00:00.000000,38.0,7.0
03/02/2019 03:00:00.000000,38.0,7.0
03/02/2019 04:00:00.000000,34.0,7.1
03/02/2019 05:00:00.000000,30.0,7.8
03/02/2019 06:00:00.000000,25.0,7.7
03/02/2019 07:00:00.000000,23.0,8.0
03/02/2019 08:00:00.000000,23.0,8.0
03/02/2019 09:00:00.000000,22.0,8.0
03/02/2019 10:00:00.000000,22.0,8.2
03/02/2019 11:00:00.000000,23.0,8.4
03/02/2019 12:00:00.000000,26.0,7.7
03/02/2019 13:00:00.000000,30.0,5.8
03/02/2019 14:00:00.000000,33.0,4.8
03/02/2019 15:00:00.000000,33.0,4.8
03/02/2019 23:00:00.000000,33.0,9.2
03/03/2019 00:00:00.000000,37.0,9.2
03/03/2019 01:00:00.000000,39.0,9.1
03/03/2019 02:00:00.000000,39.0,9.7
03/03/2019 03:00:00.000000,41.0,10.1
03/03/2019 04:00:00.000000,42.0,10.6
03/03/2019 05:00:00.000000,43.0,10.5
03/03/2019 06:00:00.000000,42.0,10.0
03/03/2019 07:00:00.000000,42.0,10.1
03/03/2019 08:00:00.000000,42.0,10.0
03/03/2019 09:00:00.000000,39.0,10.0
03/03/2019 10:00:00.000000,38.0,10.3
03/03/2019 11:00:00.000000,36.0,9.1
03/03/2019 12:00:00.000000,36.0,8.3
03/03/2019 13:00:00.000000,35.0,8.1
03/03/2019 14:00:00.000000,35.0,8.2
03/03/2019 15:00:00.000000,35.0,8.4
03/03/2019 16:00:00.000000,35.0,9.1
03/03/2019 17:00:00.000000,37.0,11.5
03/03/2019 18:00:00.000000,38.0,13.6
03/03/2019 19:00:00.000000,39.0,15.5
03/03/2019 20:00:00.000000,39.0,16.5
03/03/2019 21:00:00.000000,39.0,16.7
03/03/2019 22:00:00.000000,39.0,16.3
03/03/2019 23:00:00.000000,39.0,15.5
03/04/2019 00:00:00.000000,40.0,15.8
03/04/2019 01:00:00.000000,37.0,14.4
03/04/2019 02:00:00.000000,36.0,14.3
03/04/2019 03:00:00.000000,34.0,14.3
03/04/2019 04:00:00.000000,32.0,14.2
03/04/2019 05:00:00.000000,29.0,14.1
03/04/2019 06:00:00.000000,28.0,14.1
03/04/2019 07:00:00.000000,26.0,13.9
03/04/2019 08:00:00.000000,25.0,14.5
03/04/2019 09:00:00.000000,25.0,14.4
03/04/2019 10:00:00.000000,21.0,16.8
03/04/2019 11:00:00.000000,22.0,17.5
03/04/2019 12:00:00.000000,21.0,18.3
03/04/2019 13:00:00.000000,22.0,19.9
03/04/2019 14:00:00.000000,23.0,20.3
03/04/2019 15:00:00.000000,26.0,20.4
03/04/2019 16:00:00.000000,30.0,20.5
03/04/2019 17:00:00.000000,33.0,20.3
03/04/2019 18:00:00.000000,38.0,19.9
03/04/2019 19:00:00.000000,43.0,19.0
03/04/2019 20:00:00.000000,53.0,17.5
03/04/2019 21:00:00.000000,49.0,16.9
03/04/2019 22:00:00.000000,49.0,18.0
