InstrumentName, Adams County Building
StartTime, 2019-03-01 00:00:00
EndTime, 2019-03-31 23:59:59
Date,PM2.5
03/01/2019 00:00:00.000000,9.5
03/01/2019 01:00:00.000000,10.0
03/01/2019 02:00:00.000000,12.3
03/01/2019 03:00:00.000000,13.7
03/01/2019 04:00:00.000000,16.5
03/01/2019 05:00:00.000000,17.9
03/01/2019 06:00:00.000000,18.2
03/01/2019 07:00:00.000000,16.9
03/01/2019 08:00:00.000000,15.9
03/01/2019 09:00:00.000000,15.9
03/01/2019 10:00:00.000000,15.6
03/01/2019 11:00:00.000000,15.8
03/01/2019 12:00:00.000000,16.2
03/01/2019 13:00:00.000000,15.4
03/01/2019 14:00:00.000000,12.1
03/01/2019 15:00:00.000000,16.2
03/01/2019 16:00:00.000000,17.0
03/01/2019 17:00:00.000000,15.6
03/01/2019 18:00:00.000000,12.0
03/01/2019 19:00:00.000000,11.6
03/01/2019 20:00:00.000000,9.1
03/01/2019 21:00:00.000000,7.2
03/01/2019 22:00:00.000000,6.2
03/01/2019 23:00:00.000000,6.0
03/02/2019 00:00:00.000000,5.7
03/02/2019 01:00:00.000000,5.2
03/02/2019 02:00:00.000000,5.0
03/02/2019 03:00:00.000000,4.9
03/02/2019 04:00:00.000000,4.9
03/02/2019 05:00:00.000000,5.4
03/02/2019 06:00:00.000000,5.7
03/02/2019 07:00:00.000000,5.7
03/02/2019 08:00:00.000000,6.4
03/02/2019 09:00:00.000000,6.4
03/02/2019 10:00:00.000000,7.6
03/02/2019 11:00:00.000000,5.4
03/02/2019 12:00:00.000000,4.1
03/02/2019 13:00:00.000000,3.7
03/02/2019 14:00:00.000000,3.6
03/02/2019 15:00:00.000000,3.6
03/02/2019 23:00:00.000000,8.4
03/03/2019 00:00:00.000000,9.0
03/03/2019 01:00:00.000000,8.3
03/03/2019 02:00:00.000000,8.0
03/03/2019 03:00:00.000000,7.8
03/03/2019 04:00:00.000000,7.5
03/03/2019 05:00:00.000000,7.5
03/03/2019 06:00:00.000000,5.8
03/03/2019 07:00:00.000000,4.9
03/03/2019 08:00:00.000000,4.2
03/03/2019 09:00:00.000000,4.2
03/03/2019 10:00:00.000000,3.6
03/03/2019 11:00:00.000000,3.6
03/03/2019 12:00:00.000000,3.9
03/03/2019 13:00:00.000000,3.8
03/03/2019 14:00:00.000000,3.9
03/03/2019 15:00:00.000000,4.0
03/03/2019 16:00:00.000000,4.4
03/03/2019 17:00:00.000000,4.8
03/03/2019 18:00:00.000000,5.7
03/03/2019 19:00:00.000000,7.5
03/03/2019 20:00:00.000000,9.7
03/03/2019 21:00:00.000000,10.9
03/03/2019 22:00:00.000000,9.8
03/03/2019 23:00:00.000000,8.9
03/04/2019 00:00:00.000000,8.3
03/04/2019 01:00:00.000000,7.6
03/04/2019 02:00:00.000000,7.1
03/04/2019 03:00:00.000000,7.6
03/04/2019 04:00:00.000000,7.8
03/04/2019 05:00:00.000000,9.0
03/04/2019 06:00:00.000000,9.6
03/04/2019 07:00:00.000000,11.5
03/04/2019 08:00:00.000000,13.2
03/04/2019 09:00:00.000000,15.2
03/04/2019 10:00:00.000000,17.9
03/04/2019 11:00:00.000000,17.1
03/04/2019 12:00:00.000000,18.2
03/04/2019 13:00:00.000000,21.3
03/04/2019 14:00:00.000000,22.6
03/04/2019 15:00:00.000000,25.3
03/04/2019 16:00:00.000000,27.4
03/04/2019 17:00:00.000000,28.4
03/04/2019 18:00:00.000000,26.9
03/04/2019 19:00:00.000000,24.0
03/04/2019 20:00:00.000000,21.7
03/04/2019 21:00:00.000000,17.1
03/04/2019 22:00:00.000000,14.5
03/04/2019 23:00:00.000000,13.2
03/05/2019 00:00:00.000000,13.5
03/05/2019 01:00:00.000000,15.3
03/05/2019 02:00:00.000000,17.1
03/05/2019 03:00:00.000000,19.8
03/05/2019 04:00:00.000000,22.8
03/05/2019 05:00:00.000000,24.7
03/05/2019 06:00:00.000000,26.5
03/05/2019 07:00:00.000000,27.7
03/05/2019 08:00:00.000000,29.4
03/05/2019 09:00:00.000000,31.3
03/05/2019 10:00:00.000000,34.8
03/05/2019 11:00:00.000000,39.3
03/05/2019 12:00:00.000000,39.5
03/05/2019 13:00:00.000000,37.2
03/05/2019 14:00:00.000000,37.0
03/05/2019 15:00:00.000000,38.7
03/05/2019 16:00:00.000000,41.2
