InstrumentName, Highland
StartTime, 2019-03-01 00:00:00
EndTime, 2019-03-31 23:59:59
Date,O3
03/01/2019 00:00:00.000000,31.0
03/01/2019 01:00:00.000000,30.0
03/01/2019 02:00:00.000000,26.0
03/01/2019 03:00:00.000000,12.0
03/01/2019 04:00:00.000000,18.0
03/01/2019 05:00:00.000000,20.0
03/01/2019 06:00:00.000000,21.0
03/01/2019 07:00:00.000000,9.0
03/01/2019 08:00:00.000000,24.0
03/01/2019 09:00:00.000000,30.0
03/01/2019 10:00:00.000000,28.0
03/01/2019 11:00:00.000000,41.0
03/01/2019 12:00:00.000000,35.0
03/01/2019 13:00:00.000000,35.0
03/01/2019 14:00:00.000000,36.0
03/01/2019 15:00:00.000000,34.0
03/01/2019 16:00:00.000000,34.0
03/01/2019 17:00:00.000000,37.0
03/01/2019 18:00:00.000000,37.0
03/01/2019 19:00:00.000000,37.0
03/01/2019 20:00:00.000000,37.0
03/01/2019 21:00:00.000000,35.0
03/01/2019 22:00:00.000000,36.0
03/01/2019 23:00:00.000000,35.0
03/02/2019 00:00:00.000000,36.0
03/02/2019 01:00:00.000000,36.0
03/02/2019 02:00:00.000000,35.0
03/02/2019 03:00:00.000000,35.0
03/02/2019 04:00:00.000000,34.0
03/02/2019 05:00:00.000000,28.0
03/02/2019 06:00:00.000000,27.0
03/02/2019 07:00:00.000000,29.0
03/02/2019 08:00:00.000000,29.0
03/02/2019 09:00:00.000000,26.0
03/02/2019 10:00:00.000000,26.0
03/02/2019 11:00:00.000000,27.0
03/02/2019 12:00:00.000000,27.0
03/02/2019 13:00:00.000000,27.0
03/02/2019 14:00:00.000000,29.0
03/02/2019 15:00:00.000000,28.0
03/02/2019 23:00:00.000000,30.0
03/03/2019 00:00:00.000000,30.0
03/03/2019 01:00:00.000000,34.0
03/03/2019 02:00:00.000000,36.0
03/03/2019 03:00:00.000000,37.0
03/03/2019 04:00:00.000000,39.0
03/03/2019 05:00:00.000000,39.0
03/03/2019 06:00:00.000000,39.0
03/03/2019 07:00:00.000000,39.0
03/03/2019 08:00:00.000000,39.0
03/03/2019 09:00:00.000000,35.0
03/03/2019 10:00:00.000000,34.0
03/03/2019 11:00:00.000000,34.0
03/03/2019 12:00:00.000000,34.0
03/03/2019 13:00:00.000000,32.0
03/03/2019 14:00:00.000000,33.0
03/03/2019 15:00:00.000000,33.0
03/03/2019 16:00:00.000000,33.0
03/03/2019 17:00:00.000000,35.0
03/03/2019 18:00:00.000000,37.0
03/03/2019 19:00:00.000000,37.0
03/03/2019 20:00:00.000000,37.0
03/03/2019 21:00:00.000000,37.0
03/03/2019 22:00:00.000000,38.0
03/03/2019 23:00:00.000000,38.0
03/04/2019 00:00:00.000000,39.0
03/04/2019 01:00:00.000000,38.0
03/04/2019 02:00:00.000000,36.0
03/04/2019 03:00:00.000000,34.0
03/04/2019 04:00:00.000000,29.0
03/04/2019 05:00:00.000000,29.0
03/04/2019 06:00:00.000000,28.0
03/04/2019 07:00:00.000000,27.0
03/04/2019 08:00:00.000000,27.0
03/04/2019 09:00:00.000000,24.0
03/04/2019 10:00:00.000000,22.0
03/04/2019 11:00:00.000000,20.0
03/04/2019 12:00:00.000000,20.0
03/04/2019 13:00:00.000000,19.0
03/04/2019 14:00:00.000000,21.0
03/04/2019 15:00:00.000000,24.0
03/04/2019 16:00:00.000000,29.0
03/04/2019 17:00:00.000000,36.0
03/04/2019 18:00:00.000000,41.0
03/04/2019 19:00:00.000000,40.0
03/04/2019 20:00:00.000000,45.0
03/04/2019 21:00:00.000000,45.0
03/04/2019 22:00:00.000000,45.0
03/04/2019 23:00:00.000000,48.0
03/05/2019 00:00:00.000000,47.0
03/05/2019 01:00:00.000000,47.0
03/05/2019 02:00:00.000000,42.0
03/05/2019 03:00:00.000000,31.0
03/05/2019 04:00:00.000000,29.0
03/05/2019 05:00:00.000000,6.0
03/05/2019 06:00:00.000000,13.0
03/05/2019 07:00:00.000000,8.0
03/05/2019 08:00:00.000000,1.0
03/05/2019 09:00:00.000000,1.0
03/05/2019 10:00:00.000000,1.0
03/05/2019 11:00:00.000000,1.0
03/05/2019 12:00:00.000000,3.0
03/05/2019 13:00:00.000000,6.0
03/05/2019 14:00:00.000000,6.0
03/05/2019 15:00:00.000000,22.0
03/05/2019 16:00:00.000000,26.0
