InstrumentName, West Denver PA-II B,,
StartTime, 2019-03-01 00:00:00,,
EndTime, 2019-03-31 23:59:59,,
Date,PM2.5,humidity,temp_f
03/01/2019 00:00:58.142000,9.06,31.0,60.0
03/01/2019 00:03:38.050000,8.63,31.0,59.0
03/01/2019 00:04:58.152000,9.04,32.0,59.0
03/01/2019 00:07:37.970000,9.38,32.0,59.0
03/01/2019 00:08:57.961000,9.82,32.0,59.0
03/01/2019 00:11:38.062000,9.0,32.0,60.0
03/01/2019 00:12:58.161000,9.74,32.0,59.0
03/01/2019 00:15:38.271000,9.6,32.0,59.0
03/01/2019 00:16:58.058000,9.26,32.0,59.0
03/01/2019 00:19:38.062000,9.72,32.0,59.0
03/01/2019 00:20:58.089000,9.6,32.0,59.0
03/01/2019 00:23:38.361000,8.53,32.0,59.0
03/01/2019 00:24:57.977000,9.2,32.0,59.0
03/01/2019 00:27:38.208000,8.91,32.0,59.0
03/01/2019 00:28:58.346000,9.93,32.0,59.0
03/01/2019 00:31:37.978000,10.17,32.0,59.0
03/01/2019 00:32:58.249000,10.89,32.0,59.0
03/01/2019 00:35:37.994000,9.55,32.0,59.0
03/01/2019 00:36:58.032000,8.89,32.0,59.0
03/01/2019 00:39:38.008000,9.47,33.0,59.0
03/01/2019 00:40:58.292000,10.04,32.0,58.0
03/01/2019 00:43:38.742000,11.17,33.0,58.0
03/01/2019 00:44:58.040000,11.52,33.0,58.0
03/01/2019 00:47:38.126000,11.61,33.0,57.0
03/01/2019 00:48:58.092000,10.26,33.0,57.0
03/01/2019 00:51:37.987000,10.57,33.0,57.0
03/01/2019 00:52:58.289000,9.65,33.0,57.0
03/01/2019 00:55:38.006000,9.15,34.0,57.0
03/01/2019 00:56:58.045000,9.61,33.0,57.0
03/01/2019 00:59:38.007000,10.78,33.0,57.0
03/01/2019 01:00:58.089000,12.82,33.0,57.0
03/01/2019 01:03:38.082000,11.69,33.0,57.0
03/01/2019 01:04:58.128000,11.28,33.0,57.0
03/01/2019 01:07:38.114000,11.63,33.0,57.0
03/01/2019 01:08:58.061000,11.79,33.0,57.0
03/01/2019 01:11:38.422000,11.7,33.0,57.0
03/01/2019 01:12:58.167000,12.02,33.0,57.0
03/01/2019 01:15:37.999000,13.23,33.0,57.0
03/01/2019 01:16:58.225000,11.62,34.0,57.0
03/01/2019 01:19:38.042000,11.53,34.0,57.0
03/01/2019 01:20:58.012000,10.93,34.0,57.0
03/01/2019 01:23:38.075000,10.91,34.0,57.0
03/01/2019 01:24:58.042000,10.74,34.0,57.0
03/01/2019 01:27:38.093000,9.98,34.0,57.0
03/01/2019 01:28:58.240000,9.77,34.0,57.0
03/01/2019 01:31:38.032000,10.31,34.0,57.0
03/01/2019 01:32:58.276000,12.13,34.0,56.0
03/01/2019 01:35:38.457000,10.87,34.0,56.0
03/01/2019 01:36:58.162000,10.64,34.0,56.0
03/01/2019 01:39:38.024000,11.77,34.0,56.0
03/01/2019 01:40:58.020000,11.26,34.0,56.0
03/01/2019 01:43:38.750000,11.0,34.0,56.0
03/01/2019 01:44:58.058000,11.37,34.0,56.0
03/01/2019 01:47:38.243000,12.36,34.0,56.0
03/01/2019 01:48:58.360000,12.2,35.0,56.0
03/01/2019 01:51:38.184000,11.74,35.0,56.0
03/01/2019 01:52:58.249000,13.48,35.0,56.0
03/01/2019 01:55:38.176000,11.83,35.0,56.0
03/01/2019 01:56:58.057000,13.11,35.0,56.0
03/01/2019 02:00:58.223000,15.98,35.0,55.0
03/01/2019 02:03:38.234000,21.48,35.0,55.0
03/01/2019 02:04:58.062000,18.82,35.0,55.0
03/01/2019 02:07:39.541000,16.76,35.0,55.0
03/01/2019 02:08:58.245000,16.93,35.0,55.0
03/01/2019 02:11:38.196000,19.89,36.0,55.0
03/01/2019 02:12:58.649000,18.96,36.0,55.0
03/01/2019 02:15:38.016000,17.98,36.0,55.0
03/01/2019 02:16:58.304000,17.89,36.0,55.0
03/01/2019 02:19:38.438000,17.11,36.0,54.0
03/01/2019 02:20:58.231000,18.76,36.0,54.0
03/01/2019 02:23:38.209000,19.0,36.0,54.0
03/01/2019 02:24:58.257000,15.85,36.0,54.0
03/01/2019 02:27:38.340000,17.77,36.0,54.0
03/01/2019 02:28:58.159000,15.83,36.0,54.0
03/01/2019 02:31:38.113000,16.0,37.0,54.0
