InstrumentName, Woods Park,,
StartTime, 2019-08-01 00:00:00,,
EndTime, 2019-08-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
08/01/2019 00:00:32.000000,1.04,1.96,1.96
08/01/2019 00:04:32.000000,1.62,2.87,2.72
08/01/2019 00:08:32.000000,1.69,2.64,2.56
08/01/2019 00:12:32.000000,1.2,2.09,1.8
08/01/2019 00:16:32.000000,1.81,3.46,2.66
08/01/2019 00:22:32.000000,1.96,3.06,2.81
08/01/2019 00:26:32.000000,1.8,3.06,2.8
08/01/2019 00:36:32.000000,2.18,2.87,2.73
08/01/2019 00:44:32.000000,2.04,3.35,3.0
08/01/2019 00:48:32.000000,2.16,3.2,2.99
08/01/2019 00:52:32.000000,2.07,3.3,3.3
08/01/2019 00:56:32.000000,2.14,2.91,2.91
08/01/2019 01:00:32.000000,1.91,2.96,2.7
08/01/2019 01:06:32.000000,1.46,2.81,2.81
08/01/2019 01:12:32.000000,1.81,2.79,2.57
08/01/2019 01:16:32.000000,2.41,3.63,3.41
08/01/2019 01:20:32.000000,2.26,3.53,3.21
08/01/2019 01:24:32.000000,2.51,3.69,3.46
08/01/2019 01:28:32.000000,2.34,3.99,3.64
08/01/2019 01:32:32.000000,2.54,3.88,3.74
08/01/2019 01:36:32.000000,2.63,3.59,3.54
08/01/2019 01:40:32.000000,2.44,3.53,3.4
08/01/2019 01:44:32.000000,2.51,3.9,3.65
08/01/2019 01:48:32.000000,2.53,3.87,3.79
08/01/2019 01:52:32.000000,2.37,3.19,3.15
08/01/2019 01:56:32.000000,2.36,3.34,3.19
08/01/2019 02:00:32.000000,2.34,4.43,3.59
08/01/2019 02:02:32.000000,2.78,4.09,3.84
08/01/2019 02:04:32.000000,2.56,4.03,3.94
08/01/2019 02:06:33.000000,2.14,3.57,3.37
08/01/2019 02:10:32.000000,3.09,5.15,4.6
08/01/2019 02:12:32.000000,2.91,4.72,4.44
08/01/2019 02:16:31.000000,3.11,5.04,4.87
08/01/2019 02:20:31.000000,3.1,5.03,4.33
08/01/2019 02:22:31.000000,3.1,4.79,4.52
08/01/2019 02:24:31.000000,3.25,4.68,4.42
08/01/2019 02:26:31.000000,3.17,4.7,4.45
08/01/2019 02:28:31.000000,2.47,3.85,3.6
08/01/2019 02:30:31.000000,3.35,5.62,5.01
08/01/2019 02:32:31.000000,2.99,4.54,4.29
08/01/2019 02:34:31.000000,2.89,4.44,4.0
08/01/2019 02:36:31.000000,3.38,5.43,5.24
08/01/2019 02:38:32.000000,3.51,5.99,5.18
08/01/2019 02:40:32.000000,3.04,4.69,4.37
08/01/2019 02:42:32.000000,3.27,4.63,4.53
08/01/2019 02:44:31.000000,3.28,4.84,4.84
08/01/2019 02:46:32.000000,3.47,4.94,4.82
08/01/2019 02:48:32.000000,2.87,4.71,4.43
08/01/2019 02:50:32.000000,2.79,4.24,4.23
08/01/2019 02:52:32.000000,3.13,4.69,4.4
08/01/2019 03:34:32.000000,3.25,5.36,4.88
08/01/2019 04:10:32.000000,2.61,3.23,3.23
08/01/2019 04:12:31.000000,2.33,3.13,3.07
08/01/2019 04:14:32.000000,2.52,3.7,3.59
08/01/2019 04:16:32.000000,2.34,3.14,3.14
08/01/2019 04:18:32.000000,2.28,3.26,2.87
08/01/2019 04:20:32.000000,1.88,3.15,3.1
08/01/2019 04:22:32.000000,1.72,2.85,2.63
08/01/2019 04:24:31.000000,2.18,3.24,3.24
08/01/2019 04:26:32.000000,1.66,2.51,2.51
08/01/2019 04:28:32.000000,1.96,2.9,2.63
08/01/2019 04:30:32.000000,2.1,2.8,2.8
08/01/2019 04:32:32.000000,1.64,2.36,2.36
08/01/2019 04:34:32.000000,1.8,2.71,2.49
08/01/2019 04:36:32.000000,2.04,3.18,2.52
08/01/2019 04:38:31.000000,1.94,2.81,2.74
08/01/2019 04:40:32.000000,1.82,2.97,2.44
08/01/2019 04:42:32.000000,2.09,3.37,3.15
08/01/2019 04:44:32.000000,2.38,3.53,3.25
08/01/2019 04:46:32.000000,2.1,3.19,3.01
08/01/2019 04:48:31.000000,2.06,3.06,2.84
08/01/2019 04:50:32.000000,1.93,2.55,2.55
08/01/2019 04:52:32.000000,1.54,2.66,2.65
08/01/2019 04:54:32.000000,1.88,2.76,2.66
08/01/2019 04:56:31.000000,1.77,2.61,2.61
08/01/2019 04:58:32.000000,1.8,2.83,2.61
08/01/2019 05:00:31.000000,1.75,2.63,2.41
08/01/2019 05:02:32.000000,1.94,2.69,2.66
08/01/2019 05:04:32.000000,1.83,2.7,2.56
08/01/2019 05:06:31.000000,1.59,2.52,2.35
08/01/2019 05:08:31.000000,2.0,3.03,3.03
08/01/2019 05:10:31.000000,1.9,3.0,2.69
08/01/2019 05:12:31.000000,1.94,3.12,2.75
08/01/2019 05:14:32.000000,2.04,2.71,2.59
08/01/2019 05:16:32.000000,2.0,3.01,2.59
08/01/2019 05:18:32.000000,1.78,3.13,3.09
08/01/2019 05:20:32.000000,1.49,2.65,2.29
08/01/2019 05:22:32.000000,2.25,2.92,2.87
08/01/2019 05:24:32.000000,2.1,3.15,2.96
08/01/2019 05:26:32.000000,1.42,2.23,2.04
08/01/2019 05:28:32.000000,1.96,2.78,2.78
08/01/2019 05:30:32.000000,2.07,2.87,2.7
08/01/2019 05:32:32.000000,1.76,2.61,2.48
08/01/2019 05:34:32.000000,1.85,3.07,2.69
08/01/2019 05:36:31.000000,2.18,3.37,3.0
08/01/2019 05:38:31.000000,1.73,2.94,2.51
08/01/2019 05:40:32.000000,2.0,2.64,2.44
08/01/2019 05:42:32.000000,2.0,2.96,2.67
08/01/2019 05:44:31.000000,2.0,3.1,2.97
08/01/2019 05:46:31.000000,1.61,2.39,2.32
08/01/2019 05:48:31.000000,2.3,3.11,3.03
08/01/2019 05:50:32.000000,2.28,3.22,3.04
08/01/2019 05:52:31.000000,1.82,2.85,2.78
08/01/2019 05:54:32.000000,1.88,2.68,2.45
08/01/2019 05:56:32.000000,1.92,2.82,2.8
08/01/2019 05:58:32.000000,1.86,2.72,2.49
08/01/2019 06:00:32.000000,1.84,3.43,3.09
08/01/2019 06:02:32.000000,2.21,3.31,3.26
08/01/2019 06:04:32.000000,2.29,3.04,3.0
08/01/2019 06:06:31.000000,1.45,2.42,2.22
08/01/2019 06:08:31.000000,2.06,2.9,2.9
08/01/2019 06:10:31.000000,2.19,3.09,2.87
08/01/2019 06:16:31.000000,2.29,3.74,3.39
08/01/2019 06:18:31.000000,1.99,3.01,2.96
08/01/2019 06:22:32.000000,2.11,2.82,2.82
08/01/2019 06:26:31.000000,1.72,3.03,2.72
08/01/2019 06:30:31.000000,2.21,3.06,3.06
08/01/2019 06:34:31.000000,1.99,2.93,2.72
08/01/2019 06:38:31.000000,1.96,2.84,2.83
08/01/2019 06:42:32.000000,2.4,3.04,2.97
08/01/2019 06:46:31.000000,1.66,3.23,2.8
08/01/2019 06:50:32.000000,1.88,2.63,2.45
08/01/2019 06:54:32.000000,1.94,2.88,2.72
08/01/2019 06:58:31.000000,1.84,2.23,2.23
