InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-08-01 00:00:00,,,,
EndTime, 2019-08-31 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
08/01/2019 00:08:14.213000,4.705883,7.941176,9.761055,34.586479,26.793316
08/01/2019 00:25:06.523000,5.352941,9.588235,10.140462,33.769363,28.780041
08/01/2019 00:41:58.949000,4.235294,7.882353,9.887524,32.415504,28.757153
08/01/2019 00:58:51.026000,4.529412,8.176471,10.04561,31.486229,30.130465
08/01/2019 01:15:43.159000,5.235294,8.176471,10.172079,30.701149,32.127872
08/01/2019 01:32:35.655000,2.235294,4.176471,8.022108,29.830627,29.494164
08/01/2019 01:49:28.142000,3.058824,6.294117,8.717687,28.281837,33.9086
08/01/2019 02:06:21.173000,4.235294,7.941176,9.792672,24.599449,52.672619
08/01/2019 02:23:14.720000,4.823529,9.0,10.203696,22.602043,64.029907
08/01/2019 02:40:08.489000,5.176471,8.352942,10.013993,20.970474,68.966202
08/01/2019 02:57:02.453000,4.764706,7.941176,9.634586,19.77684,71.900513
08/01/2019 03:13:56.404000,3.117647,8.0,9.160328,19.245438,72.65583
08/01/2019 03:30:50.285000,1.176471,2.941176,7.073592,19.621956,68.625923
08/01/2019 03:47:43.984000,1.411765,3.588235,7.579467,20.479134,66.805527
08/01/2019 04:04:37.590000,1.470588,4.176471,7.611084,20.380333,69.323265
08/01/2019 04:21:31.354000,2.0,3.941176,8.022108,20.297554,68.760208
08/01/2019 04:38:25.194000,2.529412,6.0,8.717687,20.254829,72.294197
08/01/2019 04:55:18.873000,3.470588,6.647059,9.350031,20.003815,77.033646
08/01/2019 05:12:12.692000,3.588235,6.764706,8.844156,19.635307,77.720299
08/01/2019 05:29:06.453000,3.588235,5.588235,8.654453,19.579231,77.906464
08/01/2019 05:46:00.304000,3.235294,5.941176,8.844156,19.539177,77.802704
08/01/2019 06:02:54.173000,3.294118,6.529412,9.255179,19.453728,76.75441
08/01/2019 06:19:48.038000,3.764706,8.588235,9.729438,19.370949,78.762497
08/01/2019 06:36:41.984000,3.823529,7.705883,9.381648,19.413673,76.68116
08/01/2019 06:53:35.831000,3.352941,6.235294,9.255179,19.539177,74.206146
08/01/2019 07:10:29.760000,4.0,6.647059,9.097094,19.539177,72.816055
08/01/2019 07:27:23.546000,3.529412,6.823529,9.286797,19.483101,71.960022
08/01/2019 07:44:17.351000,3.529412,6.176471,8.844156,19.328224,72.825211
08/01/2019 08:01:11.117000,4.0,7.647059,9.381648,18.794155,75.466545
08/01/2019 08:18:04.945000,3.529412,6.176471,8.970625,18.639278,74.651711
08/01/2019 08:34:58.704000,3.529412,6.235294,9.128711,18.820858,75.480278
08/01/2019 08:51:52.919000,3.823529,7.176471,9.381648,18.863583,76.441597
08/01/2019 09:08:47.098000,4.529412,9.117647,10.140462,18.794155,77.372398
08/01/2019 09:25:40.980000,3.0,6.117647,8.559601,18.764782,71.74334
08/01/2019 09:42:34.878000,3.0,6.588235,8.68607,18.708706,71.033798
08/01/2019 09:59:28.871000,2.529412,5.647059,8.559601,18.430992,71.395439
08/01/2019 10:16:22.708000,2.470588,5.705883,8.464749,18.316166,70.955978
08/01/2019 10:33:16.594000,3.529412,6.235294,8.875773,17.838177,73.492027
08/01/2019 10:50:10.669000,3.764706,6.588235,9.255179,17.485695,77.683678
08/01/2019 11:07:04.719000,4.529412,8.294118,9.950758,17.234684,79.295036
08/01/2019 11:23:58.650000,3.764706,7.0,9.508117,17.079803,79.233994
08/01/2019 11:40:52.784000,4.0,7.705883,9.792672,16.967651,80.17395
08/01/2019 11:57:46.974000,5.235294,7.941176,10.04561,16.743343,82.233917
08/01/2019 12:14:41.098000,4.764706,8.352942,9.887524,16.545738,83.784241
08/01/2019 12:31:35.253000,6.058824,10.470589,11.152213,16.545738,85.619896
08/01/2019 12:48:29.298000,8.176471,14.764706,12.796308,17.528419,82.687111
08/01/2019 13:05:23.032000,6.294117,10.764706,11.278681,18.543144,75.622185
08/01/2019 13:22:17.211000,5.294117,9.941176,10.741188,19.974442,69.321739
08/01/2019 13:39:10.943000,4.529412,9.176471,10.456634,21.675438,63.216602
08/01/2019 13:56:04.567000,5.470588,9.352942,10.425016,22.041275,62.491798
08/01/2019 14:12:58.125000,5.0,9.0,10.203696,22.335014,61.834133
08/01/2019 14:29:51.593000,4.529412,7.470588,9.539734,23.475243,57.782864
08/01/2019 14:46:44.962000,5.764706,10.0,10.741188,23.897156,59.136341
08/01/2019 15:03:38.018000,5.529412,8.882353,10.298548,26.794464,50.3624
08/01/2019 15:20:31.668000,5.0,9.235294,10.456634,28.436714,43.311207
08/01/2019 15:37:24.066000,6.0,11.52381,10.840557,30.645073,38.519875
08/01/2019 15:54:16.323000,5.470588,8.411765,10.04561,32.573051,36.191349
08/01/2019 16:11:11.711000,4.235294,7.294117,9.634586,33.910889,33.565269
08/01/2019 16:28:03.741000,5.588235,8.352942,10.393399,34.458305,32.141605
08/01/2019 16:44:55.673000,6.705883,9.882353,10.677954,34.840164,31.078051
08/01/2019 17:01:50.546000,6.705883,10.647058,11.373533,35.980392,28.941788
08/01/2019 17:18:42.153000,7.352941,12.176471,12.195581,37.80957,26.907759
08/01/2019 17:35:33.780000,6.705883,10.352942,10.962509,38.231476,26.923018
08/01/2019 17:52:25.415000,8.0,12.176471,11.911025,37.878998,26.651407
08/01/2019 18:09:17.117000,7.470588,12.0,11.942643,37.344933,26.550697
08/01/2019 18:26:11.875000,7.882353,12.058824,11.847791,38.96582,24.776073
08/01/2019 18:43:03.509000,7.0,10.705882,11.152213,38.923096,25.838102
08/01/2019 18:59:55.296000,6.529412,10.705882,11.373533,37.89502,27.829405
08/01/2019 19:16:50.386000,8.705882,12.470589,12.195581,36.44503,29.08217
08/01/2019 19:33:45.444000,7.294117,11.941176,11.658088,35.756088,30.663004
08/01/2019 19:50:37.658000,7.941176,12.058824,12.132346,34.217972,32.539864
08/01/2019 20:07:30.026000,6.588235,10.235294,11.025744,32.671852,34.044403
08/01/2019 20:24:25.360000,5.823529,8.529411,10.203696,32.866791,34.045929
08/01/2019 20:41:17.383000,5.0,8.941176,10.077227,34.79744,30.525673
08/01/2019 20:58:09.355000,3.764706,6.117647,8.812539,35.812164,27.582209
08/01/2019 21:15:01.502000,2.176471,4.588235,8.11696,33.601128,29.990082
08/01/2019 21:31:54.170000,2.705882,4.882353,8.401515,31.00824,35.945679
08/01/2019 21:48:47.040000,2.529412,5.0,8.33828,29.096283,39.516289
08/01/2019 22:05:40.164000,3.058824,5.529412,8.464749,27.213699,51.749447
08/01/2019 22:22:33.674000,3.235294,5.176471,8.559601,25.245667,56.426338
08/01/2019 22:39:26.907000,3.470588,6.470588,8.717687,25.021362,55.690853
08/01/2019 22:56:20.551000,2.529412,5.0,7.927257,23.600746,62.899216
08/01/2019 23:13:14.477000,3.235294,6.470588,8.970625,22.687492,68.343636
08/01/2019 23:30:08.107000,2.764706,5.176471,8.306663,24.190887,61.206989
