InstrumentName, Wash Park West B
StartTime, 2019-08-01 00:00:00
EndTime, 2019-08-31 23:59:59
Date,PM2.5
08/01/2019 00:01:45.485000,11.13
08/01/2019 00:05:45.517000,11.28
08/01/2019 00:09:45.530000,10.43
08/01/2019 00:13:45.557000,11.28
08/01/2019 00:19:45.490000,11.59
08/01/2019 00:23:45.535000,12.19
08/01/2019 00:33:45.756000,12.32
08/01/2019 00:41:45.588000,13.15
08/01/2019 00:45:45.536000,14.27
08/01/2019 00:49:45.898000,12.82
08/01/2019 00:53:45.553000,13.52
08/01/2019 00:57:45.539000,14.56
08/01/2019 01:03:45.557000,11.44
08/01/2019 01:09:45.567000,11.47
08/01/2019 01:13:45.570000,10.91
08/01/2019 01:17:45.570000,10.44
08/01/2019 01:21:45.583000,9.19
08/01/2019 01:25:45.586000,7.46
08/01/2019 01:29:45.583000,7.27
08/01/2019 01:33:45.886000,7.72
08/01/2019 01:37:45.633000,8.14
08/01/2019 01:41:45.622000,7.93
08/01/2019 01:45:45.648000,8.42
08/01/2019 01:49:45.615000,7.76
08/01/2019 01:53:45.615000,7.33
08/01/2019 01:57:45.682000,7.53
08/01/2019 02:01:45.640000,8.15
08/01/2019 02:03:45.610000,8.4
08/01/2019 02:05:46.583000,8.67
08/01/2019 02:09:45.625000,8.9
08/01/2019 02:11:45.638000,9.22
08/01/2019 02:15:45.921000,8.89
08/01/2019 02:19:45.677000,7.9
08/01/2019 02:21:45.643000,7.81
08/01/2019 02:23:45.636000,7.61
08/01/2019 02:25:45.638000,7.67
08/01/2019 02:27:45.634000,8.29
08/01/2019 02:29:46.288000,8.79
08/01/2019 02:31:45.670000,7.88
08/01/2019 02:33:45.968000,8.01
08/01/2019 02:35:45.703000,7.59
08/01/2019 02:37:45.680000,8.1
08/01/2019 02:39:45.676000,7.45
08/01/2019 02:41:46.083000,7.32
08/01/2019 02:43:45.667000,6.69
08/01/2019 02:45:45.666000,6.85
08/01/2019 02:47:45.691000,7.19
08/01/2019 02:49:45.641000,7.7
08/01/2019 02:51:45.836000,7.27
08/01/2019 03:33:46.622000,5.82
08/01/2019 04:09:45.765000,4.99
08/01/2019 04:11:45.743000,5.21
08/01/2019 04:13:45.753000,4.28
08/01/2019 04:15:45.723000,4.66
08/01/2019 04:17:45.800000,4.92
08/01/2019 04:19:45.751000,4.69
08/01/2019 04:21:45.772000,4.3
08/01/2019 04:23:45.793000,4.52
08/01/2019 04:25:45.786000,4.81
08/01/2019 04:27:45.864000,4.77
08/01/2019 04:29:45.851000,4.26
08/01/2019 04:31:45.795000,4.29
08/01/2019 04:33:46.082000,4.31
08/01/2019 04:35:46.757000,3.65
08/01/2019 04:37:45.752000,4.06
08/01/2019 04:39:45.837000,4.04
08/01/2019 04:41:45.785000,4.88
08/01/2019 04:43:45.824000,4.45
08/01/2019 04:45:46.051000,4.76
08/01/2019 04:47:45.825000,5.04
08/01/2019 04:49:45.834000,5.24
08/01/2019 04:51:45.835000,5.03
08/01/2019 04:53:45.783000,5.63
08/01/2019 04:55:45.808000,5.6
08/01/2019 04:57:45.800000,5.43
08/01/2019 04:59:45.811000,4.7
08/01/2019 05:01:45.867000,5.99
08/01/2019 05:03:45.845000,5.48
08/01/2019 05:05:45.832000,5.59
08/01/2019 05:07:45.845000,4.81
08/01/2019 05:09:45.782000,5.83
08/01/2019 05:11:45.812000,5.05
08/01/2019 05:13:45.798000,5.35
08/01/2019 05:15:45.835000,4.9
08/01/2019 05:17:45.878000,5.28
08/01/2019 05:19:45.804000,5.46
08/01/2019 05:21:45.838000,5.25
08/01/2019 05:23:45.814000,5.72
08/01/2019 05:25:45.849000,6.42
08/01/2019 05:27:45.876000,6.18
08/01/2019 05:29:45.841000,5.85
08/01/2019 05:31:45.850000,6.33
08/01/2019 05:33:46.155000,6.64
08/01/2019 05:35:45.856000,6.69
08/01/2019 05:37:45.868000,6.35
08/01/2019 05:39:46.382000,6.34
08/01/2019 05:41:45.880000,6.48
08/01/2019 05:43:45.853000,5.96
08/01/2019 05:45:45.866000,5.83
08/01/2019 05:47:45.846000,5.94
08/01/2019 05:49:45.884000,6.09
08/01/2019 05:51:45.878000,5.7
08/01/2019 05:53:45.862000,5.86
08/01/2019 05:55:45.999000,5.91
08/01/2019 05:57:45.863000,6.65
08/01/2019 05:59:45.859000,6.24
08/01/2019 06:01:45.850000,6.97
08/01/2019 06:03:45.888000,5.97
08/01/2019 06:05:45.876000,6.67
08/01/2019 06:07:45.852000,6.33
08/01/2019 06:09:45.866000,7.47
08/01/2019 06:13:45.875000,6.63
08/01/2019 06:17:45.866000,7.35
08/01/2019 06:21:45.981000,7.32
08/01/2019 06:25:45.899000,7.1
08/01/2019 06:29:45.879000,6.21
08/01/2019 06:33:46.272000,6.71
08/01/2019 06:37:45.934000,6.78
08/01/2019 06:41:45.887000,6.97
08/01/2019 06:45:45.904000,6.91
08/01/2019 06:49:45.920000,7.63
08/01/2019 06:53:45.957000,7.13
08/01/2019 06:57:45.911000,6.71
08/01/2019 07:01:45.949000,7.17
08/01/2019 07:05:45.976000,7.37
08/01/2019 07:09:45.981000,7.0
08/01/2019 07:13:45.957000,7.79
08/01/2019 07:17:45.934000,7.51
08/01/2019 07:21:47.034000,7.0
08/01/2019 07:25:46.520000,7.12
08/01/2019 07:29:45.983000,7.42
08/01/2019 07:33:46.195000,7.31
08/01/2019 07:37:45.976000,7.79
08/01/2019 07:41:45.938000,6.2
08/01/2019 07:45:45.944000,7.78
08/01/2019 07:49:45.945000,7.92
08/01/2019 07:53:45.986000,8.06
08/01/2019 07:57:45.982000,7.17
08/01/2019 08:01:45.992000,7.17
08/01/2019 08:05:45.965000,7.67
08/01/2019 08:09:45.993000,8.28
08/01/2019 08:13:45.999000,8.62
08/01/2019 08:17:45.985000,8.16
08/01/2019 08:21:46.004000,8.2
08/01/2019 08:25:46.008000,7.69
08/01/2019 08:29:46.011000,7.87
08/01/2019 08:33:46.369000,7.16
08/01/2019 08:37:46.048000,7.55
08/01/2019 08:41:46.012000,7.03
08/01/2019 08:45:46.038000,7.25
08/01/2019 08:49:46.010000,7.07
08/01/2019 08:53:46.042000,7.04
08/01/2019 08:57:46.030000,7.24
08/01/2019 09:01:46.086000,6.9
08/01/2019 09:05:46.054000,6.96
08/01/2019 09:09:46.036000,7.78
08/01/2019 09:13:46.074000,7.34
08/01/2019 09:17:46.052000,7.34
08/01/2019 09:21:46.059000,7.46
08/01/2019 09:25:46.074000,7.69
08/01/2019 09:29:46.102000,7.29
08/01/2019 09:33:46.351000,6.9
08/01/2019 09:37:46.104000,6.77
08/01/2019 09:41:46.071000,7.33
08/01/2019 09:45:46.074000,6.91
08/01/2019 09:49:46.189000,6.61
08/01/2019 09:53:46.099000,6.13
08/01/2019 09:57:46.085000,7.0
08/01/2019 10:01:46.103000,6.15
08/01/2019 10:05:46.111000,7.4
08/01/2019 10:09:46.127000,6.44
08/01/2019 10:13:46.175000,6.55
08/01/2019 10:17:46.288000,7.74
08/01/2019 10:21:46.144000,7.23
