InstrumentName, CAMP,,,,,
StartTime, 2022-09-01 00:00:00,,,,,
EndTime, 2022-09-30 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
09/01/2022 00:00:00.000000,0.166,4.0,48.0,18.8,4.3,0.0
09/01/2022 01:00:00.000000,0.298,9.0,52.0,15.2,4.4,0.0
09/01/2022 02:00:00.000000,0.239,10.0,49.0,22.3,6.0,0.0
09/01/2022 03:00:00.000000,0.262,10.0,49.0,21.0,5.3,0.0
09/01/2022 04:00:00.000000,0.236,,47.0,35.7,9.3,0.0
09/01/2022 05:00:00.000000,0.201,9.0,44.0,34.0,9.0,0.0
09/01/2022 06:00:00.000000,0.148,9.0,41.0,34.0,8.7,0.0
09/01/2022 07:00:00.000000,,7.0,35.0,32.0,8.6,0.0
09/01/2022 08:00:00.000000,,11.0,35.0,,,0.0
09/01/2022 09:00:00.000000,0.12,11.0,30.0,23.8,8.0,0.0
09/01/2022 10:00:00.000000,0.131,5.0,37.0,25.0,8.2,0.0
09/01/2022 11:00:00.000000,0.185,7.0,32.0,22.0,7.0,0.0
09/01/2022 12:00:00.000000,0.253,16.0,23.0,19.0,7.4,0.0
09/01/2022 13:00:00.000000,0.351,18.0,22.0,26.4,8.6,0.0
09/01/2022 14:00:00.000000,0.431,21.0,21.0,23.0,9.9,0.0
09/01/2022 15:00:00.000000,0.463,20.0,32.0,37.6,8.3,0.0
09/01/2022 16:00:00.000000,0.273,13.0,40.0,34.0,5.9,0.0
09/01/2022 17:00:00.000000,0.266,11.0,52.0,29.0,7.4,0.0
09/01/2022 18:00:00.000000,0.198,7.0,41.0,10.9,3.9,0.0
09/01/2022 19:00:00.000000,0.21,10.0,53.0,16.8,5.5,0.0
09/01/2022 20:00:00.000000,0.243,9.0,47.0,17.0,5.2,0.0
09/01/2022 21:00:00.000000,0.23,8.0,54.0,16.0,4.8,0.0
09/01/2022 22:00:00.000000,,8.0,56.0,14.0,5.1,
09/01/2022 23:00:00.000000,0.295,9.0,57.0,13.9,5.2,0.0
09/02/2022 00:00:00.000000,0.252,8.0,53.0,10.7,4.2,0.0
09/02/2022 01:00:00.000000,0.353,13.0,48.0,17.2,6.2,0.0
09/02/2022 02:00:00.000000,0.365,18.0,37.0,15.8,7.0,0.0
09/02/2022 03:00:00.000000,0.422,18.0,31.0,15.8,7.4,0.0
09/02/2022 04:00:00.000000,0.229,,38.0,16.9,8.3,0.0
09/02/2022 05:00:00.000000,0.233,10.0,39.0,16.4,7.6,0.0
09/02/2022 06:00:00.000000,0.172,7.0,41.0,14.0,7.9,0.0
09/02/2022 07:00:00.000000,,,39.0,15.0,7.7,
09/02/2022 08:00:00.000000,,,39.0,,,
09/02/2022 09:00:00.000000,0.155,6.0,36.0,15.2,9.2,0.0
09/02/2022 10:00:00.000000,0.205,9.0,32.0,15.6,9.0,0.0
09/02/2022 11:00:00.000000,0.222,17.0,22.0,17.7,9.6,0.0
09/02/2022 12:00:00.000000,0.265,20.0,21.0,19.5,11.2,0.0
09/02/2022 13:00:00.000000,0.369,16.0,24.0,18.6,9.2,0.0
09/02/2022 14:00:00.000000,0.437,25.0,16.0,43.1,11.7,0.0
09/02/2022 15:00:00.000000,0.533,34.0,16.0,46.4,11.6,1.0
09/02/2022 16:00:00.000000,0.419,28.0,28.0,42.2,9.6,1.0
09/02/2022 17:00:00.000000,0.311,15.0,48.0,29.3,9.0,1.0
09/02/2022 18:00:00.000000,0.251,11.0,59.0,31.4,8.6,1.0
09/02/2022 19:00:00.000000,0.26,7.0,64.0,28.2,7.9,1.0
09/02/2022 20:00:00.000000,0.268,7.0,65.0,25.7,7.3,0.0
09/02/2022 21:00:00.000000,0.332,8.0,64.0,27.8,7.5,0.0
09/02/2022 22:00:00.000000,0.462,6.0,63.0,20.8,6.2,0.0
09/02/2022 23:00:00.000000,0.247,8.0,61.0,18.7,5.9,0.0
09/03/2022 00:00:00.000000,0.294,10.0,56.0,19.7,6.2,0.0
09/03/2022 01:00:00.000000,0.347,11.0,51.0,23.5,6.5,0.0
09/03/2022 02:00:00.000000,0.293,10.0,46.0,32.5,9.3,0.0
09/03/2022 03:00:00.000000,0.185,5.0,49.0,20.5,8.0,0.0
09/03/2022 04:00:00.000000,0.181,,47.0,7.7,4.7,0.0
09/03/2022 05:00:00.000000,0.167,3.0,49.0,4.8,2.9,0.0
09/03/2022 06:00:00.000000,0.177,5.0,42.0,7.2,4.3,0.0
09/03/2022 07:00:00.000000,,,44.0,8.0,4.4,
09/03/2022 08:00:00.000000,,,44.0,,,
09/03/2022 09:00:00.000000,0.14,3.0,44.0,5.0,3.4,0.0
09/03/2022 10:00:00.000000,0.109,3.0,43.0,4.7,3.3,0.0
09/03/2022 11:00:00.000000,0.142,7.0,36.0,5.8,3.6,0.0
09/03/2022 12:00:00.000000,0.219,8.0,32.0,13.6,7.4,0.0
09/03/2022 13:00:00.000000,0.208,10.0,28.0,25.0,12.3,0.0
09/03/2022 14:00:00.000000,0.235,10.0,30.0,26.5,11.9,0.0
09/03/2022 15:00:00.000000,0.228,10.0,34.0,27.8,10.6,0.0
09/03/2022 16:00:00.000000,0.255,8.0,43.0,25.3,9.9,0.0
09/03/2022 17:00:00.000000,0.214,7.0,52.0,17.9,7.7,0.0
09/03/2022 18:00:00.000000,0.204,5.0,60.0,11.2,5.1,0.0
09/03/2022 19:00:00.000000,0.168,3.0,59.0,6.0,2.5,0.0
09/03/2022 20:00:00.000000,0.155,3.0,56.0,4.6,2.3,0.0
09/03/2022 21:00:00.000000,0.15,3.0,58.0,6.2,2.8,0.0
09/03/2022 22:00:00.000000,0.201,3.0,59.0,7.3,3.6,0.0
09/03/2022 23:00:00.000000,0.158,3.0,59.0,7.1,3.6,0.0
09/04/2022 00:00:00.000000,0.18,3.0,57.0,7.5,3.9,0.0
09/04/2022 01:00:00.000000,0.221,6.0,54.0,7.8,4.5,0.0
09/04/2022 02:00:00.000000,0.242,7.0,52.0,7.8,4.3,0.0
09/04/2022 03:00:00.000000,0.225,7.0,49.0,7.0,4.1,0.0
09/04/2022 04:00:00.000000,0.382,,44.0,12.4,4.9,0.0
09/04/2022 05:00:00.000000,0.283,7.0,44.0,6.3,4.3,0.0
09/04/2022 06:00:00.000000,0.33,13.0,34.0,9.7,5.7,0.0
09/04/2022 07:00:00.000000,,,38.0,8.0,5.0,
09/04/2022 08:00:00.000000,,,38.0,,,
09/04/2022 09:00:00.000000,0.21,6.0,37.0,13.2,7.7,0.0
09/04/2022 10:00:00.000000,0.178,7.0,36.0,17.4,9.0,0.0
09/04/2022 11:00:00.000000,0.274,13.0,24.0,17.5,9.6,0.0
09/04/2022 12:00:00.000000,0.417,21.0,11.0,14.0,9.8,0.0
09/04/2022 13:00:00.000000,0.277,13.0,23.0,12.2,7.9,0.0
09/04/2022 14:00:00.000000,0.272,9.0,32.0,12.8,6.3,0.0
09/04/2022 15:00:00.000000,0.214,6.0,42.0,15.3,6.0,0.0
09/04/2022 16:00:00.000000,0.197,6.0,49.0,12.3,5.3,0.0
09/04/2022 17:00:00.000000,0.183,5.0,58.0,10.1,5.0,0.0
09/04/2022 18:00:00.000000,0.167,4.0,64.0,8.5,4.1,0.0
09/04/2022 19:00:00.000000,0.165,4.0,63.0,7.6,3.6,0.0
09/04/2022 20:00:00.000000,0.155,3.0,60.0,8.3,3.9,0.0
09/04/2022 21:00:00.000000,0.139,4.0,60.0,7.6,3.6,0.0
09/04/2022 22:00:00.000000,0.2,5.0,57.0,8.4,3.7,0.0
09/04/2022 23:00:00.000000,0.216,5.0,59.0,10.3,4.1,0.0
09/05/2022 00:00:00.000000,0.233,5.0,58.0,10.6,4.5,0.0
09/05/2022 01:00:00.000000,0.435,15.0,43.0,14.1,5.9,0.0
09/05/2022 02:00:00.000000,0.732,32.0,21.0,20.8,9.6,0.0
09/05/2022 03:00:00.000000,0.736,40.0,17.0,19.2,11.4,0.0
09/05/2022 04:00:00.000000,,,35.0,17.0,9.3,
09/05/2022 05:00:00.000000,0.224,6.0,44.0,15.9,7.7,0.0
09/05/2022 06:00:00.000000,0.206,6.0,43.0,15.5,7.7,0.0
09/05/2022 07:00:00.000000,,,32.0,15.0,7.8,
09/05/2022 08:00:00.000000,,,32.0,,,
09/05/2022 09:00:00.000000,,,38.0,,,
09/05/2022 10:00:00.000000,0.151,4.0,39.0,12.2,7.9,0.0
09/05/2022 11:00:00.000000,0.199,6.0,35.0,13.5,8.0,0.0
09/05/2022 12:00:00.000000,0.183,7.0,34.0,14.9,8.1,0.0
09/05/2022 13:00:00.000000,0.179,6.0,35.0,13.0,7.7,0.0
09/05/2022 14:00:00.000000,0.273,11.0,31.0,14.9,6.6,0.0
09/05/2022 15:00:00.000000,0.323,19.0,30.0,15.2,6.3,0.0
09/05/2022 16:00:00.000000,0.25,13.0,47.0,15.9,5.5,0.0
09/05/2022 17:00:00.000000,0.199,6.0,58.0,15.5,5.2,0.0
09/05/2022 18:00:00.000000,0.171,6.0,61.0,11.4,4.8,0.0
09/05/2022 19:00:00.000000,0.188,6.0,68.0,14.7,4.3,0.0
09/05/2022 20:00:00.000000,0.218,5.0,70.0,15.1,4.4,0.0
09/05/2022 21:00:00.000000,0.203,5.0,73.0,13.6,4.4,1.0
09/05/2022 22:00:00.000000,0.207,7.0,67.0,12.6,4.3,0.0
09/05/2022 23:00:00.000000,0.232,6.0,67.0,12.9,4.0,0.0
09/06/2022 00:00:00.000000,0.231,10.0,57.0,13.7,4.4,0.0
09/06/2022 01:00:00.000000,0.301,15.0,47.0,14.7,5.1,0.0
09/06/2022 02:00:00.000000,0.234,8.0,49.0,14.0,5.6,0.0
09/06/2022 03:00:00.000000,0.237,8.0,45.0,12.2,6.3,0.0
09/06/2022 04:00:00.000000,0.235,,43.0,12.4,6.3,0.0
09/06/2022 05:00:00.000000,0.211,8.0,40.0,13.3,6.6,0.0
09/06/2022 06:00:00.000000,0.171,6.0,40.0,11.3,5.8,0.0
09/06/2022 07:00:00.000000,,,41.0,12.0,6.0,
09/06/2022 08:00:00.000000,,,41.0,,,
09/06/2022 09:00:00.000000,0.137,2.0,45.0,11.3,6.2,0.0
09/06/2022 10:00:00.000000,0.167,5.0,41.0,13.8,7.6,0.0
09/06/2022 11:00:00.000000,0.188,9.0,34.0,14.6,8.0,0.0
09/06/2022 12:00:00.000000,0.262,13.0,31.0,16.0,9.0,0.0
09/06/2022 13:00:00.000000,0.344,16.0,27.0,17.2,8.8,0.0
09/06/2022 14:00:00.000000,0.459,22.0,21.0,23.9,9.3,0.0
09/06/2022 15:00:00.000000,0.609,26.0,23.0,32.8,9.9,
09/06/2022 16:00:00.000000,0.435,20.0,37.0,25.4,8.5,0.0
09/06/2022 17:00:00.000000,0.305,11.0,57.0,22.3,7.6,0.0
09/06/2022 18:00:00.000000,0.315,11.0,69.0,19.5,8.2,0.0
09/06/2022 19:00:00.000000,0.293,9.0,70.0,21.8,8.9,0.0
09/06/2022 20:00:00.000000,0.292,9.0,73.0,20.5,8.6,0.0
09/06/2022 21:00:00.000000,0.314,,75.0,20.5,8.7,0.0
09/06/2022 22:00:00.000000,0.347,10.0,71.0,21.1,8.8,0.0
09/06/2022 23:00:00.000000,0.387,12.0,65.0,22.7,9.8,0.0
09/07/2022 00:00:00.000000,0.407,14.0,53.0,24.5,12.1,0.0
09/07/2022 01:00:00.000000,0.462,22.0,45.0,37.0,15.6,0.0
09/07/2022 02:00:00.000000,0.455,23.0,40.0,37.3,17.9,0.0
09/07/2022 03:00:00.000000,0.439,23.0,40.0,34.3,18.6,0.0
09/07/2022 04:00:00.000000,,,42.0,33.0,17.0,
09/07/2022 05:00:00.000000,0.355,13.0,43.0,30.5,16.7,0.0
09/07/2022 06:00:00.000000,0.232,7.0,49.0,25.5,14.3,0.0
09/07/2022 07:00:00.000000,,,45.0,29.0,15.8,
09/07/2022 08:00:00.000000,,,45.0,,,
09/07/2022 09:00:00.000000,0.244,9.0,43.0,28.8,18.9,0.0
09/07/2022 10:00:00.000000,0.222,6.0,43.0,26.3,17.6,0.0
09/07/2022 11:00:00.000000,0.275,12.0,34.0,24.7,16.5,0.0
09/07/2022 12:00:00.000000,0.402,21.0,23.0,29.4,19.1,0.0
09/07/2022 13:00:00.000000,0.402,20.0,27.0,33.5,19.2,0.0
09/07/2022 14:00:00.000000,0.504,24.0,21.0,38.7,15.2,0.0
09/07/2022 15:00:00.000000,0.498,22.0,26.0,34.7,12.7,0.0
09/07/2022 16:00:00.000000,0.418,17.0,41.0,26.9,11.4,0.0
09/07/2022 17:00:00.000000,,,51.0,31.0,11.3,
09/07/2022 18:00:00.000000,0.329,11.0,64.0,24.6,9.9,0.0
09/07/2022 19:00:00.000000,0.297,8.0,68.0,18.8,7.9,0.0
09/07/2022 20:00:00.000000,0.291,7.0,72.0,16.7,7.8,0.0
09/07/2022 21:00:00.000000,0.403,10.0,67.0,16.6,8.4,0.0
09/07/2022 22:00:00.000000,0.269,7.0,70.0,17.3,8.9,0.0
09/07/2022 23:00:00.000000,0.325,7.0,63.0,22.4,9.7,0.0
09/08/2022 00:00:00.000000,0.279,8.0,57.0,26.2,13.3,0.0
09/08/2022 01:00:00.000000,0.321,9.0,54.0,23.6,12.9,0.0
09/08/2022 02:00:00.000000,0.247,6.0,55.0,22.1,13.6,0.0
09/08/2022 03:00:00.000000,0.319,7.0,51.0,23.7,14.0,0.0
